"gene"	"CC1"	"CC2"	"DESeq2"	"MAGeCK"	"PBNPA"	"ScreenBEAM"	"sgRSEA"	"essential"
"PSMD1"	4.99200723178794e-19	0.156139780335309	7.78016390004092e-194	0.316907	0.0377000214469253	0.0288041317804204	0.427916800241377	1
"PSMD11"	1.03539699829339e-25	0	0	0.004046	0.000582191747418359	7.40389352849446e-06	0.00185118834348501	1
"PSMD6"	1.25044667614557e-36	4.98315122499093e-09	0	0.000232	0.00623767039608943	2.41055064034105e-07	0.00185118834348501	1
"PSMD7"	2.93267216444152e-29	0	0	0.002205	2.91651316814412e-05	5.72979024973435e-08	0.00185118834348501	1
"RNASE9"	1	1	4.16174741938315e-26	0.999995	0.999999998342361	1	1	0
"RPL11"	6.03194112037398e-34	0	0	0.004468	2.91651316814412e-05	0.000764075145557587	0.00185118834348501	1
"RPL18A"	1.62540283653867e-25	2.44249065417534e-15	0	0.003993	0.000320016763678499	1.29582972726304e-05	0.00185118834348501	1
"RPL27"	1.87759095365611e-18	1	3.4756591093921e-232	0.999995	0.999999998342361	0.289252734924002	0.914306437940768	1
"RPL3"	1.51503546399132e-12	0.145655644233405	2.86151277095516e-147	0.016311	0.185267440922598	0.0170834014098069	0.914306437940768	1
"RPL30"	1.91287342458477e-22	0.0192749321562911	0	0.652043	0.183929209699661	0.109361686020389	0.177714080974561	1
"RPL34"	3.67712761432333e-18	7.69162511460308e-13	0	0.127253	0.000138080975111171	0.00495123716766404	0.00185118834348501	1
"RPL35A"	2.02283423495258e-21	4.83391104921793e-13	0	0.061368	0	0.010455435688749	0.00185118834348501	1
"RPL36"	1.09621144867503e-26	0	0	0.074721	0.000209623490198553	0.00445010169163651	0.00185118834348501	1
"RPL5"	3.51726042502526e-22	0.0357841781345389	0	0.61441	0.251182101438282	0.0725960638214899	0.053552234222245	1
"RPL6"	0.00047076111884484	0.00075168664309011	1.36195740738311e-22	0.354702	0.00623767039608943	0.119310915413151	0.444285202436403	1
"RPL9"	1.37297169246651e-31	0	0	0.092023	0.00805851297047821	0.00895095344123369	0.00333213901827302	1
"RPS11"	3.05934318732578e-19	7.40317051421968e-05	0	0.118075	0.0771397024438414	0.0555538209096239	0.0151460864466955	1
"RPS13"	1.57757780144559e-29	0	0	0.002205	3.14589851218294e-05	5.77506462709092e-06	0.00185118834348501	1
"RPS19"	4.05673661352718e-30	0	0	0.008627	2.91651316814412e-05	4.73156003503395e-06	0.00185118834348501	1
"RPS24"	1	1	5.69554713529732e-224	0.999995	0.999999998342361	0.908257049298367	1	1
"RPS27"	1.46604541510088e-06	0.612384238064961	2.45941881136156e-44	0.442445	0.133380677519234	0.0725960638214899	1	1
"RPS3A"	2.00151451452262e-09	0.0475379756141074	6.53184680152054e-193	0.118075	0.098351864365192	0.0170834014098069	0.234201770998618	1
"RPS7"	1	1	7.04725851846471e-84	0.999995	0.999999998342361	1	1	1
"RPS8"	1.95513167959185e-26	0	0	0.062019	6.09591017102633e-05	0.000739281803799529	0.00185118834348501	1
"RPS9"	2.26767358687246e-27	0.000323936677004477	0	0.122944	5.7018335036263e-05	0.0235151002227266	0.00333213901827302	1
"RPTN"	1	1	8.63595561239955e-19	0.999995	0.999999998342361	1	1	0
"RXFP2"	1	1	1.2781077225715e-51	0.999995	0.999999998342361	1	1	0
"SAGE1"	1	1	4.13706570490719e-60	0.999995	0.999999998342361	1	1	0
"SPATA16"	1	1	9.19159724639396e-80	0.999995	0.999999998342361	1	1	0
"TAAR1"	1	1	3.15416241961937e-68	0.999995	0.999999998342361	1	1	0
"TAAR8"	1	1	6.07608419110077e-67	0.999995	0.999999998342361	1	1	0
"TAS2R13"	1	1	2.52680595768482e-52	0.999995	0.999999998342361	1	1	0
"TAS2R9"	1	1	2.12714232839736e-124	0.999995	0.999999998342361	1	1	0
"TGM6"	1	1	4.68696718629667e-87	0.999995	0.999999998342361	1	1	0
"TPH2"	1	1	2.33842615800477e-17	0.999995	0.999999998342361	1	1	0
"TRIM42"	1	1	2.55435900443462e-133	0.999995	0.999999998342361	1	1	0
"VN1R2"	1	1	5.13128914896119e-80	0.999995	0.999999998342361	1	1	0
