"gene"	"CC1"	"CC2"	"DESeq2"	"MAGeCK"	"PBNPA"	"ScreenBEAM"	"sgRSEA"	"essential"
"KRT25"	1	0.748346926966433	4.45054919628799e-31	0.999995	0.999999998342361	1	0.999283410963812	0
"KRT74"	1	0.98094500525594	1.8742847141447e-38	0.999995	0.999999998342361	1	0.999283410963812	0
"KRT77"	1	1	8.23302089929322e-70	0.999995	0.999999998342361	1	0.999283410963812	0
"KRT9"	1	1	4.26807385046542e-35	0.999995	0.999999998342361	1	0.999283410963812	0
"LHX5"	1	1	1.29284393178775e-66	0.999995	0.999999998342361	1	0.999283410963812	0
"LUZP4"	1	1	2.77513112238304e-64	0.999995	0.999999998342361	1	0.999283410963812	0
"LYZL6"	1	0.00138463568799319	1.15076118111516e-34	0.999995	0.999999998342361	1	0.999283410963812	0
"MAGEB3"	1	1	1.42102656376275e-124	0.999995	0.999999998342361	1	0.999283410963812	0
"MRGPRD"	1	0.110114287087717	1.82022987929166e-19	0.999995	0.999999998342361	1	0.999283410963812	0
"NLRP5"	1	1	5.29211297255892e-200	0.999995	0.999999998342361	1	0.999283410963812	0
"NPHS2"	1	1	1.9222803804338e-70	0.999995	0.999999998342361	1	0.999283410963812	0
"NPSR1"	1	1	1.51756669525846e-60	0.999995	0.999999998342361	1	0.999283410963812	0
"NUP133"	1.94791456768689e-32	0	0	0.140081	0.0159328717091628	0.0130569868309091	0.0154706454419819	1
"NUP205"	1.84070721679887e-21	0	0	0.006607	0.0363679202135977	0.0023733022996801	0.0385278573987818	1
"NUP54"	2.1537605992149e-27	0	0	0.024711	0.0614786285620633	0.00634371496045874	0.0333213901827302	1
"NUP93"	2.5704077383954e-33	0	0	0.019609	0.000105497816744882	8.64910410733702e-05	0.00138839125761376	1
"NUP98"	2.97969270750938e-28	0	0	0.000464	0.14005916230894	2.88974237048098e-05	0.076824316254628	1
"OC90"	1	0.970682926510622	8.95275299936729e-20	0.999995	0.999999998342361	1	0.999283410963812	0
"OLIG2"	1	1	7.79741886897794e-60	0.999995	0.999999998342361	1	0.999283410963812	0
"OR12D2"	1	1	5.45739564334699e-43	0.999995	0.999999998342361	1	0.999283410963812	0
"OR52E8"	1	1	5.0362295774464e-177	0.999995	0.999999998342361	1	0.999283410963812	0
"OR9Q2"	1	1	7.75114173955808e-31	0.999995	0.999999998342361	1	0.999283410963812	0
"OTUD6A"	1	1	2.2818637166127e-78	0.999995	0.999999998342361	1	0.999283410963812	0
"PIWIL3"	1	1	1.02769796863896e-27	0.999995	0.999999998342361	1	0.999283410963812	0
"PLA2G2E"	1	1	6.22721304850807e-80	0.999995	0.999999998342361	1	0.999283410963812	0
"POLA1"	4.0860504042392e-22	0	0	0.055452	0.0324896542519925	0.00609400820149773	0.0199928341096381	1
"POLR2A"	1.71075532564506e-33	0	0	0.016318	0.00793570224518636	0.00110131665221947	0.00138839125761376	1
"POLR2D"	6.39942719789887e-30	0	0	0.008821	5.67552799502253e-05	1.40104376555837e-05	0.00138839125761376	1
"POLR2F"	2.55482050751562e-26	0	0	0.008449	0.0159328717091628	0.000916493090254949	0.00138839125761376	1
"POU4F2"	1	1	4.12605023957885e-95	0.999995	0.999999998342361	1	0.999283410963812	0
"PSMA3"	2.50421473132331e-28	0	0	0.358939	0.036681037251999	0.0330099779040888	0.0618825817679275	1
"PSMB2"	8.69265661534563e-79	0	0	0.000232	4.19453134957726e-05	2.54333252490597e-08	0.00138839125761376	1
"PSMB3"	5.79952930319136e-24	0	0	0.363846	0.168804955346768	0.0737599130033922	0.0454382593400866	1
"PSMC1"	4.84024412042539e-29	0	0	0.006289	0.000606025331482307	0.000703096617467434	0.00138839125761376	1
"PSMC2"	1.96043484615564e-38	0	0	0.03163	0.0126262465618737	0.000240884922852495	0.00266571121461842	1
"PSMC4"	6.16864435159969e-34	0	0	0.003946	0.0119787861250996	5.56537859137688e-05	0.00138839125761376	1
"PSMD1"	5.86199157443394e-24	0	0	0.130749	0.123417241273348	0.0158211708657714	0.38522777918571	1
"PSMD11"	1.70482009918056e-31	0	0	0.003946	0.00259753633082207	9.16092298144783e-07	0.00138839125761376	1
"PSMD6"	3.73369665210825e-57	0	0	0.000232	0.00690373722381384	1.26834317225174e-10	0.00138839125761376	1
"PSMD7"	2.09799377377547e-25	0	0	0.006289	0.000246500494344472	4.28043189869804e-06	0.00138839125761376	1
"RNASE9"	1	1	2.78044193194602e-38	0.999995	0.999999998342361	1	0.999283410963812	0
"RPL11"	2.3165319482284e-32	0	0	0.006289	1.67324263909974e-05	6.2718584743395e-06	0.00138839125761376	1
"RPL18A"	2.1537605992149e-27	0	0	0.006864	0.00030891242717912	5.48558687664465e-05	0.00138839125761376	1
"RPL27"	1.10371054037375e-23	0	0	0.999995	0.585219261928424	0.244502249130284	0.636279879203562	1
"RPL3"	2.09799377377547e-25	0	0	0.006289	0.171642333540731	0.00350789930827965	0.208697127986573	1
"RPL30"	2.79143477066985e-23	0	0	0.697599	0.24399007626382	0.0784491293073647	0.258881569881212	1
"RPL34"	5.53892738083331e-24	0	0	0.138418	1.67324263909974e-05	0.00424020495282593	0.00138839125761376	1
"RPL35A"	1.00265975638268e-24	0	0	0.089253	3.49981580177294e-05	0.0121644345228343	0.00138839125761376	1
"RPL36"	6.21797311889618e-33	0	0	0.044104	0.00100200336800854	0.00227526948741341	0.00138839125761376	1
"RPL5"	4.42700117971049e-24	0	0	0.277073	0.125237453070847	0.0262211422633795	0.0160861883640767	1
"RPL6"	1.40369633754837e-05	0	9.12238613342924e-133	0.401714	0.00690373722381384	0.0102062525952091	0.00138839125761376	1
"RPL9"	4.74056629888547e-26	0	0	0.243231	0.0362747350848474	0.0167045628195769	0.0154706454419819	1
"RPS11"	4.39883914169663e-22	0	0	0.149821	0.0614786285620633	0.0324527436277002	0.00640795965052504	1
"RPS13"	1.25070048289483e-36	0	0	0.002205	5.84282437763456e-05	1.8694914288261e-07	0.00138839125761376	1
"RPS19"	3.50656878270239e-35	0	0	0.008821	3.37871735422157e-05	5.6889899661094e-06	0.00138839125761376	1
"RPS24"	3.8393955606844e-22	0	0	0.890004	0.619497841891999	0.417621014680525	0.999283410963812	1
"RPS27"	2.39823271630844e-10	0	9.26629387352351e-261	0.115311	0.125237453070847	0.034559586223981	0.644730154233291	1
"RPS3A"	5.84751331738114e-20	0	0	0.055407	0.0126262465618737	0.000655095127825706	0.00138839125761376	1
"RPS7"	1	0	9.85809241462494e-201	0.999995	0.999999998342361	0.776208011164421	0.999283410963812	1
"RPS8"	1.94791456768689e-32	0	0	0.009259	6.33537055958477e-05	0.000561429053013969	0.00138839125761376	1
"RPS9"	1.45451331355464e-34	0	0	0.131398	1.67324263909974e-05	0.00935416064615937	0.00138839125761376	1
"RPTN"	1	1	1.02030873850162e-47	0.999995	0.999999998342361	1	0.999283410963812	0
"RXFP2"	1	1	1.39111051257717e-57	0.999995	0.999999998342361	1	0.999283410963812	0
"SAGE1"	1	1	4.46536462666359e-105	0.999995	0.999999998342361	1	0.999283410963812	0
"SPATA16"	1	1	5.74548966120057e-68	0.999995	0.999999998342361	1	0.999283410963812	0
"TAAR1"	1	1	1.04899308332385e-107	0.999995	0.999999998342361	1	0.999283410963812	0
"TAAR8"	1	1	4.19863644647072e-96	0.999995	0.999999998342361	1	0.999283410963812	0
"TAS2R13"	1	1	1.05571420453412e-76	0.999995	0.999999998342361	1	0.999283410963812	0
"TAS2R9"	1	1	6.68894035321709e-91	0.999995	0.999999998342361	1	0.999283410963812	0
"TGM6"	1	1	3.13031764314122e-142	0.999995	0.999999998342361	1	0.999283410963812	0
"TPH2"	1	1	1.37633694034146e-30	0.999995	0.999999998342361	1	0.999283410963812	0
"TRIM42"	1	1	9.91241491734604e-85	0.999995	0.999999998342361	1	0.999283410963812	0
"VN1R2"	1	1	2.45398903671296e-100	0.999995	0.999999998342361	1	0.999283410963812	0
