"gene"	"CC1"	"CC2"	"DESeq2"	"MAGeCK"	"PBNPA"	"ScreenBEAM"	"sgRSEA"	"essential"
"PLA2G2E"	1.03956122050989e-07	0.0069651984947976	3.36944482154195e-14	0.995113	0.946573883276443	0.0517174666337836	1	0
"POLA1"	4.80200328730076e-19	5.48134631683794e-07	0	0.61868	0.216903886706406	0.254302888763948	0.0563900449246203	1
"POLR2A"	3.47724437049367e-07	0.462433321528664	7.1152188644818e-35	0.995113	0.999998585480896	0.767796388045341	1	1
"POLR2D"	1.90978513770175e-38	0	5.01474000499828e-102	0.067665	0.016102656018362	0.000294847396382597	0.00333213901827302	1
"POLR2F"	7.30406905447839e-28	0	9.60439427081488e-43	0.995113	0.881596182331635	0.316934342319986	1	1
"POU4F2"	1	1	1.64674495328601e-65	0.995113	0.999998585480896	1	1	0
"PSMA3"	1.76121883393998e-50	0	1	0.414949	0.00341711672628585	0.0591889611331411	0.0506485130777499	1
"PSMB2"	3.23652362457677e-62	0	5.99590990838998e-125	0.318034	0.00341711672628585	0.0386560759984518	0.0145781082049445	1
"PSMB3"	1.09507835786092e-35	0	8.45075757159581e-46	0.098944	0.0207246065114409	0.000294847396382597	0.0347701462776315	1
"PSMC1"	3.46582395764537e-24	0	2.41379975455457e-284	0.613843	0.518767500836768	0.0568762437197127	0.116624865639556	1
"PSMC2"	1.79475149781359e-07	0.207860715476159	3.99071356128939e-68	0.995113	0.999998585480896	0.690335378363619	1	1
"PSMC4"	3.14625465757303e-12	0	3.26920083977921e-46	0.791172	0.285098387063569	0.00875122716866392	0.341782259302861	1
"PSMD1"	1.65657204872345e-41	0	0	0.067665	0.0363318837299028	0.0568762437197127	0.00333213901827302	1
"PSMD11"	2.80386339158605e-32	0	1.01938238624001e-248	0.105695	0.062733620177804	0.0445843145464928	0.00333213901827302	1
"PSMD6"	3.46098662095733e-32	0	8.65710074063883e-169	0.878517	0.391466457925889	0.348410847877563	0.818510046027065	1
"PSMD7"	1.92994931266205e-39	0	1	0.273058	0.000761514290733789	0.00530337283341214	0.0145781082049445	1
"RNASE9"	1	1	3.63080884488636e-46	0.995113	0.999998585480896	1	1	0
"RPL11"	1.13150028590503e-57	0	1	0.002321	0.00314794139339514	1.00961405710051e-06	0.00333213901827302	1
"RPL18A"	3.63493544194955e-22	0	3.63999646193256e-103	0.278389	0.144397129058886	0.000294847396382597	0.0347701462776315	1
"RPL27"	4.91399943741723e-43	0	1	0.414949	0.00586442600315365	0.0453399519714421	0.0347701462776315	1
"RPL3"	2.80079306119878e-32	0	1.53237394807599e-313	0.273058	0.00809102025526479	0.0253408488171105	0.0347701462776315	1
"RPL30"	3.81424146270556e-14	0.00402903223186102	1.03374639527016e-154	0.995113	0.999998585480896	0.581331559510719	1	1
"RPL34"	6.81514448647659e-43	0	1	0.561111	0.00589425290602749	0.166199255126209	0.228950197061985	1
"RPL35A"	8.1421809206025e-44	0	2.97498110785667e-48	0.624543	0.000761514290733789	0.108027190688031	0.426874025584165	1
"RPL36"	1.51012402745276e-42	0	2.43965267458326e-66	0.109889	0.00341711672628585	0.0149172775599492	0.00333213901827302	1
"RPL5"	3.48588160385685e-38	0	1	0.175604	0.0795039632919173	0.0186943219892775	0.00333213901827302	1
"RPL6"	1.1094460812585e-50	0	1	0.074612	0.00443205374152138	0.00485791578219783	0.00605843457867822	1
"RPL9"	7.37693790033668e-45	0	1	0.074612	0.00393749860006298	0.0568762437197127	0.00333213901827302	1
"RPS11"	1.04426590208379e-51	0	5.39414198202994e-135	0.212473	0.00520267145770945	0.0541540361009603	0.0145781082049445	1
"RPS13"	2.27021873176516e-65	0	1	0.271153	0	0.0114122571342318	0.0102527354408401	1
"RPS19"	1.9753552039941e-39	0	1.87535526618721e-38	0.672225	0.00154217502458912	0.108027190688031	0.401707870536247	1
"RPS24"	3.68991539410487e-32	0	1.19795931858252e-108	0.340741	0.0766084282339439	0.108027190688031	0.0347701462776315	1
"RPS27"	3.44410067652781e-10	1.19407128629234e-09	8.92782459739638e-99	0.651559	0.881596182331635	0.0136137337600307	0.23012585094948	1
"RPS3A"	2.0721600708089e-25	0	1.090117244766e-134	0.445522	0.183706317713175	0.0917850741920745	0.0506485130777499	1
"RPS7"	1.64933748700604e-15	1.24310084004264e-07	2.25204016547172e-29	0.987786	0.062733620177804	0.633680778224397	1	1
"RPS8"	1.11831114094618e-40	0	4.53123794050213e-153	0.177577	0.00276373854760115	0.0203635727523691	0.00333213901827302	1
"RPS9"	4.02701183753981e-37	0	4.20362541097174e-137	0.074612	0.00341711672628585	0.00013790333122323	0.00333213901827302	1
"RPTN"	1	1	2.96301603034291e-75	0.995113	0.999998585480896	1	1	0
"RXFP2"	2.49554946344501e-14	1	9.37643443607668e-134	0.995113	0.999998585480896	0.984859757085954	1	0
"SAGE1"	1	1	2.42178966271989e-62	0.995113	0.999998585480896	1	1	0
"SPATA16"	1	0.702137890122819	1.13628012507859e-56	0.995113	0.999998585480896	1	1	0
"TAAR1"	1	1	7.83631407575183e-62	0.995113	0.999998585480896	1	1	0
"TAAR8"	1	1	4.80608497856968e-66	0.995113	0.999998585480896	1	1	0
"TAS2R13"	1	1	4.93775251104556e-116	0.995113	0.999998585480896	1	1	0
"TAS2R9"	1	1	2.80833258163488e-14	0.995113	0.999998585480896	1	1	0
"TGM6"	8.81294198741179e-10	0.328707567158814	5.68482084888059e-66	0.995113	0.897831025086253	0.468430803334012	1	0
"TPH2"	7.05998557337811e-16	1	5.47951865401386e-229	0.995113	0.999998585480896	0.818488864803183	1	0
"TRIM42"	1	1	1.44591025393143e-86	0.995113	0.999998585480896	1	1	0
"VN1R2"	1	1	1.05275498530704e-93	0.995113	0.999998585480896	1	1	0
