Gene,pos.pvalue,pos.fdr,neg.pvalue,neg.fdr,p.value.twosides
RPS9,0.9999999944099812,0.9999999944099812,2.88111399848745e-7,1.6732426390997368e-5,5.7622279969749e-7
RPTN,0.02644251122551955,0.07684854824916619,0.9950296873728033,0.9999999983423613,0.0528850224510391
RXFP2,0.0019948311642395966,0.008834252298775358,0.9998418326464996,0.9999999983423613,0.003989662328479193
SAGE1,3.046824930486025e-5,3.541933981690004e-4,0.999993181682301,0.9999999983423613,6.09364986097205e-5
SPATA16,0.01985657859344503,0.061555393639679594,0.9951640420115553,0.9999999983423613,0.03971315718689006
TAAR1,0,0,0.9999991497378174,0.9999999983423613,0
TAAR8,4.878696303933783e-5,5.041319514064909e-4,0.9999967685522984,0.9999999983423613,9.757392607867565e-5
TAS2R13,8.425547001754685e-4,0.004897349194769911,0.999935662763469,0.9999999983423613,0.001685109400350937
TAS2R9,7.260057313862589e-5,6.751853301892208e-4,0.9998934937364918,0.9999999983423613,1.4520114627725178e-4
TGM6,9.651570271551613e-6,1.4959933920905e-4,0.999999642816741,0.9999999983423613,1.9303140543103225e-5
TPH2,0.02733392192103823,0.07703196177747137,0.9965337963805893,0.9999999983423613,0.05466784384207646
TRIM42,0.0035739920803822267,0.013849219311481129,0.9996036023268816,0.9999999983423613,0.007147984160764453
VN1R2,2.0923067560296715e-5,2.779778975867992e-4,0.9999991538561748,0.9999999983423613,4.184613512059343e-5
