sgRNA,gene,counts,control mean,control stdev,fold change,p-value,p-value (adj.),significant
RPL36-1,RPL36,136.138554535,1138.12879764,40.7496690832,0.119616123252,4.33139500458e-245,1.3874901998e-243,True
RPL35A-4,RPL35A,58.4820551169,886.856587662,34.6995138675,0.0659430802347,9.12531314256e-245,2.82884707419e-243,True
NUP54-18,NUP54,124.633887954,1095.48036377,39.7425334809,0.113770992229,2.50232263988e-243,7.5147876779e-242,True
NUP93-7,NUP93,399.787163668,1830.62459202,56.4105572312,0.218388393454,5.72225264664e-243,1.66638933134e-241,True
RPL27-10,RPL27,141.571313753,1135.47003024,40.6870844275,0.124680801767,1.57255173468e-240,4.44477122656e-239,True
PSMC1-6,PSMC1,413.848422822,1817.92685885,56.1317122087,0.22764855517,8.54467824832e-234,2.34612451333e-232,True
PSMC1-9,PSMC1,445.166681846,1883.312075,57.5652235546,0.236374357577,1.65465079831e-231,4.41699838104e-230,True
RPS11-1,RPS11,153.715128477,1128.58919082,40.5249944127,0.136201134768,8.93208362414e-230,2.31992766562e-228,True
NUP93-1,NUP93,365.592737999,1680.21865687,53.0922114367,0.217586405498,9.29408691529e-230,2.35042566463e-228,True
RPS8-4,RPS8,84.3675549228,921.973316603,35.5638939014,0.0915075885641,1.58002165699e-229,3.89333541634e-228,True
RPL35A-1,RPL35A,84.6871289945,911.777993623,35.3136700943,0.0928813039872,1.36610882463e-226,3.28207645116e-225,True
RPS11-2,RPS11,594.727347391,2193.45767051,64.2948461889,0.27113691565,1.40425190035e-224,3.29142945424e-223,True
RPL9-6,RPL9,48.5752588949,782.541675064,32.0859750207,0.0620737021973,8.63720623204e-224,1.976275045e-222,True
RPL5-5,RPL5,320.213219821,1537.75646232,49.914255694,0.208234026432,3.39885092875e-223,7.59603661053e-222,True
POLR2F-2,POLR2F,337.789793763,1576.96890055,50.7927410176,0.214201937429,1.20457676574e-222,2.63090516336e-221,True
POLR2D-2,POLR2D,204.846979945,1224.94359499,42.7795131737,0.167229724522,4.02397219861e-219,8.59341618415e-218,True
RPS19-3,RPS19,49.53398111,770.817042378,31.7874200482,0.0642616579379,4.60125840583e-219,9.61262897392e-218,True
POLR2A-2,POLR2A,79.8935179193,869.276283555,34.264045323,0.0919080842659,7.75151767565e-219,1.58493797581e-217,True
RPL9-7,RPL9,92.6764807864,905.357244353,35.1557836033,0.102364543239,1.29636234165e-217,2.59542543818e-216,True
PSMC1-8,PSMC1,367.190608357,1622.00205224,51.7980181226,0.226381099734,5.88008137825e-217,1.1532159601e-215,True
RPS24-7,RPS24,457.630070642,1822.87680641,56.2404410691,0.251048271081,8.19466272964e-215,1.57501417664e-213,True
NUP133-7,NUP133,211.55803545,1220.1475286,42.6680358063,0.17338725891,1.50379089293e-213,2.83361381981e-212,True
PSMD11-5,PSMD11,128.149202743,983.956312196,37.0731335625,0.130238711978,3.37925078414e-210,6.24511539147e-209,True
POLA1-3,POLA1,82.7696845644,842.727267551,33.602754153,0.0982164547789,2.42600307166e-208,4.398847079e-207,True
PSMC2-14,PSMC2,322.769812394,1452.05300915,47.9832223866,0.22228514411,6.35334661945e-204,1.13066038913e-202,True
RPS19-2,RPS19,278.668590503,1344.07578651,45.5263597137,0.207331010126,2.08840292021e-203,3.64900946604e-202,True
RPS3A-1,RPS3A,131.025369388,966.191570735,36.6426075778,0.135610135046,3.92091517328e-203,6.72857050271e-202,True
PSMB2-3,PSMB2,182.476794928,1099.34279316,39.8340343669,0.165987166208,2.54033469008e-202,4.28291515293e-201,True
RPL9-3,RPL9,209.960165092,1157.5669369,41.206437068,0.181380582322,1.18032097529e-199,1.95566975388e-198,True
RPS13-9,RPS13,202.929535515,1137.47167414,40.7342035048,0.178404034253,4.57628982587e-199,7.45392291977e-198,True
COPZ1-18,COPZ1,682.929791174,2207.17437476,64.5901531605,0.309413609991,5.29996639481e-195,8.48877950901e-194,True
RPL34-5,RPL34,148.282369258,978.770297236,36.9476136863,0.151498640362,3.28868697284e-194,5.18102980475e-193,True
RPS19-8,RPS19,314.46088653,1387.31766842,46.5137083315,0.226668263288,4.35932946672e-194,6.75696067341e-193,True
PSMD6-18,PSMD6,271.957534997,1280.90299739,44.0749233533,0.212317041611,5.37726194863e-193,8.20245830577e-192,True
RPL18A-7,RPL18A,147.643221115,955.886264243,36.3921285446,0.154456891618,7.58671817002e-189,1.13919315022e-187,True
NUP93-10,NUP93,122.716443524,888.23649665,34.7336153667,0.138157398381,1.41403603698e-188,2.09059789467e-187,True
RPL11-9,RPL11,114.40751766,863.515328718,34.1209307048,0.132490430517,8.93945268132e-188,1.3016384889e-186,True
RPS13-7,RPS13,92.3569067147,800.904751911,32.5514906201,0.115315718248,1.6864463479e-187,2.41891782139e-186,True
RPL35A-5,RPL35A,305.832386595,1322.25244232,45.0262024528,0.231296518582,1.65779239261e-184,2.34285071956e-183,True
RPS9-8,RPS9,151.158535903,944.641081065,36.1181760888,0.16001689841,4.08461708914e-183,5.68886525024e-182,True
RPS13-8,RPS13,281.544757148,1251.33224807,43.3915790921,0.224996005323,4.58362174857e-181,6.29265785769e-180,True
PSMC4-3,PSMC4,136.777702678,896.637866737,34.9409933399,0.152545088438,1.1017422129e-180,1.4912313614e-179,True
RPL30-1,RPL30,135.179832319,889.523905614,34.7654206813,0.151968745827,1.82804788601e-179,2.43993613674e-178,True
RPL35A-6,RPL35A,83.7284067794,743.246581164,31.0810967348,0.112652259561,3.89946500763e-178,5.13340530457e-177,True
RPS9-4,RPS9,108.65518437,812.399685775,32.8416437655,0.133745970453,5.42652489314e-178,7.04714921933e-177,True
PSMB2-4,PSMB2,92.0373326431,768.123447252,31.718680529,0.119821017015,5.96922765471e-178,7.64857036824e-177,True
POLR2A-7,POLR2A,24.6072035191,552.911039405,26.0039128567,0.0445048149981,1.72314418621e-177,2.17887047757e-176,True
COPZ1-11,COPZ1,299.440905162,1272.79470105,43.887809592,0.235262532846,1.10398932251e-176,1.37783602458e-175,True
COPS4-7,COPS4,145.086628541,894.415093445,34.8861673332,0.162213976043,7.63385377749e-174,9.40529933355e-173,True
RPL30-8,RPL30,211.55803545,1054.50056805,38.7679803131,0.200623917957,2.21768297079e-173,2.69771308219e-172,True
NUP54-19,NUP54,267.803072066,1183.28682535,41.8087490516,0.226321350267,5.69747511395e-173,6.84409198063e-172,True
COPS4-9,COPS4,564.367810582,1817.14060963,56.1144385439,0.310580154112,1.66606468901e-171,1.97665205696e-170,True
RPS9-2,RPS9,88.2024437829,734.675598468,30.8602481892,0.120056313245,2.03878312614e-171,2.389354371e-170,True
RPS19-7,RPS19,65.1931106222,668.232878555,29.1259260926,0.0975604653922,2.65550471823e-171,3.07462654725e-170,True
PSMD11-9,PSMD11,370.066775002,1400.65833103,46.8173660494,0.264209169934,2.10818535462e-170,2.41186443546e-169,True
PSMD7-7,PSMD7,98.1092400049,739.125920624,30.9749968123,0.132736841271,1.02926590693e-164,1.16367592537e-163,True
PSMC2-2,PSMC2,210.279739164,1013.29344586,37.7807495129,0.207521069068,6.81746624416e-164,7.61812216353e-163,True
PSMC1-4,PSMC1,299.760479233,1192.00531387,42.0124013165,0.251475791043,6.32667720043e-159,6.98843309151e-158,True
RPL3-11,RPL3,363.675293569,1328.18048407,45.16219122,0.273814664446,1.25980840649e-158,1.3757680439e-157,True
POLR2F-1,POLR2F,812.357290204,2221.58768261,64.900269272,0.365665193664,6.24719021464e-157,6.74556156884e-156,True
PSMD6-4,PSMD6,404.261200672,1402.18204876,46.8520208845,0.288308640828,3.53006960427e-156,3.76932987745e-155,True
COPZ1-4,COPZ1,56.2450366152,587.768883354,26.9647383466,0.095692436616,1.97241971375e-154,2.08296191748e-153,True
RPS24-5,RPS24,290.812405226,1149.85430463,41.0253655302,0.252912394253,6.20733455607e-154,6.48396576998e-153,True
PSMB2-18,PSMB2,204.207831802,952.476314611,36.3091261472,0.214396755772,2.37802183959e-152,2.45728923425e-151,True
COPS4-6,COPS4,462.104107645,1499.39317225,49.0518027963,0.308194085579,5.85035450883e-152,5.98105391807e-151,True
RPS8-5,RPS8,241.91757226,1031.57905549,38.2197678308,0.234511907713,2.10460155675e-151,2.1289706274e-150,True
PSMC4-6,PSMC4,73.8216105574,625.683168964,27.9922488018,0.11798561032,3.69067962728e-151,3.69452408523e-150,True
PSMD6-1,PSMD6,241.597998188,1028.70069486,38.1507620367,0.234857426845,1.00017541271e-150,9.90895434655e-150,True
RPS13-2,RPS13,321.491516107,1200.62242762,42.2134337683,0.267770706853,1.56780343826e-150,1.53740724916e-149,True
RPL27-2,RPL27,183.435517143,895.99515904,34.9251435595,0.204728245786,2.89559571835e-150,2.81077523771e-149,True
NUP133-6,NUP133,170.972128347,864.590705192,34.1476611663,0.197749209331,5.93927094736e-150,5.70763938041e-149,True
RPL36-5,RPL36,385.086756371,1321.44038367,45.0075664219,0.29141439987,6.41454585779e-148,6.10334511816e-147,True
COPS4-4,COPS4,323.408960537,1183.46059349,41.8128105707,0.273273958014,5.93082607972e-146,5.58776849276e-145,True
NUP98-12,NUP98,337.15064562,1210.65569619,42.4471936075,0.278485986297,1.57786030782e-145,1.47215898623e-144,True
POLR2F-3,POLR2F,212.836331737,941.854059354,36.0501761691,0.225975913809,2.52625864115e-145,2.33436014821e-144,True
RPL34-7,RPL34,202.609961443,914.490030348,35.3802887035,0.221555134249,4.41031146184e-144,4.03648506174e-143,True
PSMB2-15,PSMB2,175.446165351,853.15655681,33.8630691211,0.205643576142,5.07996763249e-144,4.60551782531e-143,True
COPB1-1,COPB1,236.16523897,988.010367357,37.1711640492,0.239031134462,1.02101055936e-143,9.17001072474e-143,True
POLR2D-4,POLR2D,484.154718591,1497.11326568,49.0004512103,0.323392177259,2.2888197349e-143,2.03662570855e-142,True
RPL3-4,RPL3,100.665832578,670.41715437,29.1836098156,0.150154022644,3.20969039896e-143,2.82982795725e-142,True
COPS4-1,COPS4,157.230443265,808.460536615,32.7423187273,0.19448128405,3.29616730832e-143,2.87965162118e-142,True
RPL11-1,RPL11,72.8628883424,596.760949976,27.2100138948,0.122097279229,4.08053400213e-143,3.53278664509e-142,True
PSMC2-7,PSMC2,236.484813041,982.585405309,37.0399656602,0.240676089593,1.95876665129e-142,1.68069174276e-141,True
POLR2F-5,POLR2F,250.226498123,1009.97612451,37.7009395565,0.247754864744,9.17815985986e-142,7.80549701356e-141,True
COPS2-9,COPS2,232.330350109,970.973331345,36.7586482711,0.239275727364,9.63385885326e-142,8.12117399823e-141,True
RPS9-7,RPS9,156.910869194,799.610138885,32.5187526855,0.196234216606,1.74571956893e-141,1.45881435282e-140,True
PSMD7-1,PSMD7,215.712498382,921.091739008,35.5422803358,0.234192197418,1.16919343112e-138,9.68616282157e-138,True
PSMC2-11,PSMC2,355.366367705,1213.51675252,42.5137913171,0.292840100449,2.04845206922e-138,1.68253199874e-137,True
RPL11-7,RPL11,592.49032889,1673.89796463,52.9519798615,0.353958449923,1.42256756965e-137,1.15854867325e-136,True
RPL9-9,RPL9,94.2743511448,632.851397255,28.1846156302,0.148967595795,1.14817200784e-136,9.27221260114e-136,True
PSMD7-2,PSMD7,230.412905679,944.084511649,36.1045997769,0.24405961843,2.2457870068e-136,1.79850109461e-135,True
RPS13-6,RPS13,348.974886272,1186.46658368,41.8830538904,0.294129553307,9.49432931877e-136,7.54053758292e-135,True
COPS8-12,COPS8,195.259757795,863.369019349,34.117293354,0.226160255255,3.07023363824e-135,2.41843813635e-134,True
RPL5-2,RPL5,239.360979686,957.414625837,36.4293111596,0.250007648961,5.63310478356e-135,4.40114934715e-134,True
PSMD6-5,PSMD6,166.817665416,795.929950717,32.4256220936,0.209588375542,1.63973908652e-134,1.27079779205e-133,True
POLA1-5,POLA1,418.961607969,1319.69032977,44.9673980754,0.317469635503,1.78666167921e-134,1.37358549898e-133,True
NUP205-5,NUP205,205.80570216,881.316170151,34.5624792453,0.233520851121,2.89452395947e-134,2.20764882941e-133,True
PSMB2-23,PSMB2,196.538054082,860.121320137,34.036518562,0.228500386493,6.98477807359e-134,5.28533206986e-133,True
POLR2D-1,POLR2D,256.937553629,985.003616204,37.0984659597,0.260849350604,4.83451711614e-133,3.6296648036e-132,True
RPL11-5,RPL11,110.5726288,656.931116919,28.8266845602,0.168316929968,3.50336408101e-132,2.60987045105e-131,True
RPL5-3,RPL5,107.696462155,648.200169386,28.5946009347,0.166146920722,9.17658859604e-132,6.78361664677e-131,True
POLR2F-9,POLR2F,447.084126276,1353.23887379,45.7359849295,0.330380788592,4.47441396506e-130,3.28237543544e-129,True
PSMC4-5,PSMC4,1110.51989908,2573.05300454,72.4094446305,0.43159619997,5.41585520076e-130,3.94290670298e-129,True
RPL18A-4,RPL18A,192.064017078,835.789629989,33.429194856,0.229799473679,5.49461499379e-130,3.97016917972e-129,True
POLR2D-7,POLR2D,141.890887825,720.733022079,30.4996485629,0.196870246649,1.21763076953e-129,8.73241171285e-129,True
NUP98-2,NUP98,212.516757665,876.520444237,34.4437135504,0.242454992422,2.13860939803e-129,1.52237306038e-128,True
COPZ1-17,COPZ1,789.347957043,1979.21401772,59.6577574319,0.398818899814,5.98557622215e-128,4.22951378639e-127,True
PSMA3-11,PSMA3,293.688571871,1032.94164933,38.2524216938,0.284322519149,1.06565176716e-126,7.47511933022e-126,True
COPB1-7,COPB1,110.253054729,635.394056764,28.2527120647,0.173519178461,5.05877608003e-126,3.52281435718e-125,True
RPL36-6,RPL36,75.7390549875,547.796673887,25.8615309784,0.138261253852,1.28127430311e-125,8.85830651286e-125,True
PSMD6-12,PSMD6,250.865646267,938.350472892,35.9646341152,0.26734749277,3.73615956683e-125,2.56460667409e-124,True
RPS13-5,RPS13,349.614034415,1129.63293545,40.5495930039,0.3094934854,1.44252133541e-123,9.83165250587e-123,True
PSMD7-5,PSMD7,433.342441194,1290.55154389,44.2973312703,0.335780808791,2.65112514757e-123,1.79417694846e-122,True
COPB1-6,COPB1,674.301291239,1736.59639232,54.3401218917,0.388289008443,6.00913520189e-123,4.03830694337e-122,True
PSMC4-4,PSMC4,105.459443653,608.462128907,27.5276870791,0.173321294199,1.07216636058e-121,7.15522133691e-121,True
RPL36-10,RPL36,135.499406391,676.262995523,29.3377551428,0.200364957551,2.93627058029e-121,1.94603863977e-120,True
COPS6-8,COPS6,365.273163927,1149.2956591,41.0122417285,0.317823495664,3.23970342169e-121,2.13243492345e-120,True
COPS6-5,COPS6,149.880239617,703.602928342,30.0542576076,0.213018214649,3.43457084486e-120,2.24532148429e-119,True
RPS8-10,RPS8,133.262387889,666.03149178,29.0677416488,0.200084214536,1.07791999632e-119,6.99919673284e-119,True
PSMB2-5,PSMB2,341.624682623,1085.24749206,39.4998286051,0.314789654086,1.31494389725e-117,8.48094688091e-117,True
COPS8-10,COPS8,324.687256824,1048.37135375,38.6216130679,0.309706341806,8.6824199403e-117,5.56253704175e-116,True
RPL11-10,RPL11,259.17457213,917.575887445,35.4560393703,0.282455735461,3.43090394503e-116,2.183509067e-115,True
RPS19-5,RPS19,256.617979557,904.86890262,35.1437655933,0.283596860069,1.16342711657e-114,7.35561486199e-114,True
COPZ1-2,COPZ1,202.929535515,793.402462415,32.3616041718,0.255771244895,3.24092088339e-114,2.0356372346e-113,True
COPS2-4,COPS2,640.10686557,1609.58043328,51.5211033082,0.397685541111,1.37807203417e-112,8.59952743401e-112,True
PSMD7-4,PSMD7,224.021424246,831.241485744,33.3152391719,0.269502218174,1.73087964533e-112,1.07314538011e-111,True
POLR2D-3,POLR2D,102.90285108,568.761804724,26.4428559852,0.180924334625,3.04046428311e-112,1.87300395902e-111,True
POLR2D-8,POLR2D,149.560665545,673.330244328,29.2604658894,0.222120819323,4.01657663806e-112,2.45855423514e-111,True
RPS13-10,RPS13,137.09727675,646.451765545,28.5480280231,0.212076575635,6.37778839923e-112,3.87914851371e-111,True
COPA-2,COPA,231.691201966,840.441013404,33.5455940714,0.275678124069,2.51422096107e-111,1.51960147396e-110,True
PSMD7-8,PSMD7,198.455498512,772.832728285,31.8388226205,0.2567897182,3.4810962129e-111,2.09083341288e-110,True
NUP54-11,NUP54,332.676608616,1036.0867651,38.3277611556,0.321089526304,5.55309245039e-111,3.31460984151e-110,True
NUP205-1,NUP205,377.097404579,1116.55761523,40.2411412687,0.337732150527,4.60701489131e-110,2.73292673491e-109,True
COPS4-2,COPS4,317.656627247,998.317493585,37.4200402782,0.318191987307,4.65219255151e-109,2.74279573129e-108,True
RPS9-3,RPS9,106.098591797,566.17698108,26.3715128054,0.187394746418,7.69677436416e-109,4.51012205119e-108,True
PSMB2-14,PSMB2,157.550017337,677.785139765,29.3778358769,0.23244832041,8.99260664313e-109,5.23751211154e-108,True
NUP133-2,NUP133,242.237146331,849.247799018,33.7655894801,0.285237296595,2.8863689303e-108,1.67096418194e-107,True
NUP98-14,NUP98,374.221237934,1100.23324946,39.8551208769,0.340129002753,6.21556009909e-108,3.57673847618e-107,True
COPA-9,COPA,250.546072195,861.118655636,34.0613307745,0.290954179839,2.26342374628e-107,1.29473227391e-106,True
POLR2A-1,POLR2A,465.299848362,1261.87928182,43.6356088226,0.368735627144,6.65524318306e-107,3.78443118279e-106,True
COPB1-2,COPB1,323.089386466,998.966278262,37.4356887924,0.323423716592,8.5359227103e-107,4.82530689682e-106,True
COPB1-5,COPB1,440.373070771,1214.10363611,42.5274490954,0.362714563793,1.81663365666e-106,1.02092686787e-105,True
COPA-6,COPA,98.7483881483,537.634054342,25.5774795249,0.183672122982,7.19804135544e-106,4.02169636196e-105,True
COPS6-2,COPS6,167.776387631,685.603532957,29.5833498997,0.24471342338,2.39389952384e-105,1.32979042914e-104,True
COPZ1-12,COPZ1,263.968183205,872.209945604,34.3368444303,0.302642941112,3.77225542234e-104,2.08341233383e-103,True
RPL34-4,RPL34,60.0799254753,440.843032722,22.7864210301,0.136284166962,4.32786970842e-104,2.37661873703e-103,True
COPB1-8,COPB1,284.101349721,906.829530741,35.1920080309,0.31329080063,6.62740308296e-103,3.61871270609e-102,True
COPS2-6,COPS2,171.611276491,683.988138499,29.540936481,0.250898029997,8.19760179651e-103,4.45078832002e-102,True
PSMA3-3,PSMA3,321.171942036,975.44258821,36.8670012484,0.329257657927,1.17939589839e-102,6.36741268736e-102,True
RPS3A-4,RPS3A,515.792551687,1327.36944481,45.1435917005,0.388582510848,1.2600350759e-102,6.76476931809e-102,True
PSMB2-6,PSMB2,641.704735928,1548.00529812,50.1441546002,0.414536524331,1.37318373321e-102,7.33127537562e-102,True
PSMB2-20,PSMB2,37.3901663862,370.180413889,20.626336316,0.101005253069,9.62104932867e-101,5.10819248887e-100,True
RPS19-9,RPS19,68.0692772673,446.986877789,22.9687764828,0.15228473284,8.4845731545e-100,4.48004109971e-99,True
PSMC2-4,PSMC2,187.589980075,699.951478738,29.9589727093,0.268004262829,1.14615554027e-98,6.01888237269e-98,True
PSMB2-21,PSMB2,368.149330572,1034.60099159,38.2921757844,0.355837016941,4.18492389697e-97,2.1857129701e-96,True
POLA1-7,POLA1,299.760479233,904.762205209,35.1411396047,0.331314103869,2.24159684305e-96,1.16441868442e-95,True
NUP205-8,NUP205,66.1518328372,430.112766952,22.466011263,0.153801137562,4.98489215365e-96,2.57552761272e-95,True
PSMC2-3,PSMC2,663.11619873,1538.48495106,49.9306038788,0.431018969846,2.85723518038e-95,1.46834385473e-94,True
PSMD1-18,PSMD1,167.137239487,644.573605954,28.4979621587,0.259298919384,8.11392537756e-95,4.14759696161e-94,True
NUP98-1,NUP98,500.452996247,1254.80844499,43.47204618,0.398828202221,1.3320423248e-94,6.7729771118e-94,True
POLA1-1,POLA1,227.856313106,759.068208834,31.4871754144,0.300178970024,4.39470463886e-94,2.22279534629e-93,True
PSMD6-14,PSMD6,242.876294475,783.003236301,32.0977066975,0.310185556349,4.99146550964e-93,2.51141275118e-92,True
PSMC2-1,PSMC2,259.813720274,812.515195471,32.8445546671,0.319764752367,1.74848978785e-92,8.75155565687e-92,True
COPA-4,COPA,190.46614672,679.096586383,29.4123502481,0.280469892706,4.7640379446e-92,2.37214531853e-91,True
POLA1-4,POLA1,573.315884589,1359.90100083,45.8882574048,0.421586486251,3.36935480658e-91,1.66904637583e-90,True
RPL30-7,RPL30,367.829756501,1001.40629081,37.494523311,0.367313207313,6.40895833292e-91,3.15846613228e-90,True
RPS8-6,RPS8,156.27172105,602.193510237,27.3577092198,0.259504160031,1.37458570852e-89,6.7396778872e-89,True
RPL11-3,RPL11,131.344943459,545.512423237,25.7978165934,0.240773514707,5.61838382863e-88,2.74074459864e-87,True
PSMD6-13,PSMD6,120.159850951,519.622332789,25.0702160471,0.231244585478,4.21882797697e-87,2.04762307367e-86,True
PSMB2-16,PSMB2,80.8522401343,429.61001829,22.4509375793,0.188199149676,6.64504949195e-86,3.20899123707e-85,True
PSMD11-8,PSMD11,170.972128347,613.971788792,27.6766960769,0.278469029796,1.5294999299e-85,7.34924716318e-85,True
RPL34-3,RPL34,485.113440806,1167.33234416,41.4353975748,0.415574401954,6.82498273305e-84,3.26308875944e-83,True
NUP205-2,NUP205,636.591550781,1413.12205728,47.1006711501,0.450485892214,5.11311754039e-83,2.43252770115e-82,True
PSMC2-13,PSMC2,438.13605227,1078.53440896,39.3403763806,0.406232799464,2.95001499527e-82,1.39653419234e-81,True
COPS8-4,COPS8,600.479680682,1346.01359288,45.5707096226,0.446117100049,8.60021305636e-82,4.05137487606e-81,True
COPA-1,COPA,326.924275326,883.148155306,34.6078113441,0.370180556186,9.03979076187e-82,4.237677523e-81,True
PSMC1-1,PSMC1,447.72327442,1085.51750683,39.5062382802,0.412451454355,8.78416330595e-81,4.09785482379e-80,True
COPA-7,COPA,228.815035321,698.576114576,29.9230503846,0.327544888161,1.1284392532e-79,5.23879286149e-79,True
RPL9-2,RPL9,362.396997282,932.333046131,35.8175610084,0.388699079997,3.68630805974e-79,1.70314521414e-78,True
RPS11-7,RPS11,703.382531762,1495.79001453,48.9706418354,0.470241494414,3.97758858442e-79,1.82892948786e-78,True
RPL18A-2,RPL18A,394.673978521,983.805373901,37.0694821936,0.401170789458,1.42799557348e-78,6.53477974338e-78,True
PSMD6-8,PSMD6,421.198626471,1027.24343867,38.1158115784,0.410028052373,3.55550586076e-78,1.61935598682e-77,True
PSMD7-9,PSMD7,333.954904903,876.169590784,34.4350191921,0.381153270344,6.31351496459e-78,2.86192824574e-77,True
PSMD6-19,PSMD6,685.486383748,1457.03057488,48.0958107537,0.470468084587,1.03964111095e-77,4.69058735975e-77,True
RPS11-3,RPS11,501.09214439,1150.95415291,41.0512000639,0.435371072882,1.45993776774e-76,6.55607567662e-76,True
RPL27-1,RPL27,250.226498123,719.462735065,30.4667106415,0.347796329021,1.73967175593e-75,7.77592817418e-75,True
RPS27-1,RPS27,301.358349592,808.393541879,32.7406285124,0.372786686162,2.12593666925e-75,9.45844971827e-75,True
POLR2D-6,POLR2D,305.193238452,814.883439192,32.9042148657,0.374523795397,2.60410668472e-75,1.15324724609e-74,True
RPL3-9,RPL3,601.757976968,1301.41208776,44.5473567255,0.462388495257,1.25156346731e-74,5.51721326647e-74,True
PSMB3-6,PSMB3,256.937553629,723.614626689,30.5743145225,0.355075124455,4.48261258979e-74,1.96702771634e-73,True
PSMD6-3,PSMD6,431.744570836,1017.11951544,37.8727358853,0.424477717989,2.30861279537e-73,1.0084440438e-72,True
RPL35A-2,RPL35A,463.06282986,1068.36292029,39.0984251863,0.433432142829,4.02121517438e-73,1.74859175682e-72,True
RPS19-6,RPS19,947.856696595,1831.67472276,56.4336082348,0.517480906854,1.08540118314e-72,4.69851593241e-72,True
COPS6-6,COPS6,229.454183464,665.592691863,29.056137923,0.344736632882,8.72017769567e-72,3.75788823567e-71,True
NUP205-7,NUP205,503.648736963,1119.53847371,40.3115180249,0.449871754111,8.62836352306e-71,3.70172202931e-70,True
NUP98-7,NUP98,439.094774485,1015.1821085,37.8261651947,0.432528086152,1.05667202429e-70,4.51316362375e-70,True
PSMD6-10,PSMD6,639.787291498,1324.02706839,45.0669222757,0.483213150828,5.86074174051e-69,2.49211186399e-68,True
RPL36-2,RPL36,236.16523897,665.017017427,29.0409116799,0.355126609968,6.54858823127e-69,2.77233184593e-68,True
NUP133-3,NUP133,340.665960408,841.458298358,33.5710321182,0.404851863809,8.97298013002e-69,3.78203241445e-68,True
