gene,log2FC,p_value_neg,p_value_pos,p_value_twosided,fdr_neg,fdr_pos,fdr_twosided
PSMD6,-1.4176357712312326,3.859759181964912e-59,0.9999957585022907,0.9999957585022907,1.794788019613684e-57,1,1
COPA,-1.5148283394314583,6.190658779220884e-33,0.8135864172449478,0.8135864172449478,1.9191042215584739e-31,1,1
RPL18A,-1.701209844181255,8.845305705695975e-28,1,1,6.855111921914382e-27,1,1
POLR2F,-1.0826677955497432,9.056948113042339e-24,0.9415436282590175,0.9415436282590175,3.662157280491033e-23,1,1
POLR2D,-1.7487480892136698,3.5947612145928396e-26,0.9769032075663394,0.9769032075663394,2.089454955982088e-25,1,1
PSMA3,-0.8302932143815405,1.834407401848745e-18,9.040532091403854e-4,9.040532091403854e-4,5.169693587028281e-18,0.001475034183334313,0.001475034183334313
RPL34,-1.7027275795172137,4.594500302377396e-21,0.64780180904232465,0.64780180904232465,1.582550104152214e-20,0.8485291301540309,0.8485291301540309
RPS24,-0.19380789811078428,9.442407230857687e-9,1.1537671658344732e-6,1.1537671658344732e-6,1.9957815283403747e-8,2.1460069284521204e-6,2.1460069284521204e-6
PSMC4,-1.4567210782215099,2.905747426165318e-28,1,1,2.4566773693943143e-27,1,1
RPL27,-0.5179562406461369,1.9168980200956073e-9,3.988593896216297e-8,3.988593896216297e-8,4.1458492062532905e-9,7.570188415267667e-8,7.570188415267667e-8
RPL9,-1.3246269925971244,5.835317916509148e-19,0.2976688068934332,0.2976688068934332,1.7505953749527445e-18,0.40710586825131306,0.40710586825131306
PSMC2,-1.0374556877663672,1.1540548491108283e-27,0.01279896835798809,0.01279896835798809,7.666221497664788e-27,0.019513181267096596,0.019513181267096596
NUP54,-0.92092027110223,2.179389037707907e-25,0.8595716494576867,0.8595716494576867,9.651580024135017e-25,1,1
COPS4,-1.4998959113122048,1.376283670119347e-31,0.8898260333449045,0.8898260333449045,2.1332396886849878e-30,1,1
NUP133,-0.9491651424339442,5.636022691506324e-26,5.000864492972762e-4,5.000864492972762e-4,3.0832359430005184e-25,8.305007104401194e-4,8.305007104401194e-4
RPL35A,-1.840695993226369,5.3415408472587325e-20,0.11955954261959645,0.11955954261959645,1.7129768923967658e-19,0.17933931392939467,0.17933931392939467
RPL3,-0.8360670191013536,2.374803118242218e-21,0.9026672571072302,0.9026672571072302,8.494488076789473e-21,1,1
RPL30,-0.664642369603774,1.3782966148055044e-9,2.526035131363892e-6,2.526035131363892e-6,3.0519425042121882e-9,4.60629935719298e-6,4.60629935719298e-6
POLA1,-1.0342658305575068,9.007528450768984e-19,0.46686015280018767,0.46686015280018767,2.6178129560047357e-18,0.6292462929046008,0.6292462929046008
NUP98,-0.7817960150989609,2.936797410189187e-29,0.9999517640476449,0.9999517640476449,3.214798291732493e-28,1,1
COPS2,-0.7318977197940788,4.636887971456605e-12,1.439693603344889e-4,1.439693603344889e-4,1.0780764533636607e-11,2.479472316871753e-4,2.479472316871753e-4
RPL6,-1.2489462824240123,4.318674222803017e-5,0.9999922710453498,0.9999922710453498,8.925260060459569e-5,1,1
PSMD7,-1.5422252841883883,1.2469560503964988e-25,0.9999999999999803,0.9999999999999803,6.103521720361809e-25,1,1
COPS8,-0.30435144797128844,1.606299340010167e-13,2.0360711190384326e-5,2.0360711190384326e-5,3.8304061184857826e-13,3.6414348859725817e-5,3.6414348859725817e-5
COPS6,-0.9597448001032122,8.828977654351248e-18,0.9747359882174336,0.9747359882174336,2.3459854910133315e-17,1,1
NUP205,-0.9853226933450049,6.574650385047103e-22,0.9937016375189571,0.9937016375189571,2.5476770242057525e-21,1,1
PSMD1,-0.5614641563445999,1.9880493571816323e-17,0.008869373968086272,0.008869373968086272,5.1357941727192166e-17,0.013980538627661413,0.013980538627661413
RPS7,-0.0753270247105744,2.1569330195539633e-4,3.2124931093321926e-9,3.2124931093321926e-9,4.3607558873591e-4,6.224205399331124e-9,6.224205399331124e-9
RPS27,-0.5731816443367652,4.1067842240382477e-10,0.9900376376021027,0.9900376376021027,9.315388605745294e-10,1,1
LYZL6,0.2532362790205072,0.7041858939577689,9.851436399200883e-17,9.851436399200883e-17,1,1.991703445925396e-16,1.991703445925396e-16
CRYGB,0.44989325109646466,0.9999999999999829,6.1694720977446314e-21,6.1694720977446314e-21,1,2.3906704378760446e-20,2.3906704378760446e-20
MRGPRD,0.2944708083862711,0.9999999999998511,1.3930532512899438e-18,1.3930532512899438e-18,1,3.598720899165688e-18,3.598720899165688e-18
IL1F10,0.25309879989304473,0.9999999999999736,9.67203439582271e-13,9.67203439582271e-13,1,1.913828082577685e-12,1.913828082577685e-12
OTUD6A,0.4546679301650167,1,6.915131114657608e-19,6.915131114657608e-19,1,1.8914917460681105e-18,1.8914917460681105e-18
KRT25,0.38492572131018915,0.9999999999959923,6.0497082237200615e-20,6.0497082237200615e-20,1,1.8545367848256766e-19,1.8545367848256766e-19
PIWIL3,0.38710542360153466,1,1.1442274991714196e-23,1.1442274991714196e-23,1,8.185627494072463e-23,8.185627494072463e-23
TPH2,0.4145403451085425,0.9999999999999925,3.6868273548085706e-20,3.6868273548085706e-20,1,1.2699071999896187e-19,1.2699071999896187e-19
RNASE9,0.4280102565949001,1,2.375847951975513e-21,2.375847951975513e-21,1,1.0043357251532849e-20,1.0043357251532849e-20
NPSR1,0.48709578524814445,0.9999999999999982,4.411978691788829e-22,4.411978691788829e-22,1,2.279522324090895e-21,2.279522324090895e-21
DMRTB1,0.37519464349893,1,7.851582182202493e-18,7.851582182202493e-18,1,1.7809686413288582e-17,1.7809686413288582e-17
RPTN,0.43512251292688475,1,7.850789241447937e-19,7.850789241447937e-19,1,2.0860668555847374e-18,2.0860668555847374e-18
HTR3D,0.38399327860100885,1,4.0106958115739983e-20,4.0106958115739983e-20,1,1.3321239659870779e-19,1.3321239659870779e-19
DMRTC2,0.34607637918194795,1,1.5003907845482138e-18,1.5003907845482138e-18,1,3.771252512513078e-18,3.771252512513078e-18
OLIG2,0.4960081147517464,1,4.686877956881385e-17,4.686877956881385e-17,1,1.0136736046278345e-16,1.0136736046278345e-16
IL22,0.4679157311415262,0.9999999999999997,1.376586076890912e-20,1.376586076890912e-20,1,5.1209002060341934e-20,5.1209002060341934e-20
OR9Q2,0.40246389648913716,0.9999999999965199,5.536932785036762e-19,5.536932785036762e-19,1,1.560408330328542e-18,1.560408330328542e-18
RXFP2,0.4831657446260351,1,5.8095398379157784e-18,5.8095398379157784e-18,1,1.3507180123154184e-17,1.3507180123154184e-17
LUZP4,0.4743131443284918,0.9999999999999698,2.438463740187472e-20,2.438463740187472e-20,1,8.722197224516728e-20,8.722197224516728e-20
KRT74,0.41587579125573004,1,4.8250191452243306e-17,4.8250191452243306e-17,1,1.0198335920587789e-16,1.0198335920587789e-16
OC90,0.40077437708342173,0.9999999999910185,7.363795285176887e-17,7.363795285176887e-17,1,1.5218510256032233e-16,1.5218510256032233e-16
NPHS2,0.47809774783824077,0.9999999999999996,2.3092250767190997e-21,2.3092250767190997e-21,1,1.0043357251532849e-20,1.0043357251532849e-20
FCRL4,0.4398467266528213,0.9999999999999993,4.525399585283278e-18,4.525399585283278e-18,1,1.0791337472598585e-17,1.0791337472598585e-17
LHX5,0.5131956037594421,0.9999999999999999,6.181789282752255e-20,6.181789282752255e-20,1,1.8545367848256766e-19,1.8545367848256766e-19
FAM71B,0.5562527787232556,1,6.810064050330357e-29,6.810064050330357e-29,1,3.166679783403616e-27,3.166679783403616e-27
CYP7A1,0.46258614334773435,1,1.875314738996062e-26,1.875314738996062e-26,1,4.045882991373074e-25,4.045882991373074e-25
SAGE1,0.5310925956086479,1,1.6047026333041125e-21,1.6047026333041125e-21,1,7.461867244864123e-21,7.461867244864123e-21
SPATA16,0.47769285522066324,1,1.6376513413742183e-22,1.6376513413742183e-22,1,8.958916161635429e-22,8.958916161635429e-22
TAAR8,0.5308207446950222,1,2.3672812004628644e-23,2.3672812004628644e-23,1,1.572551083164617e-22,1.572551083164617e-22
CABP5,0.49244358225515583,1,4.649654093288354e-24,4.649654093288354e-24,1,4.324178306758169e-23,4.324178306758169e-23
ADH7,0.5216052508050991,1,7.167846999718788e-23,7.167846999718788e-23,1,4.444065139825649e-22,4.444065139825649e-22
TGM6,0.5418431307597074,1,2.595219347498432e-35,2.595219347498432e-35,1,2.4135539931735416e-33,2.4135539931735416e-33
TRIM42,0.5174051973731097,1,2.603900371339016e-18,2.603900371339016e-18,1,6.372703540382328e-18,6.372703540382328e-18
KRT9,0.44170175057204764,1,4.3880807783403155e-20,4.3880807783403155e-20,1,1.407212111674653e-19,1.407212111674653e-19
TAS2R13,0.5095931561529372,1,2.1752059093403623e-26,2.1752059093403623e-26,1,4.045882991373074e-25,4.045882991373074e-25
NLRP5,0.5924648517504449,1,1.6839741651330604e-26,1.6839741651330604e-26,1,4.045882991373074e-25,4.045882991373074e-25
MAGEB3,0.5485472489414341,1,1.2836512475110276e-25,1.2836512475110276e-25,1,1.705422371693222e-24,1.705422371693222e-24
VN1R2,0.5328681250197947,1,6.703492299338643e-26,6.703492299338643e-26,1,1.0390413063974896e-24,1.0390413063974896e-24
ABCG8,0.4811301594485661,1,3.678530527114488e-21,3.678530527114488e-21,1,1.4874058218332496e-20,1.4874058218332496e-20
OR12D2,0.4976562953743038,1,1.5510736625824988e-19,1.5510736625824988e-19,1,4.507807831880387e-19,4.507807831880387e-19
POU4F2,0.5745895779272692,1,1.0431492798589973e-17,1.0431492798589973e-17,1,2.3098305482592083e-17,2.3098305482592083e-17
DEFB129,0.5570751886716048,1,1.0719586706527284e-23,1.0719586706527284e-23,1,8.185627494072463e-23,8.185627494072463e-23
KRT77,0.5126030636122805,1,9.780357230663604e-22,9.780357230663604e-22,1,4.787227486587974e-21,4.787227486587974e-21
PLA2G2E,0.5188260282215053,1,5.699508607940088e-24,5.699508607940088e-24,1,4.818675459440256e-23,4.818675459440256e-23
TAAR1,0.560667051245286,1,9.70571909269927e-23,9.70571909269927e-23,1,5.64144922263145e-22,5.64144922263145e-22
TAS2R9,0.5436009676479566,1,2.013511382221492e-24,2.013511382221492e-24,1,2.080628428295542e-23,2.080628428295542e-23
OR52E8,0.6298327672993309,1,1.6471911279666914e-24,1.6471911279666914e-24,1,1.9148596862612786e-23,1.9148596862612786e-23
