sgRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RPL34-1,2797.8190470742306,-3.1238493874276485,0.09083791088987077,-34.38926937911322,3.648204542515497e-259,5.564959627551417e-258
PSMB2-10,2817.856336138613,-3.0741097552593595,0.06047139374655478,-50.83576820047247,0,0
RPS24-7,4186.410950345438,-2.1324450642127735,0.13304071841907153,-16.028514349236143,8.079123917726391e-58,2.897029136169799e-57
NUP93-2,2434.216000031505,-3.625915499816238,0.08327601182497642,-43.54093598330488,0,0
PSMC4-5,6917.88706404231,-1.465555980693568,0.040714017484625775,-35.996348953944036,9.54119039640518e-284,1.5808765467147205e-282
RPL27-10,2508.0909468673385,-3.2629975506883944,0.07392178458287081,-44.14121722170243,0,0
RPL36-1,2510.821919985182,-3.189947933133992,0.079735394610239,-40.00667393354022,0,0
RPL9-3,2896.9417282179425,-2.7156593366346633,0.06177506469471126,-43.960445044538474,0,0
RPS19-2,3138.982671512736,-2.510665028051479,0.06143793388025463,-40.86506282820123,0,0
PSMC2-14,3468.5782935098946,-2.304908181364103,0.062134316649119344,-37.095574646458616,3.3110633673236014e-301,6.917243252169523e-300
NUP54-18,2395.039929401557,-3.3129542858551426,0.07394920465484744,-44.80040456578427,0,0
PSMB2-12,2077.206399919304,-4.04929512308325,0.11666820515753402,-34.707786218323946,6.011466005602743e-264,9.317772308684252e-263
COPS4-9,4372.377340580527,-1.9290221044972296,0.05143523557006714,-37.50390336736066,7.955620612682287e-308,1.7779886997180646e-306
RPS11-1,2404.599774774082,-3.2370986752127253,0.09812497125022515,-32.98955030476299,1.1469870142131701e-238,1.50993769953268e-237
POLR2F-1,5822.3725167333605,-1.5519388624490753,0.06635689741090511,-23.387755048867447,5.69409273105636e-121,3.091538482793877e-120
NUP133-7,2721.7535658386187,-2.7392472400423866,0.07124018398964403,-38.45087262043825,0,0
RPL11-8,1812.648991535615,-4.7600249194693625,0.24941300887282217,-19.08491037007833,3.370544748513853e-81,1.4269134375867016e-80
PSMB2-3,2445.0790348947967,-2.9690029280044716,0.0788998716400542,-37.6300096095116,0,0
RPL35A-5,3140.669335292328,-2.3533682183810116,0.05313656488969963,-44.28905450072113,0,0
RPS13-9,2627.7799443553886,-2.742587695893829,0.07156834099058411,-38.32124173808441,0,0
PSMD6-18,3015.9921315873066,-2.4157609754255973,0.06539292580527323,-36.94223718662229,9.704797314857953e-299,1.9033286162405086e-297
PSMD6-4,2927.9306865564176,-2.455682205922614,0.077961498088495,-31.498653388306376,9.063234967752925e-218,1.0368772385726858e-216
RPL35A-4,1862.8955548750384,-4.130047055602737,0.2724943690927415,-15.156449174907923,6.868356036334258e-52,2.391481938738124e-51
RPS19-8,3107.204812928211,-2.333888219121646,0.05319788637328393,-43.87182232664283,0,0
POLR2D-2,2582.3646249634053,-2.7277623852423294,0.08240430194064054,-33.10218424284763,2.7643909308673355e-240,3.689694006338207e-239
RPS13-8,2921.3187025745474,-2.4327177928583286,0.08658923862182903,-28.094920703518504,1.1300855598322769e-173,9.696537705346589e-173
COPZ1-17,5159.625086076835,-1.6077790396453036,0.042713224244641655,-37.64124736724829,0,0
RPS8-4,1948.3841064910557,-3.7108187592879633,0.08836229441947933,-41.9955002715493,0,0
RPL35A-1,1992.017094080849,-3.551389308255917,0.10590829505128224,-33.532683219348264,1.6101247095429523e-246,2.2754850674570254e-245
PSMD11-5,2103.11986915557,-3.285343024603497,0.2729600048585434,-12.035986833697732,2.298687713270107e-33,6.968576947799914e-33
RPL18A-8,2582.980746549276,-2.662798000549012,0.07111922232727204,-37.44132617614283,8.313595078711154e-307,1.815764743327595e-305
PSMD11-9,3336.345663136457,-2.1236631867399702,0.06502372190300101,-32.65982205552521,5.812734442876277e-234,7.3500497363211876e-233
POLR2A-2,1865.1216928807614,-3.732743085701648,0.10087810063157561,-37.00251156922825,1.0434217057623562e-299,2.0890172067450504e-298
POLR2D-4,3769.0716427562247,-1.9113632548351618,0.046465429345687904,-41.13516826919282,0,0
COPS4-6,3743.653632723509,-1.915487822960275,0.05239841763889798,-36.55621503994258,1.420528032150774e-292,2.5757121488620638e-291
RPL34-5,2179.909849377634,-3.035880327115142,0.0737483984770939,-41.16537294105553,0,0
RPL11-7,4269.171523629648,-1.7437595685520328,0.04683628521233486,-37.23095374978189,2.1547455250076185e-303,4.6015787767384916e-302
NUP54-19,2774.3658069454254,-2.4027509027548812,0.06013030475969923,-39.959067434583545,0,0
RPL9-7,1952.3444594958687,-3.4199935539427884,0.08587033396831324,-39.82741647662381,0,0
RPL3-11,3242.958348089571,-2.083353873301295,0.056505376663762555,-36.87001125040496,1.39791756372925e-297,2.6867975574876184e-296
RPS3A-1,2184.973544887812,-2.8591418598261713,0.3486951951233924,-8.199544759469397,2.4129906551354585e-16,5.187659999071982e-16
RPS24-5,2717.3742284337,-2.356619623542186,0.07701029932783203,-30.60135649531865,1.174137296034778e-205,1.2399405950433204e-204
COPZ1-11,2795.6157789552367,-2.2796754841660767,0.09261567370598103,-24.61435945931965,8.86660125160352e-134,5.5691528122816874e-133
RPL30-8,2477.6156290365416,-2.4874238823804804,0.09141284825167957,-27.21087822941539,4.829142597907451e-163,3.803939374253328e-162
POLA1-3,1813.256625108719,-3.4267608594623,0.11875446935862652,-28.855847514368723,4.279356868611248e-183,3.9542903372455854e-182
RPL36-5,3313.406997583905,-1.9646365041406244,0.05547481436726839,-35.414927053812946,1.0060843224662867e-274,1.6114117231501692e-273
RPS19-3,1584.6933409239389,-4.17484294712169,0.11587209633790964,-36.02975245176276,2.8625999425161974e-284,4.91242597278226e-283
RPL18A-7,2109.373821322373,-2.860696237561789,0.07942469498097157,-36.017717641183886,4.417627014823908e-284,7.447964142536448e-283
RPL11-9,1915.5176032718105,-3.160583455620066,0.11490605529284699,-27.505804176856252,1.4962888112116417e-166,1.229003032114861e-165
COPB1-6,4553.639900160695,-1.5789668544627746,0.04927974585904713,-32.04088874522669,2.940542851526919e-225,3.488718123848604e-224
NUP93-10,1872.6575501898662,-3.22113263686283,0.24250102791404918,-13.282964878831407,2.9065372139657903e-40,9.404654082899409e-40
RPL9-6,1554.8313489213783,-4.172024858520121,0.1491967164934663,-27.9632484988557,4.549627864343951e-172,3.869196794366846e-171
PSMC1-4,2914.1220021021763,-2.1156062628522454,0.07744187702435458,-27.31863358873535,2.5482040871692906e-164,2.057835401487133e-163
RPS13-2,2943.790121248436,-2.0985485356239395,0.06999539134564906,-29.98123869700153,1.7236667098306552e-197,1.70767392592501e-196
RPS9-8,2092.4181219861366,-2.8147245483109384,0.07365069797431262,-38.21721484964934,0,0
NUP98-12,3018.6124575306394,-2.048883540796916,0.08119661740177986,-25.233607092997005,1.7141495880050317e-140,1.1055689624649902e-139
COPS2-4,4263.169359352095,-1.6052594960987174,0.04668751489302705,-34.38305722154573,4.5178117898030305e-259,6.783776765626113e-258
COPS4-4,2914.150212714663,-2.0749334861184594,0.05449960484629915,-38.072450102532436,0,0
PSMC2-2,2403.9293889953933,-2.395823492368392,0.1067039203156109,-22.45300346305908,1.1961086299221702e-111,6.213299423541652e-111
RPS8-5,2426.5020709215414,-2.3534022660959217,0.2171058287286516,-10.839885229600663,2.2275032444935995e-27,6.204726428864781e-27
COPS4-7,1903.577278624784,-2.973545896037491,0.09600860711323925,-30.971659577669776,1.298379975335878e-210,1.4341875359744585e-209
RPL6-2,7651.857708646735,-1.1136480793822041,0.048314465118474766,-23.04999292968186,1.4711415189124922e-117,7.898139662988296e-117
POLR2F-9,3424.090756012268,-1.8196240282049874,0.05899851459800599,-30.841861707929954,7.201971671220996e-209,7.776510984318403e-208
RPS9-4,1795.0175064465384,-3.146040981012678,0.08595441910735661,-36.60127092573669,2.7299851413220347e-293,5.144148472177402e-292
RPS13-7,1752.8248171125074,-3.2008725561495273,0.145782200428766,-21.956538910342346,7.499860998165982e-107,3.7538366766862025e-106
RPS13-6,2932.983441395113,-2.020476631808727,0.07596277507315301,-26.59824670521825,7.112582685175251e-156,5.298598418956136e-155
PSMD7-5,3245.6474344481085,-1.8710802170924066,0.06634090429180872,-28.204020386309892,5.220009459295963e-175,4.560390082166746e-174
PSMC2-11,3034.27704658165,-1.961895571200504,0.06089139676488976,-32.21958561364027,9.386061674753127e-228,1.1564109319791994e-226
PSMC4-2,2772.6789393378212,-2.0803520755937237,0.07067148014887777,-29.43693935957218,1.850166892514324e-190,1.8142963099043522e-189
PSMC4-3,1912.9557027219446,-2.867234555864806,0.08232769518544594,-34.827096147976235,9.462265771196724e-266,1.490694656740992e-264
PSMB2-5,2453.1643747921617,-2.277747460099731,0.07089850740616094,-32.12687464703664,1.858450257681643e-226,2.2607224020658976e-225
PSMB2-18,2202.688395965958,-2.493510913864116,0.09247382351366436,-26.96450540401483,3.8560974152829175e-160,2.917881587469987e-159
POLA1-5,3358.696959505327,-1.8021373422053213,0.05940611565523881,-30.335889198074465,3.8570225811186903e-202,3.9855900004893134e-201
PSMD6-1,2476.545278892677,-2.2591622354680703,0.07049151647800926,-32.04871094201591,2.288026941218303e-225,2.7484923631384864e-224
RPL30-1,1887.8330717351414,-2.8706908069682147,0.11321767149217364,-25.355501214019014,7.814850101467887e-142,5.1088918010276465e-141
PSMB2-4,1661.0663270958576,-3.267615139481541,0.11728658431042199,-27.860092939812755,8.128616265383242e-171,6.85228090441517e-170
POLR2F-3,2214.6521273080352,-2.44199630366963,0.07263829726554887,-33.61857856802803,8.979440284255561e-248,1.2879465840551633e-246
PSMD7-7,1648.4998092889039,-3.260387286088113,0.11944363229106233,-27.29645125110683,4.673667561503168e-164,3.742828772170454e-163
PSMC2-7,2319.031767693647,-2.34063723136839,0.06484547640485702,-36.09561315819206,2.65747951693275e-285,4.7293292884673573e-284
RPL27-2,2143.616823159833,-2.505181860313188,0.08714072839029245,-28.74869084284895,9.405404315825975e-182,8.526975044819586e-181
POLR2F-5,2418.3939381635,-2.2605865251006025,0.06903271816449011,-32.746595892604304,3.3946641574291044e-235,4.349696340385826e-234
RPS13-5,2808.469185366375,-2.008956327245145,0.0711658201568753,-28.229230307704967,2.560670389676543e-175,2.2576185729166584e-174
RPS9-2,1601.8380224954656,-3.3658373911014654,0.09082009550855374,-37.060491648398006,1.2170594847241754e-300,2.488498223021133e-299
COPB1-1,2374.191866254986,-2.279600547171417,0.07236780679073286,-31.50020220680964,8.631256998847576e-218,9.99353972999099e-217
RPL34-7,2142.460451872661,-2.472307620705621,0.09471871029950817,-26.101576054910225,3.4986534721804455e-150,2.4541649538433635e-149
POLR2D-1,2347.171103408513,-2.26410632409323,0.07857391623299739,-28.814986354751788,1.3921925446510538e-182,1.2741876527711073e-181
COPS2-9,2327.8869824300186,-2.2752781579336014,0.07979750817812252,-28.513147965156602,8.04897927706438e-179,7.162101004869324e-178
NUP133-6,2015.6896228679948,-2.5384795323878437,0.07573240445199388,-33.51906691404423,2.5426722871138365e-246,3.5413160404585463e-245
RPL35A-6,1572.7145262695517,-3.268698744685689,0.10619960735077758,-30.778821374444153,5.03345050404895e-208,5.374606593767823e-207
PSMB2-15,1932.7538061093449,-2.592703952448951,0.09887886371322013,-26.221012813907425,1.5308006270843534e-151,1.106089776412078e-150
PSMD7-1,2201.60178614911,-2.304501883575054,0.0699333282630345,-32.952841525106884,3.8519603580525915e-238,5.002343113633163e-237
COPS8-10,2614.1088210438215,-2.0088906855451727,0.07620519706197487,-26.361596885727046,3.779117660717658e-153,2.7513121757194467e-152
PSMD6-5,1838.1849490408536,-2.67115376337534,0.11095391255145151,-24.074444081786424,4.631138572472933e-128,2.6972873746342354e-127
COPS6-8,2892.1070066359634,-1.8494994245834473,0.09878075770155105,-18.723276350758407,3.1985809723775194e-78,1.3192430534140756e-77
NUP98-2,2081.2987285066956,-2.360817742472141,0.2486746703291054,-9.493599566645635,2.2319111737225802e-21,5.614834130752355e-21
RPS3A-4,3545.633185918112,-1.6222612798254619,0.05232370229874834,-31.004328985800164,4.7128409456621855e-211,5.26632575439693e-210
COPS4-1,1708.0065652297558,-2.8466393969597816,0.11747445177938892,-24.231987073288295,1.0240010021580696e-129,6.112204739589471e-129
PSMB2-6,4064.315730613139,-1.487040445422902,0.049313520397548556,-30.15482231718393,9.273224646648323e-200,9.282884255655248e-199
RPL5-2,2320.5309243031684,-2.166728354844561,0.07386412232361678,-29.33397550371741,3.826025734314758e-189,3.676810730676482e-188
PSMD7-2,2267.4750621432336,-2.1884476614003567,0.11046985223964718,-19.810361080712404,2.423400004968091e-87,1.0634189062896508e-86
RPL18A-4,1861.0865705901574,-2.5886776872916117,0.10146329309417303,-25.51344046057064,1.3983865301174527e-143,9.332287885019944e-143
PSMD6-12,2278.4146635044763,-2.169103957067364,0.09102441483132796,-23.829913777383837,1.636001219394145e-125,9.302941845193925e-125
NUP205-5,2120.8768393540777,-2.2659890490665067,0.11450875005918407,-19.788785118127006,3.718984295222206e-87,1.6245199580493363e-86
POLA1-4,3636.8848160107623,-1.547939756086885,0.049594664452338545,-31.21182032745651,7.364960641891759e-214,8.326737855127036e-213
PSMB2-23,2032.2410826077867,-2.3378839930798416,0.08667219772004452,-26.97386306773162,2.994990484359613e-160,2.2842744884679275e-159
COPB1-5,3156.253621359408,-1.6979773824391156,0.06294330620553276,-26.97629795445766,2.8043443575427787e-160,2.1559799420788881e-159
RPS11-7,4043.810580773694,-1.442485045494297,0.07132228652507347,-20.224885036280895,5.91280901529766e-91,2.692990267156896e-90
PSMA3-11,2480.0392476065545,-1.9964877832907386,0.06836529783550033,-29.203233899377736,1.7642705919649776e-187,1.646081591144023e-186
NUP54-11,2579.2782335999464,-1.9303401531121513,0.07989729665032476,-24.160268670420717,5.823952519724796e-129,3.4548261552194623e-128
RPS19-5,2202.487013539058,-2.1645785621520215,0.10340657520979228,-20.932697536500974,2.697884309313639e-97,1.2963334106252035e-96
RPS19-7,1327.4942563802008,-3.5382908207005435,0.09976435062083218,-35.46648475815066,1.616005060450455e-275,2.6321709543947243e-274
POLR2A-7,1117.3021512094026,-4.6869727962955565,0.1601165543928038,-29.272256164077216,2.3394405609010453e-188,2.21229457904378e-187
NUP98-14,2763.762392652846,-1.8124512204415366,0.0595292745029289,-30.446385170582957,1.3374360676058994e-203,1.3970391967057276e-202
POLR2A-1,3066.129986438112,-1.6873385343444767,0.05307340627546401,-31.79254268299222,8.207066060503139e-222,9.6182810782238e-221
COPS4-2,2426.630027566178,-1.9774323069530226,0.082295353773547,-24.028480543316505,1.4015972364605689e-127,8.06547870801561e-127
RPL5-3,1550.3640394839647,-2.885883738541702,0.11420997979112771,-25.268227381000635,7.141632365339984e-141,4.637235610197111e-140
RPL3-4,1499.5212203535018,-2.9996317043598713,0.08980273822957778,-33.40245256989169,1.2630493153127128e-244,1.7339862743078815e-243
PSMC2-3,4035.951975344107,-1.4146029379847256,0.05218561604789197,-27.107142640349615,8.111226346002622e-162,6.286200418152032e-161
NUP205-1,2709.666634055366,-1.8213379838793027,0.0765848043233712,-23.7819760717661,5.131838647226099e-125,2.9009981999907536e-124
RPS9-7,1767.22979316638,-2.537764806173923,0.08410892007510123,-30.172362264405976,5.460187543937198e-200,5.523410768130156e-199
PSMC4-6,1371.1974185488305,-3.2996688264219056,0.10173957327318807,-32.43250114251741,9.560982236423466e-231,1.1932602505458377e-229
RPL11-10,2263.620209640313,-2.0632464382242657,0.07026287421608,-29.364674605811693,1.5523735704592469e-189,1.506900001223572e-188
COPZ1-4,1274.6139033463758,-3.4475021477780086,0.4100687499775282,-8.407132091794198,4.201577970300576e-17,9.239625696702184e-17
RPS19-6,5185.952499042019,-1.2020964995789603,0.05002550059932115,-24.029674569518907,1.361887494329966e-127,7.884180012356007e-127
COPB1-2,2530.087649283848,-1.8711954028422613,0.08119273468861267,-23.046340414799424,1.60060278147012e-117,8.545440405515473e-117
NUP205-2,3857.885263673321,-1.4152263387415984,0.05457523903421421,-25.931656256317396,2.928405953437136e-148,2.024602964930279e-147
RPL11-5,1485.5597255177436,-2.8652503200535344,0.12200997565349332,-23.483738150975512,5.980462447890667e-122,3.3030025358752483e-121
NUP98-1,3346.1979664302635,-1.517002343173641,0.06686359086292767,-22.68801785239953,5.882971062204318e-114,3.106338016911181e-113
COPZ1-12,2037.4183024614317,-2.109289609254822,0.11800113457131217,-17.875163801752308,1.841337049889306e-71,7.312086384064558e-71
COPB1-7,1395.855941141348,-2.956774178477882,0.14534404217553307,-20.343277469240633,5.325015811066863e-92,2.4484881313087346e-91
RPL9-9,1417.9249352541685,-2.8804187577080897,0.15881053202923173,-18.13745424124579,1.613331200003499e-73,6.460047013347343e-73
RPL36-10,1554.3420512166904,-2.6474191990906415,0.12651408188294344,-20.9258855590491,3.1122991985888183e-97,1.4880196665889822e-96
PSMD7-8,1902.2063007416264,-2.209209780233916,0.10226627434878974,-21.60252531249136,1.7006007667306397e-103,8.338149677694616e-103
COPS8-4,3680.8327415767935,-1.413242197106846,0.055219373775390504,-25.593231152083124,1.814614095396619e-144,1.228059257518416e-143
COPS8-12,1856.4831305915836,-2.252074722069869,0.08615031174974391,-26.14122545037179,1.2400689105128873e-150,8.762545757374152e-150
NUP133-2,2108.891623847887,-2.0402335560878115,0.07461787252176187,-27.342424638182887,1.3288297712164805e-164,1.0822079746940998e-163
POLA1-7,2190.8075860491035,-1.9815730117030166,0.07895584048360957,-25.09723156090487,5.331761359399389e-139,3.4158817775885417e-138
RPL34-3,3017.1865329678967,-1.5878049602881135,0.0714624158737897,-22.218741710220762,2.2632244845806176e-109,1.1507718146465468e-108
COPS6-5,1651.5795999171742,-2.460410840862283,0.10425536246785733,-23.599849279895267,3.8678710836139964e-123,2.173698310732778e-122
POLR2D-7,1707.3742604446618,-2.3836301551128014,0.11600493148071223,-20.547662282004968,8.075969614498006e-94,3.7674790288993127e-93
RPL11-1,1321.7832745860803,-3.0216449393427953,0.15227635060162295,-19.843166239568333,1.2625141706446983e-87,5.591134184283664e-87
COPZ1-2,1870.9111514955562,-2.210747084334506,0.09056309003042705,-24.411126912650037,1.3028928546024826e-131,8.077935698535392e-131
PSMA3-3,2525.1946170056526,-1.7755758805412747,0.06853481645129121,-25.907647710754503,5.461234747230545e-148,3.748747565777538e-147
COPA-9,2076.7904501946296,-2.0307568384079704,0.09032816189748574,-22.481990065431585,6.228385073710012e-112,3.2529772042583266e-111
PSMD6-19,3877.218520464932,-1.3465103097536264,0.05022178406135199,-26.811279904128874,2.3871001070092686e-158,1.7921900022155526e-157
PSMD7-4,1889.382601633875,-2.1671099792558186,0.07712748146860693,-28.097766684341867,1.0431350527652722e-173,9.031106177544385e-173
RPL30-7,2699.700675693413,-1.680513102273685,0.06319281438768896,-26.59342076400822,8.088119851638476e-156,5.978987059557366e-155
COPA-2,2002.552065641971,-2.056026272762399,0.10938359558776002,-18.796477311927635,8.070143050156013e-79,3.3573192516017005e-78
PSMC4-4,1384.2890848831878,-2.7883759446371847,0.11124479449823048,-25.065226262623355,1.1913663067632918e-138,7.532256715786339e-138
PSMB2-21,2707.75490277088,-1.6497912260919527,0.0762155054091461,-21.646398816558563,6.571916219308572e-104,3.2554698385337826e-103
NUP133-1,3259.0678747180814,-1.4667317593563554,0.05010676596091603,-29.27212984570639,2.3481170349892358e-188,2.21229457904378e-187
RPS8-10,1556.7032141915165,-2.4864029659849924,0.09765598909901806,-25.460834393514872,5.3556649640563365e-143,3.525201390724753e-142
PSMC1-1,2869.4911767400454,-1.5843842738181855,0.06051321529079603,-26.182450663122637,4.2108035588190236e-151,2.99746831112969e-150
RPL36-6,1210.4587077768392,-3.1690241073228926,0.12093189630085481,-26.205031131232598,2.3287392026538375e-151,1.6700883386196552e-150
PSMC2-13,2864.910182601054,-1.5698625868878848,0.10229835266277049,-15.345922451586125,3.7715975298767297e-53,1.3228121263545755e-52
POLR2F-6,4653.358958923208,-1.1757555263507613,0.04608705908786647,-25.51161973926662,1.4649797923243592e-143,9.709279864991097e-143
PSMD6-10,3591.3877001815135,-1.3599290212443031,0.05664541445385942,-24.00775127794386,2.307928731556496e-127,1.3201901851344004e-126
RPL3-9,3557.2457338695867,-1.3696148187995139,0.04536464524575284,-30.19123838354585,3.086827395979606e-200,3.155788433549363e-199
COPS2-6,1630.8169564613702,-2.3090416927762463,0.10099945713837304,-22.861921818181386,1.1122475759932102e-115,5.9053586769584255e-115
PSMB2-14,1615.474253742028,-2.3225167073039827,0.08420742627658591,-27.580901234001548,1.885944795158305e-167,1.5624077139199405e-166
PSMD1-2,4188.109253803002,-1.227630612555852,0.055452232754592594,-22.138524484465936,1.345702524150223e-108,6.80642171425455e-108
RPS11-3,3025.87047743921,-1.490486887563928,0.053949488140160276,-27.62745188038961,5.20874934903386e-168,4.3527027168882945e-167
POLR2D-8,1574.9668448438274,-2.3430779343435493,0.10151031667691558,-23.082165547774196,6.994596831827766e-118,3.7762963794306086e-117
RPL35A-2,2872.6723043019565,-1.511953596817109,0.17031522910036087,-8.877383454219276,6.845149974953773e-19,1.6083591994940284e-18
PSMD6-8,2734.7708669308754,-1.5683634442536127,0.054559614772201476,-28.745867264676974,1.0201682170349834e-181,9.162445388510459e-181
RPS13-10,1509.2992748706545,-2.39964316320581,0.12631863093785264,-18.99674771163731,1.8144536319223148e-80,7.614366551429452e-80
RPL30-4,4356.922593711943,-1.182141226636694,0.044770254503681294,-26.404612610354736,1.212854187670382e-153,8.897350185887307e-153
PSMC2-1,2052.3518206651765,-1.8643030690524387,0.09143994784760515,-20.388277912838568,2.1249485011207998e-92,9.865099080082554e-92
POLR2D-3,1316.0675704618689,-2.6554959776256477,0.13403571248176996,-19.81185408319308,2.352593883000334e-87,1.0370838172308811e-86
RPS9-3,1306.609799088867,-2.6409240230390463,0.11855591346912081,-22.27576799639694,6.348028477578228e-110,3.24492306752802e-109
COPS6-2,1626.9855589845265,-2.1997094895582125,0.08774414616702607,-25.06958681176221,1.067820594567044e-138,6.795864843569069e-138
RPL18A-1,4009.514338359149,-1.2166174852748732,0.05521579444444144,-22.03386725693213,1.3641485901031334e-107,6.863595785806865e-107
PSMC2-9,4690.809744242761,-1.1160206577456349,0.047470971856265295,-23.509538863555846,3.258196309894597e-122,1.8098997998894261e-121
COPA-1,2271.935016415057,-1.7164329757988428,0.07923830451625362,-21.661657026580656,4.719496328915679e-104,2.3499668249160453e-103
RPL18A-2,2630.5223388531776,-1.5450139979218773,0.08405732604462814,-18.380479972698524,1.882952465132897e-75,7.667446266918279e-75
RPS7-3,3288.7123071311494,-1.3501772922584456,0.055613306281396234,-24.277954010263674,3.351765187990999e-130,2.0258153117354404e-129
PSMD1-18,1552.996854337372,-2.2419039923517583,0.08220150608763725,-27.273271489230424,8.804368136471722e-164,6.992560148057293e-163
COPB1-8,2043.862053189465,-1.8277300941689538,0.07764872276300483,-23.538443764844033,1.6487060629733992e-122,9.211665851845561e-122
NUP98-6,4837.1612622111325,-1.0829617611846876,0.05450387955289104,-19.869443607840285,7.482762298533285e-88,3.344620729716505e-87
COPA-6,1037.3523763886155,-3.220275930680805,0.1554212313668945,-20.719665533204235,2.302794453867842e-95,1.0847967991014688e-94
NUP205-7,2892.580604416294,-1.444335240171986,0.067352221400329,-21.44450784462071,5.138690961267687e-102,2.5067421389737294e-101
PSMC2-4,1702.4660846517875,-2.0254195676010776,0.1222338110274257,-16.570043513955664,1.1474273045779184e-61,4.2574426243219285e-61
PSMD7-9,2217.260171857346,-1.6873210016077846,0.08703897620753652,-19.38580938250608,1.0169255272270772e-83,4.3627921056483085e-83
PSMD6-14,1972.925318574798,-1.8270630945953226,0.08800806985108527,-20.760176852950178,9.920095572476465e-96,4.696163470517183e-95
NUP98-7,2746.0203331249513,-1.4656294831514993,0.08342517053070372,-17.56819283470437,4.317066460559544e-69,1.6933472933051924e-68
COPA-4,1675.6036585590307,-2.0379468734996165,0.08354649087180678,-24.392967941964546,2.0308304699184535e-131,1.2510436420459192e-130
POLR2D-6,2106.5973922227577,-1.7273693155699512,0.07699545423129306,-22.43469218820325,1.805543416804558e-111,9.328640986823551e-111
