sgRNA,logFC,logCPM,PValue
RPS13-9,-2.4945978532732407,9.41280838804354,2.5921863606772187e-193
PSMD6-18,-2.168061623068712,9.615649917698946,3.4433050310399156e-183
PSMD6-4,-2.208898009239026,9.572543670666837,5.834321744540206e-142
RPL35A-4,-3.882849237574588,8.907710523604003,1.2370516020959452e-99
RPS19-8,-2.0865692159750724,9.6599644756446,2.3655692636822464e-233
POLR2D-2,-2.481052379201248,9.388229053683123,2.1332746475894585e-152
RPS13-8,-2.185331455828965,9.569619967104199,1.1255913510602483e-114
COPZ1-17,-1.3606116109638435,10.405649614324286,5.557986603419488e-155
RPS8-4,-3.462980798663561,8.974715583463965,1.8517010946306368e-239
RPL35A-1,-3.304074844255035,9.007748150075503,1.2312931894811425e-162
PSMD11-5,-3.036690015036884,9.08806915719985,2.286143403782146e-73
RPL18A-8,-2.415946515504457,9.389678280633108,6.9647712401093105e-180
PSMD11-9,-1.8768308210045925,9.766435647024322,2.076937554434111e-147
POLR2A-2,-3.4858827579833807,8.91264298742234,3.917330602148592e-186
POLR2D-4,-1.6639841656291434,9.946382077311453,2.852259821351623e-204
COPS4-6,-1.6680264807927303,9.936559285583028,9.236432964808226e-169
RPL34-5,-2.788850244670834,9.142031968007418,2.451817864195397e-210
RPL11-7,-1.49621694047417,10.12960181958977,1.4461463330368752e-166
NUP54-19,-2.155447622034752,9.4964882435625,2.745812456027609e-186
RPL9-7,-3.1725022366014013,8.980407765057334,4.796937543487898e-216
RPL3-11,-1.8359859953160067,9.726691578839327,8.312019372792215e-176
RPS3A-1,-2.610987885414175,9.148065817650028,3.901620197175398e-35
RPS24-5,-2.109680006913931,9.467900123337335,3.345716985795998e-127
COPZ1-11,-2.0328398087300763,9.50999842413446,8.194304840945938e-88
RPL30-8,-2.239518208486875,9.333139365149298,1.6829228666019184e-101
POLA1-3,-3.179245981235626,8.87545779308423,1.956228704095757e-122
RPL36-5,-1.7175004810856764,9.760275121112429,2.1398037247006356e-155
RPS19-3,-3.9256332701284307,8.67825301410734,4.773812844088628e-190
RPL18A-7,-2.613205083194364,9.097605787313823,1.7674453637795176e-163
RPL11-9,-2.9124012400812647,8.956354621611474,3.039082832992431e-108
COPB1-6,-1.3317781000899185,10.226979727177453,1.7222910519586683e-126
NUP93-10,-2.9749199910648882,8.923206990859212,2.1252665923089577e-76
RPL9-6,-3.924646118919016,8.651328056496068,1.7613604522027513e-119
PSMC1-4,-1.8681018866637282,9.572892242803704,3.5990558872215914e-103
RPS13-2,-1.8512105237901222,9.58771913306095,3.262176559581073e-124
RPS9-8,-2.5671896416562485,9.086847285955482,1.0360269077603212e-182
NUP98-12,-1.8015294215953925,9.624759843453887,2.7709201329657803e-93
COPS2-4,-1.3578409427691742,10.13152130648431,9.348182373832425e-142
COPS4-4,-1.8276552650036442,9.573793816641999,1.0755928900484298e-163
PSMC2-2,-2.1479085601105146,9.29164895042761,1.1337851010159083e-72
RPS8-5,-2.106782302050593,9.305732147128747,8.252471526190213e-51
COPS4-7,-2.7252697056025337,8.949859684587778,5.955937572837146e-128
RPL6-2,-0.8666654923314686,10.988734594640642,4.664863096584692e-62
POLR2F-9,-1.572473934429263,9.811144489313772,3.799761095965912e-126
RPS9-4,-2.8990181505418655,8.86428801861011,3.353809175023137e-175
RPS13-7,-2.95367524302936,8.829864810903853,4.796714939651931e-74
RPS13-6,-1.7731454544034193,9.584127170539105,8.00449370365355e-100
PSMD7-5,-1.6235378736581243,9.732946946665802,9.220780528775684e-106
PSMC2-11,-1.7146408447026749,9.634267528916183,7.902951634077404e-132
PSMC4-2,-1.832905031589199,9.50251002713964,2.106895810341988e-109
PSMC4-3,-2.6196073355885643,8.958231749178436,6.697373482316717e-152
PSMB2-5,-2.03088705336795,9.32325820202689,1.815181426074511e-125
PSMB2-18,-2.245587407450111,9.165117650526382,2.0457495570984486e-98
POLA1-5,-1.5549749036326324,9.783848574807786,1.4656154611036336e-117
PSMD6-1,-2.011680397134236,9.337116290328213,2.408690013074337e-127
RPL30-1,-2.6224127999970057,8.939494572805193,1.0901003878609888e-92
PSMB2-4,-3.0202786570549285,8.752821586290699,5.650934198045435e-118
POLR2F-3,-2.1949493891030274,9.174005810910764,3.7572553437348553e-137
PSMD7-7,-3.013071525274893,8.742200533510053,6.099537520762945e-115
PSMC2-7,-2.0935982732588343,9.241635307142086,2.9909636433153285e-149
RPL27-2,-2.2574121840287398,9.126308100010746,5.040586057781699e-109
POLR2F-5,-2.0127542631009536,9.303024643524004,2.7334291946765816e-125
RPS13-5,-1.7619832489473573,9.522557595045278,6.637738329071362e-101
RPS9-2,-3.1182303325947207,8.700044240277688,1.3244332324095893e-196
COPB1-1,-2.0319546093269327,9.276257470666321,1.8782760633556924e-122
RPL34-7,-2.22471743991239,9.125853203322583,4.928951086060816e-93
POLR2D-1,-2.017022783671335,9.260505927349188,1.5892760502292633e-109
COPS2-9,-2.0277934316858466,9.248414901670381,8.528738700967285e-107
NUP133-6,-2.2907557759252537,9.037928092880406,9.092074754070909e-139
RPL35A-6,-3.0208839877648326,8.67490840787516,4.5290262787391346e-139
PSMB2-15,-2.345998680128678,8.977365012683963,5.70483697051135e-94
PSMD7-1,-2.0567614139367767,9.168043756018932,1.8961267341185828e-127
COPS8-10,-1.7618415336048563,9.41997444677372,3.419117637667345e-92
PSMD6-5,-2.424301115717601,8.904776789768302,3.1149759828539396e-83
COPS6-8,-1.6023754149030034,9.568272125113117,4.1508922186415305e-51
NUP98-2,-2.1136986861755114,9.086503997975537,2.821474774890131e-37
RPS3A-4,-1.3751746086815302,9.866474567132817,5.503433747179636e-114
COPS4-1,-2.59961170422358,8.797757690221301,3.718215141016093e-87
PSMB2-6,-1.2396352629605822,10.066362515899122,6.069061879094717e-103
RPL5-2,-1.919521530586822,9.246093155570605,1.598828545144657e-108
PSMD7-2,-1.94106233104166,9.212744280689037,1.3985613290418374e-57
RPL18A-4,-2.3418183767583187,8.923558389700847,2.168102491590123e-90
PSMD6-12,-1.9222771416613718,9.21997884642966,1.0066792201995512e-78
NUP205-5,-2.0182412504625757,9.11544807734771,4.8205937675245955e-56
POLA1-4,-1.3010099880149901,9.905083102044816,3.6750314982289127e-106
PSMB2-23,-2.09004582846628,9.053154167475167,2.171021833169721e-94
COPB1-5,-1.4504718215967496,9.697537640303457,1.423693851754019e-94
RPS11-7,-1.1954140424231667,10.060638890662185,5.909732795741017e-56
PSMA3-11,-1.7489361520482065,9.34473101010561,1.2084264369972674e-102
NUP54-11,-1.6828494472785764,9.402269354176209,5.505119037960198e-77
RPS19-5,-1.9178382941433916,9.171663540933988,4.2198038333618205e-63
RPS19-7,-3.290521466451742,8.43226449050023,1.4197494680665802e-192
POLR2A-7,-4.438224663644781,8.181574147544977,2.3686871863917983e-164
NUP98-14,-1.565397338059105,9.504239458228982,7.03499896322684e-103
POLR2A-1,-1.4399647486399476,9.656294479621645,2.0508756371058236e-112
COPS4-2,-1.7305731162334377,9.314284085938672,3.403557176950992e-75
RPL5-3,-2.6378691424067013,8.659207258498764,1.2114663877765556e-94
RPL3-4,-2.7519421803246575,8.610600996519251,3.7607694863998406e-154
PSMC2-3,-1.1671117422774195,10.058508344104318,4.203661114260819e-87
NUP205-1,-1.5737232622231758,9.475593858148189,2.4933587555564426e-73
RPS9-7,-2.2900862404287046,8.850552154072114,1.2531880191714718e-112
PSMC4-6,-3.0515932173737923,8.480469991195449,3.195668572511334e-154
RPL11-10,-1.8163801189162285,9.212760837712542,3.660027323325616e-102
COPZ1-4,-3.198125296965778,8.375870851611339,2.7025848693418465e-40
RPS19-6,-0.9549542596163875,10.425831700597076,4.4877833911221103e-66
COPB1-2,-1.6238894685003886,9.376226620214197,5.7538711769471323e-70
NUP205-2,-1.1682789270994651,9.993775407981328,1.879102310417032e-84
RPL11-5,-2.6182722754446104,8.59926411791803,4.5518764587648474e-86
NUP98-1,-1.2694438028324568,9.786337921506073,3.1557402809590983e-66
COPZ1-12,-1.8623060796076696,9.061782410997958,1.7341003819554525e-47
COPB1-7,-2.709653442653673,8.509627589425767,8.860358237363652e-69
RPL9-9,-2.6333781241705356,8.533092508892883,3.863355092581896e-55
RPL36-10,-2.3995537530427655,8.666030288403597,1.9897635759255065e-67
PSMD7-8,-1.9624308073630439,8.961611772350304,1.4167893515818346e-64
COPS8-4,-1.1661896687139053,9.926333945002174,2.4287444375009e-80
COPS8-12,-2.0051428409449716,8.926023364488517,7.136008873954395e-86
NUP133-2,-1.7929123524949921,9.112086491806226,2.6521060427878325e-86
POLA1-7,-1.7346789598668235,9.167989036400074,5.946501424805033e-79
RPL34-3,-1.3402647641346177,9.63576394868933,1.9481665312148554e-64
COPS6-5,-2.2123986259222814,8.7552607020991,3.365352517831679e-78
POLR2D-7,-2.1365758895304077,8.804269142630137,2.946912996472334e-62
RPL11-1,-2.7745210185471785,8.431438884740832,1.3908782524757716e-68
COPZ1-2,-1.9632054852971523,8.937547813600471,1.5753233683128217e-75
PSMA3-3,-1.5286170094777007,9.376014858696509,7.944825838072599e-81
COPA-9,-1.7829945060152734,9.090242503538025,9.087126105638149e-66
PSMD6-19,-1.0993897681178117,10.003018888703725,6.493820775421706e-83
PSMD7-4,-1.9195066557973461,8.952628923662578,4.1961152613429216e-92
RPL30-7,-1.4330518256251301,9.474089835952597,2.5637389916685274e-82
COPA-2,-1.8083450681395146,9.03749351971343,8.234705124076012e-51
PSMC4-4,-2.5408691527380602,8.499547379886504,4.5154318786485506e-97
PSMB2-21,-1.4027935158005738,9.479192032986944,9.402511153749477e-61
NUP133-1,-1.2197377062703088,9.750012020846752,9.964154160722489e-91
RPS8-10,-2.2387525546970317,8.67090050561041,7.368943637639135e-89
PSMC1-1,-1.337340566417767,9.56413815995091,9.164672668967368e-78
RPL36-6,-2.921133035976213,8.305096058688246,1.9672209388762336e-113
PSMC2-13,-1.3226146686690403,9.562000986529895,2.141247004862378e-33
POLR2F-6,-0.9283002706038301,10.27080686967644,1.6509084760908048e-66
PSMD6-10,-1.1130560047786107,9.892648979670945,1.2254015499963365e-66
RPL3-9,-1.1222228144469564,9.878551046594616,3.337426398732214e-87
COPS2-6,-2.062017186023422,8.74044136030068,3.8142534544143586e-74
PSMB2-14,-2.074740073210145,8.726384558449887,4.086624325840516e-96
PSMD1-2,-0.9804991375149121,10.117699162688481,2.557189815814986e-57
RPS11-3,-1.2435021869520784,9.642829676845622,1.9431273693663962e-84
POLR2D-8,-2.095716491232191,8.689894769733913,1.6382709270449352e-74
RPL35A-2,-1.2644675742291425,9.56800933197238,9.092462079607394e-29
PSMD6-8,-1.3213384365553849,9.495572967796365,2.970941470781868e-81
RPS13-10,-2.151791347490065,8.627812737796875,4.494182668668095e-55
RPL30-4,-0.9350520542057842,10.175978723847498,5.026218526943356e-69
PSMC2-1,-1.6174182568341422,9.077438813799063,2.114256280527728e-55
POLR2D-3,-2.4076316005341574,8.429751581603139,1.2895207389716072e-65
RPS9-3,-2.393849746489452,8.420024014671075,1.3225292720700741e-81
COPS6-2,-1.9521224839716373,8.738784372619579,5.090761921214264e-82
RPL18A-1,-0.9693234907059387,10.055386534020824,8.533763941269072e-56
PSMC2-9,-0.8687329924348692,10.284361876273488,3.368878298915832e-58
COPA-1,-1.468942934782246,9.225873879834898,1.0277152169042973e-57
RPL18A-2,-1.2977750084932551,9.440375870661681,1.0209380038571745e-44
RPS7-3,-1.1029647483146265,9.766480859125272,2.3140149737343364e-65
PSMD1-18,-1.994766000348441,8.671780666560373,2.3079594213098258e-91
COPB1-8,-1.58020266661346,9.072008204170851,1.209875368889087e-65
NUP98-6,-0.8357843340876686,10.329705135739035,6.882049466831006e-46
COPA-6,-2.972290382291859,8.086815580085757,1.1775721342113073e-81
NUP205-7,-1.1968119347764579,9.579392165333998,1.6001471622939496e-54
PSMC2-4,-1.778097802199478,8.807073007460989,2.612054591461578e-40
PSMD7-9,-1.4400694740170856,9.191896692361231,5.0107731728051525e-49
PSMD6-14,-1.5794279522003205,9.021602031382631,7.432026542557699e-56
NUP98-7,-1.2184850848855295,9.504439504132897,1.0626592877293489e-39
COPA-4,-1.7901644047257668,8.783800591022837,8.727446771592456e-71
POLR2D-6,-1.4804717855061313,9.117915580480807,6.815573266053497e-59
NUP54-15,-0.9834686436442557,9.921822414454795,1.2974861822007274e-64
PSMB3-6,-1.8378171912280692,8.714075509439411,1.3061897082777715e-73
PSMD1-9,-0.8782438711047104,10.116062167697285,2.7782572174311805e-27
RPS8-6,-1.978047428791655,8.577780230458897,4.34958643091188e-58
RPL9-2,-1.2747438982205912,9.361070139687524,4.6838611641217336e-45
PSMC4-7,-1.2127055981428287,9.454301303869858,7.0101521046878926e-62
COPA-10,-1.0357057431603123,9.7620941756505335,7.588306687274093e-72
PSMD6-3,-1.2360100635919895,9.402681854354912,1.192085639139703e-66
RPS27-1,-1.447594436468698,9.096037640465434,2.9207424407664242e-58
POLA1-1,-1.7253816493691205,8.843682133789144,3.975478054371645e-18
PSMD11-8,-1.8738042072074617,8.622729086299655,2.4456606638106766e-75
RPL34-4,-2.8691231142671123,7.998197665117814,7.043734611814659e-109
POLR2A-3,-1.068529904469148,9.664067678438146,2.0018088812101416e-42
RPL27-1,-1.5416762278682736,8.951517930160211,1.7765474601491168e-62
COPA-7,-1.611830368535867,8.863188357285175,1.0191525543041442e-52
NUP133-3,-1.3273159750397792,9.20616712032446,3.521190251781025e-65
PSMA3-1,-0.9069689193596296,9.920181957183223,9.593640074495377e-55
RPL11-3,-1.9529316685234372,8.438896725359491,1.455645627499487e-47
NUP54-8,-0.9778678304568706,9.743577062786063,1.689307707068162e-42
PSMD11-3,-1.4649851552230113,8.93115601447196,4.961110794071283e-40
NUP205-8,-2.6277247617599477,7.994093140969573,6.248418944232992e-78
PSMD1-19,-1.0835726818896583,9.506251405581565,1.545999941884725e-28
NUP98-5,-1.349854528230994,9.059859483042676,1.944686101336704e-38
PSMD6-13,-2.0087742990511144,8.329730712827182,1.9742351066772872e-72
PSMB2-16,-2.4627987492281944,8.016397829881623,1.5699438070019643e-90
COPS4-8,-1.3067346594072913,9.078735121273997,5.135797339017649e-49
COPS6-6,-1.449369777990548,8.839520256002318,2.037798971521477e-41
PSMB2-20,-2.812849704601523,7.762680094783722,1.9672558935958528e-31
PSMD6-17,-1.5556024405257896,8.691967958051901,9.120593980513444e-39
PSMB3-1,-0.7325532059541435,10.183106326185666,5.7864095384472424e-33
PSMD6-9,-1.0075949374487847,9.530378312788283,2.092848596488135e-39
RPL36-2,-1.4089079590511642,8.865135986372044,1.7490015625755294e-42
POLR2A-4,-1.43737234186646,8.824402504555852,2.86055400739718e-45
PSMD11-6,-1.2921982026670757,9.026283451112835,6.967711724887385e-46
POLR2A-10,-0.9802715109105195,9.569234704922678,6.996166298817621e-38
RPL36-7,-1.1006529739731241,9.268434055328001,1.6906825421499336e-23
RPS19-9,-2.457321604096142,7.83682809900421,1.483108960957731e-61
PSMD1-8,-1.4172832760266199,8.70755537618043,5.064779811521388e-36
COPS6-7,-0.8450812924421475,9.738357626411464,2.613949673263395e-41
PSMB2-9,-0.8088528230724146,9.799390116653933,2.292391599882034e-43
COPB1-4,-1.2240252484855942,8.955857811054813,3.342111228214288e-32
NUP93-8,-0.7193629505847601,10.00155514814701,1.0917037248117194e-22
RPS8-2,-1.6375581392435947,8.374786381260774,2.782860152131805e-56
RPS7-1,-0.8641211910379396,9.581603599335601,1.40905965843929e-20
POLR2F-8,-0.5222186946308747,10.565740657982428,1.6372510344725853e-25
PSMD6-6,-0.8484611800365026,9.572242088826592,1.9746223488447145e-36
NUP93-11,-1.9516309402403709,7.967057405470065,1.0510542411081197e-75
PSMD7-10,-1.2849380166392192,8.68342915178924,2.719708848379368e-23
PSMA3-2,-1.627673070455453,8.260105124518399,1.2870668536556766e-57
RPS3A-2,-1.0263781561001415,9.139304291775177,3.0176111689099047e-32
RPL18A-3,-0.7277823588579698,9.82113286452825,1.0165210744337073e-22
PSMA3-10,-0.9592804163395502,9.253601484290847,1.2615704984969147e-29
RPS3A-5,-1.003715802838831,9.129291503443898,1.7935045970721342e-33
RPS27-3,-0.5785245106581933,10.198566491423476,6.3491756273476144e-27
COPS2-3,-0.5241435787369957,10.349584742803629,4.9337431913447724e-12
COPB1-10,-1.4727581204090145,8.291752015984086,1.5582988518960952e-36
RPL5-8,-0.7567928034550241,9.610182608621258,3.18427694174087e-21
PSMC2-12,-0.6619971901146582,9.861072055657743,4.824205340364596e-27
COPS4-3,-0.9828494589281161,9.03718621299053,3.8207401069129366e-29
PSMD11-1,-1.154740093450369,8.630025625775374,2.4890643124166216e-24
NUP93-9,-1.044984852023274,8.829656833735788,1.3628488943325768e-24
COPS4-10,-0.9666261693563728,8.977688256965562,4.207773623237851e-26
PSMD1-7,-0.7282329425028913,9.520728778141093,1.3813155276918072e-26
PSMD11-4,-1.3929001293354555,8.196904671986957,1.7491188690654964e-42
PSMD6-16,-0.9999597571111115,8.816089143668036,2.1855633783756967e-19
NUP133-5,-1.0145580617916758,8.779854824470501,6.549310440855386e-28
RPL3-10,-1.746285863404831,7.725908118118413,3.9101319700809305e-33
COPS8-2,-0.9981088129659155,8.760913992299605,3.028552328220736e-21
RPS27-5,-0.6753106434069965,9.539775569560883,9.7761684214202e-24
RPS13-1,-1.275182487517636,8.207031795366362,1.2492988288043556e-28
RPL30-5,-1.0063289814499339,8.686514746878682,9.362529017280222e-18
NUP93-6,-1.620074050160461,7.760001315020434,5.997664115165825e-35
COPS6-1,-0.5992908934260093,9.678804455176504,1.7105511996941037e-9
COPZ1-3,-1.9641107271939515,7.411872030630395,9.562043729682478e-59
COPS2-10,-0.6389253017559553,9.55978735624447,1.5598736076542493e-18
RPL11-4,-0.43332723156980274,10.274151806006024,2.8377665365273607e-11
RPL3-2,-0.49422293042832466,10.030625688339974,3.262092960444739e-20
PSMD11-10,-0.8190397499365684,9.010799683860865,2.1187199164390436e-22
PSMC4-9,-0.7049058081759836,9.27792746900227,3.917610339138206e-18
NUP98-8,-0.4830060100857773,10.016768858711435,1.6666571201102737e-17
NUP205-10,-0.7563170533395116,9.124000541797137,3.1065289103960636e-16
RPL36-9,-0.49895484086261105,9.955326525386656,3.2170849640936047e-19
RPS19-4,-1.309831103592883,7.940774086158612,2.298295646652069e-14
POLA1-2,-0.591603193070042,9.56812234266193,1.3929011646396474e-17
POLA1-8,-0.6416257656625672,9.3780911184128,1.7406046130339622e-14
COPS6-10,-0.7662768392864374,8.988285727763452,2.2148390407223068e-14
NUP54-4,-0.7515143046624828,9.017226786313529,7.445977289398596e-17
POLR2A-8,-1.051238991896429,8.290374540520132,8.256586247491506e-16
RPL6-1,-1.6281419923153906,7.410190698687705,5.729648741207375e-17
NUP54-20,-0.6214393610809147,9.32250826007907,6.631824194734556e-16
NUP205-9,-0.38742656509271417,10.075393339038323,8.149326367631875e-8
PSMB2-19,-0.5366329854988018,9.466273337711193,1.0501798922658632e-13
RPS13-3,-0.6066745644723426,9.201557357594123,8.702857503201813e-11
PSMC1-7,-0.4531138387183764,9.72689518536643,2.2829257164340888e-11
COPS8-9,-0.38217361995551463,10.038365138725704,1.0999211054991186e-12
NUP205-4,-0.24262640685308462,10.790089276856406,1.7988164240784165e-8
POLR2F-10,-0.3181809899892797,10.311943042305167,1.1370368009437499e-8
NUP133-8,-0.6785314980830233,8.799334909387058,3.768112060255748e-11
NUP98-3,-0.43951082344506437,9.588051406161416,1.3074370290688082e-10
PSMB3-7,-0.5739332278383243,9.07035543244658,1.1000787557298284e-10
RPL27-8,-0.34891143405593167,9.993764200540213,2.8717351637802444e-7
RPL5-4,-0.36131408314623636,9.934641549548822,1.4171405720050305e-10
RPL18A-5,-0.3939707024861594,9.776375089405073,4.118387946501744e-11
NUP98-13,-0.5185185113977804,9.259935872132308,2.7560518279592916e-9
PSMB3-5,-0.34793007786521946,9.943726458934913,2.961705586172175e-7
NUP98-16,-0.3463738019117597,9.933516929409544,3.2098876067006555e-8
COPS6-4,-0.3536100466038664,9.868197488637868,7.96720379605656e-8
PSMD6-11,-0.6091469054317525,8.844783988855458,4.0077578889070577e-10
NUP98-4,-0.180996182942503,10.871602407427213,6.503853355611789e-6
PSMC4-1,-0.37449513762997794,9.7147699587426,5.58021014445267e-9
RPS7-6,-0.5232501880197055,9.088188977033568,2.01708447141319e-9
PSMB2-17,-1.517208675882713,6.960489696869767,1.3446934481505828e-32
POLR2A-9,-1.0629432441769273,7.6379608432712,1.1491787355971576e-21
PSMC4-8,-0.6580066756101791,8.585363418834598,1.7224578777569683e-8
COPS2-5,-1.8151642132077705,6.607858342452606,3.5615257097814985e-34
PSMC1-5,-0.3018764578067652,9.990259662599733,7.402225001777283e-6
RPL3-8,-0.4212045892256813,9.256463038067237,6.15523720145406e-8
RPS11-9,-0.33069055624635796,9.685281566213956,9.205385651246614e-8
PSMB2-22,-0.1795365999720359,10.574479695416853,1.338587904846032e-4
RPS24-10,-0.11211744258573322,11.099039893656537,0.002501262951973311
PSMD11-7,-0.498531392747855,8.850098347644886,6.185092975985749e-7
COPZ1-5,-0.46637152192821835,8.958277093679417,2.9209572328789287e-7
PSMC4-10,-0.34808096860665244,9.490329185501013,6.528976310553494e-7
PSMD6-15,-0.5041671439785103,8.740490328114062,3.076975610819634e-8
PSMD1-13,-0.36965791867961023,9.315333204785702,1.577012534680638e-5
COPA-3,-0.24105527294276624,9.98345287933935,8.638999218108038e-4
RPL3-6,-0.2510851849232025,9.933459167558723,5.988879831850196e-5
RPS24-6,-0.19354157056314225,10.284362246196274,1.561239633726544e-4
COPS8-6,-0.43649494349537843,8.918849918835784,3.1097075123002685e-5
RPS24-4,-0.1263776491504883,10.784955043303142,0.003288270481113988
LYZL6-6,-0.15735170944751004,10.489645702435185,0.0012429759147279612
PSMD1-21,-0.42090190048244835,8.944092993329363,7.0325894782462015e-6
COPS8-15,-0.11723153336378934,10.774819600690277,0.013222391878909822
RPL3-7,-0.25214605628017145,9.760493590282762,3.127077406727972e-5
NUP98-10,-0.1274088044220672,10.631454292537224,0.011249807862385542
COPZ1-14,-0.27715139359873364,9.586343440527502,2.1563167374425477e-5
RPS24-8,-0.16749324294388987,10.267538791762826,0.016053618454830592
RPL9-10,-0.6053763528442786,8.080455337876785,1.5761064559631054e-8
RPL3-1,-0.3488851968836918,9.106021013937891,2.474093208371044e-4
RPL27-7,-0.4329566676867327,8.681834038523176,4.350069537851676e-5
RPL3-3,-0.0895500165937288,10.821427806053611,0.039764941937509374
RPL34-6,-0.24830637270239844,9.510753632115645,6.944463408793469e-4
NUP98-9,-0.34468749849429386,8.916950421281445,0.0028655727595635287
COPS8-14,-0.1662155312342379,10.034207234846477,0.0021244703762652362
RPS3A-6,-0.44182453108712527,8.415107044111119,8.897587646547559e-5
PSMC2-5,-0.45841051977429015,8.289297213531647,7.589166303672677e-6
RPS27-2,-0.18525734617290948,9.693156688215884,0.004580521337692786
PSMD7-3,-0.09523563601660968,10.414978145608428,0.0452476349535535
RPS9-6,-0.5240334542346051,7.664653267858792,3.6300982605087177e-4
RPL11-6,-0.17703918384656606,9.439954033645487,0.019865145649381816
RPS8-3,-0.09077191441140006,10.139215056078525,0.1175801573016995
NUP133-10,-0.09335374437041985,9.752391913827905,0.15142009458667496
RPL5-1,-0.05071006408120646,10.052189194374265,0.35010040379145474
POLR2D-5,-0.040361487178702804,10.081885626214824,0.49815754327292755
RPS27-4,0.017793813176111454,10.762677774074685,0.6932516443514863
NUP98-11,-0.03333185862676214,10.03887239959817,0.5756836757770015
COPZ1-15,-0.03256464771767393,9.939566280825504,0.5570857782630896
NUP54-10,-0.12874551428030495,8.992456559773009,0.1325341683009305
RPS24-13,-0.017764154190960783,9.759939079927753,0.8234366343293088
RPS11-4,-0.014437924736380447,9.6372320050447,0.8120241378968406
PSMD1-16,0.05137447900307447,10.537623068832225,0.26337979595458866
PSMD7-6,-0.06970616274161007,8.884806763034614,0.4739487069173794
COPZ1-7,-0.020886387328137714,9.397738556807933,0.7710506050964163
NUP54-16,-0.03228665162011981,9.144798145263533,0.766152505334783
