	sgID	gene	Control_3	Control_2	Control_1	Model	Mean	Sample Variance	Model Variance	n	p
30	COPA-1	COPA	941.664800691	856.248797471	851.530867756	Neg. Binomial	883.148155306	1715.80870369	1197.70060603	2479.55678752	0.737369715654
31	COPA-10	COPA	1161.53822436	1171.89780917	1163.31559429	Neg. Binomial	1165.58387594	20.4593837278	1713.49863986	2479.55678752	0.680236242287
32	COPA-2	COPA	862.055457637	847.155042774	812.112539801	Neg. Binomial	840.441013404	438.25493552	1125.3068816	2479.55678752	0.746854948768
33	COPA-3	COPA	1070.30338994	1101.30155561	1125.55948499	Neg. Binomial	1099.05481018	511.396605876	1586.20698264	2479.55678752	0.692882342726
34	COPA-4	COPA	679.83851687	662.168927502	695.282314777	Neg. Binomial	679.096586383	183.024633228	865.086347117	2479.55678752	0.785004397129
35	COPA-5	COPA	778.907921559	781.344975892	766.995176479	Neg. Binomial	775.749357977	39.3077191507	1018.4488071	2479.55678752	0.761696957735
36	COPA-6	COPA	537.299883593	541.317713773	534.284565659	Neg. Binomial	537.634054342	8.30003044354	654.207458848	2479.55678752	0.821809728811
37	COPA-7	COPA	670.234850089	709.552175657	715.941317983	Neg. Binomial	698.576114576	408.417159647	895.388944318	2479.55678752	0.780192919523
38	COPA-8	COPA	1291.18772591	1260.68157213	1220.54340777	Neg. Binomial	1257.47090194	836.924149123	1895.17884925	2479.55678752	0.663510413507
39	COPA-9	COPA	869.38457176	889.273485579	824.69790957	Neg. Binomial	861.118655636	729.163520831	1160.17425413	2479.55678752	0.742232171221
40	COPB1-1	COPB1	1005.85773128	1024.24395002	933.929420771	Neg. Binomial	988.010367357	1518.71656508	1381.69543677	2479.55678752	0.715071021489
41	COPB1-10	COPB1	457.185084393	449.183620138	463.046623571	Neg. Binomial	456.471776034	32.2848817714	540.505536972	2479.55678752	0.844527474392
42	COPB1-2	COPB1	1019.25231916	962.980760487	1014.66575514	Neg. Binomial	998.966278262	650.984839698	1401.43079536	2479.55678752	0.712818843121
43	COPB1-3	COPB1	1486.04107033	1433.70222069	1456.8159157	Neg. Binomial	1458.85306891	458.634193533	2317.17270384	2479.55678752	0.629583227219
44	COPB1-4	COPB1	741.756894801	634.648354078	705.018166863	Neg. Binomial	693.807805247	1974.87601975	887.943012412	2479.55678752	0.781365240279
45	COPB1-5	COPB1	1139.04542585	1285.80905221	1217.45643028	Neg. Binomial	1214.10363611	3595.54761808	1808.58392656	2479.55678752	0.671300689055
46	COPB1-6	COPB1	1662.19253734	1775.19664048	1772.39999915	Neg. Binomial	1736.59639232	2769.27035198	2952.8488472	2479.55678752	0.588108800073
47	COPB1-7	COPB1	672.256674675	594.683695281	639.241800335	Neg. Binomial	635.394056764	1010.33042064	798.215739011	2479.55678752	0.796017950675
48	COPB1-8	COPB1	904.513773933	906.503757635	909.471060655	Neg. Binomial	906.829530741	4.14884599898	1238.47742925	2479.55678752	0.73221320738
49	COPB1-9	COPB1	1591.17594878	1642.37996004	1690.71382555	Neg. Binomial	1641.42324479	1651.75580401	2728.01673686	2479.55678752	0.601691046324
50	COPS2-1	COPS2	1290.93499783	1402.35269793	1344.73488681	Neg. Binomial	1346.00752752	2069.79378979	2076.67692508	2479.55678752	0.648154516124
51	COPS2-10	COPS2	908.810151177	882.812133558	971.210610464	Neg. Binomial	920.9442984	1376.00055096	1262.99671883	2479.55678752	0.729173943742
52	COPS2-2	COPS2	1383.43347262	1408.81404995	1352.57106044	Neg. Binomial	1381.60619434	528.881784466	2151.4355791	2479.55678752	0.642178742304
53	COPS2-3	COPS2	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
54	COPS2-4	COPS2	1540.37760607	1661.76401611	1626.59967767	Neg. Binomial	1609.58043328	2600.60409681	2654.42408609	2479.55678752	0.606376517497
55	COPS2-5	COPS2	158.207773814	133.055989769	150.074597998	Neg. Binomial	147.112787194	109.821535061	155.84102938	2479.55678752	0.943992655715
56	COPS2-6	COPS2	652.291156893	717.688693017	681.984565587	Neg. Binomial	683.988138499	714.813440722	872.666928177	2479.55678752	0.783790603739
57	COPS2-7	COPS2	795.082518243	820.591706687	901.397427218	Neg. Binomial	839.023884049	2053.68255955	1122.92989562	2479.55678752	0.747173877303
58	COPS2-8	COPS2	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
59	COPS2-9	COPS2	920.18291447	1010.60331798	982.133761584	Neg. Binomial	970.973331345	1424.91916338	1351.19822272	2479.55678752	0.718601693683
60	COPS4-1	COPS4	779.160649632	818.198613346	828.022346868	Neg. Binomial	808.460536615	445.32597867	1072.05943564	2479.55678752	0.754119137183
61	COPS4-10	COPS4	653.302069186	699.26187429	635.204983616	Neg. Binomial	662.589642364	727.010381572	839.647508664	2479.55678752	0.789128337221
62	COPS4-2	COPS4	998.275889085	967.288328501	1029.38826317	Neg. Binomial	998.317493585	642.734513116	1400.25941442	2479.55678752	0.712951816859
63	COPS4-3	COPS4	697.782210067	676.048868881	714.991478755	Neg. Binomial	696.274185901	253.891545742	891.792088291	2479.55678752	0.780758424574
64	COPS4-4	COPS4	1178.97646141	1184.58120388	1186.82411518	Neg. Binomial	1183.46059349	10.8921621054	1748.31112782	2479.55678752	0.67691646793
65	COPS4-5	COPS4	989.17767845	1007.01367796	1100.62620526	Neg. Binomial	1032.27252056	2389.13358601	1462.02132166	2479.55678752	0.706058458427
66	COPS4-6	COPS4	1487.3047107	1521.28943698	1489.58536906	Neg. Binomial	1499.39317225	240.590105062	2406.07935757	2479.55678752	0.623168628053
67	COPS4-7	COPS4	880.50460698	884.008680228	918.731993126	Neg. Binomial	894.415093445	297.702226611	1217.0446712	2479.55678752	0.734907365858
68	COPS4-8	COPS4	790.280684853	856.727416139	809.500481925	Neg. Binomial	818.836194306	779.439112593	1089.24448521	2479.55678752	0.751746926816
69	COPS4-9	COPS4	1790.32567045	1805.11030724	1855.98585119	Neg. Binomial	1817.14060963	790.907310226	3148.8302131	2479.55678752	0.577084341375
70	COPS6-1	COPS6	1071.31430224	1093.64365691	1052.65932425	Neg. Binomial	1072.53909447	280.702645264	1536.46882374	2479.55678752	0.698054576762
71	COPS6-10	COPS6	658.862086796	704.52667964	713.80417972	Neg. Binomial	692.397648719	576.662291357	885.744502626	2479.55678752	0.781712612007
72	COPS6-2	COPS6	656.082077991	731.329325062	669.399195819	Neg. Binomial	685.603532957	1074.98163634	875.174591289	2479.55678752	0.783390582612
73	COPS6-3	COPS6	397.541259122	472.396625547	438.350803647	Neg. Binomial	436.096229439	936.429199534	512.795388856	2479.55678752	0.850429311409
74	COPS6-4	COPS6	1062.2160916	1060.85827814	1093.26495124	Neg. Binomial	1072.11310699	224.00753375	1535.67438535	2479.55678752	0.698138301465
75	COPS6-5	COPS6	721.538648946	692.800522269	696.469613812	Neg. Binomial	703.602928342	163.088742245	903.258400346	2479.55678752	0.778960846722
76	COPS6-6	COPS6	653.554797259	695.432924944	647.790353385	Neg. Binomial	665.592691863	450.757890704	844.259151002	2479.55678752	0.788374862236
77	COPS6-7	COPS6	1116.80535541	1139.8303584	1127.93408306	Neg. Binomial	1128.18993229	88.3911898625	1641.51252677	2479.55678752	0.687286824739
78	COPS6-8	COPS6	1140.56179429	1158.25717713	1149.06800588	Neg. Binomial	1149.2956591	52.2136753033	1682.0039716	2479.55678752	0.683289503774
79	COPS6-9	COPS6	1454.70278926	1452.84696742	1470.82604431	Neg. Binomial	1459.45860033	65.1834037695	2318.49091481	2479.55678752	0.629486443533
80	COPS8-1	COPS8	1271.4749362	1348.02947908	1202.02154283	Neg. Binomial	1273.84198604	3555.85437046	1928.26273315	2479.55678752	0.660616400524
81	COPS8-10	COPS8	1030.87781053	1030.94461138	1083.29163935	Neg. Binomial	1048.37135375	609.713916802	1491.62899597	2479.55678752	0.702836534144
82	COPS8-11	COPS8	543.870813496	579.607207231	601.248231221	Neg. Binomial	574.908750649	559.73242459	708.206795379	2479.55678752	0.811780901285
83	COPS8-12	COPS8	847.144501319	861.274293487	881.68826324	Neg. Binomial	863.369019349	201.072519494	1163.9897058	2479.55678752	0.741732521381
84	COPS8-13	COPS8	1354.87520035	1444.2318314	1375.84212152	Neg. Binomial	1391.64971776	1455.70796816	2172.71226356	2479.55678752	0.640512662949
85	COPS8-14	COPS8	1105.68532019	1141.02690507	1095.4020895	Neg. Binomial	1114.03810492	381.821805672	1614.56340261	2479.55678752	0.689993408199
86	COPS8-15	COPS8	1873.7259346	1836.22052068	1808.4938898	Neg. Binomial	1839.48011503	714.515755784	3204.11395225	2479.55678752	0.574099467883
87	COPS8-16	COPS8	621.458331964	638.477303424	615.020900025	Neg. Binomial	624.985511804	97.9209755491	782.516443111	2479.55678752	0.79868674621
88	COPS8-2	COPS8	610.843752891	571.94930854	560.405144424	Neg. Binomial	581.066068618	465.566527844	717.234668506	2479.55678752	0.810147771898
89	COPS8-3	COPS8	1572.97952751	1674.44741082	1659.13167123	Neg. Binomial	1635.51953652	1994.72167668	2714.31078171	2479.55678752	0.602554264434
90	COPS8-4	COPS8	1318.22962974	1406.42095661	1313.39019229	Neg. Binomial	1346.01359288	1828.42815554	2076.68957551	2479.55678752	0.64815348849
91	COPS8-5	COPS8	960.366678107	874.675616198	838.233118567	Neg. Binomial	891.091804291	2620.84667673	1211.32831094	2479.55678752	0.735631947378
92	COPS8-6	COPS8	541.090804691	512.12197501	492.729099441	Neg. Binomial	515.313959714	394.90347229	622.409098012	2479.55678752	0.827934490933
93	COPS8-7	COPS8	1131.9690398	1158.25717713	1129.12138209	Neg. Binomial	1139.78253301	172.007763481	1663.70851409	2479.55678752	0.685085472218
94	COPS8-8	COPS8	1363.97341098	1469.59862081	1429.27057809	Neg. Binomial	1420.94753663	1894.08400154	2235.24302363	2479.55678752	0.635701586631
95	COPS8-9	COPS8	1181.50374214	1180.03432653	1193.47298978	Neg. Binomial	1185.00368615	36.2244156944	1751.32817739	2479.55678752	0.676631428335
96	COPZ1-11	COPZ1	1290.17681361	1317.63719365	1210.57009588	Neg. Binomial	1272.79470105	2061.6294894	1926.13983078	2479.55678752	0.660800779211
97	COPZ1-12	COPZ1	843.859036368	877.547328207	895.223472237	Neg. Binomial	872.209945604	453.961371882	1179.01888543	2479.55678752	0.739776059896
98	COPZ1-13	COPZ1	1872.71502231	1730.20648567	1700.68713744	Neg. Binomial	1767.86954847	5641.51867867	3028.32172128	2479.55678752	0.583778644142
99	COPZ1-14	COPZ1	979.068555523	955.562171129	953.163665135	Neg. Binomial	962.598130596	136.596253811	1336.29199625	2479.55678752	0.720350143008
100	COPZ1-15	COPZ1	1005.35227513	1025.67980603	1019.88987089	Neg. Binomial	1016.97398402	73.1192835441	1434.07920595	2479.55678752	0.709147709411
101	COPZ1-16	COPZ1	1100.8834868	1063.01206215	1117.24839174	Neg. Binomial	1093.7146469	515.959374012	1576.14430322	2479.55678752	0.693917837766
102	COPZ1-17	COPZ1	1975.82807617	2001.58327055	1960.23070645	Neg. Binomial	1979.21401772	290.738059709	3559.0480218	2479.55678752	0.556107702285
103	COPZ1-18	COPZ1	2122.41035862	2176.51839379	2322.59437187	Neg. Binomial	2207.17437476	7148.83444476	4171.8878853	2479.55678752	0.52905889023
104	COPZ1-2	COPZ1	801.147992	792.592514595	786.46688065	Neg. Binomial	793.402462415	36.2505128141	1047.27342457	2479.55678752	0.7575886524
105	COPZ1-3	COPZ1	270.924494455	267.787144877	271.654019162	Neg. Binomial	270.121886165	2.81420948985	299.548852207	2479.55678752	0.90176238091
106	COPZ1-4	COPZ1	623.985612696	551.60801514	587.713022225	Neg. Binomial	587.768883354	873.087664896	727.097114099	2479.55678752	0.80837741198
107	COPZ1-5	COPZ1	591.636419328	608.802945994	592.224758557	Neg. Binomial	597.55470796	63.3191199466	741.560939558	2479.55678752	0.805806611545
108	COPZ1-6	COPZ1	1237.35664632	1195.82874258	1194.42282901	Neg. Binomial	1209.2027393	396.650672313	1798.89331308	2479.55678752	0.672192581135
109	COPZ1-7	COPZ1	676.300323846	676.288178215	696.232154005	Neg. Binomial	682.940218689	88.3377968129	871.041311856	2479.55678752	0.784050319305
110	COPZ1-8	COPZ1	889.855545688	878.983184212	837.283279339	Neg. Binomial	868.707336413	513.437055506	1173.05706542	2479.55678752	0.740549937443
111	COPZ1-9	COPZ1	1171.14189114	1191.28186523	1179.70032097	Neg. Binomial	1180.70802578	68.1108272164	1742.93408536	2479.55678752	0.677425518096
112	CRYGB-1	CRYGB	1132.72722402	1113.02771298	1111.31189657	Neg. Binomial	1119.02227786	94.4034456621	1624.03626449	2479.55678752	0.689037740306
113	CRYGB-10	CRYGB	1531.02666736	1568.19406647	1634.91077092	Neg. Binomial	1578.04383492	1847.1601313	2582.34523162	2479.55678752	0.611089414224
114	CRYGB-2	CRYGB	732.658684166	736.833439746	793.115755244	Neg. Binomial	754.202626385	760.020562811	983.607173403	2479.55678752	0.766772189934
115	CRYGB-3	CRYGB	1106.19077634	1067.5589395	1130.54614093	Neg. Binomial	1101.43195226	672.554460659	1590.69372338	2479.55678752	0.692422391609
116	CRYGB-4	CRYGB	1387.47712179	1277.43322552	1311.01559422	Neg. Binomial	1325.30864718	2120.42219912	2033.67839258	2479.55678752	0.651680546941
117	CRYGB-5	CRYGB	1367.51160401	1452.60765809	1414.07315044	Neg. Binomial	1411.39747085	1210.46936731	2214.78412073	2479.55678752	0.637261870192
118	CRYGB-6	CRYGB	1127.92539063	1213.05901464	1164.26543352	Neg. Binomial	1168.41661293	1216.57180143	1718.99782496	2479.55678752	0.679708022875
119	CRYGB-7	CRYGB	1616.70148417	1520.09289031	1581.48231435	Neg. Binomial	1572.75889628	1593.58574604	2570.34465768	2479.55678752	0.611886383244
120	CRYGB-8	CRYGB	739.229614069	756.696114478	847.968970652	Neg. Binomial	781.298233066	2273.34006453	1027.48212047	2479.55678752	0.760400806496
121	CRYGB-9	CRYGB	1094.05982882	1181.2308732	1106.56270043	Neg. Binomial	1127.28446748	1481.16097796	1639.78342578	2479.55678752	0.687459361867
122	CYP7A1-1	CYP7A1	871.153668272	791.395967925	828.972186095	Neg. Binomial	830.507274097	1061.39337503	1108.67889565	2479.55678752	0.749096313957
123	CYP7A1-10	CYP7A1	1298.01138388	1237.22925738	1278.95852028	Neg. Binomial	1271.39972051	644.3122106	1923.31350505	2479.55678752	0.661046530987
124	CYP7A1-2	CYP7A1	1433.72635918	1474.62411683	1380.11639805	Neg. Binomial	1429.48895802	1497.5959358	2253.60344952	2479.55678752	0.634312553223
125	CYP7A1-3	CYP7A1	993.726783767	1013.23572065	1002.31784518	Neg. Binomial	1003.09344987	63.733884365	1408.89035447	2479.55678752	0.711974105497
126	CYP7A1-4	CYP7A1	1536.3339569	1529.18664501	1529.24115682	Neg. Binomial	1531.58725291	11.2660946406	2477.62709563	2479.55678752	0.618166977433
127	CYP7A1-5	CYP7A1	506.972514811	515.232996354	555.655948285	Neg. Binomial	525.953819817	452.480810328	637.517072561	2479.55678752	0.825003505716
128	CYP7A1-6	CYP7A1	839.562659124	817.480685344	864.828616946	Neg. Binomial	840.623987138	374.200979741	1125.61390603	2479.55678752	0.746813789913
129	CYP7A1-7	CYP7A1	1936.65522482	1989.85711318	2016.98360031	Neg. Binomial	1981.16531277	1113.21501533	3564.11594987	2479.55678752	0.555864438934
130	CYP7A1-8	CYP7A1	1481.74469309	1603.13322925	1586.7064301	Neg. Binomial	1557.19478415	2891.33140862	2535.13390939	2479.55678752	0.614245574319
131	CYP7A1-9	CYP7A1	731.647771873	726.303829045	711.42958165	Neg. Binomial	723.127060856	73.1751307122	934.016663697	2479.55678752	0.774212162333
132	DEFB129-1	DEFB129	981.343108181	996.962685931	1011.57877765	Neg. Binomial	996.628190587	152.421894941	1397.21097025	2479.55678752	0.713298286235
133	DEFB129-10	DEFB129	798.115255121	823.463418697	807.600803469	Neg. Binomial	809.726492429	109.347509557	1074.15156865	2479.55678752	0.753828897205
134	DEFB129-2	DEFB129	1648.03976525	1584.70641052	1644.40916319	Neg. Binomial	1625.71844632	843.190418783	2691.618804	2479.55678752	0.603992825397
135	DEFB129-3	DEFB129	2007.41908532	2084.14499082	2157.08488642	Neg. Binomial	2082.88298752	3734.10499598	3832.55113851	2479.55678752	0.543471675196
136	DEFB129-4	DEFB129	1653.09432671	1683.78047485	1651.5329574	Neg. Binomial	1662.80258632	220.442215942	2777.88591693	2479.55678752	0.598585628079
137	DEFB129-5	DEFB129	1242.91666393	1201.33285727	1150.49276472	Neg. Binomial	1198.24742864	1428.45612578	1777.30127708	2479.55678752	0.674194884172
138	DEFB129-6	DEFB129	525.168936081	493.455846949	455.922829362	Neg. Binomial	491.515870797	801.052303024	588.947739453	2479.55678752	0.834566189615
139	DEFB129-7	DEFB129	752.876930021	744.730647772	753.459967482	Neg. Binomial	750.355848425	15.8780966401	977.426227333	2479.55678752	0.76768540422
140	DEFB129-8	DEFB129	1525.71937782	1539.95556504	1623.27524037	Neg. Binomial	1562.98339441	1851.33151573	2548.2066825	2479.55678752	0.613366021346
141	DEFB129-9	DEFB129	1137.52905741	1112.54909431	1113.68649464	Neg. Binomial	1121.25488212	132.640003937	1628.28602454	2479.55678752	0.688610517575
142	DMRTB1-1	DMRTB1	1011.92320504	1104.41257695	1047.19774869	Neg. Binomial	1054.51117689	1452.45710209	1502.97592986	2479.55678752	0.701615478957
143	DMRTB1-10	DMRTB1	1757.72374901	1871.15968346	1796.85835926	Neg. Binomial	1808.58059724	2213.32396909	3127.75335956	2479.55678752	0.578236321516
144	DMRTB1-2	DMRTB1	1153.19819795	1224.06724401	1131.49598016	Neg. Binomial	1169.58714071	1562.53853747	1721.27205738	2479.55678752	0.679489994445
145	DMRTB1-3	DMRTB1	1667.24709881	1701.0107469	1698.31253937	Neg. Binomial	1688.85679503	234.702872601	2839.15804582	2479.55678752	0.594844234723
146	DMRTB1-4	DMRTB1	1339.71151596	1299.21037492	1317.90192862	Neg. Binomial	1318.94127317	273.9305228	2020.52072108	2479.55678752	0.652772950757
147	DMRTB1-5	DMRTB1	218.10432716	237.634168778	218.70048221	Neg. Binomial	224.812992716	82.2505112803	245.196023243	2479.55678752	0.916870468544
148	DMRTB1-6	DMRTB1	1174.4273561	1143.18068908	1171.15176792	Neg. Binomial	1162.9199377	196.607214362	1708.33304875	2479.55678752	0.68073373547
149	DMRTB1-7	DMRTB1	1006.36318743	1051.52521411	1027.48858471	Neg. Binomial	1028.45899542	340.405624111	1455.03841904	2479.55678752	0.706826006765
150	DMRTB1-8	DMRTB1	830.969904636	792.83182393	834.671221462	Neg. Binomial	819.490983343	357.638681336	1090.33191554	2479.55678752	0.751597721445
151	DMRTB1-9	DMRTB1	1530.01575507	1538.2803997	1538.9770089	Neg. Binomial	1535.75772122	16.5659650493	2486.95665733	2479.55678752	0.617524924167
152	DMRTC2-1	DMRTC2	982.354020474	1016.34674199	1051.70948502	Neg. Binomial	1016.80341583	801.801019229	1433.76873465	2479.55678752	0.709182304828
153	DMRTC2-10	DMRTC2	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
154	DMRTC2-2	DMRTC2	1327.0751123	1390.14792189	1319.08922766	Neg. Binomial	1345.43742062	1010.14352097	2075.48799333	2479.55678752	0.648251122118
155	DMRTC2-3	DMRTC2	773.095175876	821.548944024	864.828616946	Neg. Binomial	819.824245615	1403.99132739	1090.88550829	2479.55678752	0.751521804429
156	DMRTC2-4	DMRTC2	1137.78178548	1205.16180661	1219.35610874	Neg. Binomial	1187.43323361	1266.21285286	1756.0823129	2479.55678752	0.676183129278
157	DMRTC2-5	DMRTC2	1150.67091722	1102.25879294	1155.71688047	Neg. Binomial	1136.21553021	580.773627199	1656.86734088	2479.55678752	0.68576131726
158	DMRTC2-6	DMRTC2	1427.66088543	1459.78693811	1490.06028867	Neg. Binomial	1459.16937074	649.138282182	2317.86123987	2479.55678752	0.62953266815
159	DMRTC2-7	DMRTC2	1268.94765547	1238.90442272	1350.90884179	Neg. Binomial	1286.25363999	2240.5801987	1953.48918577	2479.55678752	0.658439089075
160	DMRTC2-8	DMRTC2	1880.04413643	2029.82177198	2049.99051348	Neg. Binomial	1986.6188073	5746.87659078	3578.2961205	2479.55678752	0.555185691847
161	DMRTC2-9	DMRTC2	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
162	FAM71B-1	FAM71B	1169.37279463	1116.85666232	1189.19871325	Neg. Binomial	1158.47605673	931.598170521	1699.72874382	2479.55678752	0.68156525619
163	FAM71B-10	FAM71B	1184.28375095	1199.17907326	1174.47620522	Neg. Binomial	1185.97967648	103.143363263	1753.23742193	2479.55678752	0.676451267604
164	FAM71B-2	FAM71B	2098.14846359	2186.33007649	2116.47925943	Neg. Binomial	2133.65259984	1443.46128597	3969.65548539	2479.55678752	0.537490622974
165	FAM71B-3	FAM71B	1826.97124106	1858.23697942	1806.59421135	Neg. Binomial	1830.60081061	451.082803214	3182.09207093	2479.55678752	0.57528216337
166	FAM71B-4	FAM71B	1582.33046622	1571.30508781	1655.56977412	Neg. Binomial	1603.06844272	1398.45472774	2639.47480573	2479.55678752	0.607343718242
167	FAM71B-5	FAM71B	994.990424133	989.783405908	1053.37170367	Neg. Binomial	1012.7151779	830.995383494	1426.33427173	2479.55678752	0.710012511073
168	FAM71B-6	FAM71B	2517.92979315	2547.92648034	2460.0836001	Neg. Binomial	2508.64662453	1329.15054462	5046.72436425	2479.55678752	0.497084136852
169	FAM71B-7	FAM71B	887.075536883	906.982376303	892.848874167	Neg. Binomial	895.635595784	69.9299513019	1219.14628305	2479.55678752	0.734641616219
170	FAM71B-8	FAM71B	1403.90444655	1510.75982628	1468.21398643	Neg. Binomial	1460.95941975	1929.32639837	2321.75939695	2479.55678752	0.629246691828
171	FAM71B-9	FAM71B	1447.12094706	1427.48017801	1357.55771639	Neg. Binomial	1410.71961382	1477.38697066	2213.33475812	2479.55678752	0.637372909201
172	FCRL4-1	FCRL4	1396.32260435	1346.35431374	1290.35659102	Neg. Binomial	1344.34450304	1873.48566637	2073.20949695	2479.55678752	0.648436400187
173	FCRL4-10	FCRL4	1218.14931276	1224.54586268	1152.62990298	Neg. Binomial	1198.44169281	1056.17935204	1777.68331304	2479.55678752	0.674159274612
174	FCRL4-2	FCRL4	1679.12531825	1687.84873353	1725.14549756	Neg. Binomial	1697.37318311	398.333720553	2859.30491916	2479.55678752	0.593631400323
175	FCRL4-3	FCRL4	540.079892398	553.522489813	554.46864925	Neg. Binomial	549.357010487	43.1816629653	671.069538504	2479.55678752	0.818629037628
176	FCRL4-4	FCRL4	768.546070559	787.327709245	828.259806674	Neg. Binomial	794.711195493	621.54631472	1049.42037877	2479.55678752	0.757285842327
177	FCRL4-5	FCRL4	1019.50504723	1027.5942807	1028.20096413	Neg. Binomial	1025.10009735	15.713637072	1448.89769493	2479.55678752	0.707503435849
178	FCRL4-6	FCRL4	1034.41600355	1029.50875537	997.093729423	Neg. Binomial	1020.33949611	274.196348651	1440.20997158	2479.55678752	0.708465790576
