gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
TPH2	0.344432882414	0.989583333333	1.0	False	10	1	0.37551348554
MRGPRD	0.348595213319	0.989583333333	1.0	False	10	1	0.157454598016
LYZL6	0.355879292404	0.989583333333	1.0	False	10	1	-0.0307235100341
TGM6	1.0	1.0	1.0	False	14	0	0.410317974592
IL22	1.0	1.0	1.0	False	10	0	0.193541712706
FAM71B	1.0	1.0	1.0	False	10	0	0.573234245183
LHX5	1.0	1.0	1.0	False	10	0	0.259574934588
OR12D2	1.0	1.0	1.0	False	10	0	0.406337591636
RXFP2	1.0	1.0	1.0	False	10	0	0.524495514294
SAGE1	1.0	1.0	1.0	False	10	0	0.430316486054
RNASE9	1.0	1.0	1.0	False	11	0	0.283499361388
DMRTC2	1.0	1.0	1.0	False	10	0	0.278302719812
ADH7	1.0	1.0	1.0	False	10	0	0.315593321513
OR9Q2	1.0	1.0	1.0	False	10	0	0.332409407535
OTUD6A	1.0	1.0	1.0	False	10	0	0.50627633206
TAS2R9	1.0	1.0	1.0	False	10	0	0.630797701417
DMRTB1	1.0	1.0	1.0	False	10	0	0.363227239901
CRYGB	1.0	1.0	1.0	False	10	0	0.458403481853
VN1R2	1.0	1.0	1.0	False	10	0	0.426284161526
SPATA16	1.0	1.0	1.0	False	10	0	0.481917317168
NPHS2	1.0	1.0	1.0	False	10	0	0.30633129762
TRIM42	1.0	1.0	1.0	False	10	0	0.609175291574
MAGEB3	1.0	1.0	1.0	False	10	0	0.444552288278
ABCG8	1.0	1.0	1.0	False	10	0	0.494352199753
CABP5	1.0	1.0	1.0	False	10	0	0.317411372214
KRT74	1.0	1.0	1.0	False	10	0	0.246130358339
KRT77	1.0	1.0	1.0	False	10	0	0.242744894319
KRT9	1.0	1.0	1.0	False	10	0	0.148158492463
NLRP5	1.0	1.0	1.0	False	10	0	0.611765386374
CYP7A1	1.0	1.0	1.0	False	10	0	0.473846507443
PLA2G2E	1.0	1.0	1.0	False	10	0	0.322690958495
OLIG2	1.0	1.0	1.0	False	10	0	0.612703024074
TAAR1	1.0	1.0	1.0	False	10	0	0.523144428214
TAAR8	1.0	1.0	1.0	False	10	0	0.516148956303
HTR3D	1.0	1.0	1.0	False	10	0	0.440276481323
OC90	1.0	1.0	1.0	False	10	0	0.282288865831
OR52E8	1.0	1.0	1.0	False	10	0	0.582015894087
LUZP4	1.0	1.0	1.0	False	10	0	0.551609800078
POU4F2	1.0	1.0	1.0	False	10	0	0.553991516543
NPSR1	1.0	1.0	1.0	False	10	0	0.516791614673
TAS2R13	1.0	1.0	1.0	False	10	0	0.42293497206
DEFB129	1.0	1.0	1.0	False	10	0	0.520409698354
