sgRNA	gene	counts	control mean	control stdev	fold change	p-value	p-value (adj.)	significant
POLR2F-3	POLR2F	219.923191074	1051.87097362	46.1282449506	0.209078106146	5.80651238079e-130	6.64292666421e-129	True
PSMB2-23	PSMB2	139.909075289	828.551724863	38.6798752008	0.168859796064	1.20379003326e-129	1.36099084936e-128	True
RPS24-5	RPS24	260.855267646	1153.58777389	49.4740574011	0.22612520135	1.01904142553e-128	1.13871954643e-127	True
RPS19-8	RPS19	328.612885926	1320.88062464	54.932040672	0.248783182822	2.52011822567e-127	2.7837167987e-126	True
COPB1-8	COPB1	194.716432055	966.619362203	43.3038750191	0.201440649411	7.15242581482e-127	7.81077410005e-126	True
RPS19-2	RPS19	343.87569414	1349.66708814	55.8665626075	0.254785566872	5.51054527711e-126	5.95015057449e-125	True
PSMB2-5	PSMB2	265.711615714	1146.80993768	49.2518267838	0.231696296818	1.41977709486e-125	1.51600643129e-124	True
PSMD6-5	PSMD6	142.684131328	809.11317077	38.0228557299	0.176346321482	4.72176198415e-124	4.98638820524e-123	True
NUP54-19	NUP54	300.399816199	1219.72584811	51.6377914103	0.246284701324	5.71675136397e-123	5.97151963128e-122	True
NUP54-11	NUP54	254.380136889	1100.77976853	47.7399849971	0.231090854103	9.0553508755e-123	9.35719590468e-122	True
RPL9-9	RPL9	87.8767745616	644.534598552	32.3807368631	0.13634143886	1.03533276835e-122	1.05846254296e-121	True
PSMD7-2	PSMD7	196.566469414	942.246389886	42.4924688544	0.208614722777	1.52972328037e-121	1.54743586573e-120	True
NUP205-5	NUP205	175.522294453	883.638032942	40.5331748156	0.19863596621	4.90078300774e-121	4.90588799004e-120	True
COPS8-12	COPS8	162.803287609	846.883665316	39.2979938697	0.192238077408	1.08150967067e-120	1.07147504486e-119	True
PSMB2-15	PSMB2	140.371584629	784.910625773	37.2024013195	0.178837666379	2.72031043114e-120	2.6675697187e-119	True
COPZ1-4	COPZ1	83.7141905034	618.216852977	31.4623164353	0.1354123397	2.30499206338e-119	2.23747209385e-118	True
COPS2-6	COPS2	119.096154998	718.107707873	34.9224354076	0.165847203271	1.63689069194e-118	1.57305195495e-117	True
RPL35A-5	RPL35A	338.094327392	1272.52965962	53.359531064	0.26568679546	7.72109087527e-117	7.34650329816e-116	True
RPS13-7	RPS13	175.522294453	858.075771619	39.6746858241	0.204553374257	3.13699537421e-116	2.95554172021e-115	True
COPS2-9	COPS2	227.785849851	990.995386062	44.1135529296	0.229855610889	5.10438601593e-116	4.76244171001e-115	True
PSMD1-18	PSMD1	141.527857978	758.460936783	36.3025088399	0.186598743738	2.27481592351e-114	2.10201740624e-113	True
RPS8-10	RPS8	130.427633823	727.339482234	35.2389643276	0.179321536929	4.58378746833e-114	4.19525691149e-113	True
COPB1-1	COPB1	228.01710452	971.603037145	43.4695590434	0.234681341868	2.82721659659e-112	2.56316523521e-111	True
COPS2-4	COPS2	467.134433196	1544.83992599	62.1740120846	0.302383713249	4.4090689318e-112	3.95992078828e-111	True
PSMC2-14	PSMC2	403.770653644	1393.24169495	57.2789237429	0.289806610804	5.85065003929e-112	5.20599508125e-111	True
PSMD7-5	PSMD7	395.907994867	1370.02327004	56.5266835904	0.288979029426	2.15984906505e-111	1.90423390047e-110	True
RPL11-1	RPL11	130.890143163	714.367017078	34.7940370574	0.183225345003	2.38629706817e-111	2.08475589319e-110	True
COPA-2	COPA	171.359710395	821.726736706	38.4493821802	0.208536126112	2.66035506607e-111	2.30324434099e-110	True
COPS4-9	COPS4	616.756204621	1875.36505417	72.7698142398	0.328872612428	1.70660337608e-110	1.46432664679e-109	True
RPS24-7	RPS24	582.068004136	1796.08180222	70.2360263685	0.324076555654	2.37656513985e-110	2.02113194637e-109	True
NUP133-2	NUP133	171.822219735	815.157326365	38.2273270473	0.210784120044	4.8149297646e-110	4.0589013191e-109	True
RPL30-8	RPL30	276.349330529	1066.03811653	46.5957084337	0.259230252881	1.90566834438e-108	1.59247589474e-107	True
COPZ1-12	COPZ1	181.303661201	831.511825008	38.7797807182	0.218040989615	2.5585691466e-108	2.11964219818e-107	True
PSMB2-18	PSMB2	260.392758306	1024.75929792	45.23222073	0.254101386379	5.05982237282e-108	4.15597376093e-107	True
RPL11-5	RPL11	113.77729759	648.469175652	32.5175941973	0.175455213389	5.53621170143e-107	4.50872834328e-106	True
PSMD6-14	PSMD6	189.397574647	844.271010275	39.209986172	0.224332675577	5.98046701755e-107	4.82960403686e-106	True
POLR2D-4	POLR2D	485.866061458	1528.26850753	61.640197032	0.317919304798	4.26561392847e-105	3.41604582105e-104	True
PSMD7-1	PSMD7	218.998172394	904.690818107	41.2383667904	0.242069630874	5.90298697514e-105	4.68824006868e-104	True
PSMD6-13	PSMD6	92.0393586198	582.17273021	30.1953389766	0.158096306893	7.02137239917e-105	5.53076957017e-104	True
PSMC4-4	PSMC4	123.258739056	662.824250632	33.0159661668	0.185959911603	2.45204696052e-104	1.91578628378e-103	True
PSMD7-4	PSMD7	171.128455725	783.826932016	37.1655994792	0.218324286568	5.06771122481e-104	3.92747619923e-103	True
COPS4-4	COPS4	320.98148182	1141.34359218	49.0725271476	0.281231247119	5.15141601133e-104	3.96040862951e-103	True
COPB1-5	COPB1	364.688614431	1242.82818378	52.3916684419	0.293434457949	6.06998535004e-104	4.62956819158e-103	True
RPS13-2	RPS13	360.526030373	1216.96651204	51.5476845999	0.296249754456	1.29983813757e-101	9.83578307251e-101	True
NUP133-6	NUP133	230.329651219	913.245228693	41.5244524152	0.252210078939	2.03313760074e-101	1.52644158931e-100	True
PSMC1-8	PSMC1	545.761020962	1625.48513995	64.7678880658	0.335752697794	8.41843398956e-101	6.27140702633e-100	True
PSMB2-20	PSMB2	22.4317029802	352.8968703	21.7715729262	0.0635644712891	3.54717867763e-100	2.62218362246e-99	True
PSMB2-19	PSMB2	197.491488094	823.757024823	38.5179701696	0.239744830263	1.50601001628e-99	1.10479055393e-98	True
PSMC2-2	PSMC2	231.023415229	903.301329048	41.191873546	0.255754539266	2.68727074724e-99	1.95641453644e-98	True
PSMD6-18	PSMD6	399.839324255	1287.0508895	53.8321915306	0.310663181632	3.918828575e-99	2.83157463201e-98	True
RPS11-2	RPS11	779.32823756	2104.72705431	80.0783031854	0.370275203126	8.17107508393e-98	5.86000235497e-97	True
COPZ1-11	COPZ1	398.220541566	1252.22820218	52.6981426285	0.318009561574	8.82227319856e-95	6.28015151394e-94	True
RPL11-3	RPL11	110.770986882	584.36848018	30.2728442106	0.189556744826	1.82867969061e-94	1.2921773402e-93	True
PSMD6-12	PSMD6	294.387194781	1014.59657425	44.8958434794	0.290151970007	8.31819422431e-94	5.83487930625e-93	True
RPL36-10	RPL36	173.672257094	728.394172458	35.2750951459	0.238431694899	2.34973912053e-92	1.63630383683e-91	True
RPL5-6	RPL5	585.074314844	1619.18455681	64.5654610468	0.361338868002	1.28620552162e-90	8.89239932572e-90	True
COPA-9	COPA	234.260980608	857.986829043	39.6716942856	0.273035637236	2.71148782933e-90	1.86124271713e-89	True
PSMB2-21	PSMB2	294.387194781	990.442204689	44.0951979245	0.297228039544	4.7674165339e-90	3.24928176531e-89	True
COPA-7	COPA	172.515983745	710.923849716	34.6757777486	0.242664504523	2.04623981916e-89	1.38481441283e-88	True
RPS13-10	RPS13	176.447313133	720.042201938	34.9888041921	0.245051349293	2.24435339757e-89	1.50826826228e-88	True
RPL3-4	RPL3	149.621771425	656.039576383	32.7806018316	0.228068209314	2.82911430304e-89	1.88804086474e-88	True
POLR2F-5	POLR2F	285.599517325	964.537792156	43.2346499033	0.296099872548	4.24534300354e-89	2.81363767338e-88	True
RPL27-1	RPL27	177.834841152	720.514634175	35.0050091137	0.246816418039	5.11260159746e-89	3.36521242134e-88	True
COPB1-6	COPB1	635.950342222	1708.46661311	67.4306574656	0.372234574174	5.37030522404e-89	3.51079137436e-88	True
PSMB2-16	PSMB2	69.3764009697	453.983653224	25.5813515375	0.152816958225	8.07251157125e-89	5.2416781216e-88	True
PSMD6-1	PSMD6	320.75022715	1036.02874029	45.6049034051	0.309595877678	2.57942970794e-88	1.66364560357e-87	True
PSMB2-14	PSMB2	139.909075289	626.128540377	31.7389765462	0.223451042824	5.19850732456e-88	3.33051035927e-87	True
PSMD7-9	PSMD7	280.743169257	945.827225858	42.611797971	0.296822888559	7.11569747623e-88	4.52859951964e-87	True
PSMD7-10	PSMD7	142.915385998	631.505111864	31.926707251	0.226309151443	1.21872226845e-87	7.70521118407e-87	True
COPS8-4	COPS8	466.209414516	1338.90222105	55.5172349741	0.348202734439	3.72516958443e-87	2.33979605924e-86	True
RPL3-11	RPL3	451.409115643	1302.45105519	54.3330919614	0.346584321802	1.53674362654e-86	9.58967938379e-86	True
PSMD11-8	PSMD11	134.821472551	607.112698374	31.0731698089	0.222069926905	1.64851924208e-86	1.02208193009e-85	True
POLR2A-4	POLR2A	179.916133181	711.487538838	34.6951431084	0.252873203479	2.16392871422e-86	1.33303557331e-85	True
COPB1-10	COPB1	96.6644520178	505.657910178	27.4645610643	0.191165707234	1.94169259329e-84	1.18851374659e-83	True
RPL11-10	RPL11	282.593206617	926.597155581	41.970472931	0.304979574905	4.05903563101e-84	2.46881850721e-83	True
PSMC1-4	PSMC1	397.989286896	1165.92999087	49.8784893474	0.341349214801	1.71203475221e-83	1.03475811124e-82	True
RPL18A-4	RPL18A	275.65556652	900.165918102	41.086935164	0.306227508703	2.70437948938e-82	1.62431793081e-81	True
NUP93-11	NUP93	72.8452210182	434.55731192	24.8635023083	0.16763087174	7.5610892405e-82	4.5131719007e-81	True
RPL35A-2	RPL35A	354.975918295	1053.66816052	46.1875734843	0.336895363831	2.42329327583e-80	1.43752150498e-79	True
COPA-4	COPA	178.991114502	674.345605795	33.4149197572	0.265429348043	1.1550302869e-79	6.80971843994e-79	True
POLA1-7	POLA1	293.230921432	907.416311267	41.3295436677	0.323149273152	2.04096902157e-77	1.19595806691e-76	True
RPL27-2	RPL27	270.105454442	857.551760829	39.6570605303	0.314972771067	4.10948721552e-77	2.39346497825e-76	True
NUP98-12	NUP98	413.714604449	1148.84633057	49.3186057537	0.3601130921	7.47878211812e-77	4.32958410573e-76	True
RPL34-7	RPL34	305.487418937	927.659406828	42.0059312424	0.329309891851	1.05883207774e-76	6.09303968089e-76	True
PSMA3-2	PSMA3	115.627334949	514.550606964	27.7851978518	0.22471518522	5.24637750371e-76	3.00105284587e-75	True
COPS4-6	COPS4	581.605494796	1466.87050763	59.6597663248	0.396494095267	5.10221704739e-75	2.90131987133e-74	True
POLR2F-9	POLR2F	501.128869671	1301.6216702	54.306125184	0.385003477696	4.50727269261e-74	2.54793473976e-73	True
NUP93-8	NUP93	527.954411379	1352.07093117	55.9445462282	0.390478338975	5.22344927858e-74	2.93551740159e-73	True
COPZ1-2	COPZ1	242.354894054	778.72505157	36.9922643758	0.311220107232	1.04011420514e-73	5.81133576246e-73	True
PSMC4-6	PSMC4	166.040852987	616.443450003	31.4002346626	0.269352935758	1.79041916277e-73	9.94562321052e-73	True
RPL30-7	RPL30	387.582826751	1070.94591198	46.7575311514	0.36190700428	2.11261242106e-73	1.16679341186e-72	True
POLR2D-1	POLR2D	367.926179809	1023.48839063	45.1901702049	0.359482514093	2.39845606121e-72	1.31709501418e-71	True
RPS19-9	RPS19	105.452129474	472.195288259	26.2491833353	0.223323129426	1.37876634459e-71	7.52837759744e-71	True
PSMC2-7	PSMC2	354.975918295	986.013004526	43.9482012145	0.360011396062	1.06937186453e-70	5.80602464299e-70	True
RPS3A-3	RPS3A	922.012368887	2068.01831926	78.9105226254	0.445843424258	2.87952030332e-70	1.55461742219e-69	True
COPS4-2	COPS4	365.61363311	1001.31366753	44.455759702	0.365133968472	8.51713713078e-70	4.57260825848e-69	True
RPS13-6	RPS13	471.065762584	1206.97363588	51.2212478943	0.390286704349	1.00945979818e-69	5.38939370027e-69	True
COPS6-2	COPS6	197.260233424	662.346548049	32.9994049286	0.297820278531	1.19606827967e-69	6.3503956727e-69	True
COPS6-5	COPS6	233.798471268	724.694393593	35.1483227873	0.322616641353	1.35651399946e-67	7.16269205208e-67	True
RPL36-2	RPL36	225.242048482	705.351025007	34.484222099	0.319333268821	4.83992350474e-67	2.54162103172e-66	True
RPS9-3	RPS9	176.216058463	602.210957766	30.9010630074	0.292615164488	1.63647929335e-66	8.5470467441e-66	True
PSMC2-4	PSMC2	255.767664908	759.368026331	36.3334295865	0.336816479018	5.33563676547e-66	2.77164699006e-65	True
NUP205-8	NUP205	108.920949522	453.706601335	25.5711545874	0.240069131023	9.2082318423e-66	4.75758645186e-65	True
COPB1-2	COPB1	360.526030373	961.333879745	43.1280737266	0.375026864203	1.50828324611e-65	7.75112406158e-65	True
PSMB3-6	PSMB3	241.661130044	726.207093846	35.2001647064	0.332771646121	4.23257955384e-65	2.16356859108e-64	True
RPL5-2	RPL5	350.350824897	937.669276071	42.3398785203	0.373640081677	6.42445801e-65	3.26661595111e-64	True
POLR2D-7	POLR2D	224.548284472	681.382869771	33.6581616695	0.329547886268	3.5009499758e-63	1.77074364566e-62	True
RPL34-4	RPL34	86.7205012121	393.745981688	23.3347328082	0.220244790411	3.64126749143e-63	1.83207228234e-62	True
POLR2F-2	POLR2F	722.439588764	1605.17304672	64.1151623738	0.450069598565	3.43077512854e-62	1.71717442631e-61	True
RPS8-2	RPS8	182.69118922	590.875043518	30.5022580057	0.309187519805	5.7673732452e-62	2.87173351743e-61	True
RPL9-2	RPL9	368.619943819	943.489471639	42.533898492	0.390698523831	6.14497193912e-61	3.04397836778e-60	True
PSMD11-3	PSMD11	279.124386568	765.135447542	36.5299287993	0.364803888599	2.28504770547e-59	1.12611838203e-58	True
COPS4-8	COPS4	309.881257665	819.097153819	38.3605216188	0.378320515729	5.95849032922e-59	2.92148428897e-58	True
PSMA3-1	PSMA3	566.805195922	1285.1315161	53.7697362377	0.441048397632	2.30691524695e-58	1.12535307224e-57	True
RPS3A-1	RPS3A	412.09582176	1004.12064082	44.5488005212	0.410404691436	3.80202658567e-58	1.84532704486e-57	True
PSMD6-17	PSMD6	228.9421232	660.154396245	32.9233858889	0.346800876435	4.11100350186e-58	1.98526350014e-57	True
NUP133-3	NUP133	323.756537859	839.566221107	39.0514330897	0.385623587181	4.24046700166e-58	2.0375443943e-57	True
PSMA3-3	PSMA3	384.345261372	945.960486556	42.6162379986	0.40630160227	3.13388157879e-57	1.49833840658e-56	True
RPS11-7	RPS11	711.108109939	1531.21555941	61.7351516183	0.46440757839	4.11206439319e-57	1.95628409993e-56	True
PSMC2-3	PSMC2	719.895787396	1541.21284462	62.0571975996	0.467096929479	9.99652790841e-57	4.73234646305e-56	True
NUP205-1	NUP205	480.54720405	1112.93754317	48.1397568266	0.431782724016	2.33341337285e-56	1.09922071143e-55	True
COPS2-10	COPS2	378.332639955	919.604163835	41.7369487736	0.411408141496	3.80681972415e-55	1.78456280727e-54	True
RPL11-7	RPL11	824.19164352	1703.24400809	67.2632435461	0.483895225584	8.44249371355e-55	3.93846430035e-54	True
COPZ1-3	COPZ1	91.1143399402	369.490496342	22.410973395	0.246594542599	1.35760913149e-54	6.30271678919e-54	True
NUP205-2	NUP205	614.674912592	1329.43975449	55.21003145	0.462356350121	4.57356354978e-54	2.11307431315e-53	True
PSMD1-19	PSMD1	498.353813632	1125.18435046	48.5421213409	0.442908589538	4.94740767922e-54	2.27486066016e-53	True
COPS6-6	COPS6	241.198620705	658.281812536	32.8584221216	0.366406326457	1.36984321375e-53	6.26866346863e-53	True
POLR2D-6	POLR2D	326.994103237	813.372172978	38.1669531679	0.402022732152	1.88129356687e-53	8.56835600837e-53	True
COPA-1	COPA	377.638875945	900.422703371	41.0955307823	0.419401770448	8.51223380123e-53	3.85861164292e-52	True
POLR2F-1	POLR2F	1099.61595537	2146.17721925	81.3961310751	0.512360277384	1.49346644934e-52	6.73812797098e-52	True
PSMD6-3	PSMD6	425.508592614	981.178259683	43.7876792724	0.433671036241	3.26496326429e-52	1.46618210139e-51	True
COPS2-5	COPS2	9.01893212606	160.741877591	13.6333358229	0.0561081670889	8.10840807347e-52	3.62426984121e-51	True
PSMC2-13	PSMC2	443.546456866	1006.48324398	44.6270948345	0.440689360224	2.03195326106e-51	9.04031057353e-51	True
POLA1-4	POLA1	676.188654785	1408.48389053	57.7723549682	0.480082633058	2.89294168742e-51	1.28115989014e-50	True
RPL18A-2	RPL18A	407.933237702	935.553958137	42.2693354685	0.436033896446	1.97158528557e-50	8.69125440109e-50	True
NUP54-15	NUP54	571.89279866	1212.01671635	51.3860129092	0.471852236809	1.35657308739e-49	5.95281615062e-49	True
PSMD11-6	PSMD11	304.562400257	745.074049452	35.8456725296	0.40876796136	3.36637889501e-49	1.47049550823e-48	True
RPL34-3	RPL34	564.955158563	1189.82125308	50.6604968927	0.474823556144	1.65657376457e-48	7.20347234279e-48	True
RPS8-5	RPS8	462.278085128	1001.88527888	44.4747083251	0.46140820199	6.890751059e-47	2.98288818365e-46	True
NUP98-5	NUP98	314.506351063	746.996590445	35.9113394579	0.421027826748	7.03883722746e-47	3.03332850923e-46	True
RPL6-1	RPL6	69.1451462998	292.009337599	19.3630867981	0.236790874115	7.49036700585e-47	3.21350120206e-46	True
PSMC2-1	PSMC2	358.675993013	815.941673001	38.2538491333	0.439585334199	7.49759021415e-46	3.20230408702e-45	True
COPA-10	COPA	597.793321689	1206.61297739	51.2094628325	0.495430873769	1.67091623845e-44	7.10509073076e-44	True
