	sgID	gene	Control_3	Control_2	Control_1	Model	Mean	Sample Variance	Model Variance	n	p
17	CABP5-9	CABP5	1208.80776566	1338.37570624	1297.44073384	Neg. Binomial	1281.54140191	2924.36958221	2710.40656695	1149.40751934	0.472822571174
18	COPA-10	COPA	19.2669392039	12.1394621881	9.42012261377	Neg. Binomial	13.6088413353	17.239503699	13.7699683154	1149.40751934	0.988298667331
19	COPA-11	COPA	966.815009254	1169.77206474	848.173347647	Neg. Binomial	994.920140547	17632.5716751	1856.11694796	1149.40751934	0.536022335038
20	COPA-2	COPA	967.585686822	956.994269162	956.867070114	Neg. Binomial	960.482342033	25.2314501977	1763.09265546	1149.40751934	0.544771336354
21	COPA-3	COPA	1692.40793967	1765.6173338	1861.19884104	Neg. Binomial	1773.07470484	4776.20092227	4508.21768593	1149.40751934	0.393298378286
22	COPA-4	COPA	1045.42412121	1102.66781542	1076.79247724	Neg. Binomial	1074.96147129	547.816379196	2080.29869531	1149.40751934	0.516734194812
23	COPA-5	COPA	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
24	COPA-6	COPA	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
25	COPA-8	COPA	1093.20613043	1064.22618516	1089.11109911	Neg. Binomial	1082.18113823	163.985050185	2101.06782224	1149.40751934	0.515062449094
26	COPB1-1	COPB1	938.299939232	889.890019845	914.114205943	Neg. Binomial	914.10138834	390.586797988	1641.06839883	1149.40751934	0.557016020169
27	COPB1-13	COPB1	1273.54468138	1297.23641771	1155.41426982	Neg. Binomial	1242.06512297	3847.7349042	2584.25729045	1149.40751934	0.480627500814
28	COPB1-14	COPB1	1275.4713753	1206.52765858	1279.32511343	Neg. Binomial	1253.77471577	1118.61742282	2621.39325963	1149.40751934	0.478285625845
29	COPB1-6	COPB1	1627.67102395	1736.61750746	1476.78537591	Neg. Binomial	1613.69130244	11349.8390711	3879.20599219	1149.40751934	0.41598494787
30	COPS2-10	COPS2	8.86279203381	13.8254986031	0.0	Neg. Binomial	7.56276354564	32.7024389724	7.61252430628	1149.40751934	0.993463303546
31	COPS2-11	COPS2	1894.32546253	1920.05826942	2137.2808961	Neg. Binomial	1983.88820935	11875.0210659	5408.09795305	1149.40751934	0.366836589606
32	COPS2-19	COPS2	1580.27435351	1535.97917408	1598.16003267	Neg. Binomial	1571.47118675	683.157734971	3719.9882699	1149.40751934	0.422439823122
33	COPS2-3	COPS2	1342.90566251	1218.32991349	1407.94601835	Neg. Binomial	1323.06053145	6189.29248377	2846.00965126	1149.40751934	0.464882658027
34	COPS2-8	COPS2	1077.40724028	976.889498859	1028.96723935	Neg. Binomial	1027.7546595	1684.70456501	1946.73215211	1149.40751934	0.527938400966
35	COPS2-9	COPS2	1927.07925918	1828.67509572	1990.18205836	Neg. Binomial	1915.31213775	4416.6490702	5106.88738266	1149.40751934	0.37504491371
36	COPS4-1	COPS4	616.92739331	715.891061815	735.49418869	Neg. Binomial	689.437547938	2692.90835933	1102.97593577	1149.40751934	0.625070344312
37	COPS4-16	COPS4	2487.74719001	2359.43935917	2616.25789977	Neg. Binomial	2487.81481632	10992.6294193	7872.52168151	1149.40751934	0.316012443911
38	COPS4-20	COPS4	1710.13352374	1519.11880993	1566.63885315	Neg. Binomial	1598.63039561	6592.83287636	3822.053419	1149.40751934	0.418264796525
39	COPS4-3	COPS4	884.737848245	970.482560482	1024.25717804	Neg. Binomial	959.825862256	3301.05650628	1761.33939889	1149.40751934	0.544940891496
40	COPS4-8	COPS4	1727.47376903	1789.5590509	1590.9137845	Neg. Binomial	1702.64886814	6884.7948292	4224.82931278	1149.40751934	0.403010096288
41	COPS6-14	COPS6	1433.46027677	1554.18836736	1360.48309287	Neg. Binomial	1449.37724567	6380.29717697	3277.00962575	1149.40751934	0.442286539007
42	COPS6-17	COPS6	1635.37779963	1647.59478475	1637.28977275	Neg. Binomial	1640.08745238	28.7892932171	3980.32518894	1149.40751934	0.41204860772
43	COPS6-7	COPS6	2005.30303235	1930.84890247	1979.67499852	Neg. Binomial	1971.94231111	953.800136629	5355.03874379	1149.40751934	0.368240531108
44	COPS8-2	COPS8	1079.71927299	1002.85445965	1219.54356607	Neg. Binomial	1100.70576624	8045.91125625	2154.77333013	1149.40751934	0.510822066918
45	COPS8-23	COPS8	1645.39660802	1630.7344206	1618.44952753	Neg. Binomial	1631.52685205	121.338164957	3947.39813719	1149.40751934	0.413317024366
46	COPS8-24	COPS8	994.944740492	1101.65619357	1164.83439243	Neg. Binomial	1087.14510883	4915.70142943	2115.40050804	1149.40751934	0.513919281336
47	COPS8-25	COPS8	1757.53019418	1718.0711069	1726.78093758	Neg. Binomial	1734.12741289	286.488611211	4350.43001534	1149.40751934	0.398610575684
48	COPS8-29	COPS8	1095.90350192	1135.03971459	1040.92354882	Neg. Binomial	1090.62225511	1490.25456048	2125.46575781	1149.40751934	0.513121536352
49	COPS8-32	COPS8	2117.05127973	2323.35817989	2190.54082011	Neg. Binomial	2210.31675991	7289.30007309	6460.76761998	1149.40751934	0.342113644991
50	COPS8-33	COPS8	1323.25338453	1296.89921043	1409.75758039	Neg. Binomial	1343.30339178	2323.83667377	2913.21134176	1149.40751934	0.461107428948
51	COPS8-34	COPS8	1646.55262437	1723.80363071	1803.95348054	Neg. Binomial	1724.76991187	4129.63843682	4312.91310639	1149.40751934	0.399908337897
52	COPS8-37	COPS8	1428.83621136	1623.65306766	1440.19182268	Neg. Binomial	1497.56036723	7971.17620185	3448.72826528	1149.40751934	0.434235536128
53	COPS8-38	COPS8	1442.70840759	1396.37535892	1313.0201674	Neg. Binomial	1384.03464464	2879.31988844	3050.59055742	1149.40751934	0.453694004024
54	COPZ1-1	COPZ1	1114.01442477	953.284989049	1090.19803634	Neg. Binomial	1052.49915005	5016.26159817	2016.26042899	1149.40751934	0.522005557872
55	COPZ1-10	COPZ1	2908.15180344	3025.76095039	3227.11662003	Neg. Binomial	3053.67645795	17346.063485	11166.499589	1149.40751934	0.273467655071
56	COPZ1-11	COPZ1	2108.57382648	2112.60362801	2016.63086416	Neg. Binomial	2079.26943955	1964.50211351	5840.65200362	1149.40751934	0.355999542219
57	COPZ1-13	COPZ1	0.0	0.0	2.89849926577	Neg. Binomial	0.966166421923	1.8669551097	0.96697855995	1149.40751934	0.999160128197
58	COPZ1-14	COPZ1	1401.47715769	1360.9685942	1312.65785499	Neg. Binomial	1358.36786896	1318.19330791	2963.68472689	1149.40751934	0.4583375069
59	COPZ1-15	COPZ1	1969.08118664	2002.67405375	1891.99539573	Neg. Binomial	1954.58354537	2146.718358	5278.38017239	1149.40751934	0.370299880179
60	COPZ1-18	COPZ1	4263.00296826	4311.19511319	4399.92188544	Neg. Binomial	4324.70665563	3215.74586984	20596.6444519	1149.40751934	0.209971418681
61	COPZ1-19	COPZ1	1265.8379057	1271.27145692	1248.52855873	Neg. Binomial	1261.87930712	94.0418210521	2647.23598779	1149.40751934	0.476678057014
62	COPZ1-2	COPZ1	1164.87914427	1210.57414598	1232.94912518	Neg. Binomial	1202.80080514	802.466130729	2461.47516782	1149.40751934	0.488650391794
63	COPZ1-27	COPZ1	1857.33293926	1756.51273716	1757.21517988	Neg. Binomial	1790.35361877	2243.1969245	4579.06521696	1149.40751934	0.390986704477
64	COPZ1-5	COPZ1	2447.28661768	2518.93840403	2446.33338031	Neg. Binomial	2470.85280067	1156.26406867	7782.38370671	1149.40751934	0.317493057884
65	COPZ1-6	COPZ1	1189.54082645	1238.22514319	1222.80437775	Neg. Binomial	1216.85678246	412.71406092	2505.12086993	1149.40751934	0.485747732602
66	COPZ1-8	COPZ1	2149.41973759	1996.94152994	2090.54259544	Neg. Binomial	2078.96795432	3941.92012652	5839.25982852	1149.40751934	0.35603278761
67	COPZ1-9	COPZ1	1910.89503025	1896.11655233	1852.50334324	Neg. Binomial	1886.50497527	614.456058737	4982.7967272	1149.40751934	0.378603639393
68	CRYGB-10	CRYGB	2167.14532166	2125.41750477	2044.891232	Neg. Binomial	2112.48468614	2574.63930525	5994.99935053	1149.40751934	0.352374464554
69	CRYGB-11	CRYGB	2166.37464409	1939.27908455	1931.84976064	Neg. Binomial	2012.50116309	11847.7232193	5536.19564335	1149.40751934	0.363516987611
70	CRYGB-17	CRYGB	2510.86751706	2307.17223031	2404.30514096	Neg. Binomial	2407.44829611	6920.23468618	7449.87859253	1149.40751934	0.323152688491
71	CRYGB-4	CRYGB	787.247135873	728.704938569	666.29251872	Neg. Binomial	727.414864387	2439.16871414	1187.76715548	1149.40751934	0.612422107337
72	CRYGB-5	CRYGB	1572.95291661	1589.93233936	1550.69710719	Neg. Binomial	1571.19412105	258.113921477	3718.95366195	1149.40751934	0.422482844336
73	CRYGB-9	CRYGB	1307.45449438	1230.46937568	1280.04973825	Neg. Binomial	1272.65786944	1015.10461249	2681.78215772	1149.40751934	0.474556766578
74	CYP7A1-1	CYP7A1	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
75	CYP7A1-10	CYP7A1	1203.41302268	1185.28359976	1092.00959838	Neg. Binomial	1160.23540694	2382.15980607	2331.4007046	1149.40751934	0.497655939046
76	CYP7A1-3	CYP7A1	712.876750546	747.588546417	728.247940526	Neg. Binomial	729.571079163	201.693476691	1192.65658243	1149.40751934	0.611719324667
77	CYP7A1-4	CYP7A1	2626.85449107	2404.62513509	2419.5222621	Neg. Binomial	2483.66729609	10288.2738025	7850.43507328	1149.40751934	0.316373203893
78	CYP7A1-6	CYP7A1	1102.83960003	1135.03971459	1286.5713616	Neg. Binomial	1174.81689207	6417.33862587	2375.60486908	1149.40751934	0.494533795315
79	CYP7A1-7	CYP7A1	1365.64065078	1562.28134215	1386.20727386	Neg. Binomial	1438.04308893	7788.06944573	3237.20299595	1149.40751934	0.444223946021
80	CYP7A1-8	CYP7A1	1094.36214678	1149.53962776	1194.90632232	Neg. Binomial	1146.26936562	1690.20251307	2289.40914542	1149.40751934	0.500683492032
81	CYP7A1-9	CYP7A1	810.367462918	843.35541479	933.679075987	Neg. Binomial	862.467317898	2716.92473982	1509.62671257	1149.40751934	0.571311643281
82	DEFB129-1	DEFB129	1555.61267133	1511.36304242	1643.44908369	Neg. Binomial	1570.14159915	3013.33192148	3715.02459312	1149.40751934	0.422646353958
83	DEFB129-2	DEFB129	1019.99176146	1109.41196108	1131.13933847	Neg. Binomial	1086.847687	2313.5372115	2114.54054169	1149.40751934	0.513987632574
84	DEFB129-5	DEFB129	2725.88655857	2567.1590455	2734.73405726	Neg. Binomial	2675.92655378	5928.23180054	8905.72999662	1149.40751934	0.300472454789
85	DEFB129-6	DEFB129	1736.33656106	1654.00172313	1682.21651137	Neg. Binomial	1690.85159852	1167.11995454	4178.20188997	1149.40751934	0.404684034675
86	DEFB129-8	DEFB129	1550.60326713	1561.60692759	1503.95880653	Neg. Binomial	1538.72300042	624.454678881	3598.62641342	1149.40751934	0.427586201969
87	DEFB129-9	DEFB129	1547.13521808	1483.03763065	1444.53957158	Neg. Binomial	1491.57080677	1790.71866081	3427.16234778	1149.40751934	0.435220352994
88	DMRTB1-10	DMRTB1	2070.03994807	2021.5576616	1956.12469199	Neg. Binomial	2015.90743389	2178.74346457	5551.54010866	1149.40751934	0.363125798324
89	DMRTB1-14	DMRTB1	1398.39444742	1267.56217681	1226.78981424	Neg. Binomial	1297.58214616	5358.62430126	2762.44069084	1149.40751934	0.469723078747
90	DMRTB1-2	DMRTB1	2330.14362732	2284.24213506	2467.34749999	Neg. Binomial	2360.57775412	6051.04714817	7208.57747529	1149.40751934	0.327467903649
91	DMRTB1-3	DMRTB1	885.893864597	933.726966635	911.215706678	Neg. Binomial	910.27884597	381.773129089	1631.17858212	1149.40751934	0.558049778208
92	DMRTB1-4	DMRTB1	1494.34380466	1636.8041517	1456.85819346	Neg. Binomial	1529.33538327	6008.96326808	3564.18087992	1149.40751934	0.42908467185
93	DMRTB1-5	DMRTB1	2199.51377952	2071.46433949	2321.33559948	Neg. Binomial	2197.43790616	10408.0957199	6398.50086269	1149.40751934	0.343430117979
94	DMRTB1-6	DMRTB1	1454.26857111	1511.7002497	1507.2196182	Neg. Binomial	1491.062813	680.254128026	3425.33614506	1149.40751934	0.435304083996
95	DMRTB1-9	DMRTB1	1324.40940088	1204.1672076	1245.63005947	Neg. Binomial	1258.06888932	2487.05975144	2635.0716526	1149.40751934	0.477432516143
96	DMRTC2-1	DMRTC2	2726.27189736	2597.17049369	2784.73316959	Neg. Binomial	2702.72518688	6140.51668568	9057.93281594	1149.40751934	0.298382118945
97	DMRTC2-13	DMRTC2	505.949823496	487.938938505	512.309745226	Neg. Binomial	502.066169076	106.530755867	721.370840299	1149.40751934	0.695988999039
98	DMRTC2-4	DMRTC2	1501.27990277	1482.0260088	1537.29154808	Neg. Binomial	1506.86581988	524.64787365	3482.35715862	1149.40751934	0.43271432287
99	DMRTC2-8	DMRTC2	733.685044886	701.053941363	706.146883624	Neg. Binomial	713.628623291	205.453033744	1156.69672874	1149.40751934	0.616953956522
100	FAM71B-1	FAM71B	2611.4409397	2812.98315481	2679.3002588	Neg. Binomial	2701.2414511	7010.58537175	9049.47326132	1149.40751934	0.298497091831
101	FAM71B-2	FAM71B	2874.62732923	2839.62253017	3246.68149007	Neg. Binomial	2986.97711649	33927.4034878	10749.2652035	1149.40751934	0.277877330213
102	FAM71B-5	FAM71B	1429.60688893	1485.39808163	1362.65696732	Neg. Binomial	1425.88731263	2517.81448095	3194.75918279	1149.40751934	0.446320749404
103	FAM71B-9	FAM71B	2112.42721432	1996.60432266	1860.11190381	Neg. Binomial	1989.71448026	10634.2376171	5434.06615394	1149.40751934	0.366155733827
104	FCRL4-1	FCRL4	1524.7855686	1672.54812369	1671.34713913	Neg. Binomial	1622.89361047	4812.8343341	3914.32082545	1149.40751934	0.414604137688
105	FCRL4-10	FCRL4	4299.99549154	4368.5203513	4429.26919051	Neg. Binomial	4365.92834445	2788.64079065	20949.5420656	1149.40751934	0.208402089687
106	FCRL4-14	FCRL4	1588.75180676	1489.10736174	1517.00205322	Neg. Binomial	1531.62040724	1761.68404102	3572.55108884	1149.40751934	0.428718965567
107	FCRL4-2	FCRL4	1954.82365163	1904.20952712	2058.65910352	Neg. Binomial	1972.56409409	4133.14025769	5357.79434518	1149.40751934	0.368167191013
108	FCRL4-5	FCRL4	2396.80723697	2481.50839562	2388.363395	Neg. Binomial	2422.22634253	1769.06398715	7526.75224456	1149.40751934	0.321815607028
109	FCRL4-6	FCRL4	1346.75905036	1346.13147375	1367.36702863	Neg. Binomial	1353.41918425	97.3368235377	2947.06065385	1149.40751934	0.459243749354
110	FCRL4-7	FCRL4	1660.4248206	1691.43173154	1710.83919162	Neg. Binomial	1687.56524792	431.076315349	4165.25607391	1149.40751934	0.405152820853
111	FCRL4-8	FCRL4	2332.45566003	2314.25358325	2252.49624191	Neg. Binomial	2299.73516173	1170.9770394	6901.04646787	1149.40751934	0.333244410458
112	FCRL4-9	FCRL4	2095.85764661	2018.86000334	2209.38106534	Neg. Binomial	2108.0329051	6123.83097054	5974.20104321	1149.40751934	0.352856037125
113	HTR3D-1	HTR3D	1385.67826755	1318.81768382	1556.13179331	Neg. Binomial	1420.20924823	9982.52540708	3175.02142303	1149.40751934	0.447306981277
114	HTR3D-11	HTR3D	1597.61459879	1807.09382961	1636.56514794	Neg. Binomial	1680.42452545	8275.41385513	4137.19163216	1149.40751934	0.406175172642
115	HTR3D-12	HTR3D	2149.80507638	2342.57899502	2309.0169776	Neg. Binomial	2267.133683	7070.73580125	6738.91157737	1149.40751934	0.336424310806
116	HTR3D-17	HTR3D	1343.67634008	1398.7358099	1258.31099375	Neg. Binomial	1333.57438124	3337.54628463	2880.82424727	1149.40751934	0.46291417552
117	HTR3D-18	HTR3D	2216.08334724	2215.45184933	2186.91769603	Neg. Binomial	2206.1509642	185.025767185	6440.59522784	1149.40751934	0.342538365812
118	HTR3D-3	HTR3D	2045.76360467	2217.47509303	2214.09112664	Neg. Binomial	2159.10994145	6425.60456843	6214.90012972	1149.40751934	0.347408630289
119	HTR3D-6	HTR3D	1001.11016104	1064.90059972	1036.57579992	Neg. Binomial	1034.19552023	681.036210207	1964.72742998	1149.40751934	0.526381168423
120	HTR3D-8	HTR3D	969.127041958	953.959403615	969.185691993	Neg. Binomial	964.090712522	51.322283389	1772.74289752	1149.40751934	0.543841249551
121	IL1F10-1	IL1F10	1206.49573295	1090.52835323	1215.55812958	Neg. Binomial	1170.86073859	3240.33390733	2363.57511195	1149.40751934	0.495376995919
122	IL1F10-10	IL1F10	1121.72120045	1081.42375659	1076.06785242	Neg. Binomial	1093.07093649	415.199764164	2132.566548	1149.40751934	0.512561231682
123	IL1F10-15	IL1F10	1936.32739	1808.10545146	1794.53335792	Neg. Binomial	1846.32206646	4081.17941995	4812.11541281	1149.40751934	0.383682000133
124	IL1F10-17	IL1F10	1557.53936525	1501.24682393	1563.37804148	Neg. Binomial	1540.72141022	784.803171403	3605.97887894	1149.40751934	0.427268562004
125	IL1F10-18	IL1F10	1856.94760048	1910.61646549	1898.87933149	Neg. Binomial	1888.81446582	530.708605721	4992.69192118	1149.40751934	0.378315845568
126	IL1F10-2	IL1F10	970.283058311	1019.7148238	929.693639497	Neg. Binomial	973.230507203	1354.97933137	1797.28777516	1149.40751934	0.541499542063
127	IL1F10-20	IL1F10	1957.9063619	1878.91898089	2012.28311526	Neg. Binomial	1949.70281935	2997.98111123	5256.9206858	1149.40751934	0.37088305795
128	IL1F10-21	IL1F10	1616.49619921	1693.79218252	1593.81228377	Neg. Binomial	1634.70022183	1831.68991218	3959.58914965	1149.40751934	0.412845919122
129	IL1F10-5	IL1F10	2024.18463277	1914.66295289	2145.25176908	Neg. Binomial	2028.03311825	8869.27244555	5606.32737812	1149.40751934	0.361740045036
130	IL1F10-6	IL1F10	1732.48317322	1511.02583514	1387.65652349	Neg. Binomial	1543.72184395	20352.0842234	3617.03099792	1149.40751934	0.426792539195
131	IL1F10-8	IL1F10	1267.37926084	1291.84110118	1224.9782522	Neg. Binomial	1261.39953807	762.98530447	2645.70298823	1149.40751934	0.476772919593
132	IL22-12	IL22	1908.96833633	1926.12800051	1940.54525844	Neg. Binomial	1925.21386509	166.601490104	5149.87384338	1149.40751934	0.373837092644
133	IL22-3	IL22	1666.20490236	1728.52453267	1702.50600623	Neg. Binomial	1699.07848042	653.163353585	4210.69218927	1149.40751934	0.403515242636
134	IL22-4	IL22	1738.64859376	1770.67544305	1700.33213178	Neg. Binomial	1736.5520562	826.894641615	4360.17596081	1149.40751934	0.398275682405
135	IL22-6	IL22	2042.29555562	1986.82531145	2057.9344787	Neg. Binomial	2029.01844859	930.893063374	5610.79061856	1149.40751934	0.36162790354
136	IL22-7	IL22	1160.64041765	1093.56321878	1179.32688876	Neg. Binomial	1144.51017506	1355.99354436	2284.14387224	1149.40751934	0.501067462945
137	IL22-8	IL22	1589.52248433	1543.73494159	1491.64018465	Neg. Binomial	1541.63253686	1599.03415127	3609.3333642	1149.40751934	0.42712389832
138	IL22-9	IL22	1359.08989145	1446.2820368	1326.4257265	Neg. Binomial	1377.26588492	2559.43922237	3027.56074191	1149.40751934	0.454909414649
139	KRT25-1	KRT25	1102.45426125	1053.09834482	1036.21348751	Neg. Binomial	1063.92203119	789.882777633	2048.71643128	1149.40751934	0.519311513761
140	KRT25-3	KRT25	3471.51710577	3579.11810179	3498.48861379	Neg. Binomial	3516.37460712	2089.61676939	14273.9955288	1149.40751934	0.246348305211
141	KRT25-5	KRT25	1657.72744911	1655.35055226	1659.75314206	Neg. Binomial	1657.61038114	3.23731861225	4048.12212693	1149.40751934	0.409476376742
142	KRT74-3	KRT74	1613.02815015	1701.54795003	1483.66931167	Neg. Binomial	1599.41513728	8004.50723526	3825.02158089	1149.40751934	0.418145389107
143	KRT74-5	KRT74	2319.73948015	2079.89452156	2130.39696034	Neg. Binomial	2176.67698735	10658.5211435	6298.73346214	1149.40751934	0.345573757079
144	KRT74-6	KRT74	2940.52026131	2918.19182711	2646.69214206	Neg. Binomial	2835.13474349	17838.4001798	9828.29328694	1149.40751934	0.288466640211
145	KRT74-9	KRT74	1830.74456316	1892.40727221	1876.41596218	Neg. Binomial	1866.52259918	682.654263589	4897.56820716	1149.40751934	0.381112119369
146	KRT77-10	KRT77	804.587381157	845.715865771	836.579350584	Neg. Binomial	828.960865837	310.946029358	1426.81332941	1149.40751934	0.580987609765
147	KRT77-5	KRT77	991.476691435	981.610400821	1035.4888627	Neg. Binomial	1002.85865165	548.589284932	1877.85334089	1149.40751934	0.534045247205
148	KRT77-7	KRT77	1488.5637229	1409.86365024	1449.6119453	Neg. Binomial	1449.34643948	1032.31881945	3276.90112856	1149.40751934	0.442291781966
149	KRT77-9	KRT77	1265.06722813	1273.29470062	1324.61416446	Neg. Binomial	1287.65869774	694.135144299	2730.19747877	1149.40751934	0.471635736151
150	KRT9-10	KRT9	2341.31845206	2257.93996699	2305.03154111	Neg. Binomial	2301.42998672	1165.14755911	6909.52580536	1149.40751934	0.333080742666
151	KRT9-17	KRT9	936.758584096	1008.58698346	952.519321215	Neg. Binomial	965.954962924	950.144726594	1777.73753325	1149.40751934	0.543361967028
152	KRT9-3	KRT9	858.920149712	817.053246716	906.143332963	Neg. Binomial	860.705576464	1324.43445226	1505.22379728	1149.40751934	0.571812363065
153	KRT9-4	KRT9	1846.92879209	1760.89643184	1689.46275954	Neg. Binomial	1765.76266116	4144.43199505	4478.39305819	1149.40751934	0.394284878128
154	KRT9-6	KRT9	1271.23264868	1338.37570624	1380.04796292	Neg. Binomial	1329.88543928	2009.50441872	2868.5871198	1149.40751934	0.463602945889
155	LHX5-1	LHX5	1681.61845372	1703.90840101	1716.63619015	Neg. Binomial	1700.72101496	209.453359029	4217.19312956	1149.40751934	0.403282696028
156	LHX5-13	LHX5	986.852626026	942.831563276	936.939887661	Neg. Binomial	955.541358988	495.983028698	1749.91521976	1149.40751934	0.546050087569
157	LHX5-7	LHX5	2314.73007596	2178.3590482	2270.61186233	Neg. Binomial	2254.5669955	3228.22841124	6676.90829018	1149.40751934	0.337666311639
158	LHX5-8	LHX5	1697.41734387	1670.86208728	1872.06821328	Neg. Binomial	1746.78254814	7965.7792198	4401.41044918	1149.40751934	0.396868814738
159	LHX5-9	LHX5	2060.79181725	2105.85948235	2051.77516776	Neg. Binomial	2072.80882245	559.723054473	5810.85328637	1149.40751934	0.356713329403
160	LUZP4-10	LUZP4	1791.0546684	1698.1758772	1856.48877973	Neg. Binomial	1781.90644178	4219.00754309	4544.36493785	1149.40751934	0.392113412137
161	LUZP4-2	LUZP4	1206.11039417	1223.72523002	1221.71744052	Neg. Binomial	1217.1843549	61.9881729411	2506.14212566	1149.40751934	0.485680497702
162	LUZP4-4	LUZP4	1975.24660719	2093.38281288	1988.37049632	Neg. Binomial	2018.99997213	2795.10957667	5565.48876647	1149.40751934	0.362771367772
163	LUZP4-6	LUZP4	2159.82388476	2108.21993333	2105.03509177	Neg. Binomial	2124.35963662	630.546984028	6050.64669302	1149.40751934	0.351096295058
164	LUZP4-7	LUZP4	1728.62978538	1613.19964189	1743.80962077	Neg. Binomial	1695.21301601	3401.50133462	4195.41170213	1149.40751934	0.40406356667
165	LUZP4-8	LUZP4	880.49912162	882.134252336	958.316319746	Neg. Binomial	906.983231234	1317.98859683	1622.6724606	1149.40751934	0.55894412043
166	LUZP4-9	LUZP4	1134.43738033	1140.43503112	1281.49898788	Neg. Binomial	1185.45713311	4618.01423633	2408.09452742	1149.40751934	0.492280149144
167	LYZL6-14	LYZL6	693.224472558	674.077358723	690.567450071	Neg. Binomial	685.956427117	71.7327610414	1095.32926659	1149.40751934	0.626255910474
168	LYZL6-15	LYZL6	1776.02645582	1828.33788844	2031.84798531	Neg. Binomial	1878.73744319	12177.5000513	4949.58422387	1149.40751934	0.379574800269
169	LYZL6-18	LYZL6	1176.82464658	1278.01560258	1364.83084177	Neg. Binomial	1273.22369698	5902.53608463	2683.60126565	1149.40751934	0.474445929532
170	LYZL6-21	LYZL6	1460.43399166	1449.31690235	1537.29154808	Neg. Binomial	1482.3474807	1530.02354943	3394.07505909	1149.40751934	0.436745639059
171	LYZL6-3	LYZL6	1367.18200591	1308.70146533	1481.13312481	Neg. Binomial	1385.67219868	5126.3898129	3056.17409631	1149.40751934	0.453400936928
172	MAGEB3-1	MAGEB3	575.31080463	587.077879708	567.381231275	Neg. Binomial	576.589971871	65.4777943308	865.831159238	1149.40751934	0.665938117055
173	MAGEB3-10	MAGEB3	2117.43661851	2180.3822919	2040.1811707	Neg. Binomial	2112.6666937	3287.43515562	5995.85040669	1149.40751934	0.352354803806
174	MAGEB3-2	MAGEB3	2122.44602271	1953.10458315	2029.31179845	Neg. Binomial	2034.95413477	4795.33850495	5637.71317449	1149.40751934	0.360953825033
175	MAGEB3-3	MAGEB3	1843.07540425	1969.9649473	1990.54437077	Neg. Binomial	1934.52824077	4252.39609914	5190.46614912	1149.40751934	0.372707996776
