sgRNA	gene	counts	control mean	control stdev	fold change	p-value	p-value (adj.)	significant
RPL35A-1	RPL35A	92.9887206436	911.777993623	35.3136700943	0.101986142783	1.89800150578e-219	3.88080733416e-218	True
RPS3A-1	RPS3A	111.586464772	966.191570735	36.6426075778	0.115491035269	1.01458059581e-218	2.0312749012e-217	True
RPL9-6	RPL9	53.3369265579	782.541675064	32.0859750207	0.0681585764152	2.08185394346e-218	4.08298293809e-217	True
RPS19-2	RPS19	259.666616137	1344.07578651	45.5263597137	0.193193433542	5.75126291461e-214	1.10539273219e-212	True
RPL9-7	RPL9	101.761241459	905.357244353	35.1557836033	0.112398991772	6.06450329069e-210	1.14274267889e-208	True
POLA1-3	POLA1	82.4616956651	842.727267551	33.602754153	0.0978509879059	2.42600307166e-208	4.48344029206e-207	True
COPZ1-18	COPZ1	646.008432849	2207.17437476	64.5901531605	0.292685725349	1.53358057876e-207	2.78069987959e-206	True
RPS24-7	RPS24	476.523330695	1822.87680641	56.2404410691	0.261412800371	1.08127335275e-206	1.92426609628e-205	True
RPS19-3	RPS19	61.4076457081	770.817042378	31.7874200482	0.0796656564814	1.24969956243e-206	2.18356596272e-205	True
POLR2F-2	POLR2F	370.902180077	1576.96890055	50.7927410176	0.235199425903	2.32568527017e-206	3.99104204399e-205	True
RPL34-5	RPL34	132.289613897	978.770297236	36.9476136863	0.135158999278	8.8274998206e-206	1.48828549607e-204	True
NUP133-7	NUP133	232.296351193	1220.1475286	42.6680358063	0.190383823061	7.29975472785e-201	1.2094938437e-199	True
RPS19-8	RPS19	311.950840197	1387.31766842	46.5137083315	0.224858983128	1.3255170854e-195	2.15902020181e-194	True
COPZ1-11	COPZ1	265.631930291	1272.79470105	43.887809592	0.208699745585	2.07266495548e-194	3.31971837037e-193	True
RPL9-3	RPL9	222.120227047	1157.5669369	41.206437068	0.191885427932	7.3383363741e-192	1.15608873041e-190	True
PSMB2-4	PSMB2	77.1981831758	768.123447252	31.718680529	0.100502313075	9.04103579553e-191	1.40136054831e-189	True
PSMC2-14	PSMC2	354.409840944	1452.05300915	47.9832223866	0.244075001884	2.69307577714e-188	4.108009241e-187	True
RPS9-4	RPS9	98.9540347981	812.399685775	32.8416437655	0.121804619734	6.78657936473e-186	1.01904730774e-184	True
PSMD7-7	PSMD7	74.0400756823	739.125920624	30.9749968123	0.100172478892	9.20674623127e-185	1.36118201973e-183	True
RPS13-9	RPS13	226.331037038	1137.47167414	40.7342035048	0.198977295157	9.88115896794e-185	1.43875663154e-183	True
RPS24-5	RPS24	232.296351193	1149.85430463	41.0253655302	0.202022421673	3.02425824906e-184	4.33777936917e-183	True
RPL18A-7	RPL18A	156.85267218	955.886264243	36.3921285446	0.164091354848	1.07299456085e-182	1.51639378379e-181	True
PSMD11-9	PSMD11	345.286419296	1400.65833103	46.8173660494	0.24651723525	7.90513842494e-182	1.10099101831e-180	True
RPS13-7	RPS13	101.410340626	800.904751911	32.5514906201	0.126619726483	3.47629824223e-180	4.77246087255e-179	True
COPS4-9	COPS4	541.790885561	1817.14060963	56.1144385439	0.298155730321	6.46181109704e-180	8.74619783697e-179	True
RPL35A-5	RPL35A	315.810749356	1322.25244232	45.0262024528	0.238843007015	1.48849922855e-179	1.98673299811e-178	True
RPL11-9	RPL11	125.622498077	863.515328718	34.1209307048	0.14547801747	1.53334171806e-179	2.01854985076e-178	True
PSMD6-18	PSMD6	298.616608557	1280.90299739	44.0749233533	0.23312976015	5.76963362171e-179	7.49272690603e-178	True
RPS9-8	RPS9	158.607176343	944.641081065	36.1181760888	0.167902052454	2.055079793e-178	2.63324224143e-177	True
COPS4-1	COPS4	108.077456446	808.460536615	32.7423187273	0.133683032815	7.11806453682e-177	9.00060528932e-176	True
RPS9-2	RPS9	82.4616956651	734.675598468	30.8602481892	0.112242322784	1.94068687417e-176	2.42207803387e-175	True
NUP54-19	NUP54	265.281029459	1183.28682535	41.8087490516	0.224189962886	5.13060406527e-174	6.32116731632e-173	True
PSMC4-3	PSMC4	146.676548034	896.637866737	34.9409933399	0.163585047515	9.28542222878e-174	1.12953047618e-172	True
POLR2A-7	POLR2A	27.0193641115	552.911039405	26.0039128567	0.0488674708694	9.41452581819e-174	1.13091991391e-172	True
RPL35A-6	RPL35A	89.8306131501	743.246581164	31.0810967348	0.120862463988	4.03982878821e-173	4.79293267342e-172	True
COPZ1-4	COPZ1	38.2481907553	587.768883354	26.9647383466	0.065073520968	1.21013781166e-172	1.41822248415e-171	True
RPS19-7	RPS19	66.6711581973	668.232878555	29.1259260926	0.0997723403576	2.17784401647e-170	2.52157602388e-169	True
PSMB2-15	PSMB2	137.202225553	853.15655681	33.8630691211	0.160817172954	3.34343678818e-168	3.82505089696e-167	True
RPS13-8	RPS13	309.143633536	1251.33224807	43.3915790921	0.247051599615	4.26657447879e-167	4.82373891073e-166	True
PSMD6-5	PSMD6	117.902679759	795.929950717	32.4256220936	0.148131980274	1.36309820557e-166	1.52318299483e-165	True
PSMD6-4	PSMD6	381.078304223	1402.18204876	46.8520208845	0.271775198206	6.89405374998e-166	7.61515592383e-165	True
COPS4-7	COPS4	159.659878841	894.415093445	34.8861673332	0.178507585584	1.3770639095e-164	1.50381638299e-163	True
RPL30-1	RPL30	165.625192995	889.523905614	34.7654206813	0.18619532533	1.67243083285e-159	1.80584947233e-158	True
COPB1-7	COPB1	67.7238606952	635.394056764	28.2527120647	0.106585606167	2.39929151331e-159	2.56191016032e-158	True
POLR2F-3	POLR2F	191.240953777	941.854059354	36.0501761691	0.203047331885	3.6899583849e-157	3.89675825043e-156	True
NUP93-10	NUP93	170.186903819	888.23649665	34.7336153667	0.191600890597	4.52211729168e-156	4.72364643185e-155	True
POLR2D-1	POLR2D	216.856714558	985.003616204	37.0984659597	0.220158292813	1.21548240489e-153	1.25599848505e-152	True
RPL3-11	RPL3	377.569295896	1328.18048407	45.16219122	0.284275593885	1.28280875583e-152	1.31146724931e-151	True
RPL9-9	RPL9	75.4436790128	632.851397255	28.1846156302	0.119212313254	1.14723499134e-151	1.16051876492e-150	True
RPL11-5	RPL11	85.2689023261	656.931116919	28.8266845602	0.129798848205	9.31491342351e-151	9.32461645833e-150	True
PSMC2-7	PSMC2	224.927433708	982.585405309	37.0399656602	0.228913876079	1.01042364801e-148	1.00104858324e-147	True
PSMC1-4	PSMC1	321.425162678	1192.00531387	42.0124013165	0.269650780024	1.10530246572e-148	1.0838731322e-147	True
COPZ1-12	COPZ1	178.608523802	872.209945604	34.3368444303	0.204776985979	3.86209870948e-147	3.74896652506e-146	True
PSMC4-6	PSMC4	78.6017865063	625.683168964	27.9922488018	0.125625540857	5.32198674387e-147	5.11442926086e-146	True
PSMD6-12	PSMD6	209.838697905	938.350472892	35.9646341152	0.223625078227	4.19900345528e-146	3.99528942626e-145	True
POLR2D-4	POLR2D	477.22513236	1497.11326568	49.0004512103	0.318763545351	6.33666560355e-146	5.9701329853e-145	True
RPS19-5	RPS19	195.100862935	904.86890262	35.1437655933	0.215612297395	1.33779206148e-145	1.24817298163e-144	True
RPL30-8	RPL30	264.579227794	1054.50056805	38.7679803131	0.250904775028	4.33741836148e-145	4.00794138979e-144	True
COPS4-6	COPS4	481.786843184	1499.39317225	49.0518027963	0.321321219878	7.05659805978e-145	6.4584673671e-144	True
RPS13-5	RPS13	300.722013553	1129.63293545	40.5495930039	0.26621215097	9.30981285184e-145	8.44031146285e-144	True
PSMC4-5	PSMC4	1047.43898536	2573.05300454	72.4094446305	0.407080220855	3.35124985723e-144	3.00986085308e-143	True
COPS2-9	COPS2	229.138243699	970.973331345	36.7586482711	0.235988194837	2.66522556e-143	2.37155718811e-142	True
RPL3-4	RPL3	100.708538961	670.41715437	29.1836098156	0.150217723852	3.20969039896e-143	2.82982795725e-142	True
RPL11-1	RPL11	72.9873731844	596.760949976	27.2100138948	0.12230588008	4.08053400213e-143	3.56490288731e-142	True
PSMD7-2	PSMD7	220.716623716	944.084511649	36.1045997769	0.233789052773	1.41082509318e-141	1.22144406716e-140	True
RPL27-2	RPL27	201.417077922	895.99515904	34.9251435595	0.224797060441	4.68166904737e-140	4.01703924511e-139	True
NUP133-6	NUP133	187.73194545	864.590705192	34.1476611663	0.217133892746	5.25561983771e-140	4.46960235755e-139	True
COPS8-10	COPS8	272.299046111	1048.37135375	38.6216130679	0.259735298124	8.07531225898e-140	6.80734656218e-139	True
PSMB2-18	PSMB2	228.085541201	952.476314611	36.3091261472	0.239465840465	2.09603435296e-139	1.75155566365e-138	True
COPZ1-17	COPZ1	748.120575141	1979.21401772	59.6577574319	0.377988720999	3.67913405361e-139	3.04797226338e-138	True
RPL36-5	RPL36	407.746767502	1321.44038367	45.0075664219	0.308562363116	4.53057893898e-139	3.72127039347e-138	True
PSMD6-1	PSMD6	265.281029459	1028.70069486	38.1507620367	0.257879702798	1.03315965157e-138	8.41412224712e-138	True
RPS9-7	RPS9	161.063482171	799.610138885	32.5187526855	0.201427513658	1.90922540916e-138	1.54181984723e-137	True
RPS13-2	RPS13	353.006237613	1200.62242762	42.2134337683	0.294019359869	1.37519348991e-136	1.10130078651e-135	True
COPS4-4	COPS4	345.988220961	1183.46059349	41.8128105707	0.292352971332	2.18553536584e-136	1.73398059621e-135	True
POLR2F-9	POLR2F	430.906222454	1353.23887379	45.7359849295	0.318425838039	2.20130731257e-136	1.73398059621e-135	True
POLR2F-1	POLR2F	891.989916514	2221.58768261	64.900269272	0.401510110763	7.92282991351e-136	6.19011345275e-135	True
COPS8-12	COPS8	194.39906127	863.369019349	34.117293354	0.22516335068	8.65440568366e-136	6.70716440484e-135	True
COPS4-2	COPS4	257.912111974	998.317493585	37.4200402782	0.258346782092	1.27090141199e-135	9.77069005537e-135	True
RPL34-7	RPL34	222.471127879	914.490030348	35.3802887035	0.243273431635	2.10719514657e-133	1.60715439354e-132	True
POLR2F-5	POLR2F	269.842740283	1009.97612451	37.7009395565	0.267177345815	1.50070906554e-132	1.13557591495e-131	True
COPB1-1	COPB1	259.315715304	988.010367357	37.1711640492	0.262462544799	2.72505283696e-132	2.04591857525e-131	True
NUP98-12	NUP98	370.200378411	1210.65569619	42.4471936075	0.305785021766	1.13940176315e-131	8.48810150686e-131	True
RPL18A-4	RPL18A	190.539152111	835.789629989	33.429194856	0.227975013418	4.43023570478e-131	3.27496654792e-130	True
RPL11-7	RPL11	613.023754583	1673.89796463	52.9519798615	0.366225282267	5.67777934236e-131	4.16514957863e-130	True
PSMC2-11	PSMC2	376.867494231	1213.51675252	42.5137913171	0.310558130696	7.54393320638e-130	5.49221197828e-129	True
RPL5-2	RPL5	251.244996154	957.414625837	36.4293111596	0.262420261164	4.38055323295e-129	3.16519673448e-128	True
PSMD7-1	PSMD7	236.858062017	921.091739008	35.5422803358	0.257149263191	6.49958699946e-128	4.66127097499e-127	True
PSMD7-8	PSMD7	168.432399656	772.832728285	31.8388226205	0.217941597828	2.37918342367e-127	1.69362612603e-126	True
PSMC2-2	PSMC2	283.878773588	1013.29344586	37.7807495129	0.280154554189	7.75485458462e-127	5.47971709987e-126	True
RPL5-3	RPL5	118.253580592	648.200169386	28.5946009347	0.182433739109	2.64133714574e-124	1.85279196866e-123	True
COPA-6	COPA	73.6891748497	537.634054342	25.5774795249	0.137061955534	4.52621573638e-124	3.15195168309e-123	True
NUP205-5	NUP205	225.980136206	881.316170151	34.5624792453	0.256412107096	6.21824463719e-124	4.29908855852e-123	True
PSMB2-23	PSMB2	215.80401206	860.121320137	34.036518562	0.25089950337	7.14562723806e-124	4.90496269698e-123	True
COPB1-6	COPB1	675.835003621	1736.59639232	54.3401218917	0.389172179909	1.15780786417e-122	7.89115856361e-122	True
POLA1-1	POLA1	171.59050715	759.068208834	31.4871754144	0.226054134731	4.30601768048e-122	2.91414295137e-121	True
RPL11-10	RPL11	247.385086995	917.575887445	35.4560393703	0.269607223097	9.05135213019e-122	6.08276181616e-121	True
RPS13-6	RPS13	383.183709218	1186.46658368	41.8830538904	0.322962074523	1.06595971841e-121	7.11380062077e-121	True
POLR2D-7	POLR2D	155.799969682	720.733022079	30.4996485629	0.216168768336	3.20065048091e-121	2.12125869804e-120	True
COPS2-6	COPS2	139.658531382	683.988138499	29.540936481	0.204182680256	6.56331209816e-121	4.32009789475e-120	True
RPL36-6	RPL36	83.1634973303	547.796673887	25.8615309784	0.151814535018	1.73229963603e-119	1.13247615661e-118	True
POLA1-5	POLA1	460.030991562	1319.69032977	44.9673980754	0.348590105712	3.37219764539e-119	2.18964995758e-118	True
RPS9-3	RPS9	91.2342164805	566.17698108	26.3715128054	0.161140808491	3.90119982995e-119	2.51614297757e-118	True
NUP98-14	NUP98	348.093625957	1100.23324946	39.8551208769	0.316381663732	6.57508263481e-118	4.2124362747e-117	True
RPS8-5	RPS8	313.70534436	1031.57905549	38.2197678308	0.304102087659	8.88921902389e-118	5.6573109152e-117	True
PSMB2-5	PSMB2	341.075609304	1085.24749206	39.4998286051	0.314283711134	1.31494389725e-117	8.31355977141e-117	True
RPS11-7	RPS11	568.108448008	1495.79001453	48.9706418354	0.379804947546	3.74354962557e-115	2.35134064717e-114	True
PSMC4-4	PSMC4	115.797274764	608.462128907	27.5276870791	0.190311392053	4.84635806292e-115	3.02425331069e-114	True
PSMA3-11	PSMA3	322.477865175	1032.94164933	38.2524216938	0.312193690112	2.38977363867e-114	1.48165965597e-113	True
POLR2A-1	POLR2A	446.345859089	1261.87928182	43.6356088226	0.353715181412	2.60011556498e-113	1.60173785766e-112	True
POLR2D-8	POLR2D	147.378349699	673.330244328	29.2604658894	0.218879741316	2.80122458983e-113	1.71463492409e-112	True
RPS8-10	RPS8	146.325647201	666.03149178	29.0677416488	0.21969779058	6.57486920092e-112	3.99901854562e-111	True
COPS2-4	COPS2	643.201226188	1609.58043328	51.5211033082	0.399608005222	9.69092255282e-112	5.8572179706e-111	True
NUP133-2	NUP133	238.261665347	849.247799018	33.7655894801	0.28055611757	4.13672750584e-110	2.48462195819e-109	True
RPS3A-4	RPS3A	492.664768995	1327.36944481	45.1435917005	0.371158738753	7.06123897641e-110	4.21481407226e-109	True
RPL35A-2	RPL35A	353.006237613	1068.36292029	39.0984251863	0.33041790473	1.96118076284e-109	1.1633917982e-108	True
PSMD7-5	PSMD7	475.821529029	1290.55154389	44.2973312703	0.368696261131	8.21202680344e-109	4.84156917675e-108	True
PSMD7-4	PSMD7	232.998152858	831.241485744	33.3152391719	0.280301400801	1.07821683973e-108	6.31808770111e-108	True
POLA1-7	POLA1	270.895442781	904.762205209	35.1411396047	0.299410653121	2.10615057537e-108	1.22667315329e-107	True
COPS6-8	COPS6	401.079651682	1149.2956591	41.0122417285	0.348978653583	9.78690240273e-108	5.66579108978e-107	True
NUP98-2	NUP98	258.964814472	876.520444237	34.4437135504	0.295446405357	2.59299509347e-107	1.4921366975e-106	True
RPL36-10	RPL36	161.063482171	676.262995523	29.3377551428	0.238166930968	3.59077907412e-106	2.05401112514e-105	True
POLR2D-3	POLR2D	112.990068103	568.761804724	26.4428559852	0.198659732712	1.03880319454e-105	5.90704065061e-105	True
POLA1-4	POLA1	524.245843931	1359.90100083	45.8882574048	0.385502947355	1.7396351118e-105	9.83405495555e-105	True
COPS6-5	COPS6	177.906722137	703.602928342	30.0542576076	0.252851025729	1.14478904775e-104	6.43358055491e-104	True
COPZ1-2	COPZ1	222.822028712	793.402462415	32.3616041718	0.280843631407	1.88059760379e-104	1.05072924258e-103	True
RPS19-9	RPS19	62.8112490385	446.986877789	22.9687764828	0.140521460829	1.90798479915e-104	1.05986901271e-103	True
COPB1-5	COPB1	449.503966583	1214.10363611	42.5274490954	0.370235252753	1.88312460085e-103	1.04004755254e-102	True
PSMC2-1	PSMC2	234.050855356	812.515195471	32.8445546671	0.288057203928	2.1725742164e-103	1.19305361255e-102	True
PSMA3-3	PSMA3	321.074261845	975.44258821	36.8670012484	0.329157518572	1.17939589839e-102	6.43976964972e-102	True
PSMC2-4	PSMC2	182.468432961	699.951478738	29.9589727093	0.260687259765	3.54143510174e-101	1.92277917106e-100	True
PSMB2-20	PSMB2	37.8972899227	370.180413889	20.626336316	0.102375189234	9.62104932867e-101	5.1942856207e-100	True
PSMB2-14	PSMB2	172.99411048	677.785139765	29.3778358769	0.25523443984	1.04314226704e-100	5.6003336236e-100	True
PSMD1-18	PSMD1	156.501771347	644.573605954	28.4979621587	0.242798913734	1.2667927762e-100	6.7632658774e-100	True
NUP54-11	NUP54	366.691370085	1036.0867651	38.3277611556	0.353919558127	4.06996427393e-98	2.16090368356e-97	True
COPS6-2	COPS6	181.766631296	685.603532957	29.5833498997	0.265119157878	4.38174837736e-98	2.31365944541e-97	True
NUP205-2	NUP205	582.846282978	1413.12205728	47.1006711501	0.412452894621	2.36581781608e-97	1.2423775526e-96	True
RPL34-4	RPL34	69.8292656909	440.843032722	22.7864210301	0.158399385967	3.92254075065e-97	2.04867481597e-96	True
NUP205-1	NUP205	414.062982489	1116.55761523	40.2411412687	0.370838886271	5.68988014282e-97	2.95566206338e-96	True
PSMB2-21	PSMB2	369.147675914	1034.60099159	38.2921757844	0.356801973819	9.52547885055e-97	4.92149740612e-96	True
COPA-9	COPA	275.106252772	861.118655636	34.0613307745	0.319475429979	1.29595867905e-96	6.65998016346e-96	True
PSMC1-1	PSMC1	402.483255012	1085.51750683	39.5062382802	0.370775461915	3.83414625629e-95	1.9599013576e-94	True
PSMB2-16	PSMB2	67.7238606952	429.61001829	22.4509375793	0.157640319853	4.03304737458e-95	2.05066588729e-94	True
COPB1-2	COPB1	354.760741776	998.966278262	37.4356887924	0.355127845149	4.71679217561e-95	2.38570383198e-94	True
PSMD11-8	PSMD11	156.150870515	613.971788792	27.6766960769	0.254329064243	1.20593940615e-92	6.06757994404e-92	True
POLR2D-6	POLR2D	261.4211203	814.883439192	32.9042148657	0.320807992563	3.51776201508e-92	1.76071317525e-91	True
COPB1-8	COPB1	311.950840197	906.829530741	35.1920080309	0.344001633849	3.71394369077e-92	1.84927455276e-91	True
PSMB2-6	PSMB2	682.151218608	1548.00529812	50.1441546002	0.440664653691	7.2802751132e-92	3.60636308442e-91	True
RPS13-10	RPS13	176.503118807	646.451765545	28.5480280231	0.273033702148	9.31826114894e-91	4.59223023802e-90	True
COPS8-4	COPS8	570.213853003	1346.01359288	45.5707096226	0.423631571047	9.08145621342e-90	4.45269358219e-89	True
PSMD11-3	PSMD11	222.471127879	725.255812821	30.6168071981	0.306748493354	2.0823022158e-88	1.01578295908e-87	True
COPA-7	COPA	208.084193742	698.576114576	29.9230503846	0.297869035886	2.28380740012e-88	1.10845399572e-87	True
PSMD6-10	PSMD6	565.301241347	1324.02706839	45.0669222757	0.426955954937	1.44788625782e-87	6.99205373752e-87	True
COPA-2	COPA	287.036881081	840.441013404	33.5455940714	0.341531263352	2.46408293763e-87	1.18399185153e-86	True
RPS11-3	RPS11	466.698107381	1150.95415291	41.0512000639	0.405488008537	1.13872393085e-86	5.44434675398e-86	True
NUP98-7	NUP98	390.903527536	1015.1821085	37.8261651947	0.385057542152	8.91410224905e-86	4.24081795116e-85	True
RPS27-1	RPS27	274.404451107	808.393541879	32.7406285124	0.339444140621	1.65601536945e-85	7.83956044356e-85	True
PSMD6-8	PSMD6	400.377850017	1027.24343867	38.1158115784	0.389759462017	8.77561813875e-85	4.13400442713e-84	True
RPL30-7	RPL30	388.096320875	1001.40629081	37.494523311	0.387551311028	8.09427822871e-84	3.79443969648e-83	True
NUP205-8	NUP205	84.2161998282	430.112766952	22.466011263	0.195800279134	2.10645196998e-83	9.8267006949e-83	True
COPA-4	COPA	209.13689624	679.096586383	29.4123502481	0.307963403783	2.67896767804e-83	1.24371398e-82	True
PSMD6-14	PSMD6	266.684632789	783.003236301	32.0977066975	0.340591993015	3.92156269485e-83	1.81183737969e-82	True
PSMD6-17	PSMD6	182.819333794	621.544268756	27.8809111876	0.294137269031	1.09727723446e-81	5.04537522638e-81	True
PSMC2-3	PSMC2	719.697607698	1538.48495106	49.9306038788	0.467796325991	1.52166061549e-81	6.96340881659e-81	True
RPS8-6	RPS8	173.695912146	602.193510237	27.3577092198	0.288438698181	3.86306340249e-81	1.75943314208e-80	True
RPL11-3	RPL11	144.220242206	545.512423237	25.7978165934	0.264375724663	5.11181244838e-81	2.31719422778e-80	True
PSMD6-13	PSMD6	131.938713064	519.622332789	25.0702160471	0.253912706861	5.43406567261e-81	2.45170756403e-80	True
NUP98-1	NUP98	549.510703879	1254.80844499	43.47204618	0.437923976423	1.19156830605e-80	5.35092122485e-80	True
COPS4-8	COPS4	293.703996901	818.836194306	33.0037041135	0.358684678258	1.76290220099e-80	7.87976286117e-80	True
RPL9-2	RPL9	370.551279244	932.333046131	35.8175610084	0.397445184188	1.53718055087e-76	6.83903013603e-76	True
PSMD1-2	PSMD1	706.012475226	1479.86551225	48.611610273	0.477078808433	3.69649048171e-76	1.63701721333e-75	True
NUP133-3	NUP133	326.688675167	841.458298358	33.5710321182	0.388241076004	2.10276152485e-73	9.26951296048e-73	True
RPL27-1	RPL27	256.508508643	719.462735065	30.4667106415	0.356527859111	3.58140220979e-73	1.57156507927e-72	True
RPL3-9	RPL3	611.620151252	1301.41208776	44.5473567255	0.469966551721	3.44791324158e-72	1.50611119325e-71	True
PSMD6-19	PSMD6	712.679591046	1457.03057488	48.0958107537	0.489131527734	1.37305634854e-71	5.97062059254e-71	True
RPL34-3	RPL34	532.667463913	1167.33234416	41.4353975748	0.456311749244	5.63251612784e-71	2.4382198193e-70	True
PSMD6-3	PSMD6	440.731445768	1017.11951544	37.8727358853	0.433313331499	9.34679148075e-71	4.02792224798e-70	True
RPS19-6	RPS19	960.415578874	1831.67472276	56.4336082348	0.524337409334	2.75281494555e-70	1.18100676905e-69	True
POLR2A-4	POLR2A	230.190946197	660.469946736	28.920525077	0.348525996277	3.0653302071e-70	1.30923659068e-69	True
NUP133-1	NUP133	709.521483553	1441.82045826	47.7515941178	0.492101134707	4.06271368251e-70	1.72755214553e-69	True
PSMC2-13	PSMC2	481.085041519	1078.53440896	39.3403763806	0.446054421187	7.1371771947e-70	3.02150981679e-69	True
