sgRNA	gene	counts	control mean	control stdev	fold change	p-value	p-value (adj.)	significant
RPS9-10	RPS9	279.349623572	1584.30900274	50.9568524124	0.176322689001	5.87796819491e-256	2.56760337969e-254	True
RPL11-2	RPL11	266.092353301	1548.77081882	50.1613181432	0.171808733783	7.77240156054e-256	3.2475121303e-254	True
RPL5-6	RPL5	314.386695004	1667.65046391	52.8133060165	0.188520737293	6.37308279143e-254	2.55188856773e-252	True
PSMA3-6	PSMA3	174.554058571	1278.84054216	44.0273467302	0.136493998131	1.37866358143e-252	5.29958280703e-251	True
PSMB2-10	PSMB2	172.97581211	1265.73769267	43.7247980548	0.136660078239	9.10364111949e-251	3.36484581378e-249	True
PSMB2-1	PSMB2	229.161386117	1421.70456038	47.295538123	0.161187768896	7.76356090892e-250	2.76325260499e-248	True
PSMC1-10	PSMC1	279.980922157	1554.17117277	50.2823651828	0.180148060305	2.29934570398e-249	7.89168293401e-248	True
COPB1-3	COPB1	244.943850726	1458.85306891	48.1370200972	0.16790165915	5.38280774611e-249	1.78375111862e-247	True
NUP54-18	NUP54	118.999783149	1095.48036377	39.7425334809	0.108627947232	3.11911757262e-248	9.99157329096e-247	True
PSMB2-12	PSMB2	85.8566074709	988.67361672	37.1871943487	0.0868401927784	1.14498242426e-247	3.5494455152e-246	True
RPL36-1	RPL36	134.466598465	1138.12879764	40.7496690832	0.118147083831	1.17260775548e-246	3.52148766568e-245	True
RPL27-10	RPL27	139.832636432	1135.47003024	40.6870844275	0.123149561598	4.57437202263e-242	1.33211257992e-240	True
RPS8-4	RPS8	73.5462850761	921.973316603	35.5638939014	0.0797705136924	6.48110300256e-240	1.83186470161e-238	True
RPL9-6	RPL9	35.6683700155	782.541675064	32.0859750207	0.0455801539421	7.02461522704e-239	1.92875863805e-237	True
PSMC1-6	PSMC1	408.765833363	1817.92685885	56.1317122087	0.224852738917	3.65286783195e-236	9.75112774028e-235	True
RPL35A-1	RPL35A	75.4401808292	911.777993623	35.3136700943	0.0827396376715	5.21703096348e-235	1.35501804214e-233	True
NUP93-1	NUP93	361.102790245	1680.21865687	53.0922114367	0.214914165349	9.30195592724e-232	2.35241569634e-230	True
RPS11-1	RPS11	151.827309535	1128.58919082	40.5249944127	0.134528410134	3.05848286249e-231	7.53641546373e-230	True
NUP133-7	NUP133	190.652172472	1220.1475286	42.6680358063	0.156253377566	4.52253780585e-227	1.08653970786e-225	True
PSMC1-9	PSMC1	456.428876481	1883.312075	57.5652235546	0.242354351432	1.41029380748e-226	3.3055910951e-225	True
RPL35A-4	RPL35A	77.6497258744	886.856587662	34.6995138675	0.0875561245805	7.74324239003e-226	1.771727604e-224	True
RPL5-5	RPL5	316.280590757	1537.75646232	49.914255694	0.205676645494	2.64913695664e-225	5.9205130589e-224	True
RPS19-3	RPS19	44.8221994885	770.817042378	31.7874200482	0.0581489471875	1.35411427244e-224	2.95750867231e-223	True
POLR2D-2	POLR2D	202.331196282	1224.94359499	42.7795131737	0.165175929006	2.11300419097e-220	4.51243783894e-219	True
POLR2A-2	POLR2A	78.9123230431	869.276283555	34.264045323	0.0907793351043	9.2088703923e-220	1.92385314065e-218	True
RPL9-7	RPL9	90.5913468534	905.357244353	35.1557836033	0.100061436984	2.28940808633e-219	4.68110887439e-218	True
PSMC1-8	PSMC1	375.307008393	1622.00205224	51.7980181226	0.231385039171	4.26006047917e-213	8.52899608434e-212	True
RPS13-8	RPS13	226.951841072	1251.33224807	43.3915790921	0.181368170941	8.52902045836e-212	1.67273237969e-210	True
PSMD11-5	PSMD11	126.575366161	983.956312196	37.0731335625	0.128639213542	9.99087998649e-212	1.9202471334e-210	True
PSMC2-14	PSMC2	315.017993588	1452.05300915	47.9832223866	0.216946620821	1.68414308957e-207	3.17345393936e-206	True
RPS13-9	RPS13	189.705224596	1137.47167414	40.7342035048	0.166777976902	2.67794308198e-207	4.94904481113e-206	True
RPS19-2	RPS19	275.246182774	1344.07578651	45.5263597137	0.204784719386	4.86504207592e-205	8.82133100935e-204	True
RPS13-7	RPS13	74.4932329526	800.904751911	32.5514906201	0.0930113509439	2.85800775533e-203	5.08619528309e-202	True
PSMB2-3	PSMB2	183.392238752	1099.34279316	39.8340343669	0.166819885383	1.13656687977e-201	1.98589231175e-200	True
RPL9-3	RPL9	207.381584957	1157.5669369	41.206437068	0.179152996122	6.99590825707e-201	1.20054782769e-199	True
POLR2F-2	POLR2F	386.354733619	1576.96890055	50.7927410176	0.244998321453	7.17169866574e-199	1.20912323119e-197	True
COPZ1-18	COPZ1	674.542537372	2207.17437476	64.5901531605	0.305613613988	9.89222420969e-198	1.63903921819e-196	True
RPS19-8	RPS19	310.598903497	1387.31766842	46.5137083315	0.223884486277	4.11373785053e-196	6.70051199044e-195	True
RPS11-2	RPS11	680.855523216	2193.45767051	64.2948461889	0.310402854985	1.68685889707e-193	2.70178566681e-192	True
RPL34-5	RPL34	150.880361658	978.770297236	36.9476136863	0.154152983682	8.1661764993e-193	1.28650747801e-191	True
NUP93-10	NUP93	118.684133857	888.23649665	34.7336153667	0.133617718147	1.34095414252e-191	2.0784789209e-190	True
POLR2A-7	POLR2A	16.7294124851	552.911039405	26.0039128567	0.0302569695536	2.7004367033e-188	4.1192375744e-187	True
RPL35A-5	RPL35A	302.076372609	1322.25244232	45.0262024528	0.228455900659	5.11797281791e-186	7.6849560594e-185	True
RPS9-8	RPS9	149.302115197	944.641081065	36.1181760888	0.15805168565	1.75300402631e-184	2.59174902967e-183	True
PSMC4-3	PSMC4	135.09789705	896.637866737	34.9409933399	0.150671639088	2.15424918578e-181	3.13671737505e-180	True
RPL30-1	RPL30	133.519650589	889.523905614	34.7654206813	0.150102374704	6.92399630482e-181	9.93128425213e-180	True
PSMD6-18	PSMD6	298.288581103	1280.90299739	44.0749233533	0.232873669365	5.76963362171e-179	8.15384986832e-178	True
RPS9-4	RPS9	107.320759339	812.399685775	32.8416437655	0.132103398386	9.16485084116e-179	1.2764379215e-177	True
COPZ1-11	COPZ1	295.763386765	1272.79470105	43.887809592	0.23237320718	1.09387159683e-178	1.50172943508e-177	True
RPL30-8	RPL30	202.331196282	1054.50056805	38.7679803131	0.191873956651	1.11946156408e-178	1.51521487757e-177	True
RPS8-5	RPS8	193.177366809	1031.57905549	38.2197678308	0.18726375432	2.01446336566e-178	2.68874901999e-177	True
RPL11-9	RPL11	130.994456251	863.515328718	34.1209307048	0.151699051418	6.22952340131e-176	8.20078354611e-175	True
COPS4-7	COPS4	143.304778646	894.415093445	34.8861673332	0.160221780353	3.28532226832e-175	4.26647932413e-174	True
POLA1-3	POLA1	124.9971197	842.727267551	33.602754153	0.148324522669	1.57252368186e-174	2.01492701102e-173	True
RPL18A-7	RPL18A	169.503669896	955.886264243	36.3921285446	0.177326190611	3.50397804412e-174	4.43068802684e-173	True
PSMD11-9	PSMD11	365.521880335	1400.65833103	46.8173660494	0.260964342436	1.23393350176e-172	1.54001311064e-171	True
RPS9-2	RPS9	87.1192046395	734.675598468	30.8602481892	0.118581867727	3.05243158903e-172	3.76075225264e-171	True
RPS24-7	RPS24	580.794697597	1822.87680641	56.2404410691	0.318614343852	7.89109960518e-167	9.59917306403e-166	True
NUP54-19	NUP54	280.296571449	1183.28682535	41.8087490516	0.236879652037	2.575076271e-166	3.09331037054e-165	True
PSMC2-2	PSMC2	207.697234249	1013.29344586	37.7807495129	0.20497244416	1.30681434632e-165	1.55043035409e-164	True
POLR2F-1	POLR2F	784.388491048	2221.58768261	64.900269272	0.353075639187	5.34738597659e-165	6.26687551646e-164	True
NUP98-12	NUP98	297.025983934	1210.65569619	42.4471936075	0.245343068941	5.37354687948e-164	6.22166090504e-163	True
RPS13-2	RPS13	293.55384172	1200.62242762	42.2134337683	0.244501381089	9.86516431504e-164	1.12862177461e-162	True
RPS19-7	RPS19	75.7558301213	668.232878555	29.1259260926	0.113367409106	1.94009768809e-162	2.19345162147e-161	True
RPL34-7	RPL34	172.028864234	914.490030348	35.3802887035	0.188114532171	1.28234249395e-161	1.4329431822e-160	True
RPL3-11	RPL3	359.208894492	1328.18048407	45.16219122	0.270451869155	2.22156088661e-160	2.45393104831e-159	True
RPL35A-6	RPL35A	106.05816217	743.246581164	31.0810967348	0.142695795524	8.62941033615e-160	9.423708333e-159	True
PSMB2-4	PSMB2	117.73718598	768.123447252	31.718680529	0.153278989726	8.79576512853e-159	9.49744976238e-158	True
PSMD6-4	PSMD6	399.296354598	1402.18204876	46.8520208845	0.284767840917	3.01793636493e-158	3.22248538521e-157	True
PSMD7-7	PSMD7	109.214655092	739.125920624	30.9749968123	0.147761906388	2.19131253178e-156	2.31412235499e-155	True
RPS24-5	RPS24	287.872154461	1149.85430463	41.0253655302	0.250355330499	2.21261033112e-155	2.31121579153e-154	True
COPZ1-4	COPZ1	55.5542754223	587.768883354	26.9647383466	0.0945172107535	2.26910015922e-155	2.34473683119e-154	True
COPS4-9	COPS4	612.675276106	1817.14060963	56.1144385439	0.337164484058	5.32067610676e-155	5.4395422751e-154	True
PSMB2-18	PSMB2	201.699897698	952.476314611	36.3091261472	0.211763688612	4.80182382826e-154	4.85742389364e-153	True
PSMD6-1	PSMD6	235.47437196	1028.70069486	38.1507620367	0.228904649464	7.12717530634e-154	7.13459944729e-153	True
NUP133-6	NUP133	165.084579806	864.590705192	34.1476611663	0.190939572696	5.25103128546e-153	5.20231037662e-152	True
RPS13-6	RPS13	311.861500666	1186.46658368	41.8830538904	0.26284895416	4.60946993361e-152	4.52010265938e-151	True
RPL36-5	RPL36	380.357397068	1321.44038367	45.0075664219	0.287835457254	5.38664886039e-150	5.2288581362e-149	True
COPS6-8	COPS6	301.760723317	1149.2956591	41.0122417285	0.262561440068	1.32648409411e-148	1.27475121444e-147	True
RPL27-2	RPL27	186.864380966	895.99515904	34.9251435595	0.208555123407	1.62487074274e-148	1.54604037997e-147	True
PSMC4-6	PSMC4	77.6497258744	625.683168964	27.9922488018	0.124103907099	8.04070007411e-148	7.5756007561e-147	True
COPS4-4	COPS4	319.437083678	1183.46059349	41.8128105707	0.269917803292	9.4031540789e-148	8.77323404837e-147	True
COPB1-1	COPB1	231.05528187	988.010367357	37.1711640492	0.233859167377	2.57527171688e-146	2.37965011531e-145	True
PSMB2-15	PSMB2	173.291461403	853.15655681	33.8630691211	0.203118009256	3.34111304317e-145	3.05791393761e-144	True
POLR2D-4	POLR2D	480.418222686	1497.11326568	49.0004512103	0.320896376847	7.99054345948e-145	7.24425685336e-144	True
COPS4-1	COPS4	155.299451749	808.460536615	32.7423187273	0.19209280443	1.91578714391e-144	1.72062751897e-143	True
PSMC2-7	PSMC2	233.580476207	982.585405309	37.0399656602	0.237720278507	5.5369307364e-144	4.92684299785e-143	True
RPL3-4	RPL3	99.4295270343	670.41715437	29.1836098156	0.14830993865	5.83608306612e-144	5.14539066656e-143	True
RPL11-1	RPL11	71.9680386153	596.760949976	27.2100138948	0.120597768031	5.92448636351e-144	5.17584672303e-143	True
PSMD7-1	PSMD7	208.959831418	921.091739008	35.5422803358	0.226861041706	2.03525573159e-142	1.76205473699e-141	True
COPS4-6	COPS4	493.675492957	1499.39317225	49.0518027963	0.329250194074	1.51298246986e-140	1.29819299423e-139	True
POLR2F-5	POLR2F	253.466381614	1009.97612451	37.7009395565	0.250962746012	2.84534809421e-140	2.41980488366e-139	True
PSMD7-5	PSMD7	389.511226541	1290.55154389	44.2973312703	0.30181764408	4.20808651314e-140	3.5427101679e-139	True
PSMC2-11	PSMC2	351.002012896	1213.51675252	42.5137913171	0.289243648402	4.23945545587e-140	3.5427101679e-139	True
RPL11-7	RPL11	586.160735564	1673.89796463	52.9519798615	0.350177100367	1.65815267318e-139	1.37369372321e-138	True
POLR2F-3	POLR2F	223.479698858	941.854059354	36.0501761691	0.237276355757	1.83979710543e-139	1.51114958831e-138	True
RPL36-10	RPL36	109.845953676	676.262995523	29.3377551428	0.16243082115	2.05831710043e-138	1.67630740128e-137	True
RPL36-6	RPL36	60.2890148049	547.796673887	25.8615309784	0.110057285264	4.10549776311e-138	3.31544819357e-137	True
POLA1-5	POLA1	410.659729116	1319.69032977	44.9673980754	0.311178857534	1.47948460692e-137	1.18482058937e-136	True
RPL9-9	RPL9	93.1165411908	632.851397255	28.1846156302	0.147138082644	2.0587003976e-137	1.63505048107e-136	True
RPS3A-1	RPS3A	239.893462051	966.191570735	36.6426075778	0.248287678466	4.84694660483e-137	3.81796367807e-136	True
COPS8-12	COPS8	192.861717517	863.369019349	34.117293354	0.223382717233	6.77873843625e-137	5.29623385141e-136	True
RPL5-2	RPL5	236.421319837	957.414625837	36.4293111596	0.246937234357	1.74324633364e-136	1.35101590857e-135	True
PSMD6-5	PSMD6	164.768930514	795.929950717	32.4256220936	0.207014361459	1.08374340991e-135	8.33181933535e-135	True
RPS9-7	RPS9	166.978475559	799.610138885	32.5187526855	0.208824860315	1.80567036935e-135	1.37718192456e-134	True
POLR2D-1	POLR2D	253.782030906	985.003616204	37.0984659597	0.257645785996	1.69886677737e-134	1.28552045122e-133	True
PSMA3-11	PSMA3	276.508779943	1032.94164933	38.2524216938	0.267690609748	1.89504002314e-134	1.42276051737e-133	True
PSMC4-5	PSMC4	1096.8812903	2573.05300454	72.4094446305	0.426295645043	4.69578223965e-133	3.49817576148e-132	True
RPL11-5	RPL11	109.214655092	656.931116919	28.8266845602	0.166249782175	7.09227421744e-133	5.24282732536e-132	True
PSMC4-4	PSMC4	90.5913468534	608.462128907	27.5276870791	0.148885760591	1.96419850465e-132	1.4409120328e-131	True
POLR2F-9	POLR2F	441.593359749	1353.23887379	45.7359849295	0.326323288742	2.83154863859e-132	2.0614532134e-131	True
RPL18A-4	RPL18A	189.705224596	835.789629989	33.429194856	0.226977241388	1.24883026196e-131	9.02350287025e-131	True
POLR2D-7	POLR2D	138.570039264	720.733022079	30.4996485629	0.192262647914	1.61884236275e-131	1.16097575418e-130	True
NUP98-2	NUP98	209.906779295	876.520444237	34.4437135504	0.239477334128	5.76371580422e-131	4.10291176878e-130	True
NUP54-11	NUP54	286.609557292	1036.0867651	38.3277611556	0.27662698429	1.53573875607e-130	1.08518010631e-129	True
PSMC1-4	PSMC1	370.887918302	1192.00531387	42.0124013165	0.311146195396	6.8452812696e-128	4.80169000006e-127	True
PSMD6-12	PSMD6	247.784694355	938.350472892	35.9646341152	0.264064122642	1.36622084269e-126	9.51404514365e-126	True
COPS2-9	COPS2	263.882808256	970.973331345	36.7586482711	0.27177142743	1.66340353143e-126	1.15002215375e-125	True
COPZ1-2	COPZ1	179.920096538	793.402462415	32.3616041718	0.226770277458	1.97408475858e-126	1.35506818071e-125	True
PSMB2-23	PSMB2	212.747622924	860.121320137	34.036518562	0.247346063797	2.08795213046e-125	1.42306524636e-124	True
COPB1-6	COPB1	666.020006483	1736.59639232	54.3401218917	0.383520321376	3.03340136359e-125	2.05288641578e-124	True
COPB1-2	COPB1	280.296571449	998.966278262	37.4356887924	0.280586619937	5.29876208375e-125	3.5609163374e-124	True
COPB1-7	COPB1	112.055498721	635.394056764	28.2527120647	0.176355912568	1.14101923468e-124	7.61471864254e-124	True
RPL5-3	RPL5	118.684133857	648.200169386	28.5946009347	0.183097967977	2.64133714574e-124	1.75056896349e-123	True
COPA-2	COPA	207.697234249	840.441013404	33.5455940714	0.247128865603	3.49148499003e-123	2.29816238043e-122	True
COPZ1-17	COPZ1	815.637770973	1979.21401772	59.6577574319	0.412101856429	3.3156806056e-121	2.16759800135e-120	True
COPS6-5	COPS6	148.039518029	703.602928342	30.0542576076	0.210402077743	8.79209886782e-121	5.70892365674e-120	True
NUP205-1	NUP205	352.895908649	1116.55761523	40.2411412687	0.31605705235	1.12905860182e-119	7.28204910302e-119	True
RPL11-10	RPL11	255.991575952	917.575887445	35.4560393703	0.278986816736	5.01912384627e-118	3.21558534418e-117	True
RPS13-5	RPS13	365.206231043	1129.63293545	40.5495930039	0.323296373169	3.09432714335e-117	1.96930356606e-116	True
PSMC2-13	PSMC2	339.007339793	1078.53440896	39.3403763806	0.314322229293	5.12250577187e-117	3.23863687287e-116	True
RPS19-5	RPS19	253.466381614	904.86890262	35.1437655933	0.280113926868	4.91353835907e-116	3.08621592357e-115	True
COPS2-4	COPS2	632.245532221	1609.58043328	51.5211033082	0.39280145257	7.18773186226e-115	4.48533137639e-114	True
PSMD7-4	PSMD7	221.270153813	831.241485744	33.3152391719	0.266192385255	6.11410079247e-114	3.79074249133e-113	True
RPS13-10	RPS13	135.413546342	646.451765545	28.5480280231	0.209472003264	4.04434423133e-113	2.49141974763e-112	True
PSMB2-14	PSMB2	150.564712366	677.785139765	29.3778358769	0.222142244692	9.86976654178e-113	6.04130295965e-112	True
PSMD7-8	PSMD7	196.018210439	772.832728285	31.8388226205	0.253636011086	3.34398033805e-112	2.03390196511e-111	True
PSMB2-5	PSMB2	356.368050862	1085.24749206	39.4998286051	0.328374913068	1.02729849338e-111	6.20901793795e-111	True
COPS8-10	COPS8	339.95428767	1048.37135375	38.6216130679	0.324268959137	9.12642848736e-111	5.48156111022e-110	True
COPS4-2	COPS4	313.755396419	998.317493585	37.4200402782	0.314284181571	1.1059367156e-110	6.60127443285e-110	True
RPS9-3	RPS9	104.795565001	566.17698108	26.3715128054	0.185093298567	3.69374608424e-110	2.19116665861e-109	True
RPL34-4	RPL34	53.0290810849	440.843032722	22.7864210301	0.120290164863	6.85556152407e-110	4.04183719303e-109	True
NUP98-14	NUP98	369.625321134	1100.23324946	39.8551208769	0.335951782329	8.50482498009e-110	4.98362000358e-109	True
NUP205-5	NUP205	255.991575952	881.316170151	34.5624792453	0.290465084634	9.69550150786e-110	5.64689512064e-109	True
POLR2A-1	POLR2A	462.741862325	1261.87928182	43.6356088226	0.366708502938	6.76916180162e-108	3.91877378998e-107	True
RPS8-10	RPS8	154.668153164	666.03149178	29.0677416488	0.232223483533	2.34837609603e-107	1.35137091514e-106	True
COPA-6	COPA	97.5356312812	537.634054342	25.5774795249	0.181416393723	1.53237603594e-106	8.76555577703e-106	True
COPS6-2	COPS6	165.71587839	685.603532957	29.5833498997	0.241708028655	2.01239177523e-106	1.14432455384e-105	True
COPB1-8	COPB1	276.508779943	906.829530741	35.1920080309	0.304918146762	2.81523108556e-106	1.59143357249e-105	True
COPZ1-12	COPZ1	260.726315334	872.209945604	34.3368444303	0.298926097608	1.85926160746e-105	1.04488327764e-104	True
PSMB2-6	PSMB2	633.823778682	1548.00529812	50.1441546002	0.409445484103	8.74886507417e-105	4.88817403272e-104	True
RPS3A-4	RPS3A	509.457957566	1327.36944481	45.1435917005	0.383810219196	1.75803010191e-104	9.76570478573e-104	True
PSMA3-3	PSMA3	317.227538633	975.44258821	36.8670012484	0.325213951561	3.13209826405e-104	1.72985427112e-103	True
COPS2-6	COPS2	169.503669896	683.988138499	29.540936481	0.247816680371	7.23085043642e-104	3.97076986823e-103	True
PSMD7-2	PSMD7	304.285917654	944.084511649	36.1045997769	0.322307922542	8.98886773305e-103	4.9081260747e-102	True
COPB1-5	COPB1	460.847966571	1214.10363611	42.5274490954	0.37957877142	7.42819225541e-100	4.03304675562e-99	True
PSMB2-21	PSMB2	363.627984582	1034.60099159	38.2921757844	0.351466881955	6.61076106302e-99	3.56906819189e-98	True
RPL18A-2	RPL18A	338.691690501	983.805373901	37.0694821936	0.344266965282	7.10719654087e-98	3.81565132725e-97	True
PSMC2-3	PSMC2	654.972281257	1538.48495106	49.9306038788	0.425725504046	1.26819281234e-97	6.77074051475e-97	True
POLA1-7	POLA1	296.079036058	904.762205209	35.1411396047	0.327245141711	1.44174046367e-97	7.65476566625e-97	True
COPA-9	COPA	273.352287021	861.118655636	34.0613307745	0.317438584372	1.93107126998e-97	1.01964807167e-96	True
NUP133-2	NUP133	267.670599762	849.247799018	33.7655894801	0.315185508955	2.5713614484e-97	1.35031603929e-96	True
NUP205-8	NUP205	65.3394034797	430.112766952	22.466011263	0.151912262318	8.71951436563e-97	4.55405070944e-96	True
POLR2D-3	POLR2D	127.83796333	568.761804724	26.4428559852	0.224765380284	1.36149114048e-96	7.07239451893e-96	True
PSMD1-18	PSMD1	165.084579806	644.573605954	28.4979621587	0.256114396061	7.51559875977e-96	3.88305935922e-95	True
RPL34-3	RPL34	447.275047008	1167.33234416	41.4353975748	0.383159988024	1.55273319346e-95	7.97955400487e-95	True
PSMD7-9	PSMD7	289.450400922	876.169590784	34.4350191921	0.330358875686	3.23570356364e-94	1.65399527907e-93	True
PSMC2-1	PSMC2	256.622874536	812.515195471	32.8445546671	0.315837631058	9.68284692688e-94	4.92339465435e-93	True
POLR2D-8	POLR2D	184.339186629	673.330244328	29.2604658894	0.273772325218	1.56123656837e-93	7.89657022213e-93	True
POLA1-4	POLA1	566.274830157	1359.90100083	45.8882574048	0.416408863448	3.80632411797e-93	1.9151190981e-92	True
RPL30-7	RPL30	363.31233529	1001.40629081	37.494523311	0.362802129989	2.53282240466e-92	1.26773038066e-91	True
RPS8-6	RPS8	154.352503872	602.193510237	27.3577092198	0.25631711609	1.24806630444e-90	6.21446486305e-90	True
PSMD6-13	PSMD6	117.421536688	519.622332789	25.0702160471	0.225974769132	7.73243985426e-89	3.83034778347e-88	True
COPA-4	COPA	198.543404776	679.096586383	29.4123502481	0.292364015307	2.82350587693e-88	1.39148161422e-87	True
COPA-1	COPA	310.598903497	883.148155306	34.6078113441	0.35169512797	1.36061545187e-87	6.67118086348e-87	True
PSMD11-8	PSMD11	168.872371312	613.971788792	27.6766960769	0.275049072929	1.58260126133e-86	7.72020209205e-86	True
NUP205-2	NUP205	628.773390007	1413.12205728	47.1006711501	0.444953347637	4.8853358827e-85	2.37111504206e-84	True
POLA1-1	POLA1	251.256836569	759.068208834	31.4871754144	0.331006928817	7.37890524844e-84	3.56338087626e-83	True
COPS8-4	COPS8	593.105019992	1346.01359288	45.5707096226	0.440638209844	1.32236428487e-83	6.35396038879e-83	True
PSMD1-19	PSMD1	425.179596556	1052.52955824	38.7209297525	0.403959768376	1.5237712954e-81	7.28529460137e-81	True
RPS19-9	RPS19	95.326086236	446.986877789	22.9687764828	0.213263724223	2.17202352551e-81	1.03332406338e-80	True
NUP98-1	NUP98	548.914119088	1254.80844499	43.47204618	0.437448537488	6.41923610848e-81	3.03886004938e-80	True
PSMB2-16	PSMB2	88.0661525161	429.61001829	22.4509375793	0.204990919129	1.10864299932e-80	5.22257805072e-80	True
PSMD6-8	PSMD6	416.025767083	1027.24343867	38.1158115784	0.404992381963	1.0320265204e-79	4.83793895663e-79	True
PSMD6-19	PSMD6	677.067731709	1457.03057488	48.0958107537	0.464690133057	1.36361204052e-79	6.36131636376e-79	True
RPS11-3	RPS11	494.938090126	1150.95415291	41.0512000639	0.430024157674	1.64299874931e-78	7.62764153664e-78	True
PSMC1-1	PSMC1	458.322772234	1085.51750683	39.5062382802	0.422215919458	1.56027484617e-77	7.20876984215e-77	True
RPS27-1	RPS27	297.657282518	808.393541879	32.7406285124	0.368208387497	7.78671668903e-77	3.58039939625e-76	True
POLR2D-6	POLR2D	301.445074024	814.883439192	32.9042148657	0.369924162802	9.76255435398e-77	4.4675308258e-76	True
RPS11-7	RPS11	715.892594647	1495.79001453	48.9706418354	0.478605009856	2.21172242392e-76	1.00732950208e-75	True
RPL3-9	RPL3	594.36761716	1301.41208776	44.5473567255	0.456709771448	2.26425946671e-76	1.02639308845e-75	True
PSMD6-14	PSMD6	285.346960124	783.003236301	32.0977066975	0.364426284458	6.63504316771e-76	2.99355703482e-75	True
PSMD6-3	PSMD6	426.442193725	1017.11951544	37.8727358853	0.419264587152	7.67339913043e-75	3.44585820764e-74	True
RPL35A-2	RPL35A	457.375824358	1068.36292029	39.0984251863	0.428109040169	7.88596537929e-75	3.52484313e-74	True
RPL27-1	RPL27	256.622874536	719.462735065	30.4667106415	0.356686819245	3.58140220979e-73	1.59339237204e-72	True
PSMB3-6	PSMB3	262.304561795	723.614626689	30.5743145225	0.362492067076	8.34657140365e-72	3.69633876447e-71	True
RPL11-3	RPL11	164.768930514	545.512423237	25.7978165934	0.302044322907	3.10455193901e-71	1.36856624467e-70	True
PSMD6-10	PSMD6	631.929882929	1324.02706839	45.0669222757	0.477278673538	8.06279594509e-71	3.53805794668e-70	True
PSMD1-8	PSMD1	203.909442743	613.710340775	27.6696333397	0.332256814323	1.61051438134e-70	7.03501963849e-70	True
NUP133-3	NUP133	336.482145456	841.458298358	33.5710321182	0.399879763635	4.49662616867e-70	1.95532024801e-69	True
COPS4-8	COPS4	323.856173769	818.836194306	33.0037041135	0.395507887928	6.38111885629e-70	2.76227712653e-69	True
NUP133-1	NUP133	712.736101725	1441.82045826	47.7515941178	0.494330689818	1.83229639224e-69	7.89612929569e-69	True
COPA-7	COPA	255.044628075	698.576114576	29.9230503846	0.365092110585	4.96826763428e-69	2.13147553417e-68	True
RPL36-7	RPL36	341.216884838	838.952623263	33.5083632981	0.406717704167	5.74026332582e-68	2.45173024716e-67	True
PSMC2-4	PSMC2	259.463718166	699.951478738	29.9589727093	0.370688149175	7.59413859456e-68	3.22918902185e-67	True
POLR2A-4	POLR2A	237.052618421	660.469946736	28.920525077	0.358915071901	1.60089759744e-67	6.77736824292e-67	True
