Gene,pos.pvalue,pos.fdr,neg.pvalue,neg.fdr,p.value.twosides
OR9Q2,0.003999897387567342,0.05314149386339469,0.9996335094550227,0.9999959434063085,0.007999794775134683
OTUD6A,0.00028241539547901873,0.006566157944887185,0.9999757832175217,0.9999959434063085,5.648307909580375e-4
PIWIL3,0.04022603662599056,0.23381383788857013,0.9942257380360854,0.9999959434063085,0.08045207325198112
PLA2G2E,0.030783898091516937,0.20449303732221966,0.9945005351508318,0.9999959434063085,0.061567796183033874
POLA1,0.9881992126321715,0.9999999867281727,0.06740877688000158,0.17911474999543275,0.13481755376000315
POLR2A,0.9992278225471751,0.9999999867281727,0.004537601859979756,0.0207920454907459,0.009075203719959513
POLR2D,0.9999382557473702,0.9999999867281727,7.116510251113928e-4,0.00509104194887381,0.0014233020502227856
POLR2F,0.9010948960383603,0.9999999867281727,0.30198004785476595,0.6476636751012096,0.6039600957095319
POU4F2,0.10897395391689668,0.428870212894537,0.9201620053103321,0.9999959434063085,0.21794790783379336
PSMA3,0.9993627136523926,0.9999999867281727,0.0011340567283837366,0.007353116245329506,0.0022681134567674732
PSMB2,0.9999999867281727,0.9999999867281727,0,0,0
PSMB3,0.9956141252886406,0.9999999867281727,0.03079785693139514,0.10678903253442625,0.06159571386279028
PSMC1,0.9760915010862337,0.9999999867281727,0.10945847705872713,0.2678852201700427,0.21891695411745427
PSMC2,0.5891520925423468,0.9999999867281727,0.7129361504373019,0.9999959434063085,1
PSMC4,0.9783551608186479,0.9999999867281727,0.097033509480277,0.24389503734231788,0.194067018960554
PSMD1,0.9997590564482352,0.9999999867281727,0.0023797280746447047,0.012295261718997641,0.004759456149289409
PSMD11,0.9919518406127611,0.9999999867281727,0.052313382486640525,0.15203576785179904,0.10462676497328105
PSMD6,0.9993383004536185,0.9999999867281727,0.004694978014039397,0.0207920454907459,0.009389956028078794
PSMD7,0.9991179298137592,0.9999999867281727,0.008165563846756152,0.03451806535219646,0.016331127693512304
RNASE9,0.04495479365995236,0.24592916531620998,0.9925676356210575,0.9999959434063085,0.08990958731990473
RPL11,0.999999955243777,0.9999999867281727,0,0,0
RPL18A,0.9897292778149901,0.9999999867281727,0.0591074632605203,0.1665755782796481,0.1182149265210406
RPL27,0.9999938192421642,0.9999999867281727,0,0,0
RPL3,0.9999022602212325,0.9999999867281727,5.558714446514124e-4,0.004308003696048446,0.0011117428893028247
RPL30,0.9283679248064166,0.9999999867281727,0.24031720577896587,0.5321309556534245,0.48063441155793174
RPL34,0.9999998938682501,0.9999999867281727,0,0,0
RPL35A,0.9906666912422522,0.9999999867281727,0.04048964206091332,0.1255178903888313,0.08097928412182664
RPL36,0.9999987954809382,0.9999999867281727,2.456497712044481e-5,3.8075714536689453e-4,4.912995424088962e-5
RPL5,0.9999554564189981,0.9999999867281727,3.2265339648052116e-4,0.0033340850969653855,6.453067929610423e-4
RPL6,0.999708155161033,0.9999999867281727,0.002986303123426959,0.014617167919931956,0.005972606246853918
RPL9,0.9977760169943506,0.9999999867281727,0.015327103913338691,0.05939252766418743,0.030654207826677382
RPS11,0.9993811403177778,0.9999999867281727,0.0020859014765453043,0.011411108077571371,0.004171802953090609
RPS13,0.9999987896178877,0.9999999867281727,0,0,0
RPS19,0.9840566916449728,0.9999999867281727,0.06597007294755008,0.17911474999543275,0.13194014589510017
RPS24,0.9953216286206121,0.9999999867281727,0.031003267509994714,0.10678903253442625,0.06200653501998943
RPS27,0.9850327212822506,0.9999999867281727,0.08123269752139572,0.20985113526360563,0.16246539504279145
RPS3A,0.9999977998423892,0.9999999867281727,2.988607497433904e-5,3.970578532305044e-4,5.977214994867808e-5
RPS7,0.999216402779644,0.9999999867281727,0.0018668208425152155,0.01085089614711969,0.003733641685030431
RPS8,0.999995933640584,0.9999999867281727,6.074863302907296e-5,7.062028589629732e-4,1.2149726605814593e-4
RPS9,0.9999695426224103,0.9999999867281727,5.288612336467047e-4,0.004308003696048446,0.0010577224672934094
RPTN,0.0018845487125722649,0.029210505044870105,0.9992032397531381,0.9999959434063085,0.0037690974251445297
RXFP2,0.005745211945502815,0.05769255014004751,0.9994975033327654,0.9999959434063085,0.01149042389100563
SAGE1,0.11737207335047595,0.428870212894537,0.9744039700973804,0.9999959434063085,0.2347441467009519
SPATA16,0.02491940415005789,0.17826958353502953,0.9968661662824336,0.9999959434063085,0.04983880830011578
TAAR1,0.16868550830908347,0.4902422585232738,0.9587552451414876,0.9999959434063085,0.33737101661816693
TAAR8,0.03573184213695102,0.22153742124909634,0.9943238914530709,0.9999959434063085,0.07146368427390204
TAS2R13,0.3587530148952697,0.8137568386648799,0.8673584290705179,0.9999959434063085,0.7175060297905393
TAS2R9,0.5257260497261694,0.9999999867281727,0.7539817870339847,0.9999959434063085,1
TGM6,0.12679756479491322,0.428870212894537,0.9664219625849191,0.9999959434063085,0.25359512958982644
TPH2,0.07088269890793852,0.3296045499219142,0.987101508733158,0.9999959434063085,0.14176539781587705
TRIM42,0.2192759561187657,0.5651054611307617,0.9404270853558365,0.9999959434063085,0.4385519122375314
VN1R2,0.1820265027441973,0.4978960222120691,0.9522513158748362,0.9999959434063085,0.3640530054883946
