gene,log2FC,p_value_neg,p_value_pos,p_value_twosided,fdr_neg,fdr_pos,fdr_twosided
TAS2R9,-0.6410474085610781,8.192904725783012e-10,0.49119556480751414,0.49119556480751414,1.7719538127856282e-9,0.815735491555336,0.815735491555336
CYP7A1,-0.35114516963054393,8.55594345248099e-6,0.009249332180524374,0.009249332180524374,1.2241580632011262e-5,0.022056099815096583,0.022056099815096583
KRT9,-0.6831619591828005,9.483512703783557e-12,0.4708692119747159,0.4708692119747159,3.0412644187995544e-11,0.7961970311572468,0.7961970311572468
SPATA16,-0.1647223146178738,0.007587186652187262,1.6832148862524638e-7,1.6832148862524638e-7,0.008711214304363153,2.2362712060211305e-6,2.2362712060211305e-6
VN1R2,-0.04221144625399607,7.424291121972337e-5,1.5600464013658814e-6,1.5600464013658814e-6,1.000665325135402e-4,1.209035961058558e-5,1.209035961058558e-5
MRGPRD,-0.06190446285430227,2.1509769239521232e-4,0.001886446105185282,0.001886446105185282,2.7032547828046956e-4,0.005768871963182168,0.005768871963182168
FAM71B,-0.22467139859938812,3.3665991405208766e-7,2.469963933668607e-10,2.469963933668607e-10,5.590959286936456e-7,7.656888194372681e-9,7.656888194372681e-9
PSMC2,-1.3027938021045278,4.376815293620826e-9,0.9999999973183151,0.9999999973183151,8.660506857590145e-9,1,1
KRT74,-0.4271498004884913,3.601627494623124e-8,0.0013116885726082135,0.0013116885726082135,6.567673666665697e-8,0.004518038416761624,0.004518038416761624
TAS2R13,-0.35263601475218936,3.7553801554357766e-7,0.0019229573210607226,0.0019229573210607226,6.021557835440125e-7,0.005768871963182168,0.005768871963182168
POU4F2,-0.1842675070938217,6.154889014369206e-7,0.0028172270726631045,0.0028172270726631045,9.54007797227227e-7,0.00793945811386875,0.00793945811386875
TAAR8,0.22746157414364615,2.6994665646136673e-5,5.641527086262383e-6,5.641527086262383e-6,3.803793795591986e-5,4.0358616847877053e-5,4.0358616847877053e-5
LHX5,-0.08117314487042951,0.01813853861172881,0.049901755987549874,0.049901755987549874,0.02032390470952746,0.1095990760108928,0.1095990760108928
TGM6,-0.4504856972175496,0.0014167605139611401,0.0031647189361775968,0.0031647189361775968,0.0016469840974798254,0.008656437090132838,0.008656437090132838
PLA2G2E,0.016605418489353596,7.776314494674911e-5,0.13536063455593772,0.13536063455593772,1.0331389257210953e-4,0.2709031939622024,0.2709031939622024
PIWIL3,-0.07337626973883005,8.625585800757965e-5,1.4290322442525834e-5,1.4290322442525834e-5,1.1298302527753392e-4,8.859999914366018e-5,8.859999914366018e-5
OR12D2,-0.2893659136061911,1.1222994561271267e-4,0.00727007416448434,0.00727007416448434,1.4496367974975387e-4,0.01780522941237299,0.01780522941237299
OC90,-0.10278685093793971,2.479857276519068e-6,2.613775895837892e-5,2.613775895837892e-5,3.719785914778602e-6,1.5192572394557744e-4,1.5192572394557744e-4
HTR3D,-0.003265721629940188,1.3088116828156638e-6,4.3309519023890177e-4,4.3309519023890177e-4,1.9954014180632253e-6,0.001917992985343708,0.001917992985343708
ADH7,0.5675349071635745,0.001200832229879579,3.1833583111031415e-15,3.1833583111031415e-15,0.001413637941503808,2.9605232293259213e-13,2.9605232293259213e-13
OR9Q2,0.44481568756099976,0.03460063976095484,1.93768574425806e-9,1.93768574425806e-9,0.03803792293444083,4.505119355399989e-8,4.505119355399989e-8
LYZL6,0.04241922989668027,7.057758865177388e-8,5.867487485586847e-4,5.867487485586847e-4,1.1934028626572674e-7,0.002372505809389464,0.002372505809389464
OTUD6A,0.778393935697382,0.5092254303757693,3.795818660567832e-9,3.795818660567832e-9,0.5204171980763357,7.060222708656167e-8,7.060222708656167e-8
NPSR1,-0.8177456651926713,2.3725826199339e-10,0.9999997345657817,0.9999997345657817,5.806583780364544e-10,1,1
RNASE9,0.2917983643255299,0.1338655574552984,4.1953296442165687e-4,4.1953296442165687e-4,0.1414715550379858,0.001917992985343708,0.001917992985343708
LUZP4,0.0011322369946180188,4.1896516627624693e-4,5.243135586688141e-4,5.243135586688141e-4,5.195168061825462e-4,0.0022164164070999867,0.0022164164070999867
DMRTB1,0.27540070324690297,0.10051003129903995,6.309000669645925e-4,6.309000669645925e-4,0.10869108035826414,0.0024447377594877962,0.0024447377594877962
KRT25,0.07554579192035113,0.0010250220452333897,9.463944571069304e-4,9.463944571069304e-4,0.001222141669316734,0.003520587380437781,0.003520587380437781
OR52E8,0.19547614184680828,3.921089163716923e-5,1.2343018168993116e-6,1.2343018168993116e-6,5.362666062142262e-5,1.043546081560327e-5,1.043546081560327e-5
ABCG8,0.3253260788740432,0.03476584354223087,3.3085745809318043e-5,3.3085745809318043e-5,0.03803792293444083,1.8099849178038695e-4,1.8099849178038695e-4
TAAR1,0.5289466220045798,4.99522382980686e-6,3.2170928525496146e-4,3.2170928525496146e-4,7.373901844000603e-6,0.0015746822909848113,0.0015746822909848113
SAGE1,-0.11917857868713355,9.666200867941715e-4,0.3516142297170299,0.3516142297170299,0.001167476208725428,0.6288485262246881,0.6288485262246881
MAGEB3,0.9852683914847861,0.34679391783673547,8.891478977964877e-9,8.891478977964877e-9,0.35835371509796,1.378179241584556e-7,1.378179241584556e-7
DEFB129,1.0190920395892142,0.9999999999999938,4.023140163968996e-14,4.023140163968996e-14,0.9999999999999938,1.870760176245583e-12,1.870760176245583e-12
OLIG2,0.810961122729649,0.9991866335624235,6.750487486313128e-6,6.750487486313128e-6,0.9999999999999938,4.484252401622292e-5,4.484252401622292e-5
