sgRNA,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRCN0000058106,2560.936855910949,-5.0330858905115194,0.1938537542384709,-25.963313995559893,1.286342656269434e-148,3.042200382077211e-147
TRCN0000117676,1592.692853633635,-4.949840158145169,0.25130492095561535,-19.696550864674048,2.3081905447779472e-86,2.2281104646529982e-85
TRCN0000021365,1259.57948443297,-4.770495838579128,0.3530168530139831,-13.513507351985169,1.3016911011515357e-41,4.560739932182788e-41
TRCN0000003882,120.10371602549519,-5.049407224727705,0.6731591672474279,-7.501059883615511,6.330385979250539e-14,1.0732159742600376e-13
TRCN0000074993,500.9299113358959,-4.348678166808052,0.5401341199120206,-8.051108060931947,8.204778684123614e-16,1.4589700442069435e-15
TRCN0000003883,776.5466856310206,-4.815850788152344,0.32776187788782146,-14.693138870166585,7.133150925112674e-49,3.039621970791257e-48
TRCN0000059961,785.2250211157785,-4.932061859743808,0.2537344645973174,-19.4378870350589,3.690554687598408e-84,3.3569853216039365e-83
TRCN0000074778,1156.8623025658237,-4.77323227363893,0.2978484141438968,-16.02570988117762,8.452012770732154e-58,4.2082126742697987e-57
TRCN0000117772,1340.791530028141,-4.747642599113587,0.31254570463881615,-15.190234671758022,4.104476409611776e-52,1.814408730604084e-51
TRCN0000021368,752.2570916578068,-4.8008994248255465,0.294520360083971,-16.300738677138508,9.75065456020662e-60,5.124510674419702e-59
TRCN0000004997,704.2920477418235,-4.835771031184909,0.29619031251021555,-16.326567166230745,6.387901732088439e-60,3.3949185609863276e-59
TRCN0000117673,326.09597615081174,-4.788616828182651,0.3780750835284105,-12.665782636328663,9.150319902960365e-37,2.9442866082314643e-36
TRCN0000117674,279.117119890489,-4.630550225358097,0.42103935581267465,-10.997903548518355,3.9111914064980745e-28,1.0054312691704289e-27
TRCN0000074978,921.9304276989001,-4.568021542853509,0.28701082246716914,-15.915851198872613,4.9193394810781825e-57,2.423799556822896e-56
TRCN0000021285,843.7054233727298,-4.545173633535241,0.23897364831468806,-19.019559962318578,1.1746521322201519e-80,9.747551904212838e-80
TRCN0000074913,249.088724840599,-4.21261984110868,0.5090089871857462,-8.276120750637006,1.2725295734734475e-16,2.323963275107879e-16
TRCN0000007173,308.09903670480963,-4.411565049148285,0.3946714789267294,-11.17781568900065,5.236294170989562e-29,1.399303470552578e-28
TRCN0000118346,747.8356577462706,-4.1487139569260805,0.42314423629002157,-9.804491237551836,1.076882963559844e-22,2.448873277710607e-22
TRCN0000021834,4.124215470884138,-2.0341656134807478,2.62452982556797,-0.7750590576887567,0.43830476303559324,0.4586684799022911
TRCN0000074709,382.7421843073705,-4.282536333154267,0.3400552552087932,-12.593648436707143,2.2884624760622904e-36,7.264716450855458e-36
TRCN0000052040,663.8168277586074,-4.24537820970734,0.2922242913263328,-14.527807357966829,8.07644689850712e-48,3.3510170026261995e-47
TRCN0000003946,1904.3488915206053,-4.252829718018349,0.23020051949700404,-18.474457517780266,3.315430750363058e-76,2.412613453725733e-75
TRCN0000144555,1343.0657441903254,-4.068070660803939,0.3347125602513447,-12.15392292942074,5.4677641526405666e-34,1.668549963999347e-33
TRCN0000059959,2224.087807652792,-4.209897310706675,0.16440539428685969,-25.606807665696873,1.2811845600742838e-144,2.8857156995958873e-143
TRCN0000074797,482.28939833814485,-4.136372666662435,0.3363511446273409,-12.297780854128845,9.309680709216337e-35,2.8970256417495575e-34
TRCN0000046913,613.1778147350411,-3.9043611167717316,0.4226410090749455,-9.238008221959797,2.51128217431461e-20,5.37482564909869e-20
TRCN0000142957,1001.1975844207802,-4.0659802559905,0.24603891090210125,-16.52576107202958,2.393988136845263e-61,1.348043319914059e-60
TRCN0000065002,542.5347303418508,-4.090496700289546,0.3073458898426144,-13.30909843103549,2.0493977940749675e-40,7.07565807735372e-40
TRCN0000052954,384.3661764160284,-3.969989050445468,0.3555144158408678,-11.16688627395205,5.922060609525122e-29,1.5648797029639009e-28
TRCN0000058066,1449.9364362579813,-4.014471542999673,0.17456680906131547,-22.99676304210622,5.022228786634937e-117,7.423481925244766e-116
TRCN0000056673,1821.1968203410563,-3.7872780030650843,0.3190283293793067,-11.871290585489742,1.6687326519356187e-32,4.964217260160677e-32
TRCN0000074780,8.323213315627044,-3.2084829062815805,1.8974044242919073,-1.690985256071043,0.09083961863630202,0.09969173924587206
TRCN0000117509,175.34284884328818,-3.5543874577094225,0.5789023329277628,-6.139874129947494,8.258689416614403e-10,1.2401143155741629e-9
TRCN0000065272,863.0362047807241,-3.900372645700416,0.20224926168478038,-19.28497841331762,7.181998679115446e-83,6.290898843002974e-82
TRCN0000117570,438.7023969712394,-3.597103001277576,0.4446315935068597,-8.090075140425396,5.962793531877032e-16,1.0723959469877703e-15
TRCN0000117659,610.7341376354799,-3.7982722159686197,0.26272300601668314,-14.457326267526895,2.253843267403575e-47,9.270155352016442e-47
TRCN0000074996,560.6065674750515,-3.7333836786148096,0.2928592668519185,-12.748046933077108,3.1965344762369915e-37,1.035589594013765e-36
TRCN0000003911,213.63143055040337,-3.794240873217334,0.4468671011260321,-8.49075902803421,2.052918453381951e-17,3.884121713798651e-17
TRCN0000004998,252.25194903190248,-3.6910418194001933,0.44137536045986936,-8.362591458559203,6.135538756306424e-17,1.1336366530206792e-16
TRCN0000074711,374.6461010847085,-3.585703900388673,0.39454277890553296,-9.08825124194508,1.0064474812320468e-19,2.1064144186847702e-19
TRCN0000072558,628.2440758006363,-3.640817080047879,0.27349230495170734,-13.312319996318603,1.9629045749596213e-40,6.8268666467345655e-40
TRCN0000074795,485.84451200978754,-3.5556014127947013,0.34927062040709095,-10.180075863954674,2.43371565879309e-24,5.784660837231817e-24
TRCN0000144112,820.934415630493,-3.6627771427305436,0.2311216381303515,-15.847833082010066,1.4551247458155817e-56,7.095608296605879e-56
TRCN0000005001,456.1558682926402,-3.4251758151646543,0.43236424617689323,-7.921968214187886,2.3378008201432486e-15,4.095480696028728e-15
TRCN0000117549,408.22915044348804,-3.599597559814355,0.30962124209318376,-11.625809442140984,3.046915579743015e-31,8.84166300134016e-31
TRCN0000074997,419.21643804459285,-3.4404505161672247,0.3973073253928446,-8.65941878309296,4.741757442813253e-18,9.267980456407722e-18
TRCN0000021288,3003.1241978988555,-3.5723703605945802,0.1410799652856202,-25.321599373534152,1.8474346470428075e-141,3.7992895132662956e-140
TRCN0000151483,780.7626088499546,-3.5613547482681587,0.23240221168716121,-15.324100069504208,5.278047960365244e-53,2.400496812743039e-52
TRCN0000021366,1376.5072426842316,-3.534881527524264,0.21090379251108468,-16.76063519501897,4.7353793162114775e-63,2.731505386058572e-62
TRCN0000059958,420.3672763439472,-3.501970158287848,0.31569225998281386,-11.092987070631677,1.3568005788810648e-28,3.5261905154436464e-28
TRCN0000143014,807.443353279056,-3.5126964729189516,0.2559269663384706,-13.725386281777402,7.154679690500195e-43,2.623382553183405e-42
TRCN0000060023,430.9550897044297,-3.2064405702038576,0.41084526194202897,-7.80449689269215,5.973937822842712e-15,1.0388502169869863e-14
TRCN0000074979,446.7462003342458,-3.1153247250572536,0.43379023715641396,-7.181638631332187,6.888078937105273e-13,1.1352130094950502e-12
TRCN0000072562,2073.82553000196,-3.2920421352600555,0.21575814077086355,-15.258020501558846,1.4559857291915564e-52,6.558869046739106e-52
TRCN0000150921,536.6058825577435,-3.293217340539663,0.29614330612250517,-11.120350426483597,9.9878914380981e-29,2.6100953868621e-28
TRCN0000064998,907.0493552485248,-3.291005605806856,0.22610238989693157,-14.555377354954345,5.398720381505972e-48,2.259818354382588e-47
TRCN0000003880,346.47325908957663,-3.11522960838613,0.42977184717697975,-7.248566021364542,4.21207107739528e-13,7.015174716929462e-13
TRCN0000058105,2405.0633524761115,-3.2463505084053526,0.19798808674394058,-16.39669619416991,2.0192492167534042e-60,1.0853464540049548e-59
TRCN0000021286,603.8155693473092,-3.1578201069614074,0.3395866147980693,-9.299012297169497,1.4175636755244684e-20,3.047761902377607e-20
TRCN0000117614,561.5903056669182,-3.147866515205816,0.32976492033183685,-9.545789503741547,1.3507479445506574e-21,2.999548252452868e-21
TRCN0000074779,869.3362764923838,-3.174295637445873,0.2064915658999007,-15.372519568109873,2.5024503120712444e-53,1.1604499976565673e-52
TRCN0000046914,791.3691396310029,-3.139959048192986,0.22204393010983753,-14.141161375768101,2.117605251557057e-45,8.27791143790486e-45
TRCN0000058063,406.0059673230678,-3.047108469885031,0.3244365489322519,-9.39200124003699,5.8870886316604035e-21,1.2832225450577747e-20
TRCN0000145517,1115.4911170291723,-3.0070765258552297,0.3089193620936892,-9.734179513627385,2.1555011979684003e-22,4.85500984113835e-22
TRCN0000003948,511.22158131415284,-3.0780526266073087,0.2558057467049878,-12.032773564532636,2.3899478481240006e-33,7.200288739889505e-33
TRCN0000060024,300.36961639820765,-2.9304546916350676,0.42664483863123276,-6.868604577607427,6.483293764655462e-12,1.0290597149939711e-11
TRCN0000050505,856.6080238099586,-3.059524926369837,0.2354482361944964,-12.994469509818114,1.3151654043302647e-38,4.3807974383677125e-38
TRCN0000053864,715.1628531221903,-2.868889735556788,0.3513425298555775,-8.16550656914798,3.2008911859502867e-16,5.800848777603393e-16
TRCN0000021367,978.3129857941445,-2.8664853398832997,0.23112850445537897,-12.402128186818668,2.5447389100528543e-35,8.024410029700001e-35
TRCN0000117596,1203.0064571268122,-2.8084778101277244,0.17302271871874694,-16.2318441816475,3.002998413730206e-59,1.5273314512842876e-58
TRCN0000117615,714.6547508585257,-2.7169463590077956,0.31792529703060196,-8.54586402649889,1.2757815567692597e-17,2.443095855675546e-17
TRCN0000059962,327.1440378608871,-2.6997803754892042,0.3529945430231297,-7.648221279478259,2.0377833478170287e-14,3.49228812868643e-14
TRCN0000117568,677.8028346664488,-2.7556931272890517,0.24880930299638324,-11.075522876767632,1.649146553005245e-28,4.262548194379677e-28
TRCN0000072561,795.8144869450919,-2.7217081056493266,0.27190683169832897,-10.009708430823709,1.3815911570846318e-23,3.2512070512489095e-23
TRCN0000065268,545.8020471302915,-2.6199014448825104,0.3443459420329254,-7.608341278585484,2.7763593262781788e-14,4.740859066171764e-14
TRCN0000117510,1807.355571131195,-2.6887617196131504,0.1633383818546581,-16.46129763918971,6.959240645154044e-61,3.7835871553538654e-60
TRCN0000117551,785.4098925852709,-2.6438893798264074,0.24668148201490642,-10.717826722261394,8.395277665895234e-27,2.0899822820886557e-26
TRCN0000058064,451.30108629109054,-2.6446310646947713,0.3009892080686201,-8.786464742921424,1.5434009283308384e-18,3.067347223111288e-18
TRCN0000117566,435.93951013062133,-2.632957115084406,0.3083126649775949,-8.539892823655958,1.3434638540848766e-17,2.562332270089301e-17
TRCN0000117716,295.0279037704499,-2.541624806477951,0.4932247559509409,-5.153076312192968,2.5624762550315154e-7,3.5336771680172205e-7
TRCN0000117548,611.3981173200951,-2.6559403905083054,0.22997593118857693,-11.548775460030523,7.487969806126632e-31,2.1336203122276485e-30
TRCN0000056334,962.2368239478877,-2.6107051391786746,0.24827040053037996,-10.515571464022397,7.32354671156604e-26,1.7855863889539884e-25
TRCN0000074796,445.146362749612,-2.585780220708117,0.29280722132243814,-8.830998801975126,1.0374510002838835e-18,2.0705245701868224e-18
TRCN0000010829,92.86465731153056,-2.657095072130651,0.6557681974776518,-4.0518815678328215,5.080738314744089e-5,6.566090772879655e-5
TRCN0000152865,1985.0567617047575,-2.5819159270884553,0.1639294076450617,-15.750169320923758,6.849766780309367e-56,3.239939687086331e-55
TRCN0000117773,483.444640549778,-2.492162282073323,0.31395410685970343,-7.937982742130507,2.0549592235495324e-15,3.613366961854754e-15
TRCN0000065271,572.0312731656232,-2.4886320874812244,0.28365021979164157,-8.773594779194166,1.7305116039481918e-18,3.4248200362656683e-18
TRCN0000021284,2262.706718745957,-2.4903935053621855,0.1833950468332772,-13.579393491614743,5.306401522398415e-42,1.9014605455260988e-41
TRCN0000046916,435.44423907323613,-2.4763863578953678,0.2485700783647556,-9.962527968718263,2.2233605331393125e-23,5.129997717926316e-23
TRCN0000003910,309.5424544311959,-2.3143381130910403,0.4235134688056355,-5.464615138729313,4.6391218944739076e-8,6.609351373753488e-8
TRCN0000007170,922.9219816165512,-2.4259846326522667,0.2173873331007299,-11.159733173267036,6.418391991645201e-29,1.6866107844712112e-28
TRCN0000074995,568.8493435592547,-2.3592323731407014,0.31903085818067933,-7.394997419981794,1.4141101947440638e-13,2.37189405004944e-13
TRCN0000117661,170.936640053092,-2.281311554008698,0.5402019321182292,-4.2230718151326565,2.4099498737570114e-5,3.157635153149768e-5
TRCN0000116054,668.1854055315534,-2.3114971975512297,0.24233918991915918,-9.538272362478027,1.4523147092309067e-21,3.2100226984402753e-21
TRCN0000052953,467.73907700149266,-2.257324178171142,0.32292884159813706,-6.99015971134665,2.7457349378692225e-12,4.432534558403216e-12
TRCN0000009005,1152.2633016896043,-2.277832992286608,0.18711992596209187,-12.173118285372068,4.3224795818826665e-34,1.3276187287211048e-33
TRCN0000118344,913.2578611819114,-2.20392529949588,0.24666006236704752,-8.93507152453519,4.069148975634242e-19,8.296152868426709e-19
TRCN0000003908,783.3733551693804,-2.1899494501049204,0.2247711511698008,-9.743018348696129,1.9759632382111203e-22,4.471916802267272e-22
TRCN0000019587,77.92813502689539,-2.218381140057915,0.6855287615807765,-3.236014685864528,0.0012121114783125585,0.0014738527744006173
TRCN0000155113,881.8382170443874,-2.1799614536468273,0.2022398359552279,-10.779090298161782,4.3213819515942265e-27,1.0814887106370736e-26
TRCN0000117613,160.15201509168995,-2.1953545150313727,0.41039438014390245,-5.349377626130222,8.825721449939479e-8,1.249870133479453e-7
TRCN0000003950,909.1074665074614,-2.10240482217671,0.19269315470207185,-10.910635748463902,1.0253673981555834e-27,2.6216150233923837e-27
TRCN0000050504,194.80392717802408,-1.991067693349844,0.4640254245164106,-4.290859052442779,1.7798325957589897e-5,2.351566530150844e-5
TRCN0000117592,387.0952833900805,-2.057753537399777,0.2751687747357744,-7.478150598212664,7.537579338775966e-14,1.2733125097289401e-13
TRCN0000117675,418.89790939792493,-2.0614797328633148,0.2435098051097254,-8.46569497246492,2.5462976459036152e-17,4.74172750595437e-17
TRCN0000052957,2981.8732828229786,-2.0221223878062786,0.11154697877058313,-18.12798885360351,1.916409198852878e-73,1.3330316927314873e-72
TRCN0000058440,113.49216900252836,-1.9607073137091342,0.6836888799760952,-2.8678356064204076,0.004132902171280585,0.004924087473591226
TRCN0000117550,739.3467825409084,-1.9752319516410766,0.2927953278186239,-6.746118410962696,1.5185270776155865e-11,2.3862568362530642e-11
TRCN0000117660,39.20918064556873,-1.8765834959744527,0.9531941592326522,-1.9687316354153437,0.04898391647478719,0.05503418644316946
TRCN0000052041,337.5310327301805,-1.9657788376880927,0.34911710158372805,-5.630714819671026,1.7946425740261973e-8,2.603883243909176e-8
TRCN0000059905,768.8634962697081,-1.9999373650904726,0.2426252893903969,-8.242905634921131,1.6807813211018964e-16,3.057729095696911e-16
TRCN0000052038,320.81193456841766,-1.974839875674471,0.2946514551475857,-6.702291270495538,2.051765384395147e-11,3.2029208805904435e-11
TRCN0000117595,808.351031872643,-1.9192357266002464,0.20917933547985904,-9.175073255670808,4.5126752893238966e-20,9.614844197523438e-20
TRCN0000005000,2376.549035483181,-1.8548060263122381,0.16046208642095508,-11.559154362771736,6.6359040357114984e-31,1.9022924902372964e-30
TRCN0000116783,1301.5386926234862,-1.809715774815182,0.1542754145279061,-11.730422377104237,8.901338135997023e-32,2.6151136262898085e-31
TRCN0000116052,910.4161196209924,-1.7902231336243748,0.22184242469898866,-8.069796099882495,7.041566412319285e-16,1.256853174727178e-15
TRCN0000077924,2436.551973967684,-1.7871087891631692,0.1483980357373408,-12.04267145642202,2.1197797779032328e-33,6.427280993257879e-33
TRCN0000074982,217.0547006319833,-1.8003409417189826,0.39638731346124445,-4.541873265313284,5.575655809797104e-6,7.428972388828254e-6
TRCN0000004999,439.09139170982513,-1.8283409904284729,0.3941808303094928,-4.638330557558933,3.5123471654264367e-6,4.706346201832025e-6
TRCN0000021287,508.5273835196533,-1.791882750071127,0.24884096247071855,-7.2009155256421264,5.980959498016013e-13,9.891586862103405e-13
TRCN0000021836,5.7212914115425875,-0.4444552034453751,2.0153716440099414,-0.22053262720371125,0.8254563649554069,0.8360618000511938
TRCN0000073249,1068.0162362298756,-1.7284499546857799,0.16675286459831715,-10.365338903468668,3.564924870028737e-25,8.559438901134989e-25
TRCN0000050506,694.4179644080301,-1.7352401237728874,0.2130116512476749,-8.146221643788268,3.754716461824929e-16,6.77855300169157e-16
TRCN0000021364,247.34550495210107,-1.698892000573752,0.3597662401780567,-4.7222107325382465,2.332947680601013e-6,3.134898445807611e-6
TRCN0000010827,313.2405716101625,-1.6910772134687369,0.31866932306617096,-5.306683420912745,1.1163781934831386e-7,1.562268892063682e-7
TRCN0000118345,549.3287994288391,-1.5717699667815779,0.23542546821261479,-6.676295384329867,2.4505780604969425e-11,3.812905995444256e-11
TRCN0000118888,1017.3061712270763,-1.4994153513603807,0.24463581254327607,-6.129173548926465,8.8336727262154e-10,1.3222554428797103e-9
TRCN0000060025,843.92332732689,-1.5190273583813263,0.17010674724987973,-8.929847774644344,4.2659538617422796e-19,8.6600694274854e-19
TRCN0000058954,1247.5162759692369,-1.4921645503356094,0.15700610996096007,-9.503862943337934,2.0224535691820767e-21,4.449397852200569e-21
TRCN0000021835,297.01767962137814,-1.494782743474126,0.28505549801939994,-5.243830600918268,1.5727660843294058e-7,2.1815787621343373e-7
TRCN0000059906,666.1858186728485,-1.4707229737790881,0.24038965276845986,-6.118079363406165,9.470989871734385e-10,1.4131792458455406e-9
TRCN0000148941,1596.2125544596004,-1.4518487010649619,0.17042626715935058,-8.518925663656448,1.610401617713647e-17,3.0591163260182935e-17
TRCN0000063030,407.5293983914847,-1.4893159979228057,0.29845051282946494,-4.990160625972196,6.032910521046496e-7,8.223535090648393e-7
TRCN0000003947,3231.031785017907,-1.3955697949129788,0.16541071247100922,-8.436997665175852,3.255929646904155e-17,6.039430286218296e-17
TRCN0000058441,1927.3693941575498,-1.3619150979803036,0.15162821825010153,-8.981936961983603,2.660412477226603e-19,5.495087780472415e-19
TRCN0000007623,3809.3402655451664,-1.2833484583460693,0.1608052709543302,-7.980761145015881,1.4543365643845549e-15,2.5764089698647732e-15
TRCN0000052042,560.4205768298914,-1.317157080571806,0.23002987303417266,-5.726026203458072,1.0281034805672923e-8,1.5009041552726213e-8
TRCN0000014163,1077.1676267422115,-1.293455702261785,0.1600883967616388,-8.079634304712641,6.496128217900802e-16,1.1638896390405605e-15
TRCN0000117593,829.2883361779071,-1.2786447621385542,0.2545865781514529,-5.022435870039824,5.102023538441358e-7,6.974731600239197e-7
TRCN0000059907,696.9058218479086,-1.3074144042458868,0.23329961330511856,-5.604014450448308,2.094432350167724e-8,3.020324700089431e-8
TRCN0000046915,749.0363906462169,-1.2904304931985915,0.19814324476715167,-6.5126141177058186,7.385406547589644e-11,1.134187434094124e-10
TRCN0000151067,1018.0077699612907,-1.2601102509696982,0.18147949628947424,-6.943540602293286,3.823926369265234e-12,6.152099226743046e-12
TRCN0000142066,766.2118521348019,-1.2292530995076505,0.24128438001834462,-5.0946236114173304,3.494347809779102e-7,4.790801489929029e-7
TRCN0000064260,2132.6245270146583,-1.201418118521712,0.16665950969272494,-7.208818271077373,5.643952383018397e-13,9.366980621641058e-13
TRCN0000116055,728.511960073463,-1.218152344605717,0.20799536017796658,-5.856632299698571,4.7234733047369696e-9,6.938518239567039e-9
TRCN0000117547,590.898487023273,-1.1674582126151907,0.27776137592832484,-4.203097744289862,2.6328682836997482e-5,3.4401842491435934e-5
TRCN0000117132,1497.8504333815015,-1.1729935134172098,0.21457858792164605,-5.466498427352554,4.590124961678719e-8,6.559302437685903e-8
TRCN0000148564,1630.2697332735117,-1.170407962104606,0.18911716850187096,-6.188798041850055,6.062469474341046e-10,9.16149540371666e-10
TRCN0000007622,2659.829014863808,-1.1352210868521355,0.16074872676416935,-7.062084469991427,1.6402322205544293e-12,2.6752753114560177e-12
TRCN0000003905,86.9175897123935,-1.5200956998294253,0.8004576767022293,-1.899033195723728,0.057560111514630995,0.06436390720193962
TRCN0000117567,448.014148598563,-1.1339532825542962,0.2674805310716983,-4.2393862387327905,2.2413174023435992e-5,2.9448420314125623e-5
TRCN0000007619,2549.6171706335426,-1.046784198261012,0.15187427241157833,-6.892439263341676,5.484371088310778e-12,8.763876772874993e-12
TRCN0000046917,1065.7700448333,-1.0623441419279807,0.1938194057051584,-5.481103081824727,4.226821051748059e-8,6.058443507505551e-8
TRCN0000116053,2300.080164436542,-1.0116778818630034,0.16968465838184116,-5.96210577615347,2.4900786240592385e-9,3.692185546018871e-9
TRCN0000134934,1478.0998036852498,-1.0145639146784249,0.19122468344735455,-5.305611683534261,1.1229578709361326e-7,1.5668409231645743e-7
TRCN0000014254,3844.250334839472,-0.9843105933860246,0.1390514048434517,-7.07875331784092,1.4545704140149756e-12,2.380663687989908e-12
TRCN0000117594,1350.368119833286,-0.9749340717964742,0.1581940998671541,-6.162897811076329,7.142560422330305e-10,1.0759334648924314e-9
TRCN0000073251,2036.8807715659148,-0.9298221249850921,0.16227932056606825,-5.729763482750943,1.005707620552368e-8,1.472754503161827e-8
TRCN0000050503,1284.1440738042847,-0.9323487812723724,0.1576861942521028,-5.912684910016713,3.365756615374751e-9,4.959510526704852e-9
TRCN0000077977,33.52408940934882,-0.9687691354875798,0.9360589494497994,-1.0349445791389602,0.3006947940553418,0.31818487156191644
TRCN0000058955,1966.1232844362198,-0.7610229737582641,0.1428038486751895,-5.329148904727544,9.867407293447722e-8,1.3932189999405292e-7
TRCN0000140184,447.0148130046185,-0.8016696516100709,0.26819143906224735,-2.9891694321532873,0.0027973696226710264,0.0033413026048570594
TRCN0000021837,789.7347934501377,-0.7609909644773057,0.221606569109833,-3.4339729527609,5.948035439460105e-4,7.326616569959972e-4
TRCN0000007184,3481.592054296252,-0.7391341920147227,0.12221422225948123,-6.047857428944868,1.4678475860263716e-9,2.183307887391427e-9
TRCN0000152679,4308.567469546682,-0.719351830369751,0.11347311523732118,-6.3394032045853015,2.3065687254476263e-10,3.508061116195264e-10
TRCN0000118342,4610.320909588749,-0.6972760437947051,0.11764618042215087,-5.9268906248606035,3.087244530172785e-9,4.563333321161648e-9
TRCN0000116931,1748.3226626227477,-0.7223667135156561,0.18372047598284458,-3.9318791748781945,8.428442698730484e-5,1.077473890945816e-4
TRCN0000003909,597.8189790266729,-0.7409160439583029,0.2351466290272684,-3.1508682349530246,0.0016278591097373934,0.0019592299208798652
TRCN0000021838,852.2354886934298,-0.7139502637916297,0.20697900095057326,-3.4493850125507253,5.618649692149825e-4,6.93895901928686e-4
TRCN0000014035,1785.2272337703005,-0.6884264254698024,0.17604562435502502,-3.9105000649233803,9.210523550133137e-5,1.1711230212938102e-4
TRCN0000117133,3632.520649756707,-0.6363462415747281,0.09700954962724326,-6.559624738181678,5.394335390968142e-11,8.338302744862521e-11
TRCN0000150723,1964.7206990379002,-0.6498587525315563,0.14433881574389798,-4.502314565782556,6.721739467703304e-6,8.930850472538378e-6
TRCN0000065001,3135.603319752945,-0.61038104539509,0.1149718962875311,-5.3089586682000895,1.1025332955682353e-7,1.5479678090182523e-7
TRCN0000019570,3029.6678965814954,-0.5223570199477292,0.14058597945831317,-3.7155698026247315,2.027462830576821e-4,2.543739837832457e-4
TRCN0000011510,1485.220153252014,-0.5316233167210112,0.13508352496967985,-3.9355155770501,8.301827906794944e-5,1.0641638482151784e-4
TRCN0000005064,5142.423874250106,-0.4824596088683129,0.14223787481211964,-3.3919208193006836,6.940449389863211e-4,8.526837821831945e-4
