gene,m.x,NScore.x,p.value.pos,FDR.pos,rank.pos,m.y,NScore.y,p.value.neg,FDR.neg,rank.neg,p.value.twosides
FCRL4,15,0.47606420852446035,0.10641347187388032,0.3092641526334647,32,15,0.47606420852446035,0.8939448226442135,1,62,0.21282694374776065
TGM6,15,0.428489290841865,0.1121461841633823,0.3160483371877138,33,15,0.428489290841865,0.8882121103547116,1,61,0.2242923683267646
RPS19,12,0.32731276657423697,0.13041920458616982,0.34654245790039406,34,12,0.32731276657423697,0.869939089931924,1,60,0.26083840917233964
CYP7A1,15,0.32530478822366843,0.13041920458616982,0.34654245790039406,35,15,0.32530478822366843,0.869939089931924,1,59,0.26083840917233964
RPS7,6,0.25683380713576964,0.1483339304908635,0.3746404950274531,36,6,0.25683380713576964,0.8520243640272304,1,58,0.296667860981727
KRT74,15,0.2549087407992813,0.14905051952705123,0.3746404950274531,37,15,0.2549087407992813,0.8513077749910426,1,57,0.29810103905410246
POLR2F,15,0.23537164662010207,0.15729129344321033,0.38494974447943575,38,15,0.23537164662010207,0.8430670010748835,1,56,0.31458258688642066
OR12D2,15,0.2116662264092188,0.16624865639555714,0.3964391037124824,39,15,0.2116662264092188,0.8341096381225367,1,55,0.3324973127911143
SPATA16,18,0.12994225906546006,0.20279469724113222,0.47149767108563245,40,18,0.12994225906546006,0.7975635972769617,1,54,0.40558939448226444
RPL35A,12,0.11116808165447402,0.21354353278394841,0.48437923290017565,41,12,0.11116808165447402,0.7868147617341454,1,53,0.42708706556789683
TPH2,15,-0.020238519377937327,0.30240057327122893,0.6610033912992759,42,15,-0.020238519377937327,0.697957721246865,1,52,0.6048011465424579
TAS2R13,15,-0.02292488385097438,0.3056252239340738,0.6610033912992759,43,15,-0.02292488385097438,0.6947330705840201,1,51,0.6112504478681476
TRIM42,15,-0.051546507204539384,0.3274811895378001,0.6921761506139866,44,15,-0.051546507204539384,0.6728771049802938,1,50,0.6549623790756002
NPSR1,15,-0.08270181478056561,0.35435327839484054,0.7323301086826706,45,15,-0.08270181478056561,0.6460050161232533,1,49,0.7087065567896811
TAS2R9,15,-0.23130458122590963,0.49982085274095306,1,46,15,-0.23130458122590963,0.5005374417771408,0.9697912934432102,48,0.9996417054819061
NUP54,15,-0.2661253605010302,0.5306341812970261,1,47,15,-0.2661253605010302,0.4697241132210677,0.9294540963736021,47,0.9394482264421354
RPL30,15,-0.3082652536278596,0.5718380508778216,1,48,15,-0.3082652536278596,0.4285202436402723,0.8663561447509853,46,0.8570404872805446
IL22,15,-0.33206202897997833,0.587603009673952,1,49,15,-0.33206202897997833,0.41275528484414187,0.8530275886778933,45,0.8255105696882837
NUP205,12,-0.3340475271940292,0.5897527767825153,1,50,12,-0.3340475271940292,0.41060551773557863,0.8530275886778933,44,0.8212110354711573
RPL18A,15,-0.3377006794849686,0.5936940164815478,1,51,15,-0.3377006794849686,0.40666427803654603,0.8530275886778933,43,0.8133285560730921
PSMA3,15,-0.3689953423786595,0.6262988176280903,1,52,15,-0.3689953423786595,0.3740594768900036,0.8282745559707222,42,0.7481189537800071
IL1F10,15,-0.37111916369118153,0.6284485847366535,1,53,15,-0.37111916369118153,0.37190970978144033,0.8282745559707222,41,0.7438194195628807
PSMC4,15,-0.4118912656986405,0.6649946255822285,1,54,15,-0.4118912656986405,0.3353636689358653,0.7797205302758868,40,0.6707273378717306
NLRP5,33,-0.43870239794757415,0.6886420637764242,1,55,33,-0.43870239794757415,0.31171623074166965,0.7433233194609046,39,0.6234324614833393
PSMB3,15,-0.45988858581123737,0.7054819061268363,1,56,15,-0.45988858581123737,0.2948763883912576,0.7216711610628147,38,0.5897527767825153
KRT9,15,-0.46612281262406213,0.7115729129344321,1,57,15,-0.46612281262406213,0.2887853815836618,0.7216711610628147,37,0.5775707631673236
PSMB2,15,-0.5274706927347982,0.7610175564313866,1,58,15,-0.5274706927347982,0.23934073808670728,0.6182969067239938,36,0.47868147617341456
RPL9,15,-0.5803942270316774,0.8000716589036188,1,59,15,-0.5803942270316774,0.2002866356144751,0.5321902032041766,35,0.4005732712289502
COPA,15,-0.5879817798261374,0.8036546040845575,1,60,15,-0.5879817798261374,0.19670369043353636,0.5321902032041766,34,0.3934073808670727
RPS3A,15,-0.6220532040345752,0.8269437477606593,1,61,15,-0.6220532040345752,0.17341454675743462,0.48871372268004304,33,0.34682909351486924
RPS11,15,-0.6288383939615249,0.8308849874596919,1,62,15,-0.6288383939615249,0.169473307058402,0.48871372268004304,32,0.338946614116804
POLA1,15,-0.646873758012044,0.8412755284844142,1,63,15,-0.646873758012044,0.15908276603367968,0.4772482981010391,31,0.31816553206735937
NUP133,15,-0.6959833243812605,0.8695807954138302,1,64,15,-0.6959833243812605,0.1307774991042637,0.4054102472232175,30,0.2615549982085274
CRYGB,18,-0.7425658697937544,0.8910784664994625,1,65,18,-0.7425658697937544,0.10927982801863131,0.3504491036459556,29,0.21855965603726263
PSMC1,15,-0.85587071342905,0.9290576854174131,1,66,15,-0.85587071342905,0.07130060910068076,0.2368198802272611,28,0.1426012182013615
RPL36,15,-0.9327815700798122,0.9509136510211393,1,67,15,-0.9327815700798122,0.049444643496954495,0.17030932760062104,27,0.09888928699390899
PSMD7,12,-0.9845415362590992,0.9627373701182372,1,68,12,-0.9845415362590992,0.03762092439985668,0.13456715266102584,26,0.07524184879971337
RPS9,12,-0.9956833593804287,0.9641705481906127,1,69,12,-0.9956833593804287,0.03618774632748119,0.13456715266102584,25,0.07237549265496238
COPZ1,15,-1.0630139142636676,0.9781440343962737,1,70,15,-1.0630139142636676,0.022214260121820137,0.08608025797205303,24,0.044428520243640274
COPS6,15,-1.127508495745854,0.9842350412038696,1,71,15,-1.127508495745854,0.016123253314224293,0.0651940242705591,23,0.032246506628448586
RPL5,15,-1.1374543917461806,0.9842350412038696,1,72,15,-1.1374543917461806,0.016123253314224293,0.0651940242705591,22,0.032246506628448586
RPL27,15,-1.1847420585958395,0.9863848083124328,1,73,15,-1.1847420585958395,0.013973486205661053,0.06188258176792752,21,0.027946972411322105
RPS24,15,-1.197151692474225,0.9871013973486206,1,74,15,-1.197151692474225,0.013256897169473307,0.06164457183805088,20,0.026513794338946614
PSMD6,15,-1.2672972704450458,0.9899677534933715,1,75,15,-1.2672972704450458,0.010390541024722321,0.05085896396311452,19,0.020781082049444642
RPS13,15,-1.2837305505431178,0.9903260480114654,1,76,15,-1.2837305505431178,0.01003224650662845,0.05085896396311452,18,0.0200644930132569
NUP98,15,-1.285525568122983,0.9906843425295593,1,77,15,-1.285525568122983,0.009673951988534575,0.05085896396311452,17,0.01934790397706915
RPL3,15,-1.2949804824421385,0.9910426370476532,1,78,15,-1.2949804824421385,0.009315657470440702,0.05085896396311452,16,0.018631314940881404
RPL34,15,-1.314642214963261,0.9924758151200287,1,79,15,-1.314642214963261,0.007882479398065209,0.048871372268004296,15,0.015764958796130418
RPS8,12,-1.3621853603644063,0.9946255822285919,1,80,12,-1.3621853603644063,0.00573271228950197,0.03808158878026309,14,0.01146542457900394
RPS27,15,-1.3757027358948295,0.9946255822285919,1,81,15,-1.3757027358948295,0.00573271228950197,0.03808158878026309,13,0.01146542457900394
NUP93,15,-1.3960040828799665,0.9949838767466858,1,82,15,-1.3960040828799665,0.005374417771408097,0.03808158878026309,12,0.010748835542816195
PSMC2,9,-1.449347397681606,0.9960587603009674,1,83,9,-1.449347397681606,0.004299534217126478,0.036350607472069314,11,0.008599068434252956
COPS8,15,-1.5036286933234873,0.997133643855249,1,84,15,-1.5036286933234873,0.0032246506628448583,0.029989251164457185,10,0.006449301325689717
RPL6,15,-1.5262309828686296,0.9974919383733429,1,85,15,-1.5262309828686296,0.002866356144750985,0.029619013495760182,9,0.00573271228950197
COPS4,15,-1.5917110190851638,0.9982085274095306,1,86,15,-1.5917110190851638,0.002149767108563239,0.024991042637047652,8,0.004299534217126478
COPB1,15,-1.7014352518521192,0.9985668219276245,1,87,15,-1.7014352518521192,0.0017914725904693658,0.023800992987664433,7,0.0035829451809387316
COPS2,15,-1.742330022790803,0.9989251164457184,1,88,15,-1.742330022790803,0.0014331780723754925,0.022214260121820133,6,0.002866356144750985
PSMD11,15,-2.0009591956950588,0.9992834109638122,1,89,15,-2.0009591956950588,0.0010748835542816195,0.019992834109638126,5,0.002149767108563239
PSMD1,15,-2.0715817487707913,0.9992834109638122,1,90,15,-2.0715817487707913,0.0010748835542816195,0.019992834109638126,4,0.002149767108563239
POLR2D,15,-2.104330947911675,0.9992834109638122,1,91,15,-2.104330947911675,0.0010748835542816195,0.019992834109638126,3,0.002149767108563239
POLR2A,15,-2.6848598260583736,1,1,92,15,-2.6848598260583736,3.5829451809387314e-4,0.0166606950913651,2,7.165890361877463e-4
RPL11,15,-3.1345854869440344,1,1,93,15,-3.1345854869440344,3.5829451809387314e-4,0.0166606950913651,1,7.165890361877463e-4
