Gene,pos.pvalue,pos.fdr,neg.pvalue,neg.fdr,p.value.twosides
RPL9,0.9998711982717617,0.9999999944039635,0.0019063148962421561,0.008058512970478205,0.0038126297924843122
RPS11,0.99643295304118,0.9999999944039635,0.026542693314009935,0.07713970244384137,0.05308538662801987
RPS13,0.9999999290515768,0.9999999944039635,2.706149257791779e-6,3.145898512182943e-5,5.412298515583558e-6
RPS19,0.9999999553159515,0.9999999944039635,1.8816213988026576e-6,2.9165131681441192e-5,3.763242797605315e-6
RPS24,0.4161121311862894,0.9438641024469491,0.8379341405583236,0.9999999983423613,0.8322242623725788
RPS27,0.9919400149160914,0.9999999944039635,0.05163123000744552,0.13338067751923427,0.10326246001489103
RPS3A,0.9931631732829357,0.9999999944039635,0.03595659557437125,0.09835186436519196,0.0719131911487425
RPS7,0.5071225697309131,0.9999999944039635,0.7194987660907655,0.9999999983423613,1
RPS8,0.999999544511675,0.9999999944039635,7.210216331321462e-6,6.095910171026327e-5,1.4420432662642924e-5
RPS9,0.9999997931962381,0.9999999944039635,6.131003767340104e-6,5.701833503626297e-5,1.2262007534680208e-5
RPTN,0.215885761990819,0.5283519964512149,0.9405666747485559,0.9999999983423613,0.431771523981638
RXFP2,0.004444095533696957,0.02066504423169085,0.9994130563519359,0.9999999983423613,0.008888191067393914
SAGE1,0.003241655301163826,0.015867049632012412,0.9995833035495932,0.9999999983423613,0.006483310602327652
SPATA16,0,0,0.9999980684646235,0.9999999983423613,0
TAAR1,0.0012225848153691876,0.006688258107607909,0.9988166564050193,0.9999999983423613,0.0024451696307383752
TAAR8,2.0485182805896063e-4,0.0014654784622679493,0.9999847071044217,0.9999999983423613,4.0970365611792126e-4
TAS2R13,0.01610333228906713,0.059904396115329724,0.9971244159261886,0.9999999983423613,0.03220666457813426
TAS2R9,0,0,0.9999999740952149,0.9999999983423613,0
TGM6,0.005716769694855683,0.025317122934360885,0.9993183672874467,0.9999999983423613,0.011433539389711367
TPH2,0.2114715028709635,0.5283519964512149,0.8932362851413423,0.9999999983423613,0.422943005741927
TRIM42,0,0,0.9999999983423613,0.9999999983423613,0
VN1R2,1.8443972358506144e-5,2.4323066038844932e-4,0.9999977949710535,0.9999999983423613,3.688794471701229e-5
