gene,nSGRNA,nSGRNA.good,beta,zstat,pval,FDR,bsta
RPL6,2,2,-1.1182957997842982,-1.5301099256491095,0.12598952180606005,0.1362444828832975,0.6295019664134665
COPS2,10,10,-1.1030531359070406,-2.755102151451026,0.005867381356950465,0.00866137247930783,0.3778419357978662
PSMC1,10,10,-0.9900183036199279,-2.7150186605504523,0.006627203613299973,0.00948199901595227,0.344648183302587
RPS11,10,10,-0.9036726629467741,-2.0332130650099822,0.04203100166452834,0.05011388660001456,0.4294588521880149
PSMB3,10,10,-0.8583545989162814,-1.7224786418352642,0.08498284855440316,0.09522174597059631,0.4853218563837834
NUP205,10,10,-0.8389855241931687,-2.434099214098614,0.01492890244929378,0.019834113254061734,0.32901982694252874
NUP54,11,11,-0.7503000814915189,-2.272479926150252,0.0230575390881863,0.02937467308494967,0.31807474355752896
COPZ1,16,16,-0.7250823908229941,-2.392697697262648,0.016725014978093065,0.021907413985389507,0.29483404468112717
RPL5,10,10,-0.7235681907557292,-1.754040348954489,0.07942359361330657,0.09119005192638903,0.40145390257704133
POLA1,10,10,-0.7199551631038454,-1.747005393175729,0.08063640260249294,0.09145348100038833,0.40112442306469887
PSMC2,14,14,-0.7171668492105907,-3.1254992998767053,0.0017750349255206627,0.003174581693719647,0.2180713137858205
POLR2F,10,10,-0.7164435903367896,-2.5908745886046356,0.009573237157099386,0.013489561448640044,0.2625443830554197
RPL30,10,10,-0.6466825344318398,-1.653937812740575,0.09814014873547036,0.10865516467141362,0.3813869033697244
RPS3A,6,6,-0.6323063213903408,-2.4488765691842844,0.014330254647736507,0.019314691046949207,0.23778354349870673
COPS6,10,10,-0.5861463069098108,-2.224371689461095,0.026123446987654036,0.03196684960331349,0.25321773911110373
NUP133,10,10,-0.5808264248384001,-1.587159921159048,0.11247642945160881,0.123062446341172,0.35748013018867575
PSMD1,12,12,-0.561961498666499,-2.2661766470096167,0.02344056987015909,0.029459094566551287,0.23972165854469443
RPL3,11,11,-0.5377038566179208,-2.518118447873884,0.011798363676848583,0.01613599738157233,0.20422963810956682
RPL27,10,10,-0.3947589867529564,-1.0126587358690933,0.31122319410900817,0.32159730057930846,0.3846300067563691
COPS8,16,16,-0.32765083924314947,-1.3598669982344371,0.17387201605374675,0.18168648868537585,0.23817461144126992
NUP98,16,16,-0.29963954445759416,-1.8510605031167848,0.06416084941474359,0.07553112652621714,0.15898598754071225
RPS27,5,5,-0.2725811290809159,-1.7737699180434103,0.07610121588485093,0.08846766346613921,0.14483271309596596
RPS24,13,13,-0.037205075169057245,-0.16594794420808906,0.8681979165236344,0.8681979165236344,0.2230481781595507
LYZL6,10,10,0.04829509916548449,0.640510351069752,0.5218408618314885,0.5333098917618508,0.07470228880850198
RPS7,8,8,0.07290921511798544,0.3291492809802299,0.7420428567215833,0.7501085399468179,0.21946910127997601
KRT25,10,10,0.10584543254103779,1.4245504132637803,0.1542872025091537,0.16305352083353744,0.07281977123946289
MRGPRD,10,10,0.11328081031576642,1.489598405333081,0.13632986156999605,0.14573192098861645,0.0744371069559547
TPH2,10,10,0.19969907688725194,2.162028147985585,0.03061600661577454,0.036977774224247174,0.08892354906238012
KRT74,10,10,0.2149540660251768,3.3305910266632823,8.666182388036514e-4,0.0016119099241747917,0.05944900103517656
KRT9,10,10,0.24123997413223533,3.0374676535540526,0.002385750081686543,0.0039949815373169365,0.07411225629150588
DMRTC2,10,10,0.2431827791314244,4.155239070124401,3.249475928793273e-5,7.55503153444436e-5,0.05160810207909341
PIWIL3,10,10,0.24831151404665464,3.0018956721831,0.0026830410978414504,0.004377593370162366,0.07730348635559636
IL22,10,10,0.2601350560211106,2.8998208597359723,0.0037337598312811595,0.005885418039138099,0.0841845092307113
RPTN,10,10,0.2602486244433911,2.8225052366601715,0.0047650043816262625,0.007300505332529537,0.08679247515290459
FCRL4,10,10,0.26391796071570006,3.050309290319024,0.0022860581282174194,0.003976923770142565,0.080694231643045
IL1F10,10,10,0.2693463374293201,2.8157069744527816,0.004867003555019692,0.007300505332529537,0.09006718466534526
RNASE9,11,11,0.2812546660518349,3.2986456242040334,9.715247374733255e-4,0.0017716039330395936,0.07927883004895238
KRT77,10,10,0.28768343384248374,3.9987387693848615,6.368091810250584e-5,1.377284972914661e-4,0.06402170140209619
NPHS2,10,10,0.31894401587015225,4.750809541172376,2.0260389361028e-6,6.078116808308401e-6,0.05697357076569299
ADH7,10,10,0.3276921802563754,3.372799286125599,7.440817173533677e-4,0.001412236728854351,0.08931784349981332
LHX5,10,10,0.3325933019636673,3.8834147281477005,1.0299966427047155e-4,0.00021770383584440579,0.07670778059354469
OR9Q2,10,10,0.3409688910073696,4.5559338295642,5.215335390060966e-6,1.4265476213990289e-5,0.06435734231428064
CABP5,10,10,0.34680040867003004,4.931142302085941,8.175015204600583e-7,2.7152729072423367e-6,0.05892504193903003
DMRTB1,10,10,0.36581246026640873,4.7713465508007475,1.8299836916783867e-6,5.672949444202999e-6,0.06497157721189471
PLA2G2E,10,10,0.374856828839627,4.389873844211595,1.1341643936701137e-5,2.929924683647794e-5,0.07422331763272054
TAS2R13,10,10,0.37931238639131803,4.299681578548111,1.7104368616657452e-5,4.186069161445113e-5,0.0771149131105143
CYP7A1,10,10,0.40521972801329154,5.551770475708245,2.8279074185168667e-8,1.314976949610343e-7,0.05826153574176324
RXFP2,10,10,0.43662309813961164,6.228703508532414,4.703108784401424e-10,3.1242079782095175e-9,0.052641935620302116
OR12D2,10,10,0.4380362449927971,6.358056688615183,2.0432207286366055e-10,1.5834960646933692e-9,0.05108623794977317
CRYGB,10,10,0.44056923100267853,5.588692423903056,2.2878576687679543e-8,1.1198461220811565e-7,0.06273050996132737
TAAR8,10,10,0.4457614171450974,4.807117658135044,1.531218826895491e-6,4.91046037590623e-6,0.07838534806186569
OTUD6A,10,10,0.4491325278355881,5.023904116765419,5.063152204243691e-7,1.883492619978653e-6,0.07439533228084172
TGM6,14,14,0.4500711077261467,6.916950801229855,4.614682583008852e-12,4.7685053357758135e-11,0.050968703071422594
OC90,10,10,0.4525605085440646,4.9844351045498705,6.214309794303797e-7,2.2228108110394354e-6,0.07577722575741148
MAGEB3,10,10,0.4603346655042289,4.9764568916790175,6.47586900810849e-7,2.2305771027929245e-6,0.07724774014812044
NPSR1,10,10,0.46222611394286395,6.252041371348951,4.0512203547565745e-10,2.8981807153258575e-9,0.05539531060825565
SAGE1,10,10,0.473404814038186,6.9315339745894295,4.16301442527878e-12,4.7685053357758135e-11,0.047680134524343006
VN1R2,10,10,0.4763123604591243,5.255495163691725,1.4762673303549702e-7,6.240584623773284e-7,0.07410089496438006
TAAR1,10,10,0.47966773466989215,5.921379474294711,3.192522375932122e-9,1.7464975350687492e-8,0.062610121906067
DEFB129,10,10,0.492252029167748,6.552126501255951,5.672345744804923e-11,5.275281542668579e-10,0.05462496167771418
POU4F2,10,10,0.5006565275414321,5.130764101891443,2.885683676359412e-7,1.1182024245892722e-6,0.08055344984673359
LUZP4,10,10,0.5190243110564474,6.5062882659732555,7.703034561263703e-11,6.512565583613859e-10,0.0582754335385133
FAM71B,10,10,0.5449443624936404,5.422868609126218,5.865010398535749e-8,2.597361747922975e-7,0.08107112107735776
NLRP5,10,10,0.5459815283239442,6.189131286358111,6.049668271440213e-10,3.750794328292932e-9,0.06650069655843724
ABCG8,10,10,0.5466497052471497,7.998067338341431,1.2638725140345286e-15,2.938503595130279e-14,0.04185946686306654
SPATA16,10,10,0.5479274319093957,7.925041530084548,2.2807009579882757e-15,4.2421037818581934e-14,0.04276021445091245
OLIG2,10,10,0.548420706400781,7.10163310270313,1.2329118769159512e-12,1.9110134092197243e-11,0.052887005936932484
HTR3D,10,10,0.5644812757954402,6.97587990174738,3.0396231161163045e-12,4.038356425697376e-11,0.05621290408441658
OR52E8,10,10,0.5650028950010801,8.24472261686804,1.6554378656574348e-16,5.131857383538048e-15,0.04056883533985441
TAS2R9,10,10,0.6091175693021945,8.33117034320459,8.00470570422483e-17,3.722188152464546e-15,0.0427557727421646
TRIM42,10,10,0.6372216949863257,8.890131352877296,6.103671139231829e-19,5.676414159485601e-17,0.03855622282690578
