gene,log2FC,p_value_neg,p_value_pos,p_value_twosided,fdr_neg,fdr_pos,fdr_twosided
PSMA3,-1.1547753662235238,9.15849035996738e-13,0.9802222227836819,0.9802222227836819,2.6616862608655198e-12,1,1
RPL34,-1.5396452034935195,3.5127518682827147e-15,0.9637637844624766,0.9637637844624766,1.4203735815230107e-14,1,1
RPS24,-0.03083334614043938,0.011957115287044474,4.791886012268033e-9,4.791886012268033e-9,0.024174167862937742,1.2379038865025752e-8,1.2379038865025752e-8
PSMC4,-1.1348803124272548,5.962155823061747e-19,0.9998127425951641,0.9998127425951641,3.261649950263191e-18,1,1
RPL27,-0.3853895682449512,5.818790926560353e-7,2.5648470193359874e-8,2.5648470193359874e-8,1.2884465623097925e-6,6.277125599953863e-8,6.277125599953863e-8
RPL9,-1.684921887491445,2.6777856550731273e-21,0.8973661904906759,0.8973661904906759,1.660227106145339e-20,1,1
PSMC2,-0.714056580142244,2.396802755411134e-21,0.2904172005147154,0.2904172005147154,1.5921618303802532e-20,0.40922423708891714,0.40922423708891714
NUP54,-0.7404463974719491,2.241770974040807e-14,0.622766040204492,0.622766040204492,7.445882163778395e-14,0.7933868731372296,0.7933868731372296
COPS4,-1.5269939446408576,1.1740612008817567e-21,0.9928590291806603,0.9928590291806603,8.399053206307953e-21,1,1
NUP133,-0.5728340264613541,6.07522395120778e-15,7.545543131346827e-4,7.545543131346827e-4,2.2599833098492942e-14,0.0013494913677216443,0.0013494913677216443
RPL35A,-1.7584740169334396,1.2201464193125944e-14,0.24105274009975494,0.24105274009975494,4.3643698844642807e-14,0.3448908435273417,0.3448908435273417
RPL3,-0.5233551737002656,4.6297420553255984e-10,0.9969969463691783,0.9969969463691783,1.1960166976257796e-9,1,1
RPL30,-0.6466439163776319,2.3231408724950235e-11,1.5335671847393684e-4,1.5335671847393684e-4,6.354473563001094e-11,2.9106479220563524e-4,2.9106479220563524e-4
POLA1,-0.705782994575209,1.2243125101637612e-9,0.16417124752445805,0.16417124752445805,3.077326039060265e-9,0.2423480320599143,0.2423480320599143
NUP98,-0.2945896695827289,1.5499050316969556e-12,0.00895164544850875,0.00895164544850875,4.3679141802368745e-12,0.014866125476987745,0.014866125476987745
COPS2,-1.0706543029495461,4.357709179625064e-17,0.10770860033830619,0.10770860033830619,2.0263347685256548e-16,0.1615629005074593,0.1615629005074593
RPL6,-1.0591879359503817,0.001389870135809437,0.9993590151020283,0.9993590151020283,0.002937680059779037,1,1
PSMD7,-2.019119942896559,9.324289813388554e-22,1,1,7.22632460537613e-21,1,1
COPS8,-0.31765867444515394,2.2285424562889233e-9,8.758321826908258e-8,8.758321826908258e-8,5.454064432496575e-9,1.9644563539437162e-7,1.9644563539437162e-7
COPS6,-0.5741042971597465,1.9915976547385777e-14,0.3069892895038169,0.3069892895038169,6.859947477432879e-14,0.41985299888022015,0.41985299888022015
NUP205,-0.8202325174565683,1.1300831749849454e-13,0.6933473772300361,0.6933473772300361,3.624059837020687e-13,0.8597507477652448,0.8597507477652448
PSMD1,-0.5522144378388584,1.452537102441785e-13,0.10633635895753167,0.10633635895753167,4.3576113073253547e-13,0.1615629005074593,0.1615629005074593
RPS7,0.07850075822151292,0.0028724213789388907,5.469591688919854e-4,5.469591688919854e-4,0.005936337516473707,9.973961315089147e-4,9.973961315089147e-4
RPS27,-0.27153453754565715,1.4686732993479096e-5,0.9459357189094195,0.9459357189094195,3.176432949752456e-5,1,1
LYZL6,0.054471170970349723,0.3804732545914972,0.025893415687056436,0.025893415687056436,0.7528513335533882,0.04151875273959049,0.04151875273959049
CRYGB,0.4468782188822054,0.9999999964331792,1.366255900684211e-14,1.366255900684211e-14,1,9.07584276883083e-14,9.07584276883083e-14
MRGPRD,0.1185854822350029,0.7933110336399123,2.81078701174648e-4,2.81078701174648e-4,1,5.228063841848453e-4,5.228063841848453e-4
IL1F10,0.2803124841209236,0.9993856764933671,2.804007885654762e-6,2.804007885654762e-6,1,5.668972464475931e-6,5.668972464475931e-6
OTUD6A,0.45675100559082493,0.9999999998409624,2.0226897182167784e-10,2.0226897182167784e-10,1,5.878441993567512e-10,5.878441993567512e-10
KRT25,0.1134443417545807,0.6228724622964457,6.959566798872458e-5,6.959566798872458e-5,1,1.3771057708407205e-4,1.3771057708407205e-4
PIWIL3,0.25557608140894905,0.9964433614170228,7.101246028595891e-8,7.101246028595891e-8,1,1.6510397016485447e-7,1.6510397016485447e-7
TPH2,0.20798165611677977,0.9342804343009723,7.45448944767528e-5,7.45448944767528e-5,1,1.4443073304870854e-4,1.4443073304870854e-4
RNASE9,0.28902676798923627,0.9988785438991249,1.2548887125622337e-7,1.2548887125622337e-7,1,2.6523784151883575e-7,2.6523784151883575e-7
NPSR1,0.4668356084414468,0.9999999999999988,4.770507152686806e-16,4.770507152686806e-16,1,6.337959502855328e-15,6.337959502855328e-15
DMRTB1,0.3683014436700397,0.9999999971896479,4.833942491343301e-14,4.833942491343301e-14,1,2.5085385957219487e-13,2.5085385957219487e-13
RPTN,0.26654072090053926,0.9835435401054919,3.194378134039367e-8,3.194378134039367e-8,1,7.617363242709259e-8,7.617363242709259e-8
HTR3D,0.5735095271715129,0.9999999999999862,2.498833164973609e-13,2.498833164973609e-13,1,1.0563249288297528e-12,1.0563249288297528e-12
DMRTC2,0.24583211413669429,0.9999999881444342,3.148348184104854e-7,3.148348184104854e-7,1,6.506586247150031e-7,6.506586247150031e-7
OLIG2,0.5530977266035965,1,2.452515732700131e-13,2.452515732700131e-13,1,1.0563249288297528e-12,1.0563249288297528e-12
IL22,0.26144053206702916,0.9989936044641977,1.3929376754065792e-9,1.3929376754065792e-9,1,3.7012343946517676e-9,3.7012343946517676e-9
OR9Q2,0.34620833206662915,0.9963651762959141,6.522126200038013e-9,6.522126200038013e-9,1,1.6393452340636088e-8,1.6393452340636088e-8
RXFP2,0.4409881138298918,0.9999999999994068,1.4811156463885452e-15,1.4811156463885452e-15,1,1.377437551141347e-14,1.377437551141347e-14
LUZP4,0.522916741778449,1,7.042180099363435e-17,7.042180099363435e-17,1,1.0915379154013324e-15,1.0915379154013324e-15
KRT74,0.22146656899868145,0.9999997887471352,1.2889935781738236e-9,1.2889935781738236e-9,1,3.525776552063694e-9,3.525776552063694e-9
OC90,0.45826560912274433,0.9999999999824222,3.751868929113278e-12,3.751868929113278e-12,1,1.3420146554135958e-11,1.3420146554135958e-11
NPHS2,0.3272219799623812,0.9999999965077404,2.4441051709827127e-10,2.4441051709827127e-10,1,6.887932754587645e-10,6.887932754587645e-10
FCRL4,0.2685470057774536,0.9991093980919947,4.855235991719901e-14,4.855235991719901e-14,1,2.5085385957219487e-13,2.5085385957219487e-13
LHX5,0.3408888622098651,0.9999999732583652,1.2156728975205576e-7,1.2156728975205576e-7,1,2.629246034172369e-7,2.629246034172369e-7
FAM71B,0.5498152323318667,0.9999999998897506,4.555603352338111e-13,4.555603352338111e-13,1,1.8420483120323667e-12,1.8420483120323667e-12
CYP7A1,0.41172906958506006,0.9999999999874732,2.3036676741969028e-15,2.3036676741969028e-15,1,1.648008413079323e-14,1.648008413079323e-14
SAGE1,0.4735702594384053,0.9999999999999999,4.431527032554578e-14,4.431527032554578e-14,1,2.5085385957219487e-13,2.5085385957219487e-13
SPATA16,0.5531298077804097,1,1.8717399559103437e-14,1.8717399559103437e-14,1,1.160478772664413e-13,1.160478772664413e-13
TAAR8,0.4517960710920029,0.9999923181088418,6.765927961265853e-11,6.765927961265853e-11,1,2.1697631048197388e-10,2.1697631048197388e-10
CABP5,0.34758560022535023,0.9999999999999994,1.0897280930212473e-15,1.0897280930212473e-15,1,1.1260523627886223e-14,1.1260523627886223e-14
ADH7,0.32934363215773177,0.9998140402788445,7.395914356014083e-11,7.395914356014083e-11,1,2.292733450364366e-10,2.292733450364366e-10
TGM6,0.45597448584375716,1,7.60905813821386e-21,7.60905813821386e-21,1,2.3588080228462964e-19,2.3588080228462964e-19
TRIM42,0.6405967829794601,1,5.953828709909489e-22,5.953828709909489e-22,1,2.768530350107912e-20,2.768530350107912e-20
KRT9,0.24457865228520514,0.9999336925514813,8.87173837264904e-8,8.87173837264904e-8,1,1.9644563539437162e-7,1.9644563539437162e-7
TAS2R13,0.3905790552864666,0.9999999464013749,6.921711154017584e-14,6.921711154017584e-14,1,3.3879954595980803e-13,3.3879954595980803e-13
NLRP5,0.5508320639758428,0.9999999999999628,7.290081860218929e-16,7.290081860218929e-16,1,8.474720162504504e-15,8.474720162504504e-15
MAGEB3,0.4647920956787036,0.9999999999179835,9.142498737473703e-14,9.142498737473703e-14,1,4.251261912925272e-13,4.251261912925272e-13
VN1R2,0.48365069221463236,0.9999999999999996,1.9276651717310717e-15,1.9276651717310717e-15,1,1.4939405080915808e-14,1.4939405080915808e-14
ABCG8,0.5512665460528876,1,1.0892775447163307e-23,1.0892775447163307e-23,1,1.0130281165861874e-21,1.0130281165861874e-21
OR12D2,0.44201639431465445,0.999999999999835,1.1005156676897579e-10,1.1005156676897579e-10,1,3.3015470030692737e-10,3.3015470030692737e-10
POU4F2,0.5073580886539097,0.9999999865787251,1.7410567561562184e-15,1.7410567561562184e-15,1,1.471984348386621e-14,1.471984348386621e-14
DEFB129,0.4995785970556744,0.9999999999988656,1.1661436792979239e-12,1.1661436792979239e-12,1,4.518806757279455e-12,4.518806757279455e-12
KRT77,0.2904197426869951,0.9999999869956957,5.985636110191855e-12,5.985636110191855e-12,1,2.061719104621639e-11,2.061719104621639e-11
PLA2G2E,0.37838480462469926,0.9999992965012171,4.268447146109431e-11,4.268447146109431e-11,1,1.417734230672061e-10,1.417734230672061e-10
TAAR1,0.48903516486706344,0.9999999999999805,2.324808631246911e-12,2.324808631246911e-12,1,8.648288108238508e-12,8.648288108238508e-12
TAS2R9,0.6135125297737212,1,1.6442117277323247e-18,1.6442117277323247e-18,1,3.0582338135821237e-17,3.0582338135821237e-17
OR52E8,0.5652045975521276,1,1.2486069672752322e-20,1.2486069672752322e-20,1,2.9030111989149147e-19,2.9030111989149147e-19
