gene,pvalue,log2FoldChange,stat,padj
OR52E8,7.536831023619002e-115,0.41656612101621626,7.084296526176542,1.4602610108261815e-114
OR9Q2,2.823575949682962e-21,0.19563506841555173,2.815680072392621,3.089324274359006e-21
OTUD6A,1.1991601611389715e-69,0.3070409554279893,4.155021261200762,1.956524473437269e-69
PIWIL3,8.739721543826967e-27,0.10457796224695547,2.0419473362482305,1.0288532956657063e-26
PLA2G2E,3.4054271481025243e-41,0.22880879110649877,3.526446910879217,4.4606299263878137e-41
POLA1,0,-0.8565035455761866,-7.627387563401159,0
POLR2A,0,-1.37638783254159,-8.717803837299732,0
POLR2D,0,-1.6639895947285341,-14.413991505095082,0
POLR2F,0,-0.8610126504364564,-10.896992475243499,0
POU4F2,3.735909563598836e-61,0.35417444269988974,4.516761767548493,5.69573097401134e-61
PSMA3,0,-1.304242595574298,-9.877660135551888,0
PSMB2,0,-2.3420597289601055,-15.55610327910477,0
PSMB3,0,-0.9918245084978224,-9.323775797327881,0
PSMC1,0,-1.1386575830218713,-15.237891368508977,0
PSMC2,0,-0.864497743302306,-9.663291422420892,0
PSMC4,0,-1.2855578941588746,-11.280906154477051,0
PSMD1,1.5121349885788636e-194,-0.7010217715482102,-5.630276500936069,3.429964730191081e-194
PSMD11,0,-1.8670873059192965,-12.517672132422211,0
PSMD6,0,-1.3669749967326623,-12.758513124299293,0
PSMD7,0,-2.1689130253537923,-16.8677290358754,0
RNASE9,3.157038365019221e-26,0.13885568261703618,2.0562967765528133,3.624747752429476e-26
RPL11,0,-2.4051208284461745,-16.29975965223342,0
RPL18A,0,-1.8734920995192956,-18.002118940648792,0
RPL27,5.501419031515803e-233,-0.5356936930373624,-3.0852965025691406,1.3827891079215397e-232
RPL3,6.117397518083962e-148,-0.6754382627242618,-6.358075973038214,1.3230650446088567e-147
RPL30,0,-0.7974637630064656,-7.562614709800336,0
RPL34,0,-1.6882590955344645,-14.979094454258677,0
RPL35A,0,-1.9072401381977226,-12.402301919881872,0
RPL36,0,-1.8513119748408935,-12.54186883660555,0
RPL5,0,-0.8673604720290425,-7.9030449051829255,0
RPL6,1.1111078120393118e-22,-1.2196047138833943,-7.076330227867681,1.2301550776149525e-22
RPL9,0,-1.8362205518838481,-12.901505176580494,0
RPS11,0,-1.032043841248431,-8.782285111292802,0
RPS13,0,-2.0467088153991657,-17.629800663772603,0
RPS19,0,-2.127407929658807,-15.271314437967908,0
RPS24,1.0016102662418967e-224,-0.17979949760329597,-1.6723496485692388,2.3884552502691383e-224
RPS27,1.3933578651761187e-44,-0.419637415709834,-5.555532192578167,1.8511754494482718e-44
RPS3A,1.3321976826589182e-193,-0.7686563535582832,-9.545213193440645,2.949866297316176e-193
RPS7,2.375974776237255e-84,-0.07096305817897075,-0.8692094624084069,4.0919565590752733e-84
RPS8,0,-1.8519501833259147,-16.39029099822726,0
RPS9,0,-1.441423256793464,-7.507459700674933,0
RPTN,7.732320529859374e-19,0.11673091661944364,2.16706839487082,8.171656923601384e-19
RXFP2,6.633628820409586e-52,0.29256962951850596,4.624316281781607,9.207872840270022e-52
SAGE1,1.8386958688694904e-60,0.32602138956526755,5.044341609037608,2.758043803304236e-60
SPATA16,3.3327377692586436e-80,0.4026694045783122,5.846335614205563,5.53472522394739e-80
TAAR1,1.2268010613609524e-68,0.33474735432530583,4.937557023933241,1.9671120466649754e-68
TAAR8,2.4454675765692357e-67,0.3001324245439744,4.664050234783067,3.854720078320999e-67
TAS2R13,1.2726057061171014e-52,0.23901816918069282,3.7692442963513666,1.7932171313468248e-52
TAS2R9,5.432833164445001e-125,0.46433206187376386,7.4611953449123884,1.0750074133901812e-124
TGM6,1.4653207621926777e-87,0.30400060634297726,4.703377649022392,2.620669824690751e-87
TPH2,2.1415971323263182e-17,0.05825478566483082,1.207081433045147,2.2378486888353666e-17
TRIM42,5.717700349901856e-134,0.4910738129926597,7.9480929734351005,1.2085139375928924e-133
VN1R2,1.7946756477546527e-80,0.33204395233086853,5.2910640902255075,3.0346333680215037e-80
