gene,m.x,NScore.x,p.value.pos,FDR.pos,rank.pos,m.y,NScore.y,p.value.neg,FDR.neg,rank.neg,p.value.twosides
KRT9,30,1.6313183494872951,0.17986384808312433,0.3936573537866731,42,30,1.6313183494872951,0.8204944464349695,1,52,0.35972769616624867
TPH2,30,1.6247299094264804,0.18201361519168757,0.3936573537866731,43,30,1.6247299094264804,0.8183446793264063,1,51,0.36402723038337514
KRT74,30,1.5360959351167065,0.1963453959154425,0.3991766538216864,44,30,1.5360959351167065,0.8040128986026513,1,50,0.392690791830885
RNASE9,33,1.4519448261534935,0.20351128627731996,0.3991766538216864,45,33,1.4519448261534935,0.7968470082407739,1,49,0.4070225725546399
MRGPRD,30,1.3939618669741174,0.2070942314582587,0.3991766538216864,46,30,1.3939618669741174,0.7932640630598352,1,48,0.4141884629165174
RPS7,24,1.3650822147294517,0.20816911501254032,0.3991766538216864,47,24,1.3650822147294517,0.7921891795055536,1,47,0.41633823002508064
KRT25,30,1.307280065632088,0.20924399856682194,0.3991766538216864,48,30,1.307280065632088,0.7911142959512719,1,46,0.4184879971336439
LYZL6,30,1.2578738695343188,0.21031888212110356,0.3991766538216864,49,30,1.2578738695343188,0.7900394123969904,1,45,0.4206377642422071
NUP98,48,-0.08002803088228498,0.2508061626657112,0.4664994625582229,50,48,-0.08002803088228498,0.7495521318523827,1,44,0.5016123253314224
COPS8,48,-0.14821140830467586,0.27660336796847007,0.5043943768836807,51,48,-0.14821140830467586,0.7237549265496238,1,43,0.5532067359369401
RPS27,15,-0.44541541908779636,0.5682551056968829,1,52,15,-0.44541541908779636,0.432103188821211,0.9567999181041101,42,0.864206377642422
RPL27,30,-0.4780372436523894,0.6087423862414905,1,53,30,-0.4780372436523894,0.39161590827660336,0.8882994992615636,41,0.7832318165532067
RPL3,33,-0.5370491136897838,0.6746685775707632,1,54,33,-0.5370491136897838,0.32568971694733073,0.757228591902544,40,0.6513794338946615
PSMD1,36,-0.6837402704147739,0.8043711931207452,1,55,36,-0.6837402704147739,0.19598710139734862,0.46735385717829286,39,0.39197420279469725
COPS6,30,-0.7111501399885979,0.8251522751701899,1,56,30,-0.7111501399885979,0.17520601934790397,0.42879367893039655,38,0.35041203869580795
NUP133,30,-0.8364631315564508,0.9018273020422788,1,57,30,-0.8364631315564508,0.09853099247581512,0.24765898108785964,37,0.19706198495163024
RPS3A,18,-0.8600678290802188,0.9143676101755643,1,58,18,-0.8600678290802188,0.08599068434252956,0.22214260121820137,36,0.17198136868505912
RPL6,6,-0.8938137079649402,0.9286993908993192,1,59,6,-0.8938137079649402,0.07165890361877464,0.19040794390131546,35,0.14331780723754928
COPZ1,48,-0.9074981223189426,0.9319240415621641,1,60,48,-0.9074981223189426,0.06843425295592978,0.1871878095559256,34,0.13686850591185956
RPL30,30,-0.914483822742968,0.9344321031888212,1,61,30,-0.914483822742968,0.06592619132927266,0.18579199374613206,33,0.13185238265854532
NUP205,30,-0.9800579489750131,0.9498387674668578,1,62,30,-0.9800579489750131,0.050519527051236114,0.14682237549265495,32,0.10103905410247223
POLA1,30,-1.004699835128892,0.9570046578287352,1,63,30,-1.004699835128892,0.043353636689358654,0.13006091006807596,31,0.08670727337871731
NUP54,33,-1.0953124033252788,0.9799355069867431,1,64,33,-1.0953124033252788,0.02042278753135077,0.06331064134718739,30,0.04084557506270154
PSMB3,30,-1.1227024729470565,0.9824435686134002,1,65,30,-1.1227024729470565,0.01791472590469366,0.05745067272884519,29,0.03582945180938732
RPL5,30,-1.14791747033213,0.9853099247581512,1,66,30,-1.14791747033213,0.015048369759942674,0.04998208527409531,28,0.030096739519885347
PSMC2,42,-1.3027747521000403,0.9953421712647796,1,67,42,-1.3027747521000403,0.005016123253314225,0.017277757872526774,27,0.01003224650662845
PSMC4,30,-1.3084196376913368,0.9953421712647796,1,68,30,-1.3084196376913368,0.005016123253314225,0.017277757872526774,26,0.01003224650662845
COPS2,30,-1.315524018564723,0.9957004657828735,1,69,30,-1.315524018564723,0.004657828735220351,0.017277757872526774,25,0.009315657470440702
POLR2F,30,-1.3768697680254547,0.9967753493371552,1,70,30,-1.3768697680254547,0.0035829451809387316,0.013883912576137586,24,0.007165890361877463
PSMA3,30,-1.3965395170398058,0.9967753493371552,1,71,30,-1.3965395170398058,0.0035829451809387316,0.013883912576137586,23,0.007165890361877463
RPS11,30,-1.434616878304505,0.9974919383733429,1,72,30,-1.434616878304505,0.002866356144750985,0.012116869157356438,22,0.00573271228950197
POLR2A,30,-1.5214115839763311,0.9996417054819061,1,73,30,-1.5214115839763311,7.165890361877463e-4,0.0031734657316885907,21,0.0014331780723754925
RPL9,30,-1.7356771566515912,0.9996417054819061,1,74,30,-1.7356771566515912,7.165890361877463e-4,0.0031734657316885907,20,0.0014331780723754925
RPS9,30,-1.784909892793404,0.9996417054819061,1,75,30,-1.784909892793404,7.165890361877463e-4,0.0031734657316885907,19,0.0014331780723754925
PSMD6,57,-1.914181122865985,0.9996417054819061,1,76,57,-1.914181122865985,7.165890361877463e-4,0.0031734657316885907,18,0.0014331780723754925
RPL34,21,-1.9523157972649237,0.9996417054819061,1,77,21,-1.9523157972649237,7.165890361877463e-4,0.0031734657316885907,17,0.0014331780723754925
PSMC1,30,-2.0416339373564156,1,1,78,30,-2.0416339373564156,3.5829451809387314e-4,0.0020825868864206374,16,7.165890361877463e-4
RPL35A,21,-2.1884151295723653,1,1,79,21,-2.1884151295723653,3.5829451809387314e-4,0.0020825868864206374,15,7.165890361877463e-4
RPL36,30,-2.207782128425631,1,1,80,30,-2.207782128425631,3.5829451809387314e-4,0.0020825868864206374,14,7.165890361877463e-4
POLR2D,30,-2.2822490820919445,1,1,81,30,-2.2822490820919445,3.5829451809387314e-4,0.0020825868864206374,13,7.165890361877463e-4
COPA,30,-2.378418365372345,1,1,82,30,-2.378418365372345,3.5829451809387314e-4,0.0020825868864206374,12,7.165890361877463e-4
COPS4,30,-2.3817729782850208,1,1,83,30,-2.3817729782850208,3.5829451809387314e-4,0.0020825868864206374,11,7.165890361877463e-4
RPS8,30,-2.388932617897549,1,1,84,30,-2.388932617897549,3.5829451809387314e-4,0.0020825868864206374,10,7.165890361877463e-4
PSMD11,30,-2.472951877154766,1,1,85,30,-2.472951877154766,3.5829451809387314e-4,0.0020825868864206374,9,7.165890361877463e-4
RPL18A,24,-2.654885396608263,1,1,86,24,-2.654885396608263,3.5829451809387314e-4,0.0020825868864206374,8,7.165890361877463e-4
PSMD7,30,-2.749413552429246,1,1,87,30,-2.749413552429246,3.5829451809387314e-4,0.0020825868864206374,7,7.165890361877463e-4
COPB1,30,-2.7674158544942733,1,1,88,30,-2.7674158544942733,3.5829451809387314e-4,0.0020825868864206374,6,7.165890361877463e-4
NUP93,33,-2.8111984152128198,1,1,89,33,-2.8111984152128198,3.5829451809387314e-4,0.0020825868864206374,5,7.165890361877463e-4
RPL11,30,-2.8323635380837255,1,1,90,30,-2.8323635380837255,3.5829451809387314e-4,0.0020825868864206374,4,7.165890361877463e-4
RPS13,30,-2.846360008190727,1,1,91,30,-2.846360008190727,3.5829451809387314e-4,0.0020825868864206374,3,7.165890361877463e-4
RPS19,30,-2.9377963765337287,1,1,92,30,-2.9377963765337287,3.5829451809387314e-4,0.0020825868864206374,2,7.165890361877463e-4
PSMB2,72,-3.5355117322067273,1,1,93,72,-3.5355117322067273,3.5829451809387314e-4,0.0020825868864206374,1,7.165890361877463e-4
