gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
RPS24	0.0516986159971	0.90625	1.0	False	13	3	-0.0902053647721
RPL6	0.0942317500089	0.9375	1.0	False	2	2	-1.47783827764
TGM6	1.0	1.0	1.0	False	14	0	0.581737250006
IL22	1.0	1.0	1.0	False	10	0	0.448678291612
FAM71B	1.0	1.0	1.0	False	10	0	0.602463841324
LHX5	1.0	1.0	1.0	False	10	0	0.482079871521
OR12D2	1.0	1.0	1.0	False	10	0	0.530118380617
RXFP2	1.0	1.0	1.0	False	10	0	0.497340793021
SAGE1	1.0	1.0	1.0	False	10	0	0.504456052297
RPTN	1.0	1.0	1.0	False	10	0	0.421364703125
RNASE9	1.0	1.0	1.0	False	11	0	0.401891501159
KRT25	1.0	1.0	1.0	False	10	0	0.451586061195
DMRTC2	1.0	1.0	1.0	False	10	0	0.310819421662
TAAR1	1.0	1.0	1.0	False	10	0	0.573780421517
OR9Q2	1.0	1.0	1.0	False	10	0	0.344161255875
OTUD6A	1.0	1.0	1.0	False	10	0	0.425983324436
FCRL4	1.0	1.0	1.0	False	10	0	0.41493776292
TAS2R9	1.0	1.0	1.0	False	10	0	0.575582704594
DMRTB1	1.0	1.0	1.0	False	10	0	0.303469021569
KRT9	1.0	1.0	1.0	False	10	0	0.477244899813
VN1R2	1.0	1.0	1.0	False	10	0	0.548946488128
SPATA16	1.0	1.0	1.0	False	10	0	0.48108243838
NPHS2	1.0	1.0	1.0	False	10	0	0.554402238656
TRIM42	1.0	1.0	1.0	False	10	0	0.501150471502
MAGEB3	1.0	1.0	1.0	False	10	0	0.584714557754
ABCG8	1.0	1.0	1.0	False	10	0	0.502944494134
CABP5	1.0	1.0	1.0	False	10	0	0.533961727831
TPH2	1.0	1.0	1.0	False	10	0	0.43852053936
KRT74	1.0	1.0	1.0	False	10	0	0.400932669893
KRT77	1.0	1.0	1.0	False	10	0	0.515483403887
PIWIL3	1.0	1.0	1.0	False	10	0	0.401083162016
CRYGB	1.0	1.0	1.0	False	10	0	0.47233222715
NLRP5	1.0	1.0	1.0	False	10	0	0.656522570539
CYP7A1	1.0	1.0	1.0	False	10	0	0.475540605837
IL1F10	1.0	1.0	1.0	False	10	0	0.265825581452
LYZL6	1.0	1.0	1.0	False	10	0	0.237247749878
PLA2G2E	1.0	1.0	1.0	False	10	0	0.48239490008
OLIG2	1.0	1.0	1.0	False	10	0	0.472776676124
ADH7	1.0	1.0	1.0	False	10	0	0.490419877647
TAAR8	1.0	1.0	1.0	False	10	0	0.51103808622
HTR3D	1.0	1.0	1.0	False	10	0	0.469150270762
OC90	1.0	1.0	1.0	False	10	0	0.385148296598
MRGPRD	1.0	1.0	1.0	False	10	0	0.308393825662
OR52E8	1.0	1.0	1.0	False	10	0	0.600979282226
LUZP4	1.0	1.0	1.0	False	10	0	0.528011710975
POU4F2	1.0	1.0	1.0	False	10	0	0.504459023433
NPSR1	1.0	1.0	1.0	False	10	0	0.533249613105
TAS2R13	1.0	1.0	1.0	False	10	0	0.516311271126
DEFB129	1.0	1.0	1.0	False	10	0	0.549049707334
