	sgID	gene	Control_3	Control_2	Control_1	Model	Mean	Sample Variance	Model Variance	n	p
140	DEFB129-8	DEFB129	1545.95338888	1475.0434588	1484.8996969	Neg. Binomial	1501.96551486	983.657435314	3695.7029808	1028.33654567	0.406408610936
141	DEFB129-9	DEFB129	1109.1484757	1040.13329513	1100.75872852	Neg. Binomial	1083.34683312	945.436242287	2224.64669819	1028.33654567	0.486974778511
142	DMRTB1-1	DMRTB1	959.626793882	935.32531495	999.434589033	Neg. Binomial	964.795565955	698.357939613	1869.97635332	1028.33654567	0.515939981937
143	DMRTB1-10	DMRTB1	1821.14048419	1779.15841769	1770.16612037	Neg. Binomial	1790.15500742	493.526787284	4906.50340919	1028.33654567	0.364853513413
144	DMRTB1-2	DMRTB1	1142.41284986	1112.94047809	1186.27184844	Neg. Binomial	1147.20839213	907.746925733	2427.02977018	1028.33654567	0.472679983669
145	DMRTB1-3	DMRTB1	1664.89872678	1728.47259121	1699.35056794	Neg. Binomial	1697.57396198	675.184204135	4499.92244265	1028.33654567	0.377245160024
146	DMRTB1-4	DMRTB1	1329.23095119	1277.8841846	1318.32726539	Neg. Binomial	1308.48080039	487.891509673	2973.42406455	1028.33654567	0.440058589689
147	DMRTB1-5	DMRTB1	245.28275894	192.219553819	252.308241839	Neg. Binomial	229.936851533	719.523508405	281.350910398	1028.33654567	0.817260023105
148	DMRTB1-6	DMRTB1	1125.94866467	1101.12810327	1174.9146372	Neg. Binomial	1133.99713505	939.797702603	2384.51138324	1028.33654567	0.475567926838
149	DMRTB1-7	DMRTB1	1014.39540992	985.366830078	1076.48547312	Neg. Binomial	1025.41590437	1444.49350063	2047.91946254	1028.33654567	0.500711049985
150	DMRTB1-8	DMRTB1	842.361474882	965.607948568	902.34156746	Neg. Binomial	903.43699697	2532.21552891	1697.14447623	1028.33654567	0.532327689023
151	DMRTB1-9	DMRTB1	1554.35348337	1503.17838791	1573.08510181	Neg. Binomial	1543.53899103	872.968063669	3860.39977641	1028.33654567	0.399839156676
152	DMRTC2-1	DMRTC2	979.451016865	1115.0881826	1003.66570695	Neg. Binomial	1032.7349688	3488.75111383	2069.88717378	1028.33654567	0.498932976584
153	DMRTC2-10	DMRTC2	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
154	DMRTC2-2	DMRTC2	1334.27100788	1340.8119268	1348.83585244	Neg. Binomial	1341.30626237	35.4779666724	3090.83320184	1028.33654567	0.433962680864
155	DMRTC2-3	DMRTC2	765.080605627	810.114141904	854.463127923	Neg. Binomial	809.885958485	1331.56524917	1447.72701209	1028.33654567	0.559418973136
156	DMRTC2-4	DMRTC2	1136.70078561	1184.02949743	1157.76747513	Neg. Binomial	1159.49925272	374.834020573	2466.89080924	1028.33654567	0.470024554139
157	DMRTC2-5	DMRTC2	1063.11595793	1037.34127927	1065.57364272	Neg. Binomial	1055.34362664	163.048957836	2138.40361802	1028.33654567	0.493519379478
158	DMRTC2-6	DMRTC2	1481.10465947	1447.55284105	1437.02125736	Neg. Binomial	1455.22625263	353.331679544	3514.55542385	1028.33654567	0.414056993596
159	DMRTC2-7	DMRTC2	1227.42180604	1199.70774037	1351.73082786	Neg. Binomial	1259.62012476	4370.20238576	2802.54190982	1028.33654567	0.449456302631
160	DMRTC2-8	DMRTC2	1937.73379563	1880.95961156	2083.04615548	Neg. Binomial	1967.24652089	7241.99568172	5730.66316717	1028.33654567	0.343284269813
161	DMRTC2-9	DMRTC2	0.0	0.0	0.0	Neg. Binomial	0.0	0.0	0.0	1.0	0.5
162	FAM71B-1	FAM71B	1259.34216508	1086.73848304	1064.0148098	Neg. Binomial	1136.69848597	7606.7969	2393.17765464	1028.33654567	0.47497455267
163	FAM71B-10	FAM71B	1146.10889143	1228.05743993	1154.87249972	Neg. Binomial	1176.34627703	1349.82232278	2522.0055063	1028.33654567	0.466432874191
164	FAM71B-2	FAM71B	2219.9769703	2315.44023432	2191.05100746	Neg. Binomial	2242.15607069	2824.73620693	7130.89008148	1028.33654567	0.314428640054
165	FAM71B-3	FAM71B	1831.55660135	1878.81190705	1721.39691917	Neg. Binomial	1810.58847586	4349.74421156	4998.48512575	1028.33654567	0.362227440976
166	FAM71B-4	FAM71B	1496.56083332	1595.52968192	1669.51005213	Neg. Binomial	1587.20018912	5019.92893962	4036.9861575	1028.33654567	0.393164635002
167	FAM71B-5	FAM71B	999.947247407	941.124117132	1052.65759856	Neg. Binomial	997.909654366	2075.36213927	1966.29270218	1028.33654567	0.50750819207
168	FAM71B-6	FAM71B	2420.57122659	2326.60829779	2502.14951924	Neg. Binomial	2416.44301454	5144.30780539	8094.73663068	1028.33654567	0.298520276173
169	FAM71B-7	FAM71B	918.634332799	820.20835311	968.926001979	Neg. Binomial	902.589562629	3814.87383909	1694.80872667	1028.33654567	0.532561314102
170	FAM71B-8	FAM71B	1419.95197162	1379.47060802	1452.38689609	Neg. Binomial	1417.26982524	889.727798911	3370.57369838	1028.33654567	0.420483262515
171	FAM71B-9	FAM71B	1435.07214169	1359.49695606	1454.16841943	Neg. Binomial	1416.24583906	1670.99583146	3366.72818368	1028.33654567	0.420659394461
172	FCRL4-1	FCRL4	1401.80776753	1241.8027488	1520.75285394	Neg. Binomial	1388.12112342	13062.5223064	3261.90481944	1028.33654567	0.425555373397
173	FCRL4-10	FCRL4	1164.92510308	1184.24426788	1158.43554638	Neg. Binomial	1169.20163911	120.1593978	2498.56455893	1028.33654567	0.467949341126
174	FCRL4-2	FCRL4	1550.99344557	1637.83946081	1615.61897135	Neg. Binomial	1601.48395924	1356.93767747	4095.56129464	1028.33654567	0.39102917623
175	FCRL4-3	FCRL4	523.15788448	521.247885048	569.196704449	Neg. Binomial	537.867491326	491.367813769	819.197022444	1028.33654567	0.656578913972
176	FCRL4-4	FCRL4	850.761569366	786.918933175	804.135093805	Neg. Binomial	813.938532115	727.367400655	1458.17891903	1028.33654567	0.558188382435
177	FCRL4-5	FCRL4	1031.53160267	934.036692243	935.745129928	Neg. Binomial	967.104474947	2075.91385321	1876.62292919	1028.33654567	0.515342991872
178	FCRL4-6	FCRL4	940.474578458	932.962839987	980.728594051	Neg. Binomial	951.388670832	439.819916391	1831.58728557	1028.33654567	0.519433978563
