gene,pvalue,log2FoldChange,stat,padj
POLR2D,0,-1.9484043241959694,-28.872009511480776,0
POLR2F,1.192412131030209e-88,-0.3221305098807533,-5.359903482264369,3.168409376737412e-88
POU4F2,7.491107131920325e-4,-0.005121551379584067,0.29082455098430815,0.0010245190636302799
PSMA3,0,-1.766466254340329,-23.837431226332253,0
PSMB2,0.0015637327823941028,0.05361047789175358,1.417201796993239,0.0021076398371398775
PSMB3,5.0872988754006743e-57,-0.10369241571780208,-1.578636894553345,1.2450494616112176e-56
PSMC1,0,-0.3737373934421759,-4.845520106520137,0
PSMC2,0,-0.5801939070591372,-7.505334703262652,0
PSMC4,0.05230234039712371,0.03556759072387649,0.8640930075342164,0.05860382719195789
PSMD1,0,-1.419647686749976,-20.79688429711575,0
PSMD11,0,-0.7540059417469007,-9.743374988233926,0
PSMD6,4.934055623902392e-179,-0.6273315058794701,-7.365824400399918,1.5295572434097416e-178
PSMD7,0,-0.8402273788911907,-12.115030056575643,0
RNASE9,8.711569547068761e-5,0.06455452180672104,2.002644375035881,1.350293279795658e-4
RPL11,0,-1.5511131134327534,-20.617077698266232,0
RPL18A,8.256900837032785e-80,-0.3315024907473549,-2.93626756917572,2.1330327162334697e-79
RPL27,1.5936330436475706e-132,-0.1988615903576331,-1.8457994209906856,4.780899130942712e-132
RPL3,1.457525249554055e-260,-0.37288676830471706,-4.7539038247916325,5.0203647484639675e-260
RPL30,0,-0.8413982839576375,-10.420429005839424,0
RPL34,0,-2.205569504621526,-22.77450330633056,0
RPL35A,4.563514918073272e-120,-0.165275829682082,-2.0545428683122093,1.3262715230650446e-119
RPL36,0,-0.9703146737310033,-11.173788632715429,0
RPL5,3.828080227356233e-301,-0.5709906825353916,-8.540063249865792,1.4240458445765186e-300
RPL6,0,-1.6922938629996853,-19.37577038506599,0
RPL9,1.8821207986258156e-242,-0.23383583678726444,-3.4736414733005825,6.251329795435745e-242
RPS11,4.154669835006184e-309,-0.9477339579069549,-7.917395524607485,1.609934561064896e-308
RPS13,0.016308490642055543,0.07455865736827154,1.7480901904225794,0.019198602907736274
RPS19,0,-0.567592351025437,-5.580858434148705,0
RPS24,0,-1.134011718926761,-12.884417932031653,0
RPS27,9.926808705e-315,-0.9403922436131303,-15.53327473695975,4.0138835197e-314
RPS3A,7.517889632399273e-106,-0.19406121689447417,-2.09082132311912,2.1186779873125225e-105
RPS7,0,-1.1929592912113234,-13.560021570192708,0
RPS8,0,-1.2377058710873328,-15.138777857038507,0
RPS9,4.510331448118906e-10,0.03384616999387673,0.6076332193653645,9.32135165944574e-10
RPTN,0.05311350449777259,0.07707897550433711,1.261709233107406,0.058804237122533944
RXFP2,0.04027005784594421,0.057763959157892786,1.1876898031649223,0.046235992341639644
SAGE1,0.004029383816552953,0.05835321238588935,1.2627826156579423,0.005133324588211296
SPATA16,4.5101199016631586e-8,0.11626093603255364,2.608122843492109,8.73835730947237e-8
TAAR1,0.08930890748271354,0.05808436797521265,1.1306367356404883,0.09546814248152137
TAAR8,3.6495831231346275e-6,0.09790118958840127,1.8379932008104265,6.655122165716085e-6
TAS2R13,0.014944580644711863,0.021477771807826868,1.3093380510294592,0.017818538461002606
TAS2R9,0.006476834306021437,-0.19377453358045613,1.1063907409050293,0.008139805276486401
TGM6,3.3860580541029736e-5,0.12118660351410619,2.683657058227234,5.5246210356416936e-5
TPH2,1.7331989731795974e-5,0.2611797646433373,1.8191687836987984,2.930681900103683e-5
TRIM42,0.2253139812140961,0.061667413240095656,1.1283346230928768,0.23026593684517513
VN1R2,0.012869995125208438,-0.10012361904913476,0.4395639330669038,0.01574880982426822
