sgRNA,logFC,logCPM,PValue
RPL36-34,-2.082493997109273,9.098102564908732,5.370691877295824e-102
PSMA3-12,-1.2524885948397073,10.200226288017152,3.7792164272614907e-75
RPL11-15,-1.049109427279807,9.94837842806771,2.6089722938522834e-45
RPS7-19,-1.3012323263635592,10.009598224326455,6.351434161990498e-62
RPS19-32,-1.5695443935529854,9.615193981206643,2.271141059575844e-59
PSMD6-23,-2.22877925061643,9.145834802722113,1.3245368912119231e-62
RPS24-8,-1.7242464427333195,9.63689251882936,2.892504617609494e-83
PSMD7-9,-1.4503086348705196,9.838379645603943,1.4137428932412154e-70
RPS3A-19,-1.321499738301648,9.658359580553878,1.6090954052702533e-61
RPL5-10,-1.5080808512544683,9.603980864774698,3.2741843496353877e-44
NUP205-2,-1.245184939166717,9.982691360800569,2.2961612334843717e-40
PSMD1-5,-1.7392563368692378,8.642032011583323,1.209814922014911e-61
RPL11-14,-1.2170294315870702,9.430415308478526,3.0810199026014025e-34
PSMD11-9,-1.7614472234986644,9.262407495208727,6.291525758519449e-43
COPS4-20,-1.0615371935621827,10.195991806738949,2.898263140163273e-37
RPS11-4,-2.5682463421516855,8.507701777270807,4.680262431692992e-106
NUP54-6,-1.7681360218204367,9.014811517095485,3.331373381683885e-54
COPB1-1,-1.7106685899196703,9.241396000753717,1.570454876258827e-71
RPS24-11,-1.2033849116041033,9.705369189887453,4.2214332372283986e-52
COPA-6,-1.2404945745897322,9.482822697726789,3.415562315151947e-19
RPL3-15,-1.2470580676294467,9.755580256417664,2.4672534858621223e-31
RPL35A-9,-0.6249591516665932,10.894207407475921,5.167218851821125e-42
COPZ1-15,-0.7993983642334102,10.523895956861892,4.803475204899055e-56
RPL9-22,-0.920834187357028,9.624131704221323,1.86735991736888e-17
POLR2A-11,-2.1312867505085684,8.689287621395895,2.530298733677816e-83
RPL34-10,-2.290317608977196,8.31140881379089,1.3959691378791336e-78
RPL18A-12,-1.5568506744809085,8.896492193529633,1.0346963095441381e-32
RPS24-18,-0.6391646144671417,10.853014314749236,1.1173507116818599e-25
POLR2F-3,-0.9941024417413427,9.645496012967962,6.450765923997602e-33
PSMD6-3,-0.6567141157363537,10.26899585740083,2.939962070155617e-20
RPS24-4,-0.8816788429142329,9.698443206314241,1.1759590461293407e-23
RPS19-10,-0.9482913686484628,9.66935961779235,1.5849643849706662e-31
RPS7-15,-0.866947460023803,9.628702197513963,5.637657664195146e-24
NUP54-26,-0.8893861313709993,9.655329152892676,2.8139799401240734e-28
NUP93-6,-0.9656412580121615,9.221260216753649,5.1782366356786336e-30
PSMD7-24,-0.7849281539076252,10.224661439053786,9.484462217706338e-27
COPS4-16,-0.3122449337456989,11.086774989020926,2.364895980696529e-11
PSMC2-32,-1.0628045607883532,9.363881578806609,3.5997151502104385e-19
PSMB3-14,-0.5895280735391396,10.467372988504513,6.351231577103486e-18
RPS8-15,-0.6281159619356356,9.075101447755042,1.166476056246406e-10
NUP54-11,-0.8635322058564988,9.637909945531508,2.6745076467693593e-20
RPL5-7,-0.5645314997202451,10.186141356896638,1.008159026627754e-16
RPS27-9,-0.50603919383079,10.819392741869036,1.300223584947884e-14
PSMD6-13,-0.7021714988679324,10.159044087053877,1.2382979446744314e-17
RPS11-10,-3.1356363923716937,7.402573465670827,8.699964553697306e-43
POLR2D-14,-0.8346635837042771,9.485779077478313,5.639311748376711e-25
NUP98-4,-0.4283426801005875,10.443721203309515,3.368924589696335e-12
RPL34-7,-0.33867183178487686,10.826784953105461,1.1401410896451667e-12
COPA-8,-0.7835953392712212,9.70937691929722,7.325886345239224e-17
POLA1-24,-0.5293610989760216,10.348928575962915,3.5815611698842445e-17
RPS24-10,-0.5532442588077712,9.994489543316098,3.371888258037959e-10
RPS8-12,-0.5039629313315764,10.356580865307697,6.396673233639123e-14
RPS7-18,-0.6388852986119713,9.633764606402531,1.0254376506858266e-12
RPL18A-5,-0.6694468228708005,9.202104910283659,2.8280508882048255e-13
NUP54-2,-0.41164187788906487,9.827704324709066,5.656001946438073e-7
RPL35A-14,-0.44961325734799285,9.916924070460707,5.3814068186168347e-11
RPS19-1,-0.5723938816956726,9.604794879251395,4.0658447076983033e-13
POLA1-18,-0.4816402182320513,10.127692965515168,1.2642255015419983e-11
NUP54-12,-0.2036287301234824,10.609152721836253,0.004682994575274913
PSMD1-2,-0.9701853664657151,8.902423317937973,2.3646615661704516e-15
RPL3-24,-0.39383582547910706,10.369175607390623,4.796418208071996e-8
PSMC1-7,-0.5181865325632548,9.844173883871933,2.3312397969895773e-11
RPTN-10,0.29543382542176055,11.200061710630338,5.8157630702082394e-8
RPS24-1,-0.2544311120141363,10.277271447767813,2.7922760481204452e-5
POLR2F-4,-0.13069993650003,10.429494866986673,0.03816937436385304
NUP133-11,-0.3378139543468739,9.923654435205396,8.313173943591887e-7
RPL3-20,-0.27997890732438674,10.511104912816913,1.9477775602565765e-7
POLR2A-7,-0.5601999216556851,9.439824036623898,1.5004614702356993e-7
RPS19-6,-0.30552072382867873,10.58292970426755,2.7292882796225367e-8
DMRTC2-13,-0.029997271257818422,8.905459086318684,0.7698203810938434
RPL34-11,-0.1307821473052646,10.843663967581946,0.01941053432512619
RPTN-7,0.2650849915927708,10.251268321406878,3.554585287107359e-5
NUP98-8,-0.1851859024317721,10.71944728464718,5.2816023688118284e-5
RPS9-19,0.004231979015396682,11.10147673804407,0.9192607584422142
NUP133-9,-0.2053106415248013,10.450828963083312,9.62500417317272e-4
RPL34-9,-0.024912570366895922,11.175396390220545,0.5990348306994547
COPS2-8,-0.15916623641670222,9.898188799315305,0.11931285528008562
PSMD7-19,-0.10494008126859435,10.840723434721669,0.025756195797101363
PSMB3-2,-0.17886848563513696,10.98671499630707,3.1671131029516295e-4
RPS19-11,-0.3066709213863492,9.79767870236719,1.9684068944876757e-4
POLR2F-6,-0.17759718204496344,10.984137023748723,1.581293074837894e-4
NUP98-6,-0.21625387143491473,9.471858447263438,0.025704116196377226
POLR2F-13,-0.07217314847879436,10.033606382320162,0.3604658487953442
POLR2D-8,-0.06554370433528425,11.070032466431485,0.12906428743252646
NUP54-5,-0.08916304707980985,10.158626847592796,0.2180538519533534
CRYGB-9,0.28119111614630393,10.408629207714826,2.3272103372754635e-7
RPS7-7,-0.13850332837426999,10.671436093962125,0.007250161798915169
RPS7-13,-0.09830577417146305,9.708064665804748,0.31908154497924424
NUP205-20,-0.2951695822397105,9.002539976849235,0.010974089876524215
NUP54-7,-0.03869614629262742,10.622619307563506,0.47835003959838196
POLA1-1,-3.8327221461660983,3.2309232935342314,3.505678359461519e-22
RPL3-11,-0.13881055366000256,10.252296246998757,0.036034020016093876
RPTN-2,0.27185267085427445,10.276929704049987,1.3238153928427204e-4
NUP54-13,0.0628157046511567,11.055080018946127,0.16864881437141827
RPS19-9,-2.3621892275962155,1.1145165940130644,6.269934852026016e-4
RPTN-4,0.2113173179641166,10.573179836483652,6.189689413844049e-5
PSMD7-1,-0.19126813548532398,9.269940181284353,0.05462458601581689
RPL6-21,-0.012606879178294114,10.214545402863427,0.8499887111654079
COPA-11,-0.017182353063669647,9.921409463913548,0.8638221823942389
RPL6-1,0.05450552045526387,9.94341131147461,0.42393207849589576
COPA-10,-2.0244123650560515,3.110378790119136,7.261901589673333e-6
RPS24-13,-2.3047328138854377,1.823748447567079,0.0012637135165800635
RPS7-10,-2.3872366099974256,1.9688649224445058,1.0399414879092985e-4
RPS19-22,0.28336872208858244,9.691381974498041,0.006565590390374436
POU4F2-15,-0.052106797994769256,9.908238448069646,0.5026526512900606
RPS9-12,0.09337156541768266,11.084995133606723,0.05129481562748423
IL1F10-8,0.23945558620560453,10.37902754388566,1.3161015429525005e-4
RPL9-13,-0.026902103616370396,9.68535364048097,0.7531384669397085
RPS8-1,0.05072954303832906,10.125386580405975,0.4355083650304127
RPL9-17,0.288808294442895,10.83385724839366,9.83264847507004e-8
TAS2R9-6,-1.501709853090158,0.6634442405850298,0.03535661751242486
COPZ1-10,0.07353115683292824,11.562724675963223,0.12752753428434474
CRYGB-4,0.3064157836777432,9.65034549357049,0.0015883910873668045
CABP5-6,0.23504308490454723,9.844562405466695,0.007720449857469547
POLA1-8,-1.478081955883697,3.0438493438859644,0.011585690576029907
NPSR1-5,0.25124933616180567,10.479001343536517,1.3553723983225423e-5
PSMC2-19,0.17797588979896106,9.409769658764237,0.04835402408105388
RPS19-34,0.16279751452098112,9.614624858124282,0.04003204779707222
COPA-2,-0.020878720095267752,9.868961892532846,0.8388561449571512
PSMD6-25,0.06531523830595105,10.7664495187751,0.20643778886822212
RPS24-6,0.05936812481508236,9.89170708931321,0.4755612834524865
NLRP5-4,0.17330889225619095,9.760536867684069,0.03822566799154742
RPL35A-19,0.24752427972851193,10.900565667716766,1.2975123490016384e-7
VN1R2-10,0.08217315149387258,8.826878743850697,0.43194319372925255
RPS8-14,0.15522086136045812,10.44470588094286,0.015367709720170274
TAAR8-10,0.20277818101705758,10.436367512282406,4.726592912964044e-4
NUP54-1,0.07194158503217338,9.398122685465784,0.526423148446475
VN1R2-7,-0.8788446835607996,2.079411628274961,0.030262974124754705
TPH2-3,0.7221268819511139,2.8413930353972874,0.22306234844947503
RPL18A-14,0.2620766185930876,10.871019169683507,4.094058810706544e-8
COPS2-10,0.14891187150967625,3.0781792433787736,0.8098917766464487
RXFP2-10,0.3506742968415109,9.634227423500034,5.289396310266752e-5
TAAR1-5,0.23168621728011402,10.60015223809658,2.780746070387549e-4
COPS8-2,0.16176825543180784,10.166209291645865,0.09633262033579008
PSMC1-2,0.116793493982836,9.213970629410708,0.4005963568347908
ADH7-9,0.27358857430019357,10.736155116139608,4.9724083628055815e-9
RPL11-20,0.13626185302174146,10.988376963134838,0.0011669105935093564
PLA2G2E-2,0.2243131423307363,10.385607082069841,8.686709133180718e-5
POLA1-12,0.13610695685399496,9.796593864159894,0.10461692234437263
VN1R2-5,0.2722550048749559,9.920032015249651,8.960866272511146e-5
PSMD11-13,0.3341670990029184,9.98978191462744,1.3327918490756105e-5
RPS19-15,-0.5489827856625109,3.364745546250406,0.2652746175550586
NUP54-3,0.0711908705406839,9.791083214765498,0.5015807905075294
NLRP5-9,0.2165207413517249,10.72939778996258,9.756046203421027e-6
ADH7-10,0.13858891819543562,9.212166982854253,0.15647382154974487
COPZ1-13,-0.4770364495481477,1.7342595934478646,0.3154651392372801
PSMB2-9,-0.0372537479564477,3.1735298651261896,0.952885384796639
RPS7-32,0.03562512896657417,10.413156376346084,0.5706551392204638
POU4F2-13,0.2341672342983131,10.741031630948415,1.4971000196677502e-6
MRGPRD-10,0.211155743067061,10.683235149315848,3.915156128770521e-5
LUZP4-8,0.10739283331014036,9.836525079997227,0.2388887766946333
RPL11-19,0.2179277581716706,10.285279569635371,2.310126391237357e-4
CYP7A1-1,0.4300163057451325,4.0170488404187585,0.04904014262992652
FCRL4-14,0.2795371054923816,10.723907828602085,4.69841200829707e-7
OTUD6A-1,0.19212770113486322,9.861928792281399,0.007886756786007951
CYP7A1-7,0.2680297177970891,10.589935815180878,1.1202566163001362e-5
TRIM42-5,0.24310437350049952,11.426482389731222,8.699378839441351e-8
RPS8-8,0.22538294368925577,9.34825981818751,0.027273659533937084
HTR3D-8,0.22878722053397774,9.996791215294818,0.0048618257485315555
PIWIL3-2,0.31053584038507703,8.91914419142911,0.007211924832952475
NPHS2-1,0.07646654215477665,9.909212343949022,0.34173672640235087
COPS2-3,0.20019849900437495,10.43472531040986,0.0010100274118094918
RPL35A-6,0.41220010180532723,9.225542045081218,7.450062438452648e-6
IL1F10-1,0.29701125053521227,10.300401547122013,1.6272645379013784e-6
KRT77-10,0.27642643267110223,9.842366352170808,2.675571973646522e-4
RPS11-9,0.10133567320152954,8.73453756444719,0.3099475843963982
RPL9-12,0.2332251816429631,10.529666337098371,2.938426568169991e-5
COPS8-29,0.31669029351767075,10.28489441150365,4.2734666705881316e-7
OC90-13,0.37935693243898894,10.481931758317044,2.1049756911527547e-11
IL1F10-10,0.1643610305635177,10.128968136656031,0.014786444977551228
COPS6-14,0.09764247176001137,10.53160483960801,0.08936313549331976
POLR2F-16,0.38118469236758745,9.656333582347788,2.2124194959063837e-5
MAGEB3-1,0.19207266262423356,9.239067603719695,0.0328287239605533
RPS13-5,0.31792193422889437,10.553787571753036,1.3523892620151357e-8
RPS19-17,0.26778169775143007,9.859174913271596,6.136537343072708e-4
PLA2G2E-19,0.21917192769204905,9.891981772627895,0.01764812190200009
IL22-9,0.22404974996291382,10.49990475728748,2.540913802328013e-5
COPZ1-2,0.1850601469906421,10.31702613788363,0.009062738639268939
PIWIL3-5,0.135274028120863,10.486341710431185,0.009422059579357446
RXFP2-2,0.19662342430283414,10.203999092114323,0.003561091016001735
RPL11-22,0.2581774092502606,11.088205010300417,8.417286968746074e-7
RPS11-12,0.15290474442691174,9.123760395946055,0.09782098036815506
NPSR1-8,0.2675209871936713,10.543848621919503,1.4404999406371196e-5
RPS11-21,0.24756557471689,12.015011361214134,4.023076791212455e-10
PSMD11-3,0.2527584661060017,9.451601193404022,0.059644979595776686
IL1F10-18,0.3442281577709834,11.086806225475694,4.058634469453591e-16
TPH2-9,0.3609968414858615,3.156039320825636,0.37163532125039395
TAAR1-6,0.2570180017013122,9.728624269874372,8.85473736965886e-4
PSMD1-3,0.14647052497221197,10.846869930953558,0.0019974973311947405
SPATA16-6,0.29725646901566277,10.473262207036791,2.205053714619539e-7
OLIG2-1,0.27067252665981134,10.228853972416516,2.8266541975720935e-5
RPL36-13,0.2260656913315446,9.91927113175732,0.0023630164407291267
RPL35A-8,-0.5658417980790734,3.9848053303822257,0.2740033210115387
DEFB129-8,0.24604165040816964,10.662448440569065,4.644221153376215e-6
DMRTC2-4,0.18361561165196172,10.636658672987751,0.0015185186448467612
LHX5-13,0.23806332407444142,9.961203959192456,4.0843195004737525e-4
RPL9-7,0.1878825896923536,5.422894077864334,0.22830108599441135
COPS8-23,0.10018655970535831,10.688621252003232,0.041553580322838145
RPS9-38,0.26260642767203046,8.981071369157586,0.011073069472585616
NUP205-10,0.2156937124589963,11.016603002354223,1.3736080833578166e-6
IL1F10-2,0.36596902978091006,10.125937171030051,1.6896218890533446e-7
PLA2G2E-4,0.28457346265217287,10.58352950492529,7.4087989216135254e-9
COPA-4,0.20485459502755948,10.140203601942526,0.002090517503594109
IL22-8,0.17294554922139685,10.649534387347323,0.002039709223885721
TAS2R9-2,0.28864314694108245,10.547864772456249,2.9750583618192066e-7
TAAR1-10,0.28255232484223536,10.525677671086349,4.1085742790304886e-8
PIWIL3-7,0.3290781874952053,9.170268399256367,2.034601511302912e-4
NPSR1-1,0.3285742176960858,9.740607758674203,4.051490784667017e-5
PSMC4-22,0.18288802261441736,11.151227538178901,3.1335175177907334e-5
RPL3-1,0.20940425014401087,9.6116225582891,0.014901207702029151
SAGE1-2,0.24674349942644166,10.90820576920746,3.659007112125235e-8
RPL3-9,0.34461554199571803,10.791986364106695,1.8864747152965985e-14
PSMC4-12,0.2805660329461021,10.536425345131809,6.197621174433971e-8
VN1R2-4,0.2018825367878336,9.924853066372542,0.003126163949117654
RPL5-3,0.2652000198057076,10.331948772908198,7.561696901343893e-6
PSMB3-1,0.33695521235950754,10.664003078959349,7.778495335589126e-12
MAGEB3-8,0.25827683973585674,10.385853246374142,3.310437087802304e-5
OTUD6A-10,0.36483298711039064,9.51151087065264,1.1764116698595414e-4
RPS24-9,0.09355164104674121,10.933973229676756,0.04469576019011543
PSMC4-5,0.18574886951125652,9.850922370728645,0.04249323771311438
RPS19-3,0.2806267854461398,10.061713309973701,1.9544969662564234e-5
TGM6-8,0.29532008907961665,10.532052409890271,2.6140556240361083e-8
SPATA16-3,0.3532707672226414,11.022097316710964,2.772762251276611e-13
FCRL4-1,0.23549013653144513,10.753468702708199,6.516985836430945e-5
CYP7A1-8,0.24641705441542663,10.28578325256003,3.912331137694591e-5
RPS11-14,0.3093885092354709,10.604072693012698,2.1782105025265537e-6
RPS9-3,0.2580536621887254,11.140408882009488,6.300964171702552e-9
NPHS2-6,0.3167660414814126,10.798475033622243,1.2921865428446426e-9
RPL9-24,-0.0681858331411614,3.670588882236308,0.8205987076430848
DMRTB1-4,0.3036330677131004,10.751501235623179,9.056638670263876e-9
RPS24-14,0.15656428383967821,10.516645227934745,0.0037566795783083016
OLIG2-16,0.2913712113896986,9.082259822685963,0.006593566265646294
DEFB129-9,0.21468236587144254,10.661100424577661,1.289120742864712e-4
RPL18A-4,0.2963658196013546,10.871963834643298,4.929935204246914e-9
TAAR8-7,0.26210001769232394,10.346456072470824,5.380090668209829e-6
TGM6-5,0.36748199876306886,10.244543420273686,1.9957280025515942e-10
LUZP4-2,0.28520705167502497,10.378259859041314,1.8879220943841706e-6
NUP205-19,0.2163457836521936,10.37404195121043,3.030641891807294e-4
RXFP2-11,0.23013482333447793,11.006060239585787,1.4718312675047203e-6
PSMB2-14,0.30533992783913105,10.220859420439815,5.516093617138874e-7
IL22-3,0.2808967521588627,10.836515343964324,1.3387972482215405e-8
VN1R2-6,0.21804516770435053,10.1811107731347,0.0025021323225406862
OLIG2-6,0.2951779180782457,10.359858337435082,8.710885180025928e-6
MRGPRD-4,0.824866076006814,4.544354789462874,0.006113935725589907
PSMC1-6,0.3161347611765988,11.208401051905376,4.433720865201984e-13
RPTN-5,0.36977079941391655,9.980123640481557,1.2426464458892726e-6
RPS19-2,0.22416000187129523,11.427151758511718,7.75848522960239e-8
RPS3A-22,0.2645076758193239,9.637226728974992,0.0167429830765294
PSMC1-17,0.270183956119732,10.605305968124759,1.1836889679677947e-6
NUP133-10,0.28127405015957396,10.175462190129789,3.2190252516608265e-5
OTUD6A-9,0.26133930880905815,11.067429955975367,3.104672667699174e-6
NUP54-10,0.2844089682502727,10.957921149402665,5.435831544640317e-11
FCRL4-5,0.27646029549891127,11.369806186707715,2.435986383231408e-10
OLIG2-14,0.28619917557965713,9.791448780806826,2.9774091789198546e-4
TPH2-2,0.4248346128102785,10.130959982834533,2.731325145189906e-10
CYP7A1-3,0.29555531833335996,9.628522272303174,3.985231398827601e-4
CYP7A1-6,0.2509963724238354,10.29424793154546,7.581516005540733e-4
CRYGB-5,0.2962126167048566,10.751464162802833,1.5464594610551477e-10
COPS4-3,0.20228367721727378,9.975791615118414,0.006459873548675356
RPL6-8,0.3661079031286511,10.471591469125777,2.2391924916392793e-10
PSMC2-20,0.22352732222564206,10.822934431359641,3.3445671631415614e-6
PSMB2-3,0.24859982601040304,10.470002613518252,4.2340290168209404e-5
MAGEB3-3,0.3387350631138723,11.070115761595883,1.4645704726781497e-13
OR12D2-2,0.1541063431149171,10.772062103388789,0.005743965430603744
PSMC2-10,0.24172584218085294,10.298684171762163,4.466897623707061e-5
COPS8-25,0.28461741114727407,10.875581160438042,3.0971191385769275e-8
RPL9-15,0.6280219274721776,4.81632661920663,0.003908124508232331
PSMC1-24,0.23560186722061505,11.36974466378055,1.3490215940797821e-6
COPZ1-27,0.2580019842350183,10.900790598509358,7.324555757506998e-7
RPL36-28,0.3076074955048722,9.770131966020013,1.3937922344674545e-4
TAS2R13-10,0.029070915837650566,3.264278471081619,0.9545367954022356
PSMB2-5,0.2483348788556726,10.118382412917992,7.816408265450951e-4
PSMD6-21,0.24240167726632436,11.080766550972413,1.8282897984818956e-8
KRT25-5,0.17834066258754772,10.736871575956805,0.0014213789690251573
COPS8-38,0.2092630042473086,10.491528075088645,3.373309533792221e-4
KRT74-6,0.2178369295108849,11.575280462871852,4.545033931745359e-6
RXFP2-5,0.2892893581313489,10.3284383682171,3.6818060529348445e-7
RPS13-3,0.26660587665441415,11.197712879247494,1.98449541869986e-11
PSMC1-23,0.14058679888046302,10.844137872764728,0.014376548595364755
RPS9-36,0.2566119013072177,11.128404466522344,2.317330189155004e-9
RPS7-8,0.2717021191489757,10.73695351789089,2.295387582213266e-8
CYP7A1-9,0.2090831177369544,9.808273895353617,0.011028077354679974
CYP7A1-10,0.22579600487391838,10.218249879554012,0.0019325414169683074
OLIG2-17,0.31370424914059664,10.489393343962446,5.0407279718931214e-8
SAGE1-26,0.2307079602701054,9.975366405740516,0.001623298080025563
PIWIL3-1,0.15949414473865178,9.467345580680226,0.1020422752483484
RPL30-18,0.2454070146039966,11.085556094583213,3.2325144682204966e-9
OLIG2-8,0.3038405490771804,9.14044377095237,0.0010880232862986025
NPSR1-2,0.2673845340648725,10.864403916532112,3.4954496620323963e-7
COPB1-13,0.26400026010850414,10.370044236148255,2.0280426319346496e-5
RPL35A-10,0.23243494967117198,10.085212927899809,9.093023042081955e-4
RPL9-26,0.46547680891748067,4.290938982109212,0.2946196176262716
COPS8-33,0.3666980133176337,10.572815549996129,5.735317444609893e-10
KRT77-9,0.23811194099229727,10.429547980680777,1.0596396121250987e-5
OC90-7,0.4050036305701198,10.660765454155081,1.607192621325156e-11
OTUD6A-7,0.285458473401857,11.291604315069193,1.0425995392412899e-11
