gene,log2FC,p_value_neg,p_value_pos,p_value_twosided,fdr_neg,fdr_pos,fdr_twosided
PLA2G2E,0.252285493252624,0.9999999746607942,3.550605363509841e-8,3.550605363509841e-8,1,7.679216251311982e-8,7.679216251311982e-8
PSMB2,0.2591944233079741,0.9997771517156627,4.6072790640612266e-8,4.6072790640612266e-8,1,9.521710065726534e-8,9.521710065726534e-8
MRGPRD,0.37727476439953767,0.9999955609776425,2.149094425294425e-5,2.149094425294425e-5,1,3.172472723053675e-5,3.172472723053675e-5
LUZP4,0.27252475233920237,0.9999999944079219,2.341909690650413e-12,2.341909690650413e-12,1,1.8149800102540702e-11,1.8149800102540702e-11
CYP7A1,0.2741300162294513,0.9999999999944371,1.6494539604995922e-10,1.6494539604995922e-10,1,5.899969935633157e-10,5.899969935633157e-10
FCRL4,0.27213271513086046,0.9999999999999963,5.785995005350112e-14,5.785995005350112e-14,1,7.318046946024586e-13,7.318046946024586e-13
OTUD6A,0.26037226709532124,0.9999999999711191,8.49335092564738e-12,8.49335092564738e-12,1,5.265877573901376e-11,5.265877573901376e-11
TRIM42,0.2674835861285209,0.9999832071902559,2.2784275866454424e-4,2.2784275866454424e-4,1,3.162593515791435e-4,3.162593515791435e-4
HTR3D,0.282216714832749,0.9999999999988652,3.6745876267447635e-11,3.6745876267447635e-11,1,1.708683246436315e-10,1.708683246436315e-10
PIWIL3,0.23862639667058058,0.9999999995915301,3.163515156227142e-11,3.163515156227142e-11,1,1.560771756545643e-10,1.560771756545643e-10
NPHS2,0.2730385496858028,0.9999999821536282,9.830829439361921e-9,9.830829439361921e-9,1,2.405966152264891e-8,2.405966152264891e-8
KRT77,0.2595240971709303,0.9999999999652153,1.978274235048782e-9,1.978274235048782e-9,1,5.411161878221669e-9,5.411161878221669e-9
OC90,0.32701716478620274,0.9999999999999996,2.2203800721122183e-16,2.2203800721122183e-16,1,5.162383667660907e-15,5.162383667660907e-15
COPS6,0.24412644929640712,0.9996987131502196,3.0933100480157596e-6,3.0933100480157596e-6,1,5.137104186883315e-6,5.137104186883315e-6
MAGEB3,0.30744767939985396,0.9999999999999946,6.295094147117925e-14,6.295094147117925e-14,1,7.318046946024586e-13,7.318046946024586e-13
RPS13,0.2809213623628691,0.9999998545534085,3.4648720453580842e-6,3.4648720453580842e-6,1,5.653212284531611e-6,5.653212284531611e-6
IL22,0.27178612240312333,0.9999999999887577,8.288700448763728e-11,8.288700448763728e-11,1,3.2118714238959444e-10,3.2118714238959444e-10
SPATA16,0.3224337107272245,0.9999999999966867,2.5457609470844205e-11,2.5457609470844205e-11,1,1.392680988699124e-10,1.392680988699124e-10
OLIG2,0.3247567586102981,1,3.24812674263477e-21,3.24812674263477e-21,1,3.020757870650336e-19,3.020757870650336e-19
DEFB129,0.27567797688877604,0.9999999995186415,1.830744474638578e-12,1.830744474638578e-12,1,1.5478112376489795e-11,1.5478112376489795e-11
LHX5,0.3147112622756847,0.9999999893644234,1.3616600542795132e-6,1.3616600542795132e-6,1,2.3024433645089947e-6,2.3024433645089947e-6
PSMC4,0.2419032147790507,0.9999999999999991,4.065032405090481e-14,4.065032405090481e-14,1,6.300800227890246e-13,6.300800227890246e-13
SAGE1,0.26450340453768445,1,9.619043072185373e-18,9.619043072185373e-18,1,4.472855028566198e-16,4.472855028566198e-16
TGM6,0.32770551902570527,0.9999999929279012,1.3817549296604827e-7,1.3817549296604827e-7,1,2.7341108182643593e-7,2.7341108182643593e-7
DMRTB1,0.28147810320271693,1,3.929196767971599e-12,3.929196767971599e-12,1,2.8108869186258362e-11,2.8108869186258362e-11
OR12D2,0.2456812461554557,0.9999915688833733,5.768027904450452e-8,5.768027904450452e-8,1,1.1661447719867217e-7,1.1661447719867217e-7
TAS2R13,0.22946488182769098,0.9951082771727957,4.3604649783403506e-7,4.3604649783403506e-7,1,7.798523903570243e-7,7.798523903570243e-7
KRT25,0.2872966411978994,0.9999668020898,1.1179975296424335e-5,1.1179975296424335e-5,1,1.732896170945772e-5,1.732896170945772e-5
KRT74,0.28622657005013696,0.9999998170214194,1.0788043310861878e-5,1.0788043310861878e-5,1,1.7004881828985672e-5,1.7004881828985672e-5
ABCG8,0.3106966320529079,0.9999999996435966,3.144447680561585e-8,3.144447680561585e-8,1,7.132527665664083e-8,7.132527665664083e-8
RNASE9,0.2708568347433138,0.99999821654987,1.0835133970097289e-8,1.0835133970097289e-8,1,2.5837627159462766e-8,2.5837627159462766e-8
LYZL6,0.3019156362027342,0.9999999995085548,3.0171904650978566e-9,3.0171904650978566e-9,1,8.017106092974304e-9,8.017106092974304e-9
FAM71B,0.2521388493646217,0.9999999863996463,7.050811080044645e-7,7.050811080044645e-7,1,1.2143063526743555e-6,1.2143063526743555e-6
KRT9,0.3453938276940967,0.999999999987745,3.1886734811147546e-11,3.1886734811147546e-11,1,1.560771756545643e-10,1.560771756545643e-10
OR52E8,0.29227046043476257,0.997506931030763,0.002493068969236955,0.002493068969236955,1,0.0032202140852644005,0.0032202140852644005
OR9Q2,0.29890636204102705,0.999294022681598,7.05977318402051e-4,7.05977318402051e-4,1,9.515346465418949e-4,9.515346465418949e-4
