gene	aRRA	p_value	p_value (adj.)	significant	# sgRNAs	# signif. sgRNAs	avg. logFC
TGM6	1.0	1.0	1.0	False	3	0	0.342380709106
COPS2	1.0	1.0	1.0	False	6	0	0.205448995731
IL22	1.0	1.0	1.0	False	7	0	0.325252762912
FAM71B	1.0	1.0	1.0	False	4	0	0.30537266711
LHX5	1.0	1.0	1.0	False	5	0	0.252044952157
OR12D2	1.0	1.0	1.0	False	3	0	0.217231759875
RXFP2	1.0	1.0	1.0	False	6	0	0.277347291615
SAGE1	1.0	1.0	1.0	False	11	0	0.276508222031
RPTN	1.0	1.0	1.0	False	5	0	0.285392039798
RNASE9	1.0	1.0	1.0	False	4	0	0.307367396869
TAS2R13	1.0	1.0	1.0	False	4	0	0.315285309415
DMRTC2	1.0	1.0	1.0	False	4	0	0.171115420546
TAAR1	1.0	1.0	1.0	False	7	0	0.243004954799
OR9Q2	1.0	1.0	1.0	False	1	0	0.267598628332
OTUD6A	1.0	1.0	1.0	False	8	0	0.239339261922
FCRL4	1.0	1.0	1.0	False	9	0	0.293688289337
TAS2R9	1.0	1.0	1.0	False	7	0	0.312291273098
COPS8	1.0	1.0	1.0	False	10	0	0.277202098107
COPS6	1.0	1.0	1.0	False	3	0	0.270073473267
DMRTB1	1.0	1.0	1.0	False	8	0	0.287149073479
KRT9	1.0	1.0	1.0	False	5	0	0.319006883588
VN1R2	1.0	1.0	1.0	False	8	0	0.214650314797
SPATA16	1.0	1.0	1.0	False	5	0	0.226348982874
NPHS2	1.0	1.0	1.0	False	7	0	0.353954307831
TRIM42	1.0	1.0	1.0	False	3	0	0.275509562112
MAGEB3	1.0	1.0	1.0	False	8	0	0.302844315858
ABCG8	1.0	1.0	1.0	False	5	0	0.344417618415
CABP5	1.0	1.0	1.0	False	4	0	0.306551765039
POU4F2	1.0	1.0	1.0	False	5	0	0.221025316746
KRT74	1.0	1.0	1.0	False	4	0	0.256544684505
KRT77	1.0	1.0	1.0	False	4	0	0.255560623949
PIWIL3	1.0	1.0	1.0	False	7	0	0.247823994654
CRYGB	1.0	1.0	1.0	False	6	0	0.296702556106
RPS9	1.0	1.0	1.0	False	14	0	0.25745409073
NLRP5	1.0	1.0	1.0	False	5	0	0.277810866345
CYP7A1	1.0	1.0	1.0	False	8	0	0.252141208891
IL1F10	1.0	1.0	1.0	False	11	0	0.324592623378
LYZL6	1.0	1.0	1.0	False	5	0	0.340862175342
PLA2G2E	1.0	1.0	1.0	False	5	0	0.266805966467
OLIG2	1.0	1.0	1.0	False	12	0	0.294001436167
ADH7	1.0	1.0	1.0	False	9	0	0.258409490312
TAAR8	1.0	1.0	1.0	False	7	0	0.274076319617
HTR3D	1.0	1.0	1.0	False	8	0	0.289011546548
PSMB2	1.0	1.0	1.0	False	6	0	0.305199195237
RPS13	1.0	1.0	1.0	False	3	0	0.28141609458
OC90	1.0	1.0	1.0	False	6	0	0.29948104187
PSMC4	1.0	1.0	1.0	False	9	0	0.259743894046
MRGPRD	1.0	1.0	1.0	False	5	0	0.266855999203
OR52E8	1.0	1.0	1.0	False	1	0	0.326640636265
LUZP4	1.0	1.0	1.0	False	7	0	0.264039765308
TPH2	1.0	1.0	1.0	False	7	0	0.21347360344
NPSR1	1.0	1.0	1.0	False	6	0	0.295396964246
DEFB129	1.0	1.0	1.0	False	6	0	0.296193835275
KRT25	1.0	1.0	1.0	False	3	0	0.322085635209
