Gene,pos.pvalue,pos.fdr,neg.pvalue,neg.fdr,p.value.twosides
KRT25,0.3151277880632406,0.7712337971021415,0.8948512419488115,0.9999985854808958,0.6302555761264812
KRT74,0.18778618128986568,0.560607479393673,0.8903999426276563,0.9999985854808958,0.37557236257973137
KRT77,0.2824522155836513,0.7296682235910993,0.888471654213635,0.9999985854808958,0.5649044311673026
KRT9,0.10040332944141128,0.4059786799152717,0.9770080337712467,0.9999985854808958,0.20080665888282256
LHX5,0.3844166819634579,0.8937687855650397,0.8583993060460614,0.9999985854808958,0.7688333639269158
LUZP4,0.029043534322857334,0.24554988109324838,0.9958613462082412,0.9999985854808958,0.05808706864571467
LYZL6,0.18041278733431754,0.5592796407363844,0.9442191707561707,0.9999985854808958,0.3608255746686351
MAGEB3,0.005667832766732106,0.08785140788434764,0.998289578031918,0.9999985854808958,0.011335665533464212
MRGPRD,0.03451203028919114,0.24689375514575204,0.9924721570696396,0.9999985854808958,0.06902406057838228
NLRP5,0.14471187825396248,0.4938341515575364,0.96179921570834,0.9999985854808958,0.28942375650792496
NPHS2,0.5760444227879452,0.9999997238635215,0.7201783296821007,0.9999985854808958,1
NPSR1,0.8080347658060504,0.9999997238635215,0.4452225872463442,0.9410386503161368,0.8904451744926885
NUP133,0.9988619085501573,0.9999997238635215,0.010193876912110711,0.041218719688099835,0.020387753824221422
NUP205,0.9994533627915019,0.9999997238635215,8.391405576950728e-4,0.005202671457709452,0.0016782811153901456
NUP54,0.9627962517472719,0.9999997238635215,0.15420748214683466,0.3914664579258886,0.3084149642936693
NUP93,0.9998239272269448,0.9999997238635215,0.0011546916171815136,0.005965906688771154,0.002309383234363027
NUP98,0.916718529481832,0.9999997238635215,0.2735367639447941,0.6522799755606629,0.5470735278895882
OC90,0.4672663837319382,0.9999997238635215,0.80404385660196,0.9999985854808958,0.9345327674638764
OLIG2,0.9861009555724037,0.9999997238635215,0.07752305325706255,0.21847405917899446,0.1550461065141251
OR12D2,1.044867659890647e-4,0.004858634618491509,0.9999911427065453,0.9999985854808958,2.089735319781294e-4
OR52E8,0.0015755239494429363,0.048841242432731025,0.9997994953731815,0.9999985854808958,0.0031510478988858726
OR9Q2,0.011622501966613297,0.13511158536187956,0.9985469391324461,0.9999985854808958,0.023245003933226593
OTUD6A,0.06391784366833808,0.34966820359737893,0.9887206416240614,0.9999985854808958,0.12783568733667616
PIWIL3,0.07931791176529313,0.38824030495643475,0.9788899440110117,0.9999985854808958,0.15863582353058625
PLA2G2E,0.8110970284320732,0.9999997238635215,0.4580196209402143,0.946573883276443,0.9160392418804286
POLA1,0.9849211285741267,0.9999997238635215,0.07463359542586023,0.2169038867064063,0.14926719085172047
POLR2A,0.4768996403862048,0.9999997238635215,0.7789082466315767,0.9999985854808958,0.9537992807724096
POLR2D,0.9996677789795778,0.9999997238635215,0.003462936778142356,0.016102656018361958,0.006925873556284712
POLR2F,0.8256886722814571,0.9999997238635215,0.3981402113755772,0.8815961823316353,0.7962804227511544
POU4F2,0.15089350260084755,0.4938341515575364,0.964433319237012,0.9999985854808958,0.3017870052016951
PSMA3,0.9999773607752838,0.9999997238635215,3.7823720478358247e-4,0.0034171167262858526,7.564744095671649e-4
PSMB2,0.9999772639850804,0.9999997238635215,2.9444234659814494e-4,0.0034171167262858526,5.888846931962899e-4
PSMB3,0.9994693518661028,0.9999997238635215,0.004679749857422144,0.020724606511440924,0.009359499714844288
PSMC1,0.9422204827055755,0.9999997238635215,0.21196951647093765,0.5187675008367684,0.4239390329418753
PSMC2,0.6948977392780187,0.9999997238635215,0.5951083113571587,0.9999985854808958,1
PSMC4,0.9776542612205971,0.9999997238635215,0.1068624116179181,0.28509838706356927,0.2137248232358362
PSMD1,0.9991105304757273,0.9999997238635215,0.008594639161912498,0.036331883729902835,0.017189278323824997
PSMD11,0.9978528564574788,0.9999997238635215,0.016863876391882804,0.06273362017780404,0.03372775278376561
PSMD6,0.9622401359963983,0.9999997238635215,0.15574471981997717,0.3914664579258886,0.31148943963995435
PSMD7,0.999995428503316,0.9999997238635215,2.1841634144648125e-5,7.615142907337891e-4,4.368326828929625e-5
RNASE9,0.05424706174566074,0.34966820359737893,0.9850523268054621,0.9999985854808958,0.10849412349132148
RPL11,0.9999772514848655,0.9999997238635215,2.369418253093114e-4,0.0031479413933951372,4.738836506186228e-4
RPL18A,0.9924209796849911,0.9999997238635215,0.04347440444783668,0.14439712905888613,0.08694880889567336
RPL27,0.9997553502202778,0.9999997238635215,0.0010089335059189075,0.00586442600315365,0.002017867011837815
RPL3,0.9998753296008525,0.9999997238635215,0.001653004138172376,0.008091020255264788,0.003306008276344752
RPL30,0.3553094377321151,0.8472763515150437,0.8614505112445555,0.9999985854808958,0.7106188754642302
RPL34,0.9998438500601726,0.9999997238635215,0.0010774440795964235,0.0058942529060274935,0.002154888159192847
RPL35A,0.999998344490278,0.9999997238635215,2.456497712044481e-5,7.615142907337891e-4,4.912995424088962e-5
RPL36,0.9999598672701846,0.9999997238635215,4.041750966574664e-4,0.0034171167262858526,8.083501933149329e-4
RPL5,0.996847455758598,0.9999997238635215,0.023081795794427595,0.07950396329191728,0.04616359158885519
RPL6,0.9998891949268539,0.9999997238635215,6.195343939761067e-4,0.004432053741521378,0.0012390687879522133
RPL9,0.9999578780977465,0.9999997238635215,5.080643354919978e-4,0.003937498600062983,0.0010161286709839956
RPS11,0.9999384564199684,0.9999997238635215,7.925131532771079e-4,0.005202671457709452,0.0015850263065542158
RPS13,0.9999997238635215,0.9999997238635215,0,0,0
RPS19,0.9996478736030704,0.9999997238635215,6.633010858447808e-5,0.0015421750245891153,1.3266021716895615e-4
RPS24,0.9974115399464264,0.9999997238635215,0.0214174100438983,0.07660842823394393,0.0428348200877966
RPS27,0.8530667604607884,0.9999997238635215,0.39220077003440335,0.8815961823316353,0.7844015400688067
RPS3A,0.989602563763612,0.9999997238635215,0.06123543923772512,0.18370631771317536,0.12247087847545024
RPS7,0.9948798870905899,0.9999997238635215,0.016566521494853492,0.06273362017780404,0.033133042989706984
RPS8,0.9999919271690068,0.9999997238635215,1.7830571274846108e-4,0.0027637385476011467,3.5661142549692215e-4
RPS9,0.9999160054843798,0.9999997238635215,3.848950441530663e-4,0.0034171167262858526,7.697900883061326e-4
RPTN,0.007411621544842206,0.09846868623861789,0.9991348230590518,0.9999985854808958,0.014823243089684413
RXFP2,0.015458060825927822,0.14375996568112875,0.9981240558946484,0.9999985854808958,0.030916121651855644
SAGE1,0.014376797800132235,0.14375996568112875,0.9982163698861699,0.9999985854808958,0.02875359560026447
SPATA16,0.11905203300511102,0.4613266278948052,0.9594590505664308,0.9999985854808958,0.23810406601022205
TAAR1,0.005394167405778916,0.08785140788434764,0.9994372290305329,0.9999985854808958,0.010788334811557831
TAAR8,0.06296429780859991,0.34966820359737893,0.987011635642176,0.9999985854808958,0.12592859561719982
TAS2R13,0.31013625228673014,0.7712337971021415,0.894000042783305,0.9999985854808958,0.6202725045734603
TAS2R9,0.23553109739423916,0.6442468252254189,0.8871591260434092,0.9999985854808958,0.47106219478847833
TGM6,0.8257957287646043,0.9999997238635215,0.41512617288934295,0.8978310250862533,0.8302523457786859
TPH2,0.08802603364877304,0.3898295775874235,0.9766863739334872,0.9999985854808958,0.17605206729754608
TRIM42,0.0589041748804322,0.34966820359737893,0.9871353903245624,0.9999985854808958,0.1178083497608644
VN1R2,0.08781275096006658,0.3898295775874235,0.9690181672244275,0.9999985854808958,0.17562550192013315
