gene,pvalue,log2FoldChange,stat,padj
NUP93,NA,-4.373176709251362,-4.28033164296668,NA
NUP98,1.4797202372264588e-165,-0.864996961699572,-3.138525218356749,9.105970690624363e-165
OC90,8.043540380818138e-36,0.3029255410248289,1.3666194757405423,9.192617578077871e-36
OLIG2,8.523845975837216e-72,-1.6727801966862306,-3.7718015471380424,1.6235897096832792e-71
OR12D2,2.983602444792932e-129,1.0787112242249945,8.773503601737998,1.0377747634062372e-128
OR52E8,4.205559278984332e-112,0.814344257269896,7.707083004545092,1.2940182396874867e-111
OR9Q2,1.3504055772768543e-88,0.8908467479217624,6.798077546033567,3.000901282837454e-88
OTUD6A,5.360258540787333e-32,0.5253163086781406,3.1741147008868125,5.794874098148468e-32
PIWIL3,1.203434080415171e-134,0.642443255458885,5.24563674793127,4.584510782533985e-134
PLA2G2E,3.369444821542771e-14,-0.9594501855257633,-3.01208557606449,3.369444821542771e-14
POLA1,0,-1.546669771775778,-5.640501169621242,0
POLR2A,5.763327280255983e-35,-0.0035764202024981496,-1.5561546872700498,6.403696978062204e-35
POLR2D,7.051978132027635e-103,-4.773617310337787,-9.44485117657314,1.880527501874036e-102
POLR2F,6.736582168994786e-43,-3.7761913952874697,-1.763779749733936,8.043680201784818e-43
POU4F2,5.928281831865203e-66,0.33833968225852007,4.690480558481189,9.88046971977534e-66
PSMA3,NA,-5.162773869566761,-5.3361569765105985,NA
PSMB2,5.3963189175761345e-126,-7.108226204688777,-7.228845833801095,1.7987729725253783e-125
PSMB3,5.0757362664490434e-46,-4.570727523947517,-6.066801593912329,6.549337117998765e-46
PSMC1,9.428905291051909e-287,-2.260745739638993,-10.354043374182693,1.5086248465683054e-285
PSMC2,1.1529420897710397e-68,-0.22407428440636237,1.2803611036081124,2.145008539108911e-68
PSMC4,1.8389254723763828e-46,-1.8315841008046077,-5.704060666507394,2.451900629835177e-46
PSMD1,0,-4.135473198453399,-11.014524610045376,0
PSMD11,7.804646394855948e-251,-3.3776951790026426,-7.732333480146454,8.919595879835369e-250
PSMD6,1.6367331088278294e-170,-3.1357297220840428,-1.206816367879285,1.190351351874785e-169
PSMD7,NA,-4.833555110641239,-2.815410519922679,NA
RNASE9,2.110974954950938e-46,0.4915894430530292,3.9470235638557982,2.7684917441979514e-46
RPL11,NA,-6.550040740520232,-12.284639351773132,NA
RPL18A,4.78318285072087e-104,-2.8779452958435234,-8.817730455770237,1.3194987174402402e-103
RPL27,NA,-4.431457861749276,-5.375807587850178,NA
RPL3,3.83093487e-316,-3.982064905730368,-12.280191288543238,7.66186974e-315
RPL30,3.165848335416246e-156,-0.6869015011793536,-2.834616196847827,1.8090561916664263e-155
RPL34,NA,-3.9116014417520173,-0.8969596006712626,NA
RPL35A,1.6181108181788594e-48,-5.5786216989433814,-2.945493962118282,2.194048567022182e-48
RPL36,7.379949340627576e-67,-4.958363498362369,-5.765037376848104,1.3418089710231957e-66
RPL5,NA,-4.171612752589845,-9.472858944245052,NA
RPL6,NA,-5.549248461231463,-6.993249298725006,NA
RPL9,NA,-4.607452307312621,-6.051300488437935,NA
RPS11,2.730784378393652e-136,-6.030446244144508,-8.001305219562704,1.2136819459527344e-135
RPS13,NA,-6.565873106277978,-3.634959860883543,NA
RPS19,1.3950885034571348e-38,-5.703006729306447,-4.586653778578587,1.6174939170517505e-38
RPS24,1.4675001652776427e-109,-3.1174312882125124,-4.2637341100471575,4.1928576150789793e-109
RPS27,1.5191251541527994e-99,-1.1589061657116495,-7.5205990437329815,3.682727646431029e-99
RPS3A,6.148942583800488e-136,-2.604571243238617,-3.999835515610148,2.5890284563370473e-135
RPS7,2.0324662493496662e-29,-2.832943306168549,1.226369134394071,2.139438157210175e-29
RPS8,1.593013338471907e-154,-5.90793082786895,-11.547199781187997,8.496071138516838e-154
RPS9,1.8981995996281157e-138,-5.4808739064281395,-10.148012345085043,8.932703998249957e-138
RPTN,7.407540076758036e-76,0.47516862462313325,5.405904436012809,1.4815080153516072e-75
RXFP2,5.860271522543594e-135,0.12367471894280299,5.378804005178259,2.3441086090174376e-134
SAGE1,9.842304551142805e-63,0.9346287411897278,6.974460407432408,1.543890909983185e-62
SPATA16,5.177176319812773e-57,0.1628608473564472,1.0219869598940643,7.669890844167071e-57
TAAR1,3.439407224855423e-62,0.8347535154889564,6.17086157995401,5.191558075253469e-62
TAAR8,1.5206753252695818e-66,0.9051130594992751,7.080179583590519,2.7034228004792563e-66
TAS2R13,4.822023936241184e-117,0.3934329599839293,3.897544998718065,1.5430476595971792e-116
TAS2R9,2.7385630690603144e-14,0.5658278253029202,0.846280960953386,2.7732284243648754e-14
TGM6,1.962151446164279e-66,-0.5577290135472711,-0.20007775868318434,3.339832248790262e-66
TPH2,5.47951865371795e-231,-0.3576837425366516,0.31029164871027054,5.47951865371795e-230
TRIM42,3.0928924025624094e-87,0.28790697569602236,4.7320377136076734,6.687334924459264e-87
VN1R2,2.0150388390529802e-94,0.4518990961217349,4.365800037472093,4.605803060692526e-94
