gene,m.x,NScore.x,p.value.pos,FDR.pos,rank.pos,m.y,NScore.y,p.value.neg,FDR.neg,rank.neg,p.value.twosides
NUP54,15,-1.1224748090754457,0.9742027946972411,1,67,15,-1.1224748090754457,0.026155499820852742,0.09009116604960389,27,0.052310999641705484
POLA1,15,-1.2099297197070327,0.9849516302400573,1,68,15,-1.2099297197070327,0.015406664278036546,0.05510845299451534,26,0.03081332855607309
PSMA3,15,-1.2344719626223215,0.9867431028305267,1,69,15,-1.2344719626223215,0.01361519168756718,0.05064851307774992,25,0.02723038337513436
RPS3A,15,-1.2419358203997424,0.9874596918667145,1,70,15,-1.2419358203997424,0.012898602651379433,0.049982085274095304,24,0.025797205302758867
COPS6,15,-1.3331828712857663,0.9924758151200287,1,71,15,-1.3331828712857663,0.007882479398065209,0.03187263408782889,23,0.015764958796130418
RPL18A,15,-1.3334667048113213,0.9924758151200287,1,72,15,-1.3334667048113213,0.007882479398065209,0.03187263408782889,22,0.015764958796130418
RPL27,15,-1.3451823291496254,0.9928341096381226,1,73,15,-1.3451823291496254,0.007524184879971337,0.03187263408782889,21,0.015048369759942674
RPL3,15,-1.3543653925997232,0.9928341096381226,1,74,15,-1.3543653925997232,0.007524184879971337,0.03187263408782889,20,0.015048369759942674
PSMB3,15,-1.3560879380465,0.9928341096381226,1,75,15,-1.3560879380465,0.007524184879971337,0.03187263408782889,19,0.015048369759942674
RPS24,15,-1.3608608587291944,0.9931924041562165,1,76,15,-1.3608608587291944,0.007165890361877463,0.03187263408782889,18,0.014331780723754926
COPS4,15,-1.407879705775012,0.9946255822285919,1,77,15,-1.407879705775012,0.00573271228950197,0.03136130840727548,17,0.01146542457900394
PSMD7,12,-1.45962427221526,0.9960587603009674,1,78,12,-1.45962427221526,0.004299534217126478,0.024991042637047652,16,0.008599068434252956
PSMB2,15,-1.4836179669701686,0.9960587603009674,1,79,15,-1.4836179669701686,0.004299534217126478,0.024991042637047652,15,0.008599068434252956
RPS11,15,-1.4894620886650003,0.9964170548190613,1,80,15,-1.4894620886650003,0.003941239699032604,0.024991042637047652,14,0.007882479398065209
RPS13,15,-1.570499453849732,0.9967753493371552,1,81,15,-1.570499453849732,0.0035829451809387316,0.024991042637047652,13,0.007165890361877463
COPS2,15,-1.610242733328754,0.9982085274095306,1,82,15,-1.610242733328754,0.002149767108563239,0.016660695091365103,12,0.004299534217126478
RPL6,15,-1.761436918775526,0.9985668219276245,1,83,15,-1.761436918775526,0.0017914725904693658,0.015146086446695548,11,0.0035829451809387316
RPL9,15,-1.8808436634788122,0.9996417054819061,1,84,15,-1.8808436634788122,7.165890361877463e-4,0.0066642780365460405,10,0.0014331780723754925
RPS8,12,-1.920525012552031,0.9996417054819061,1,85,12,-1.920525012552031,7.165890361877463e-4,0.0066642780365460405,9,0.0014331780723754925
RPL5,15,-1.928578885204329,0.9996417054819061,1,86,15,-1.928578885204329,7.165890361877463e-4,0.0066642780365460405,8,0.0014331780723754925
RPL36,15,-1.9434975802257453,0.9996417054819061,1,87,15,-1.9434975802257453,7.165890361877463e-4,0.0066642780365460405,7,0.0014331780723754925
RPS9,12,-1.958292632714771,0.9996417054819061,1,88,12,-1.958292632714771,7.165890361877463e-4,0.0066642780365460405,6,0.0014331780723754925
PSMD1,15,-2.10484300569591,0.9996417054819061,1,89,15,-2.10484300569591,7.165890361877463e-4,0.0066642780365460405,5,0.0014331780723754925
COPB1,15,-2.4222561280937063,1,1,90,15,-2.4222561280937063,3.5829451809387314e-4,0.0066642780365460405,4,7.165890361877463e-4
PSMD11,15,-2.526248934855134,1,1,91,15,-2.526248934855134,3.5829451809387314e-4,0.0066642780365460405,3,7.165890361877463e-4
POLR2D,15,-2.584543979674816,1,1,92,15,-2.584543979674816,3.5829451809387314e-4,0.0066642780365460405,2,7.165890361877463e-4
RPL11,15,-4.0655313413285565,1,1,93,15,-4.0655313413285565,3.5829451809387314e-4,0.0066642780365460405,1,7.165890361877463e-4
