gene,log2FC,p_value_neg,p_value_pos,p_value_twosided,fdr_neg,fdr_pos,fdr_twosided
RPL6,-5.669224050532672,2.413107051732609e-21,1,1,2.2441895581113263e-19,1,1
POLR2A,-0.12829321970108243,8.196324690873527e-8,0.4214142236721069,0.4214142236721069,2.0601572871655083e-7,0.5938109515379688,0.5938109515379688
POLR2F,-Inf,0.010444558046203607,0.04443476201810321,0.04443476201810321,0.014943752281491312,0.07249882224006313,0.07249882224006313
PSMC4,-1.9743408969124268,5.741401385575665e-16,0.9999999998354191,0.9999999998354191,7.627861840836241e-15,1,1
PSMD11,-3.4986143254422872,1.1097026187268804e-16,0.1266126981657404,0.1266126981657404,2.0640468708319976e-15,0.19624968215689761,0.19624968215689761
PSMD6,-Inf,1.6559602067975073e-6,0.003410907981010981,0.003410907981010981,3.5000977098220038e-6,0.007377080051953983,0.007377080051953983
NUP98,-0.9899773472201787,1.1023902227675496e-6,0.02253398051674354,0.02253398051674354,2.3842393190088866e-6,0.03810291251012998,0.03810291251012998
COPZ1,-0.9564822972927999,9.04648819209952e-4,0.007882751120188556,0.007882751120188556,0.0015580062997504727,0.014661917083550715,0.014661917083550715
POLA1,-1.6730325267083224,6.508645747840588e-7,0.007371406912967546,0.007371406912967546,1.4763513525589626e-6,0.014136359203535977,0.014136359203535977
PSMD7,-4.956703113373644,3.228571241716947e-15,0.999999003406874,0.999999003406874,3.753214068495951e-14,1,1
TPH2,-0.4847619500100661,3.434043059012737e-4,0.0010478436449832095,0.0010478436449832095,6.141653932465088e-4,0.0023202252138913924,0.0023202252138913924
COPA,-Inf,1.4980914147898491e-9,0.6848900460846601,0.6848900460846601,4.9285940405290064e-9,0.8846496428593527,0.8846496428593527
RPL30,-0.8295113564463797,9.318915668435881e-4,0.006723215396974218,0.006723215396974218,0.0015757439221173398,0.013592587650404397,0.013592587650404397
RPL35A,-5.707855833764265,1.5182021890618608e-9,0.300283758892663,0.300283758892663,4.9285940405290064e-9,0.4504256383389945,0.4504256383389945
PSMB3,-4.692978483772026,1.3197183503961132e-9,0.9999999982410391,0.9999999982410391,4.720531022570713e-9,1,1
COPS6,-2.341956382766922,4.6853472785447885e-12,0.3786352642681199,0.3786352642681199,2.420762760581474e-11,0.5589377710624627,0.5589377710624627
NUP133,-2.704934429650071,1.563029964252827e-8,2.096484202818085e-9,2.096484202818085e-9,4.275346666926851e-8,1.083183504789344e-8,1.083183504789344e-8
RPS24,-3.2336118235144817,9.498907050638043e-15,0.43847601673989717,0.43847601673989717,7.361652964244484e-14,0.6086308889076184,0.6086308889076184
NUP205,-3.4527479231608273,2.6735336999032515e-7,0.12233758685499536,0.12233758685499536,6.375349592076984e-7,0.19283721317821303,0.19283721317821303
RPL18A,-3.0039268793024223,3.477836155151235e-13,0.9999999995356029,0.9999999995356029,1.9025809554650873e-12,1,1
PSMC1,-2.3871498998864817,8.341875830124068e-14,0.9980873446841538,0.9980873446841538,5.171963014676922e-13,1,1
RPTN,0.3187569281227759,0.7598956609236802,1.0906077918095874e-11,1.0906077918095874e-11,0.8314152525400266,1.0142652463829162e-10,1.0142652463829162e-10
RPS27,-1.2945222035665818,8.11535167209897e-9,0.9999999995778726,0.9999999995778726,2.287053653046073e-8,1,1
CABP5,0.23475358393653528,0.007909801575367562,1.5813602370807805e-4,1.5813602370807805e-4,0.011676373754114022,4.085180612458683e-4,4.085180612458683e-4
NLRP5,0.2539744440149473,6.510037175195907e-8,5.772347950541526e-13,5.772347950541526e-13,1.6817596035922762e-7,1.050680096566595e-11,1.050680096566595e-11
COPS2,-3.0152195216758915,2.235293195353554e-8,0.8752555107143829,0.8752555107143829,5.9394933476537294e-8,1,1
RXFP2,-0.013935760675752995,0.014104972193015722,8.060564181022794e-11,8.060564181022794e-11,0.019875188090158515,5.766403606423999e-10,5.766403606423999e-10
DMRTC2,-Inf,0.40267045546294,5.534259939966732e-12,5.534259939966732e-12,0.4801070815135054,7.352659634527229e-11,7.352659634527229e-11
IL1F10,-1.4376872714250442,0.026740100240930837,7.788474181464888e-5,7.788474181464888e-5,0.036571019447155406,2.0695088539320988e-4,2.0695088539320988e-4
NUP54,-1.7502707143159064,6.470761828154111e-9,0.9999999995250036,0.9999999995250036,1.8805651563072885e-8,1,1
KRT77,0.03689135476643912,5.2340175247633036e-6,3.9848316421939155e-9,3.9848316421939155e-9,1.0581818039195374e-5,1.8781979391363188e-8,1.8781979391363188e-8
TRIM42,0.15870119457932663,0.03255653908853444,2.792784451951899e-6,2.792784451951899e-6,0.043880552684546416,9.27603407255452e-6,9.27603407255452e-6
NPHS2,-1.1711263895345987,1.6413990607992658e-4,5.848725764549762e-4,5.848725764549762e-4,3.0530022530866343e-4,0.001326662185617385,0.001326662185617385
IL22,-0.05709863387436513,6.420141513135539e-4,4.98255494093328e-4,4.98255494093328e-4,0.0011265531334369908,0.0011881477166840898,0.0011881477166840898
CRYGB,-0.09249690941322293,0.03766435551706048,2.0634633503820282e-4,2.0634633503820282e-4,0.05003978661552321,5.186543015825098e-4,5.186543015825098e-4
FCRL4,0.1842604870584708,0.014813543360413406,6.275766000253602e-5,6.275766000253602e-5,0.02056208257490219,1.768624963707833e-4,1.768624963707833e-4
COPS8,-1.0158280515986475,8.260334185655184e-7,0.010701319452821701,0.010701319452821701,1.8290739982522192e-6,0.01913889825216189,0.01913889825216189
TAS2R9,0.4199641433150781,0.044270463124494876,0.013377435994488327,0.013377435994488327,0.057182681535805885,0.023473614103536117,0.023473614103536117
CYP7A1,0.4064728167432863,0.49004486451910356,1.8377507245265572e-6,1.8377507245265572e-6,0.5768882582313497,6.573492976191147e-6,6.573492976191147e-6
KRT9,-0.06331463189304394,0.009945023727691887,1.799456287338116e-8,1.799456287338116e-8,0.014451362604302272,7.9690207010688e-8,7.9690207010688e-8
SPATA16,0.03555249350337508,0.002122416784709869,1.083877654017569e-6,1.083877654017569e-6,0.0034031855341037556,4.032024872945357e-6,4.032024872945357e-6
VN1R2,0.30359088177694427,0.38673058145152084,1.62953273499581e-5,1.62953273499581e-5,0.4670901827920966,5.0515514784870113e-5,5.0515514784870113e-5
MRGPRD,0.10231378517622539,0.0034623664853380308,6.97953926833846e-5,6.97953926833846e-5,0.005457628527736218,1.9091092704572843e-4,1.9091092704572843e-4
FAM71B,-0.4292145263577988,4.111831382024493e-6,1.8592390951036543e-5,1.8592390951036543e-5,8.49778485618395e-6,5.577717285310963e-5,5.577717285310963e-5
PSMC2,-0.36696229129347585,7.19843640443059e-12,1.0403546908764104e-5,1.0403546908764104e-5,3.523445187431815e-11,3.336309870741592e-5,3.336309870741592e-5
KRT74,-0.027296913573380443,0.04263054907027296,2.3960935574120642e-6,2.3960935574120642e-6,0.05584001497937162,8.253211142197109e-6,8.253211142197109e-6
TAS2R13,0.2620432840610064,5.537065191824075e-7,7.371914607489431e-10,7.371914607489431e-10,1.2873676570990974e-6,4.284925365603231e-9,4.284925365603231e-9
POU4F2,0.18520762659917445,0.7280581361442658,6.209941701211388e-11,6.209941701211388e-11,0.8060643650168657,5.250223438296901e-10,5.250223438296901e-10
TAAR8,0.7792275614419257,0.9999996926118244,1.841033462602269e-7,1.841033462602269e-7,0.9999999999999964,7.444178783565696e-7,7.444178783565696e-7
LHX5,-1.1305281599270705,0.6665328835197171,4.833256304905675e-7,4.833256304905675e-7,0.7468380502088396,1.872886818150949e-6,1.872886818150949e-6
TGM6,-0.6898043008656718,1.0292521113847666e-5,0.44936825969477934,0.44936825969477934,2.0366052416762406e-5,0.6145771787002129,0.6145771787002129
PLA2G2E,-1.0787149043773525,3.3230535243907437e-4,0.9987914805968574,0.9987914805968574,6.059685838594886e-4,1,1
PIWIL3,0.49667841883051694,0.2351437526825731,6.572003277918666e-16,6.572003277918666e-16,0.29157825332639065,6.111963048464359e-14,6.111963048464359e-14
OR12D2,0.9362181963643985,0.7797134221294385,7.550246456148072e-12,7.550246456148072e-12,0.8431784681167184,8.777161505272133e-11,8.777161505272133e-11
OC90,0.15879765906198404,0.0010194143217461538,0.00744818925777702,0.00744818925777702,0.0016929559271855767,0.014136359203535977,0.014136359203535977
HTR3D,0.6298392140480648,0.9994544360679769,3.039823863786877e-8,3.039823863786877e-8,0.9999999999999964,1.285016451509907e-7,1.285016451509907e-7
ADH7,0.27280030875715405,0.4965233742955798,6.778581268171581e-13,6.778581268171581e-13,0.5772084226186115,1.050680096566595e-11,1.050680096566595e-11
OR9Q2,0.7539395119118201,0.3441157781106018,3.2586122062293323e-15,3.2586122062293323e-15,0.42108904426692056,1.5152546758966394e-13,1.5152546758966394e-13
LYZL6,0.54104188223917,0.19561973299033092,0.010689601156167895,0.010689601156167895,0.24584642119055103,0.01913889825216189,0.01913889825216189
OTUD6A,0.4008066487524205,0.6495466536802625,1.0961696954078347e-10,1.0961696954078347e-10,0.7366809608812733,7.281698690923473e-10,7.281698690923473e-10
NPSR1,-0.35171478097721653,0.0049967113920548955,0.007219113549735439,0.007219113549735439,0.007495067088082344,0.014136359203535977,0.014136359203535977
RNASE9,0.3682409591362511,0.08025471188651205,2.4649662860669634e-4,2.4649662860669634e-4,0.10224230418418659,6.032680647479673e-4,6.032680647479673e-4
LUZP4,0.6383998445720775,0.9999781992780645,8.823380098822052e-12,8.823380098822052e-12,0.9999999999999964,9.117492768782787e-11,9.117492768782787e-11
DMRTB1,0.24612295349714267,0.5566180005766209,0.005049633182908458,0.005049633182908458,0.6390799265879722,0.010495288644540648,0.010495288644540648
KRT25,-0.09915520564455882,4.639319542742151e-9,1.178460803200026e-9,1.178460803200026e-9,1.3917958628226454e-8,6.446873805741319e-9,6.446873805741319e-9
OR52E8,0.6820414900041168,0.001413751444644023,7.044994444071119e-11,7.044994444071119e-11,0.0023066470938928794,5.459870694155117e-10,5.459870694155117e-10
ABCG8,0.46138797523428055,0.003992706161671275,2.1534813071713114e-5,2.1534813071713114e-5,0.006188694550590476,6.258555048966623e-5,6.258555048966623e-5
TAAR1,0.711858977655953,0.9607804168460575,4.039135352981331e-9,4.039135352981331e-9,0.9999999999999964,1.8781979391363188e-8,1.8781979391363188e-8
SAGE1,0.7964972510405701,0.9999998073910528,1.3319804628250248e-10,1.3319804628250248e-10,0.9999999999999964,8.258278869515154e-10,8.258278869515154e-10
MAGEB3,0.821622353254587,0.9999884434908655,6.740244519454358e-13,6.740244519454358e-13,0.9999999999999964,1.050680096566595e-11,1.050680096566595e-11
DEFB129,1.197547188653141,0.9999999999999964,2.3367463093659235e-14,2.3367463093659235e-14,0.9999999999999964,7.243913559034363e-13,7.243913559034363e-13
OLIG2,-1.8074100004238272,1.2148491294200131e-4,0.07869700237182478,0.07869700237182478,2.3537701882512754e-4,0.12618657276861558,0.12618657276861558
