id,num,neg.score,neg.p.value,neg.fdr,neg.rank,neg.goodsgrna,neg.lfc,pos.score,pos.p.value,pos.fdr,pos.rank,pos.goodsgrna,pos.lfc,twosided.p.value
RPL3,5,0.013844,0.05285,0.273058,17,4,-5.2815,0.92923,0.93747,0.999965,77,1,-5.2815,0.1057
NUP54,5,0.015106,0.057383,0.278389,18,5,-1.5848,0.98489,0.98436,0.999965,84,0,-1.5848,0.114766
RPL18A,5,0.01586,0.059869,0.278389,19,5,-2.8944,0.98414,0.98367,0.999965,83,0,-2.8944,0.119738
PSMD7,4,0.016009,0.051512,0.273058,20,3,-8.5677,0.93316,0.93243,0.999965,78,0,-8.5677,0.103024
NUP93,5,0.020106,0.074006,0.318034,21,4,-5.9751,0.62619,0.78274,0.999965,64,1,-5.9751,0.148012
PSMB2,5,0.020453,0.075234,0.318034,22,4,-6.0577,0.71687,0.83839,0.999965,69,1,-6.0577,0.150468
RPS24,5,0.023226,0.084269,0.340741,23,4,-3.6095,0.38983,0.62161,0.999965,53,1,-3.6095,0.168538
RPL27,5,0.032907,0.10942,0.414949,24,4,-6.3092,0.81505,0.89286,0.999965,73,1,-6.3092,0.21884
PSMA3,5,0.033752,0.11155,0.414949,25,4,-6.0654,0.64963,0.79713,0.999965,66,1,-6.0654,0.2231
RPS3A,5,0.039139,0.12455,0.445522,26,4,-2.371,0.28343,0.50809,0.984419,49,1,-2.371,0.2491
COPS8,5,0.046672,0.14151,0.487414,27,3,-0.32428,0.33711,0.56655,0.999965,51,2,-0.32428,0.28302
COPS6,5,0.061051,0.17365,0.557887,28,3,-2.4966,0.77035,0.87347,0.999965,71,2,-2.4966,0.3473
RPL34,5,0.064448,0.181,0.561111,29,3,-5.5067,0.3683,0.59942,0.999965,52,2,-5.5067,0.362
NUP205,4,0.065233,0.17396,0.557887,30,3,-5.203,0.51611,0.67577,0.999965,60,1,-5.203,0.34792
NUP133,5,0.067948,0.18846,0.565385,31,3,-4.1764,0.066848,0.18594,0.68979,25,2,-4.1764,0.37188
PSMC1,5,0.079008,0.21121,0.613843,32,4,-1.2312,0.95125,0.95196,0.999965,79,1,-1.2312,0.42242
POLA1,5,0.08298,0.21953,0.61868,33,3,-2.4066,0.036454,0.11764,0.643536,17,2,-2.4066,0.23528
RPS27,5,0.095929,0.24521,0.651559,34,4,-0.80854,0.9713,0.97082,0.999965,81,0,-0.80854,0.49042
RPL35A,4,0.098102,0.22833,0.624543,35,3,-8.1344,0.60703,0.74773,0.999965,63,1,-8.1344,0.45666
RPS19,4,0.11845,0.26022,0.672225,36,3,-6.5062,0.87095,0.88206,0.999965,75,1,-6.5062,0.52044
OLIG2,5,0.13048,0.3112,0.782215,37,4,-2.1796,0.27529,0.49936,0.984419,48,1,-2.1796,0.6224
PSMC4,5,0.13691,0.32327,0.791172,38,4,-2.1344,0.97252,0.97207,0.999965,82,0,-2.1344,0.64654
COPA,5,0.14807,0.34298,0.817882,39,4,-0.51425,0.66753,0.80819,0.999965,67,1,-0.51425,0.68596
PSMD6,5,0.16758,0.37786,0.878517,40,3,-1.5821,0.064339,0.18042,0.68979,24,2,-1.5821,0.36084
NUP98,5,0.21565,0.43325,0.982732,41,3,-1.0448,0.14023,0.32929,0.785242,39,2,-1.0448,0.65858
RPS7,2,0.36977,0.4461,0.987786,42,1,-3.799,0.26867,0.38241000000000003,0.854322,46,1,-3.799,0.76482000000000006
NPSR1,5,0.37087,0.60245,0.995113,43,3,-0.63941,0.42169,0.65302,0.999965,56,2,-0.63941,1
NPHS2,5,0.38268,0.61428,0.995113,44,2,0.025231,0.55932,0.74499,0.999965,61,2,0.025231,1
TPH2,5,0.38983,0.6219,0.995113,45,2,0.96817,0.091542,0.2367,0.733243,29,3,0.96817,0.4734
PLA2G2E,5,0.39004,0.62211,0.995113,46,3,-0.61899,0.9549,0.95509,0.999965,80,1,-0.61899,1
POLR2F,5,0.3939,0.6257,0.995113,47,3,-0.63046,0.63098,0.7857,0.999965,65,2,-0.63046,1
TGM6,5,0.42892,0.66044,0.995113,48,3,-0.85138,0.19871,0.41309,0.873122,43,1,-0.85138,0.82618
COPZ1,5,0.4447,0.67454,0.995113,49,2,-0.015728,0.58609,0.7595,0.999965,62,2,-0.015728,1
PSMC2,3,0.44618,0.59831,0.995113,50,2,-0.23182,0.47118,0.62397,0.999965,58,1,-0.23182,1
IL1F10,5,0.5384,0.73455,0.995113,51,2,0.6603,0.27217,0.49606,0.984419,47,3,0.6603,0.99212
RXFP2,5,0.58609,0.76056,0.995113,52,1,1.3853,0.016338,0.061656,0.441076,13,4,1.3853,0.123312
FAM71B,8,0.61646,0.84321,0.995113,53,3,0.037085,0.26036,0.54403,0.999965,45,3,0.037085,1
RPL30,5,0.61647,0.77785,0.995113,54,2,0.48837,0.39776,0.6289,0.999965,54,3,0.48837,1
TRIM42,5,0.73562,0.85021,0.995113,55,1,1.0875,0.046672,0.14122,0.68979,20,4,1.0875,0.28244
KRT9,5,0.73924,0.85242,0.995113,56,1,0.90026,0.062642,0.177,0.68979,23,4,0.90026,0.354
KRT74,5,0.73949,0.85253,0.995113,57,2,0.62021,0.25045,0.47189,0.97523,44,3,0.62021,0.94378
FCRL4,5,0.75827,0.86539,0.995113,58,2,0.91521,0.17618,0.38652,0.854322,41,3,0.91521,0.77304
SPATA16,6,0.76109,0.88022,0.995113,59,2,1.0423,0.11503,0.29968,0.785242,33,4,1.0423,0.59936
IL22,5,0.77035,0.87355,0.995113,60,2,0.0058217,0.43937,0.66958,0.999965,57,2,0.0058217,1
OC90,5,0.77332,0.87569,0.995113,61,2,0.27404,0.13479,0.31945,0.785242,37,3,0.27404,0.6389
POLR2A,5,0.78781,0.8851,0.995113,62,2,0.33271,0.40163,0.63274,0.999965,55,3,0.33271,1
KRT77,5,0.79064,0.88723,0.995113,63,2,0.57773,0.076807,0.20674,0.704984,27,3,0.57773,0.41348
KRT25,5,0.80668,0.89171,0.995113,64,1,0.60464,0.32301,0.55117,0.999965,50,3,0.60464,1
CABP5,5,0.85035,0.90451,0.995113,65,1,1.3246,0.0052742,0.021101,0.441076,3,3,1.3246,0.042202
VN1R2,5,0.87004,0.91102,0.995113,66,1,1.0958,0.070068,0.19284,0.68979,26,4,1.0958,0.38568
TAS2R13,5,0.88005,0.91525,0.995113,67,1,0.43415,0.12533,0.3014,0.785242,34,4,0.43415,0.6028
NLRP5,11,0.89272,0.97367,0.995113,68,3,0.85647,0.043547,0.17963,0.68979,19,8,0.85647,0.35926
DMRTB1,5,0.90483,0.92506,0.995113,69,1,0.8023,0.09767,0.24855,0.733243,31,4,0.8023,0.4971
CRYGB,6,0.90501,0.9465,0.995113,70,1,0.86085,0.17716,0.39500999999999997,0.854322,42,4,0.86085,0.79001999999999994
ADH7,5,0.90957,0.92734,0.995113,71,1,1.0326,0.079628,0.21225,0.704984,28,4,1.0326,0.4245
DMRTC2,5,0.91411,0.92957,0.995113,72,1,1.1837,0.042044,0.13114,0.677577,18,4,1.1837,0.26228
POU4F2,5,0.924,0.93484,0.995113,73,1,0.8798,0.061348,0.1741,0.68979,22,4,0.8798,0.3482
MRGPRD,5,0.92666,0.93642,0.995113,74,1,1.1908,0.12768,0.30578,0.785242,35,3,1.1908,0.61156
OR52E8,5,0.93296,0.94006,0.995113,75,1,1.5174,0.016253,0.061376,0.441076,12,4,1.5174,0.122752
RPTN,5,0.93417,0.9408,0.995113,76,1,1.3501,0.099652,0.2523,0.733243,32,4,1.3501,0.5046
LHX5,5,0.93769,0.94317,0.995113,77,1,0.53617,0.13691,0.32323,0.785242,38,4,0.53617,0.64646
CYP7A1,5,0.93883,0.94377,0.995113,78,1,0.64951,0.092508,0.23848,0.733243,30,4,0.64951,0.47696
RNASE9,5,0.94736,0.94946,0.995113,79,1,1.0859,0.1326,0.3153,0.785242,36,4,1.0859,0.6306
OR9Q2,5,0.95916,0.95913,0.995113,80,1,1.3571,0.015756,0.059539,0.441076,11,4,1.3571,0.119078
TAS2R9,5,0.95998000000000006,0.95999,0.995113,81,1,0.5475,0.15917,0.36286,0.843651,40,3,0.5475,0.72572
OR12D2,5,0.96156,0.96146,0.995113,82,1,1.6471,0.0031859,0.013184,0.441076,2,4,1.6471,0.026368
TAAR1,5,0.97482,0.97438,0.995113,83,0,1.4858,0.025179,0.09015,0.542102,15,5,1.4858,0.1803
ABCG8,5,0.97645,0.9761,0.995113,84,0,0.90279,0.023555,0.085278,0.542102,14,5,0.90279,0.170556
PIWIL3,10,0.98607,0.99511,0.995113,85,1,1.0322,0.007812,0.044733,0.441076,4,9,1.0322,0.089466
HTR3D,5,0.98631,0.98597,0.995113,86,0,1.0981,0.013686,0.052361,0.441076,10,5,1.0981,0.104722
MAGEB3,5,0.98731,0.98711,0.995113,87,0,1.3054,0.012692,0.048387,0.441076,9,5,1.3054,0.096774
LUZP4,5,0.98763,0.98740000000000006,0.995113,88,0,1.2753,0.012374,0.047369,0.441076,8,5,1.2753,0.094738
LYZL6,6,0.98857,0.98874,0.995113,89,0,0.77881,0.011432,0.050943,0.441076,7,6,0.77881,0.101886
TAAR8,5,0.99121,0.99099,0.995113,90,0,1.0634,0.0087877,0.03431,0.441076,6,5,1.0634,0.06862
SAGE1,5,0.99168,0.99139,0.995113,91,0,1.2892,0.0083191,0.032632,0.441076,5,5,1.2892,0.065264
DEFB129,5,0.99317,0.99298,0.995113,92,0,1.7652,0.0021734,0.0093,0.441076,1,5,1.7652,0.0186
OTUD6A,7,0.99386,0.99373,0.995113,93,0,1.0075,0.048603,0.17322,0.68979,21,6,1.0075,0.34644
