gene,sgRNA,t_value,dof,p_value_neg,p_value_pos,p_value_twosided,log2FC,fdr_neg,fdr_pos,fdr_twosided
POLR2A,TRCN0000021285,-8.722162846107295,3.614301360189197,7.429754711094224e-4,0.9992570245288905,0.0014859509422189277,-0.5293173780871179,0.00285713331572973,0.9999999989387793,0.0035497716953007716
RPS19,TRCN0000074913,-11.739112636617394,2.0462410508313824,0.003300467797024642,0.9966995322029754,0.006600935594049284,-6.791867612986508,0.009129364140307928,0.9999999989387793,0.011312472956468521
RPS13,TRCN0000007173,-32.573783782927975,2.0008318515222343,4.694585285841588e-4,0.9995305414714158,9.389170571683092e-4,-11.142121038723774,0.0020752699441150195,0.9999999989387793,0.0025377586745177726
COPS4,TRCN0000118346,-29.630261569991315,2.0558259169313784,4.882132527126529e-4,0.9995117867472874,9.764265054252874e-4,-7.01436562083391,0.0020993169866644077,0.9999999989387793,0.0025946614441919157
POLR2F,TRCN0000021834,-4.044858020415208,2.000016575779616,0.02801636594531102,0.971983634054689,0.05603273189062197,-10.957099811575699,0.05786786503114459,0.9999999989387793,0.06675940096791988
RPS3A,TRCN0000074709,-41.28504518944169,2.315933401387829,1.1288731985544246e-4,0.9998871126801445,2.257746397109628e-4,-2.7655527350293774,6.758949657167631e-4,0.9999999989387793,8.475508300260745e-4
PSMC4,TRCN0000052040,-182.9403872323423,2.599364754062732,1.0261174216984255e-6,0.9999989738825783,2.052234843397116e-6,-2.8708294308035995,1.3482042790648756e-5,0.9999999989387793,1.4916143678767035e-5
PSMD11,TRCN0000003946,-178.8180310706904,2.969982175475357,2.1926028596135145e-7,0.9999997807397141,4.3852057185489457e-7,-6.4493681061678645,4.3212548024883016e-6,0.9999999989387793,5.115092849389533e-6
PSMD6,TRCN0000144555,-16.34347864751092,2.3555926380249033,8.842919722475537e-4,0.9991157080277524,0.0017685839444949725,-3.6326097852303185,0.0031864490385993495,0.9999999989387793,0.0039646455248631375
NUP93,TRCN0000059959,-69.47739505987492,3.8718731354986713,1.92944621168485e-7,0.9999998070553788,3.8588924233806665e-7,-6.054465992510327,4.1483093551224275e-6,0.9999999989387793,5.115092849389533e-6
RPS9,TRCN0000074797,-16.222224528407803,2.024851201494562,0.0017915880433605827,0.9982084119566395,0.003583176086721096,-7.35806381776726,0.005538700290912128,0.9999999989387793,0.0069746596255929145
NUP98,TRCN0000046913,-19.753282330046186,3.174346941308669,9.892109515296206e-5,0.999901078904847,1.978421903059413e-4,-3.8711601357477203,6.07658155939624e-4,0.9999999989387793,7.55829742172585e-4
PSMD6,TRCN0000142957,-8.704890919082494,2,0.006470660062419785,0.9935293399375802,0.012941320124839617,-Inf,0.016024200049866797,0.9999999989387793,0.019188853978210466
COPZ1,TRCN0000065002,-28.843639567146504,2.135097306771215,4.171623844090921e-4,0.9995828376155909,8.343247688180622e-4,-4.787965036251737,0.00193054527401081,0.9999999989387793,0.002349021521731806
POLA1,TRCN0000052954,-44.02460307784721,2.301258284376035,1.0173387217384719e-4,0.9998982661278262,2.034677443476518e-4,-3.718699225453072,6.169246351055092e-4,0.9999999989387793,7.699219446115145e-4
PSMD7,TRCN0000058066,-182.2887146730342,3.4107683573430267,3.168085505188047e-8,0.999999968319145,6.336171010090652e-8,-8.354803382312465,1.5818754762707086e-6,0.9999999989387793,2.6364591325285978e-6
TPH2,TRCN0000056673,-201.4846257452711,2.1524670681185842,6.081310322968623e-6,0.999993918689677,1.2162620645961297e-5,-4.877119339475746,5.992624547425331e-5,0.9999999989387793,6.850681226250057e-5
RPS8,TRCN0000074780,-3.8191365825118724,2.0000643779611265,0.031112786173296787,0.9688872138267032,0.06222557234659365,-9.365283108841561,0.06262275685093353,0.9999999989387793,0.07285320722757127
RPL3,TRCN0000117509,-6.8542178250602,2.000652348773943,0.010305798898739216,0.9896942011012608,0.020611597797478565,-5.7453641890558895,0.024251954622406216,0.9999999989387793,0.02801518896036598
COPA,TRCN0000065272,-171.49956743811467,2,1.6998938328235545e-5,0.9999830010616718,3.399787665658849e-5,-Inf,1.3181143982385923e-4,0.9999999989387793,1.6080995658566356e-4
RPL30,TRCN0000117570,-18.182654380146325,2.0018710157350497,0.0014992043450174175,0.9985007956549826,0.0029984086900347595,-4.750243873584541,0.00472749103462159,0.9999999989387793,0.0059841658666094566
RPL35A,TRCN0000117659,-173.83123567163602,2.1981849910556033,6.817479095903497e-6,0.9999931825209041,1.3634958191843793e-5,-9.59691385823335,6.449335224724707e-5,0.9999999989387793,7.499227005514086e-5
RPL5,TRCN0000074996,-32.2538169791246,2.014829213975488,4.6028258340386e-4,0.9995397174165961,9.205651668076076e-4,-3.3162331655616253,0.002053902471226658,0.9999999989387793,0.0025024558844827494
PSMB3,TRCN0000003911,-5.546242191745617,2.0106108465191093,0.015321157010180353,0.9846788429898197,0.03064231402036066,-6.384644755476149,0.03450908221816813,0.9999999989387793,0.03960058615199616
RPL6,TRCN0000004998,-112.4614787023643,2.6980013076712535,2.4758363754186e-6,0.9999975241636245,4.951672750719283e-6,-7.3515639534122865,2.8562697696902383e-5,0.9999999989387793,3.122854948120294e-5
RPS3A,TRCN0000074711,-9.015383862018457,3.947734794483004,4.4538920427640615e-4,0.9995546107957236,8.907784085527837e-4,-1.9408237742352288,0.0020063723202165726,0.9999999989387793,0.0024354808511298652
COPS6,TRCN0000072558,-38.49992711438893,2.2411483502213985,1.6500299191873796e-4,0.9998349970080813,3.3000598383758906e-4,-5.1315121517002,9.517855509458909e-4,0.9999999989387793,0.0011915483233219818
RPS9,TRCN0000074795,-12.497183737475762,2.005805564305217,0.003136570598416074,0.9968634294015839,0.006273141196832199,-5.3903257293269835,0.00877868575769706,0.9999999989387793,0.010868849033339305
NUP133,TRCN0000144112,-196.1520969468996,2.1256597021084027,7.284819131583657e-6,0.9999927151808684,1.4569638263184359e-5,-5.156545228657487,6.756312645566803e-5,0.9999999989387793,7.921194136191036e-5
RPL6,TRCN0000005001,-163.46364096746612,3.48818793489052,3.34434561579431e-8,0.9999999665565439,6.688691245315681e-8,-8.188018586343262,1.5818754762707086e-6,0.9999999989387793,2.6364591325285978e-6
RPS24,TRCN0000117549,-90.69032345806994,3.0887440819142062,1.0745319957107644e-6,0.9999989254680043,2.1490639914301113e-6,-5.760174716591425,1.3736584701924095e-5,0.9999999989387793,1.5171750267857353e-5
RPL5,TRCN0000074997,-109.88246703799632,3.208482290806484,3.7862742821919464e-7,0.9999996213725718,7.572548563761217e-7,-6.219091902386442,5.9696924515893025e-6,0.9999999989387793,6.888106674344338e-6
POLR2A,TRCN0000021288,-133.78544071260168,3.7073549960841383,2.876024526471505e-8,0.9999999712397547,5.7520490592821716e-8,-0.9998417907811463,1.5818754762707086e-6,0.9999999989387793,2.6364591325285978e-6
COPB1,TRCN0000151483,-11.32609784186375,2.0031280874808486,0.0038312556483651073,0.9961687443516349,0.0076625112967303455,-6.870606970797509,0.010180808548745483,0.9999999989387793,0.012672614836900187
POLR2D,TRCN0000021366,-96.88084517216548,3.09172327980824,8.668633492698938e-7,0.9999991331366507,1.733726698427418e-6,-5.189161369550872,1.1715038977275992e-5,0.9999999989387793,1.3016709973907439e-5
NUP93,TRCN0000059958,-92.49182665112393,3.803781170958775,8.074954611900414e-8,0.9999999192504538,1.6149909209950408e-7,-5.745390784088732,2.2467373714287627e-6,0.9999999989387793,3.637574788717401e-6
NUP133,TRCN0000143014,-145.29061000409428,2.059108095756991,1.8351517546833617e-5,0.9999816484824532,3.6703035093621494e-5,-6.244216566915325,1.4000431934923065e-4,0.9999999989387793,1.7188649108200956e-4
NUP205,TRCN0000060023,-24.099014183324584,2.2965918825227125,4.107569258034591e-4,0.9995892430741965,8.21513851606781e-4,-6.377923436510217,0.00193054527401081,0.9999999989387793,0.0023408195892169123
RPS11,TRCN0000074979,-37.126064455116015,2.074763000352833,2.9063586414334046e-4,0.9997093641358566,5.81271728286703e-4,-6.219621769902657,0.0015274529304422227,0.9999999989387793,0.001857713023510882
COPS6,TRCN0000072562,-102.64375924711112,2.441443626668507,8.438009194333205e-6,0.9999915619908056,1.6876018388733982e-5,-3.8734631743087844,7.651145459316495e-5,0.9999999989387793,8.968940109967611e-5
COPB1,TRCN0000150921,-27.11916588841636,2.218731867645333,3.8291350790078157e-4,0.9996170864920992,7.658270158015235e-4,-5.453487279749895,0.001848143767725201,0.9999999989387793,0.0022360257930501273
COPZ1,TRCN0000064998,-2.7617163369443265,3.9887975629314885,0.025459240734862665,0.9745407592651374,0.05091848146972522,-0.6747838125650318,0.053049431134757886,0.9999999989387793,0.06143990238566334
PSMA3,TRCN0000003880,-22.980278063473065,2.0011991850675654,9.41313521433583e-4,0.9990586864785664,0.0018826270428671243,-10.375491925234453,0.0033226962361051103,0.9999999989387793,0.0041611336040941575
PSMD1,TRCN0000058105,-200.74699233780717,3.9953506617142867,1.883529596092485e-9,0.9999999981164704,3.767059109094362e-9,-4.6726501202528565,4.454547494758727e-7,0.9999999989387793,8.909094793008165e-7
POLR2A,TRCN0000021286,-0.2447777812995222,2.3211762832534926,0.4133022659390252,0.5866977340609748,0.8266045318780504,-0.031044075408461325,0.7547952578732005,0.9999999989387793,0.8354357768767475
RPL18A,TRCN0000117614,-35.034058895734475,3.859545928381433,2.8084814845304006e-6,0.9999971915185155,5.616962969190453e-6,-5.040332545708406,3.162885100435427e-5,0.9999999989387793,3.495820374246164e-5
RPS8,TRCN0000074779,-10.382317018971083,3.381095233026113,5.551759200200297e-4,0.9994448240799799,0.001110351840039936,-1.5540495918592931,0.002263777673874776,0.9999999989387793,0.002814773563270828
NUP98,TRCN0000046914,-36.4310197598445,2.042986258971184,3.3167972332197695e-4,0.9996683202766781,6.633594466440851e-4,-2.264161395720439,0.0016689841396946286,0.9999999989387793,0.002011339860658027
PSMD7,TRCN0000058063,-103.66925820780304,3.8666011332807844,4.1780764993757615e-8,0.999999958219235,8.356152991773058e-8,-6.623974365008078,1.7965728947315775e-6,0.9999999989387793,3.040354127006659e-6
PSMD6,TRCN0000145517,-19.752812742689944,3.948534060226386,2.137837656238134e-5,0.9999786216234376,4.275675312470639e-5,-2.0070748436355625,1.555688017539442e-4,0.9999999989387793,1.926089926474869e-4
PSMD11,TRCN0000003948,-144.53178187115034,3.99999165612767,6.872952399117078e-9,0.9999999931270476,1.3745904858808444e-8,-5.083346629852109,1.0126250280495737e-6,0.9999999989387793,2.025250057713368e-6
NUP205,TRCN0000060024,-20.88124521200155,2.1553976176083234,7.913350621759654e-4,0.999208664937824,0.0015826701243519814,-6.346306050786463,0.0030023546747984854,0.9999999989387793,0.003752279922960936
PSMC1,TRCN0000050505,-22.354201718266545,2.207761019505026,6.027913912767262e-4,0.9993972086087233,0.0012055827825534493,-5.770723771653756,0.002416273966727894,0.9999999989387793,0.0030071750724710218
RPTN,TRCN0000053864,10.623382850049992,3.9084390324230274,0.9997492685847061,2.507314152938589e-4,5.014628305877178e-4,0.28293815677815104,0.9999999706474977,0.0020806308672630747,0.001670365625830919
POLR2D,TRCN0000021367,-11.88172039846899,2.4575404739314726,0.001561906064214975,0.998438093935785,0.003123812128429826,-3.2232668632168835,0.004860405055090021,0.9999999989387793,0.006182272538691664
RPS27,TRCN0000117596,-4.306029648323773,2.4675625831489083,0.016942329939980297,0.9830576700600197,0.03388465987996048,-0.8330701396256064,0.03710056510004945,0.9999999989387793,0.042854128671714724
RPL18A,TRCN0000117615,-72.49252939358988,2.6702325821101542,8.905374728246517e-6,0.9999910946252718,1.781074945661487e-5,-3.6632764706926864,7.800448604556672e-5,0.9999999989387793,9.157048361933515e-5
NUP93,TRCN0000059962,-17.752731599780628,2.3043845590582794,8.12664867154417e-4,0.9991873351328456,0.0016253297343089557,-3.160033921694721,0.0030030506419065563,0.9999999989387793,0.003768534138863412
RPL30,TRCN0000117568,-9.233245006722795,3.9808882490280255,3.9109941795313294e-4,0.9996089005820469,7.821988359062448e-4,-1.362195947312209,0.0018685861079983017,0.9999999989387793,0.0022698162538874467
COPS6,TRCN0000072561,-28.210909074205148,2.1017292910307876,4.778105737841327e-4,0.9995221894262158,9.556211475683085e-4,-2.8584159222827186,0.002091099289372183,0.9999999989387793,0.002568231834089829
COPA,TRCN0000065268,-18.10063814577166,2.0579639915077674,0.001334301156320934,0.9986656988436791,0.0026686023126418768,-3.335566945447324,0.0043620176131502035,0.9999999989387793,0.005523952435867342
RPL3,TRCN0000117510,-7.78437554996089,3.6653217239188804,0.0010428747905980285,0.9989571252094019,0.002085749581196117,-2.618188657987048,0.003627057176124026,0.9999999989387793,0.004525502531677814
RPS24,TRCN0000117551,-66.09674202173346,2.5142633159853354,1.9284884480674943e-5,0.9999807151155193,3.8569768961327355e-5,-3.976391341874775,1.4478968824379758e-4,0.9999999989387793,1.7885785018341018e-4
PSMD7,TRCN0000058064,-9.53300763478501,2.4698744604821945,0.002611109492365204,0.9973888905076348,0.005222218984730409,-4.467854956006297,0.007512732671560646,0.9999999989387793,0.009355478421188956
RPL9,TRCN0000117566,-23.803563225966087,2.017181104943799,8.428703219279032e-4,0.9991571296780721,0.0016857406438557376,-6.800819930750823,0.003090524513735645,0.9999999989387793,0.00387065691526099
RPL11,TRCN0000117716,-8.577046692564718,2.0240960656905145,0.00642255562464191,0.9935774443753581,0.01284511124928378,-4.959572498812431,0.015988783212924334,0.9999999989387793,0.019106093147519588
RPS24,TRCN0000117548,-75.63384295162687,3.180332465773302,1.37977164345087e-6,0.9999986202283565,2.7595432867677516e-6,-5.6795816407303885,1.7174525982954252e-5,0.9999999989387793,1.8916869197697778e-5
CABP5,TRCN0000056334,-13.627581585641012,2.324224625978604,0.0014337098475187108,0.9985662901524813,0.002867419695037343,-2.089594238491582,0.004582059174840204,0.9999999989387793,0.005796109041678049
RPS9,TRCN0000074796,-14.046877594882629,3.096271156916773,3.3053934693334314e-4,0.9996694606530666,6.610786938665569e-4,-3.8798499995857814,0.0016689841396946286,0.9999999989387793,0.002011339860658027
PSMB3,TRCN0000010829,-3.9439854030384858,2.0325421156935604,0.02857903951150707,0.9714209604884929,0.057158079023014174,-5.299530956933088,0.05851898566641924,0.9999999989387793,0.06775882550848547
NLRP5,TRCN0000152865,0.8284571674761404,2.037954109784788,0.7534340059129292,0.2465659940870708,0.4931319881741416,0.09906215216689418,0.9999999706474977,0.5831285760159224,0.5126405063876242
RPL27,TRCN0000117773,-9.371137615589497,2.1015148754558224,0.004765209992753248,0.9952347900072468,0.009530419985506633,-4.187311005136602,0.012316635664329433,0.9999999989387793,0.015127143131357842
COPA,TRCN0000065271,-37.79321939934978,2.6368529158830682,5.55887834631972e-5,0.9999444112165368,1.1117756692646807e-4,-0.9498322930415934,3.756213511156039e-4,0.9999999989387793,4.65371585453269e-4
POLR2A,TRCN0000021284,-0.29031432013600966,2.0027670886141102,0.3994383570119557,0.6005616429880443,0.7988767140239112,-0.0639177049487909,0.7323036545219188,0.9999999989387793,0.8108770080113948
NUP98,TRCN0000046916,-14.369430755427356,2.020245657638144,0.002307923716251156,0.9976920762837489,0.004615847432502429,-1.4887621802134259,0.00682279948616748,0.9999999989387793,0.00862395033862018
PSMB3,TRCN0000003910,-21.93950969455839,2.103399815000724,8.061290564469506e-4,0.999193870943553,0.001612258112893894,-3.5605016699573966,0.0030023546747984854,0.9999999989387793,0.003756640824624689
RPS13,TRCN0000007170,-81.68835438908299,2.72231770062823,5.378604077028052e-6,0.999994621395923,1.0757208154021924e-5,-6.737609539247114,5.530608105291888e-5,0.9999999989387793,6.281678341793049e-5
RPL5,TRCN0000074995,-13.204481795740179,2.0480341630695973,0.0025916320563260536,0.9974083679436739,0.005183264112652131,-1.2667700514633378,0.007512732671560646,0.9999999989387793,0.009321992111347748
RPL35A,TRCN0000117661,-108.66575143301743,2.6645413536497675,3.089418304730719e-6,0.9999969105816953,6.178836609471716e-6,-7.305104610356752,3.398360135203791e-5,0.9999999989387793,3.795571060104054e-5
COPS2,TRCN0000116054,-34.6608430664061,2.6280726698386316,7.14956899656473e-5,0.9999285043100343,1.4299137993134536e-4,-6.201695793632009,4.569927209966375e-4,0.9999999989387793,5.731773110807318e-4
POLA1,TRCN0000052953,-22.5973074133872,2.0805037983531003,8.012267911608531e-4,0.9991987732088391,0.0016024535823215835,-2.7330084986630467,0.0030023546747984854,0.9999999989387793,0.003752279922960936
RXFP2,TRCN0000009005,-64.97490348728434,2.596217572640871,1.5280077032094966e-5,0.9999847199229679,3.0560154064218636e-5,-4.21468495190174,1.2343214595757587e-4,0.9999999989387793,1.501545693092106e-4
COPS4,TRCN0000118344,-96.63482413422652,3.492237538245788,2.0615420478477452e-7,0.9999997938457952,4.1230840963635274e-7,-1.3228460048698842,4.239606037530363e-6,0.9999999989387793,5.115092849389533e-6
PSMB3,TRCN0000003908,-30.47821872691632,2.7947314283817657,6.524216272960661e-5,0.9999347578372704,1.3048432545925692e-4,-4.993557074155616,4.346414502972384e-4,0.9999999989387793,5.366877038454654e-4
DMRTC2,TRCN0000019587,-9.474625622445892,2,0.0054785048682289795,0.994521495131771,0.010957009736457968,-Inf,0.01378368512059738,0.9999999989387793,0.016772380599820773
NLRP5,TRCN0000155113,-16.788154486815266,2.1288415212033205,0.001337193560056616,0.9986628064399434,0.002674387120113364,-1.2899230980897265,0.0043620176131502035,0.9999999989387793,0.005523952435867342
RPL18A,TRCN0000117613,-5.393340396722582,2.353357088272448,0.011335303773099069,0.9886646962269009,0.022670607546198207,-3.06754994245723,0.026154139925248093,0.9999999989387793,0.03020618977282184
PSMD11,TRCN0000003950,-27.330568880263975,2.1066520083698057,5.04107754720952e-4,0.999495892245279,0.0010082155094419676,-4.1034019447054355,0.0021146061257153095,0.9999999989387793,0.002647499719074108
PSMC1,TRCN0000050504,-46.998614751469304,3.2188886400040646,5.595839974035457e-6,0.9999944041600259,1.1191679948119315e-5,-1.6631587040376896,5.6315581015293005e-5,0.9999999989387793,6.455688555439557e-5
RPS27,TRCN0000117592,-6.812590770364638,2.076554796418539,0.0094571251200244,0.9905428748799756,0.01891425024004878,-0.4908297747362482,0.02247849337573639,0.9999999989387793,0.02596956917840593
RPL36,TRCN0000117675,-36.36950882090748,2.2283464101783936,1.944422037720242e-4,0.9998055577962279,3.888844075439213e-4,-5.93873553889839,0.00110808629378515,0.9999999989387793,0.001358629125126437
POLA1,TRCN0000052957,-27.938247289550393,2.0974008414745953,4.932643348436067e-4,0.9995067356651564,9.865286696872921e-4,-3.6646233151057492,0.0021019282016308647,0.9999999989387793,0.0026068606746485427
IL1F10,TRCN0000058440,-5.087106694259974,2.001747680309094,0.01823566864122081,0.9817643313587792,0.036471337282441674,-6.0085028873716215,0.03956638196008001,0.9999999989387793,0.04563741411268495
RPS24,TRCN0000117550,-16.027296363414376,2.0115187507105188,0.0018883845101374437,0.9981116154898626,0.003776769020275017,-2.0038107688905473,0.005800038138279291,0.9999999989387793,0.007321359617172472
