Gene_ID,Well_ID,Score,LogP,OPI_Hit,#hitWell,#totalWell,rank,OPI_Rank,Cutoff_Rank,EXP_Rank
TAAR8,TAAR8-10,0.884688746315242,-3.71382456371015,1,9,10,129,79,129,79
TAAR8,TAAR8-2,0.893119941133186,-3.71382456371015,1,9,10,144,80,144,80
TAAR8,TAAR8-3,0.89661713563073,-3.71382456371015,1,9,10,151,81,151,81
TAAR8,TAAR8-5,0.925140968306436,-3.71382456371015,1,9,10,206,82,206,82
TAAR8,TAAR8-8,0.945100051308363,-3.71382456371015,1,9,10,252,83,252,83
TAAR8,TAAR8-4,0.97152395915161,-3.71382456371015,1,9,10,301,84,301,84
NLRP5,NLRP5-6,0.761863299956465,-3.43059427351943,1,9,10,7,85,7,7
NLRP5,NLRP5-5,0.776082327892122,-3.43059427351943,1,9,10,16,86,16,16
NLRP5,NLRP5-4,0.808884951271991,-3.43059427351943,1,9,10,32,87,32,32
NLRP5,NLRP5-1,0.839413404435826,-3.43059427351943,1,9,10,63,88,63,63
NLRP5,NLRP5-8,0.850803366488141,-3.43059427351943,1,9,10,80,89,80,80
NLRP5,NLRP5-10,0.882317562149158,-3.43059427351943,1,9,10,124,90,124,90
NLRP5,NLRP5-7,0.924215361061495,-3.43059427351943,1,9,10,203,91,203,91
NLRP5,NLRP5-2,0.938907744523295,-3.43059427351943,1,9,10,239,92,239,92
NPSR1,NPSR1-9,0.813710554951034,-3.32110955037312,1,9,10,35,93,35,35
NPSR1,NPSR1-1,0.820307128122851,-3.32110955037312,1,9,10,42,94,42,42
NPSR1,NPSR1-3,0.86281654217526,-3.32110955037312,1,9,10,101,95,101,95
NPSR1,NPSR1-8,0.907485450531808,-3.32110955037312,1,9,10,176,96,176,96
NPSR1,NPSR1-2,0.924230769230769,-3.32110955037312,1,9,10,204,97,204,97
NPSR1,NPSR1-7,0.94061757719715,-3.32110955037312,1,9,10,242,98,242,98
NPSR1,NPSR1-4,0.942436702012551,-3.32110955037312,1,9,10,248,99,248,99
NPSR1,NPSR1-6,0.964166974510528,-3.32110955037312,1,9,10,290,100,290,100
NPSR1,NPSR1-5,0.98434525068754,-3.32110955037312,1,9,10,334,101,334,101
KRT77,KRT77-4,0.857109060799621,-3.30987541691071,1,9,10,91,102,91,91
KRT77,KRT77-7,0.859251259899208,-3.30987541691071,1,9,10,95,103,95,95
KRT77,KRT77-8,0.906631762652705,-3.30987541691071,1,9,10,173,104,173,104
KRT77,KRT77-9,0.90734055354994,-3.30987541691071,1,9,10,175,105,175,105
KRT77,KRT77-5,0.931641424478101,-3.30987541691071,1,9,10,222,106,222,106
KRT77,KRT77-1,0.933109833971903,-3.30987541691071,1,9,10,229,107,229,107
KRT77,KRT77-2,0.946775844421699,-3.30987541691071,1,9,10,256,108,256,108
KRT77,KRT77-6,0.961921499707089,-3.30987541691071,1,9,10,285,109,285,109
KRT77,KRT77-3,0.984700973574409,-3.30987541691071,1,9,10,335,110,335,110
OLIG2,OLIG2-1,0.746344206974128,-3.22129850217963,1,9,10,2,111,2,2
OLIG2,OLIG2-10,0.826050769870995,-3.22129850217963,1,9,10,48,112,48,48
OLIG2,OLIG2-4,0.845265112440685,-3.22129850217963,1,9,10,73,113,73,73
OLIG2,OLIG2-3,0.894846978812451,-3.22129850217963,1,9,10,147,114,147,114
OLIG2,OLIG2-8,0.928976325441814,-3.22129850217963,1,9,10,217,115,217,115
OLIG2,OLIG2-7,0.974946695095949,-3.22129850217963,1,9,10,312,116,312,116
OLIG2,OLIG2-9,0.978267920856309,-3.22129850217963,1,9,10,322,117,322,117
OLIG2,OLIG2-2,0.97835795259361,-3.22129850217963,1,9,10,324,118,324,118
OLIG2,OLIG2-6,0.990135635018496,-3.22129850217963,1,9,10,343,119,343,119
SAGE1,SAGE1-2,0.805998536942209,-3.16707713387173,1,9,10,30,120,30,30
SAGE1,SAGE1-5,0.844609053497942,-3.16707713387173,1,9,10,71,121,71,71
SAGE1,SAGE1-6,0.877470355731225,-3.16707713387173,1,9,10,119,122,119,119
SAGE1,SAGE1-10,0.883425710709816,-3.16707713387173,1,9,10,127,123,127,123
SAGE1,SAGE1-4,0.897017650639075,-3.16707713387173,1,9,10,153,124,153,124
SAGE1,SAGE1-8,0.898058994345102,-3.16707713387173,1,9,10,154,125,154,125
SAGE1,SAGE1-1,0.92885872297637,-3.16707713387173,1,9,10,216,126,216,126
SAGE1,SAGE1-3,0.979975278121137,-3.16707713387173,1,9,10,326,127,326,127
SAGE1,SAGE1-7,0.992555831265509,-3.16707713387173,1,9,10,348,128,348,128
TAS2R13,TAS2R13-9,0.867751288659794,-3.09387494907527,1,8,10,105,129,105,105
TAS2R13,TAS2R13-10,0.8824499112351,-3.09387494907527,1,8,10,125,130,125,125
TAS2R13,TAS2R13-2,0.900690640628721,-3.09387494907527,1,8,10,162,131,162,131
TAS2R13,TAS2R13-8,0.905410518350359,-3.09387494907527,1,8,10,172,132,172,132
TAS2R13,TAS2R13-1,0.914933837429111,-3.09387494907527,1,8,10,187,133,187,133
TAS2R13,TAS2R13-5,0.928679245283019,-3.09387494907527,1,8,10,214,134,214,134
TAS2R13,TAS2R13-3,0.931428571428571,-3.09387494907527,1,8,10,221,135,221,135
TAS2R13,TAS2R13-7,0.951332760103181,-3.09387494907527,1,8,10,265,136,265,136
RXFP2,RXFP2-9,0.786486486486486,-2.62204831197866,1,8,10,20,137,20,20
RXFP2,RXFP2-8,0.818488888888889,-2.62204831197866,1,8,10,39,138,39,39
RXFP2,RXFP2-4,0.886831275720165,-2.62204831197866,1,8,10,134,139,134,134
RXFP2,RXFP2-7,0.887818520820385,-2.62204831197866,1,8,10,136,140,136,136
RXFP2,RXFP2-1,0.903409090909091,-2.62204831197866,1,8,10,165,141,165,141
RXFP2,RXFP2-3,0.925578753018037,-2.62204831197866,1,8,10,209,142,209,142
RXFP2,RXFP2-10,0.968824463860206,-2.62204831197866,1,8,10,296,143,296,143
RXFP2,RXFP2-5,0.97301474084641,-2.62204831197866,1,8,10,307,144,307,144
DEFB129,DEFB129-8,0.774747237244298,-2.60146291566065,1,8,10,14,145,14,14
DEFB129,DEFB129-4,0.843746252548267,-2.60146291566065,1,8,10,69,146,69,69
DEFB129,DEFB129-5,0.869646182495345,-2.60146291566065,1,8,10,107,147,107,107
DEFB129,DEFB129-3,0.871287128712871,-2.60146291566065,1,8,10,110,148,110,110
DEFB129,DEFB129-2,0.930744427309687,-2.60146291566065,1,8,10,220,149,220,149
DEFB129,DEFB129-1,0.940320855614973,-2.60146291566065,1,8,10,241,150,241,150
DEFB129,DEFB129-6,0.946463654223969,-2.60146291566065,1,8,10,255,151,255,151
DEFB129,DEFB129-7,0.97364435019691,-2.60146291566065,1,8,10,309,152,309,152
CRYGB,CRYGB-4,0.871184848959148,-2.51252145374969,1,6,10,109,153,109,109
CRYGB,CRYGB-3,0.886539953452289,-2.51252145374969,1,6,10,131,154,131,131
CRYGB,CRYGB-10,0.887877976986888,-2.51252145374969,1,6,10,137,155,137,137
CRYGB,CRYGB-9,0.89159125188537,-2.51252145374969,1,6,10,142,156,142,142
CRYGB,CRYGB-5,0.898736037624926,-2.51252145374969,1,6,10,157,157,157,157
CRYGB,CRYGB-2,0.904656930283825,-2.51252145374969,1,6,10,169,158,169,158
OR12D2,OR12D2-10,0.863372093023256,-2.30105096487635,1,8,10,102,159,102,102
OR12D2,OR12D2-9,0.884231103388358,-2.30105096487635,1,8,10,128,160,128,128
OR12D2,OR12D2-1,0.899325842696629,-2.30105096487635,1,8,10,158,161,158,158
OR12D2,OR12D2-8,0.949148029818956,-2.30105096487635,1,8,10,261,162,261,162
OR12D2,OR12D2-4,0.950993131613143,-2.30105096487635,1,8,10,264,163,264,163
OR12D2,OR12D2-5,0.969623655913978,-2.30105096487635,1,8,10,297,164,297,164
OR12D2,OR12D2-6,0.98110566829951,-2.30105096487635,1,8,10,330,165,330,165
OR12D2,OR12D2-3,0.987776289350301,-2.30105096487635,1,8,10,340,166,340,166
TAS2R9,TAS2R9-7,0.799939375568354,-2.28279376660034,1,8,10,27,167,27,27
TAS2R9,TAS2R9-10,0.822999653619674,-2.28279376660034,1,8,10,45,168,45,45
TAS2R9,TAS2R9-6,0.847148464557839,-2.28279376660034,1,8,10,77,169,77,77
TAS2R9,TAS2R9-4,0.871062992125984,-2.28279376660034,1,8,10,108,170,108,108
TAS2R9,TAS2R9-9,0.931885317115552,-2.28279376660034,1,8,10,225,171,225,171
TAS2R9,TAS2R9-1,0.953691374463678,-2.28279376660034,1,8,10,270,172,270,172
TAS2R9,TAS2R9-2,0.971771618342062,-2.28279376660034,1,8,10,302,173,302,173
TAS2R9,TAS2R9-5,0.989053948397185,-2.28279376660034,1,8,10,342,174,342,174
MAGEB3,MAGEB3-4,0.75042965872821,-2.2785029267448,1,7,10,4,175,4,4
MAGEB3,MAGEB3-8,0.825937916587317,-2.2785029267448,1,7,10,47,176,47,47
MAGEB3,MAGEB3-5,0.838686820973075,-2.2785029267448,1,7,10,61,177,61,61
MAGEB3,MAGEB3-2,0.846652553585605,-2.2785029267448,1,7,10,76,178,76,76
LUZP4,LUZP4-7,0.881638846737481,-2.27367703356888,1,7,10,123,179,123,123
LUZP4,LUZP4-2,0.902714192282538,-2.27367703356888,1,7,10,164,180,164,164
LUZP4,LUZP4-8,0.908243486073675,-2.27367703356888,1,7,10,180,181,180,180
LUZP4,LUZP4-5,0.920853858784893,-2.27367703356888,1,7,10,198,182,198,182
LUZP4,LUZP4-3,0.928007653671371,-2.27367703356888,1,7,10,211,183,211,183
LUZP4,LUZP4-6,0.935117736744028,-2.27367703356888,1,7,10,231,184,231,184
LUZP4,LUZP4-4,0.948116560056859,-2.27367703356888,1,7,10,259,185,259,185
ABCG8,ABCG8-2,0.842948717948718,-2.19339162046123,1,8,10,68,186,68,68
ABCG8,ABCG8-7,0.925359208807613,-2.19339162046123,1,8,10,208,187,208,187
ABCG8,ABCG8-4,0.929244199402711,-2.19339162046123,1,8,10,218,188,218,188
ABCG8,ABCG8-1,0.931751976695797,-2.19339162046123,1,8,10,223,189,223,189
ABCG8,ABCG8-6,0.931966449207829,-2.19339162046123,1,8,10,226,190,226,190
ABCG8,ABCG8-3,0.972211720226843,-2.19339162046123,1,8,10,303,191,303,191
ABCG8,ABCG8-9,0.981396279255851,-2.19339162046123,1,8,10,331,192,331,192
ABCG8,ABCG8-5,0.99666922879836,-2.19339162046123,1,8,10,352,193,352,193
ADH7,ADH7-7,0.781586679725759,-2.167166921417,1,8,10,18,194,18,18
ADH7,ADH7-10,0.790907482752521,-2.167166921417,1,8,10,22,195,22,22
ADH7,ADH7-9,0.860884418295692,-2.167166921417,1,8,10,98,196,98,98
ADH7,ADH7-5,0.896121613720522,-2.167166921417,1,8,10,150,197,150,150
ADH7,ADH7-2,0.951399894347596,-2.167166921417,1,8,10,266,198,266,198
ADH7,ADH7-6,0.95300572519084,-2.167166921417,1,8,10,268,199,268,199
ADH7,ADH7-3,0.965377957299481,-2.167166921417,1,8,10,293,200,293,200
ADH7,ADH7-4,0.99855421686747,-2.167166921417,1,8,10,355,201,355,201
CABP5,CABP5-8,0.800284798860805,-2.12379863893354,1,7,10,28,202,28,28
CABP5,CABP5-1,0.872100122100122,-2.12379863893354,1,7,10,112,203,112,112
CABP5,CABP5-6,0.872258837627322,-2.12379863893354,1,7,10,113,204,113,113
CABP5,CABP5-2,0.887441375716519,-2.12379863893354,1,7,10,135,205,135,135
CABP5,CABP5-10,0.919241358213521,-2.12379863893354,1,7,10,193,206,193,193
CABP5,CABP5-4,0.941514299109236,-2.12379863893354,1,7,10,245,207,245,207
CABP5,CABP5-3,0.956037277147488,-2.12379863893354,1,7,10,274,208,274,208
TRIM42,TRIM42-10,0.771832718327183,-2.04790373613872,1,7,10,11,209,11,11
TRIM42,TRIM42-4,0.7759682224429,-2.04790373613872,1,7,10,15,210,15,15
TRIM42,TRIM42-6,0.851967370441459,-2.04790373613872,1,7,10,82,211,82,82
TRIM42,TRIM42-5,0.941897868918376,-2.04790373613872,1,7,10,247,212,247,212
TRIM42,TRIM42-2,0.950780159837625,-2.04790373613872,1,7,10,263,213,263,213
TRIM42,TRIM42-9,0.96013437849944,-2.04790373613872,1,7,10,281,214,281,214
TRIM42,TRIM42-1,0.960386732912582,-2.04790373613872,1,7,10,282,215,282,215
IL22,IL22-4,0.740943350352541,-1.98272338766854,1,7,10,1,216,1,1
SPATA16,SPATA16-9,0.774079320113314,-1.73457974320331,1,5,10,12,217,12,12
SPATA16,SPATA16-7,0.78770620581304,-1.73457974320331,1,5,10,21,218,21,21
RPS9,RPS9-1,0.758074103427779,-1.55704095382297,1,3,10,6,219,6,6
RPS9,RPS9-9,0.799307958477509,-1.55704095382297,1,3,10,26,220,26,26
KRT74,KRT74-3,0.809512312892323,-1.51762252466515,1,7,10,33,221,33,33
KRT74,KRT74-1,0.874658617220066,-1.51762252466515,1,7,10,118,222,118,118
KRT74,KRT74-8,0.923537988012312,-1.51762252466515,1,7,10,202,223,202,202
KRT74,KRT74-5,0.946963873943121,-1.51762252466515,1,7,10,257,224,257,224
KRT74,KRT74-2,0.9723163009866,-1.51762252466515,1,7,10,305,225,305,225
KRT74,KRT74-9,0.987339690891154,-1.51762252466515,1,7,10,339,226,339,226
KRT74,KRT74-6,0.99248417721519,-1.51762252466515,1,7,10,347,227,347,227
FCRL4,FCRL4-4,0.816539440203562,-1.4752973986795,1,7,10,37,228,37,37
FCRL4,FCRL4-8,0.833533221396018,-1.4752973986795,1,7,10,56,229,56,56
FCRL4,FCRL4-6,0.941369503390943,-1.4752973986795,1,7,10,244,230,244,230
FCRL4,FCRL4-5,0.953508581359983,-1.4752973986795,1,7,10,269,231,269,231
FCRL4,FCRL4-7,0.961067247481623,-1.4752973986795,1,7,10,284,232,284,232
FCRL4,FCRL4-1,0.978010471204188,-1.4752973986795,1,7,10,320,233,320,233
FCRL4,FCRL4-2,0.996815286624204,-1.4752973986795,1,7,10,353,234,353,234
RPTN,RPTN-1,0.888286544046467,-1.41517400558737,1,6,10,139,235,139,139
RPTN,RPTN-8,0.911416094822208,-1.41517400558737,1,6,10,182,236,182,182
RPTN,RPTN-3,0.938197110989212,-1.41517400558737,1,6,10,237,237,237,237
RPTN,RPTN-6,0.953765227021041,-1.41517400558737,1,6,10,271,238,271,238
RPTN,RPTN-2,0.9580375782881,-1.41517400558737,1,6,10,276,239,276,239
RPTN,RPTN-7,0.958735055919784,-1.41517400558737,1,6,10,277,240,277,240
NPHS2,NPHS2-8,0.841785357888052,-1.32789482298888,1,6,10,67,241,67,67
NPHS2,NPHS2-10,0.84532179556517,-1.32789482298888,1,6,10,74,242,74,74
NPHS2,NPHS2-1,0.8529568460309,-1.32789482298888,1,6,10,85,243,85,85
NPHS2,NPHS2-7,0.900035872294631,-1.32789482298888,1,6,10,159,244,159,159
NPHS2,NPHS2-4,0.93315956060324,-1.32789482298888,1,6,10,230,245,230,230
NPHS2,NPHS2-6,0.963475030953364,-1.32789482298888,1,6,10,289,246,289,246
CYP7A1,CYP7A1-9,0.781710152415397,-1.19952472989489,1,6,10,19,247,19,19
CYP7A1,CYP7A1-7,0.855652350081037,-1.19952472989489,1,6,10,88,248,88,88
CYP7A1,CYP7A1-5,0.896919917864476,-1.19952472989489,1,6,10,152,249,152,152
CYP7A1,CYP7A1-2,0.948273143037376,-1.19952472989489,1,6,10,260,250,260,250
CYP7A1,CYP7A1-1,0.959601549529607,-1.19952472989489,1,6,10,278,251,278,251
CYP7A1,CYP7A1-3,0.973163520582215,-1.19952472989489,1,6,10,308,252,308,252
OTUD6A,OTUD6A-7,0.770919736521103,-1.13910516265956,1,6,10,10,253,10,10
OTUD6A,OTUD6A-1,0.852869846402587,-1.13910516265956,1,6,10,84,254,84,84
OTUD6A,OTUD6A-4,0.891012909632572,-1.13910516265956,1,6,10,141,255,141,141
OTUD6A,OTUD6A-2,0.901434521055067,-1.13910516265956,1,6,10,163,256,163,163
COPS8,COPS8-7,0.75104415274463,-1.09321859858393,1,1,16,5,257,5,5
TPH2,TPH2-6,0.869274809160305,-1.07611433817269,1,6,10,106,258,106,106
TPH2,TPH2-2,0.919537207467789,-1.07611433817269,1,6,10,194,259,194,194
TPH2,TPH2-7,0.928571428571429,-1.07611433817269,1,6,10,213,260,213,213
TPH2,TPH2-9,0.945286195286195,-1.07611433817269,1,6,10,253,261,253,253
TPH2,TPH2-1,0.979405806887238,-1.07611433817269,1,6,10,325,262,325,262
TPH2,TPH2-10,0.980645161290323,-1.07611433817269,1,6,10,328,263,328,263
PIWIL3,PIWIL3-7,0.90532158015018,-0.952714994722415,1,6,10,171,264,171,171
PIWIL3,PIWIL3-4,0.935158501440922,-0.952714994722415,1,6,10,232,265,232,232
PIWIL3,PIWIL3-8,0.952406633409734,-0.952714994722415,1,6,10,267,266,267,266
PIWIL3,PIWIL3-3,0.963412391983821,-0.952714994722415,1,6,10,288,267,288,267
PIWIL3,PIWIL3-2,0.971313826735513,-0.952714994722415,1,6,10,299,268,299,268
PIWIL3,PIWIL3-1,0.995038167938931,-0.952714994722415,1,6,10,350,269,350,269
NUP133,NUP133-9,0.774632433618609,-0.893146308514462,1,2,10,13,270,13,13
KRT25,KRT25-8,0.886825817860301,-0.854492320536679,1,5,10,133,271,133,133
KRT25,KRT25-7,0.929353585305546,-0.854492320536679,1,5,10,219,272,219,219
KRT25,KRT25-1,0.937416421503076,-0.854492320536679,1,5,10,236,273,236,236
KRT25,KRT25-6,0.95985401459854,-0.854492320536679,1,5,10,279,274,279,274
KRT25,KRT25-10,0.960601719197708,-0.854492320536679,1,5,10,283,275,283,275
RNASE9,RNASE9-2,0.86099706744868,-0.842380387513776,1,6,11,99,276,99,99
RNASE9,RNASE9-6,0.865233350812795,-0.842380387513776,1,6,11,103,277,103,103
RNASE9,RNASE9-10,0.898279158699809,-0.842380387513776,1,6,11,155,278,155,155
RNASE9,RNASE9-3,0.91358024691358,-0.842380387513776,1,6,11,185,279,185,185
DMRTB1,DMRTB1-5,0.79778156996587,-0.834504669986598,1,2,10,24,280,24,24
DMRTB1,DMRTB1-2,0.841476091476091,-0.834504669986598,1,2,10,66,281,66,66
COPA,COPA-5,0.777452415812592,-0.784703303330054,1,1,10,17,282,17,17
KRT9,KRT9-3,0.795999389219728,-0.665460744538022,1,5,10,23,283,23,23
HTR3D,HTR3D-6,0.852107279693487,-0.636492471417331,1,5,10,83,284,83,83
HTR3D,HTR3D-10,0.920171827456596,-0.636492471417331,1,5,10,197,285,197,197
HTR3D,HTR3D-2,0.943532818532819,-0.636492471417331,1,5,10,250,286,250,250
HTR3D,HTR3D-9,0.961932050757266,-0.636492471417331,1,5,10,286,287,286,286
HTR3D,HTR3D-4,0.980960749853544,-0.636492471417331,1,5,10,329,288,329,288
RPL27,RPL27-4,0.833811320754717,-0.62877120847353,1,4,10,57,289,57,57
RPL27,RPL27-6,0.8563206985513,-0.62877120847353,1,4,10,89,290,89,89
OC90,OC90-10,0.819924575738529,-0.557227910420428,1,5,10,41,291,41,41
OC90,OC90-5,0.907252096694623,-0.557227910420428,1,5,10,174,292,174,174
OC90,OC90-2,0.95564180759634,-0.557227910420428,1,5,10,273,293,273,273
OC90,OC90-3,0.982971711068388,-0.557227910420428,1,5,10,333,294,333,294
OC90,OC90-4,0.993947858472998,-0.557227910420428,1,5,10,349,295,349,295
POLR2A,POLR2A-6,0.815226510067114,-0.496721067115986,1,1,10,36,296,36,36
OR9Q2,OR9Q2-1,0.893314366998578,-0.43327664721965,1,4,10,145,297,145,145
OR9Q2,OR9Q2-10,0.915852205005959,-0.43327664721965,1,4,10,191,298,191,191
OR9Q2,OR9Q2-9,0.941790040376851,-0.43327664721965,1,4,10,246,299,246,246
OR9Q2,OR9Q2-3,0.965752227852525,-0.43327664721965,1,4,10,295,300,295,295
RPL36,RPL36-8,0.824844720496894,-0.409903609033018,1,1,10,46,301,46,46
RPS7,RPS7-8,0.882690730106645,-0.346937742035159,1,3,8,126,302,126,126
RPS7,RPS7-5,0.9075952837949,-0.346937742035159,1,3,8,177,303,177,177
RPL30,RPL30-6,0.845217762596072,-0.265376240654502,1,1,10,72,304,72,72
COPZ1,COPZ1-16,0.844160720991363,-0.151952523155986,1,3,16,70,305,70,70
PSMB3,PSMB3-8,0.900599224532957,-0.127896183189183,1,2,10,161,306,161,161
PSMB3,PSMB3-4,0.937204491725768,-0.127896183189183,1,2,10,235,307,235,235
PSMB2,PSMB2-7,0.841326530612245,-0.0874149107837281,1,3,24,65,308,65,65
RPS24,RPS24-1,0.877979568671964,-0.0832980526725706,1,3,13,120,309,120,120
