"Gene_ID","Well_ID","Score"
"RPL35A","RPL35A-1",14.2254545454545
"PSMD11","PSMD11-5",12.2536873156342
"RPL18A","RPL18A-8",6.64022662889518
"PSMD11","PSMD11-9",4.86440677966102
"POLR2A","POLR2A-2",14.0551181102362
"POLR2D","POLR2D-4",4.18920676202861
"COPS4","COPS4-6",4.38206896551724
"RPL34","RPL34-5",8.72978723404255
"RPL11","RPL11-7",3.82504012841091
"NUP54","NUP54-19",5.80071174377224
"RPL9","RPL9-7",12.6195286195286
"RPL3","RPL3-11",4.92173913043478
"RPS3A","RPS3A-1",9.70743405275779
"RPS24","RPS24-5",5.31453362255965
"COPZ1","COPZ1-11",5.5614849187935
"RPL30","RPL30-8",6.44608567208272
"POLA1","POLA1-3",13.2218045112782
"RPL36","RPL36-5",4.51217532467532
"RPS19","RPS19-3",22.3741496598639
"RPL18A","RPL18A-7",8.50752688172043
"RPL11","RPL11-9",10.0846994535519
"COPB1","COPB1-6",3.5067852129153
"NUP93","NUP93-10",10.5760233918129
"RPL9","RPL9-6",23.6201550387597
"PSMC1","PSMC1-4",5.36335078534031
"RPS13","RPS13-2",4.93780369290573
"RPS9","RPS9-8",8.21149897330596
"NUP98","NUP98-12",4.69043321299639
"COPS2","COPS2-4",3.42492639842983
"COPS4","COPS4-4",4.88985507246377
"PSMC2","PSMC2-2",6.40625
"RPS8","RPS8-5",5.62231182795699
"COPS4","COPS4-7",8.69064748201439
"RPL6","RPL6-2",2.4734721289456
"POLR2F","POLR2F-9",4.07811400422238
"RPS9","RPS9-4",10.0143266475645
"RPS13","RPS13-7",11.7020547945205
"RPS13","RPS13-6",4.53693693693694
"PSMD7","PSMD7-5",4.06
"PSMC2","PSMC2-11",4.46302816901408
"PSMC4","PSMC4-2",4.93762993762994
"PSMC4","PSMC4-3",8.30046948356808
"PSMB2","PSMB2-5",5.02341920374707
"PSMB2","PSMB2-18",5.98003072196621
"POLA1","POLA1-5",4.11020104244229
"PSMD6","PSMD6-1",5.75710594315245
"RPL30","RPL30-1",8.68009478672986
"PSMB2","PSMB2-4",10.8929765886288
"POLR2F","POLR2F-3",5.97329376854599
"PSMD7","PSMD7-7",10.5774193548387
"PSMC2","PSMC2-7",5.53191489361702
"RPL27","RPL27-2",6.26610169491525
"POLR2F","POLR2F-5",5.41198979591837
"RPS13","RPS13-5",4.31871083258729
"RPS9","RPS9-2",10.9388489208633
"COPB1","COPB1-1",5.34391534391534
"RPL34","RPL34-7",6.07298136645963
"POLR2D","POLR2D-1",5.24756097560976
"COPS2","COPS2-9",5.73942701227831
"NUP133","NUP133-6",6.69691470054446
"RPL35A","RPL35A-6",11.6627906976744
"PSMB2","PSMB2-15",6.27240143369176
"PSMD7","PSMD7-1",5.68840579710145
"COPS8","COPS8-10",4.28433268858801
"PSMD6","PSMD6-5",6.23352165725047
"COPS6","COPS6-8",4.21570319240725
"NUP98","NUP98-2",5.56194690265487
"RPS3A","RPS3A-4",3.27036599763872
"COPS4","COPS4-1",7.2847533632287
"PSMB2","PSMB2-6",3.10659395141299
"RPL5","RPL5-2",5.41732283464567
"PSMD7","PSMD7-2",5.46823204419889
"RPL18A","RPL18A-4",7.14967462039046
"PSMD6","PSMD6-12",4.96235884567127
"NUP205","NUP205-5",5.56231003039514
"POLA1","POLA1-4",3.09278350515464
"PSMB2","PSMB2-23",5.76996805111821
"COPB1","COPB1-5",3.7516152189519
"RPS11","RPS11-7",2.74347434743474
"PSMA3","PSMA3-11",4.60129310344828
"NUP54","NUP54-11",4.14162679425837
"RPS19","RPS19-5",4.74201474201474
"RPS19","RPS19-7",12.6153846153846
"POLR2A","POLR2A-7",29.0632911392405
"NUP98","NUP98-14",3.79615705931495
"POLR2A","POLR2A-1",3.60634462869503
"COPS4","COPS4-2",3.97529644268775
"RPL5","RPL5-3",8.1671469740634
"RPL3","RPL3-4",8.81308411214953
"PSMC2","PSMC2-3",3.13907933398629
"NUP205","NUP205-1",3.9041095890411
"RPS9","RPS9-7",6.52310924369748
"PSMC4","PSMC4-6",11.6553191489362
"RPL11","RPL11-10",4.61278648974668
"COPZ1","COPZ1-4",13.8611111111111
"RPS19","RPS19-6",2.57922948073702
"COPB1","COPB1-2",4.001953125
"NUP205","NUP205-2",2.86551724137931
"RPL11","RPL11-5",7.50561797752809
"NUP98","NUP98-1",3.3107098381071
"COPZ1","COPZ1-12",4.28862275449102
"COPB1","COPB1-7",7.50997150997151
"RPL9","RPL9-9",9.20875420875421
"RPL36","RPL36-10",6.82932692307692
"PSMD7","PSMD7-8",5.10276073619632
"COPS8","COPS8-4",2.93704474505723
"COPS8","COPS8-12",5.60636515912898
"NUP133","NUP133-2",4.65104166666667
"POLA1","POLA1-7",3.95810363836825
"RPL34","RPL34-3",3.40140350877193
"COPS6","COPS6-5",6.18619246861925
"POLR2D","POLR2D-7",6.66373626373626
"RPL11","RPL11-1",10.6810344827586
"COPZ1","COPZ1-2",5.17350157728707
"PSMA3","PSMA3-3",3.79294336118849
"COPA","COPA-9",4.51436031331593
"PSMD6","PSMD6-19",2.85565476190476
"PSMD7","PSMD7-4",5.03369065849923
"RPL30","RPL30-7",3.70197044334975
"COPA","COPA-2",4.69595536959554
"PSMC4","PSMC4-4",7.80909090909091
"PSMB2","PSMB2-21",3.68830059777968
"NUP133","NUP133-1",2.98860911270983
"RPS8","RPS8-10",6.47732696897375
"PSMC1","PSMC1-1",3.2420830401126
"RPL36","RPL36-6",9.84518828451883
"PSMC2","PSMC2-13",3.22015725518227
"POLR2F","POLR2F-6",2.58931185944363
"PSMD6","PSMD6-10",2.86342229199372
"RPL3","RPL3-9",2.89883474576271
"COPS2","COPS2-6",5.32846715328467
"PSMB2","PSMB2-14",5.76739562624254
"PSMD1","PSMD1-2",2.58708333333333
"RPS11","RPS11-3",3.14650098103336
"POLR2D","POLR2D-8",5.95278969957082
"RPL35A","RPL35A-2",3.0237933378654
"PSMD6","PSMD6-8",3.24906785980611
"RPS13","RPS13-10",6.09195402298851
"RPL30","RPL30-4",2.45259117082534
"PSMC2","PSMC2-1",4.14147521160822
"POLR2D","POLR2D-3",7.14893617021277
"RPS9","RPS9-3",6.93175074183976
"COPS6","COPS6-2",5.30188679245283
"RPL18A","RPL18A-1",2.70142602495544
"PSMC2","PSMC2-9",2.48363252375924
"COPA","COPA-1",3.624750499002
"RPL18A","RPL18A-2",3.34260731319555
"RPS7","RPS7-3",2.86074498567335
"PSMD1","PSMD1-18",5.14528301886792
"COPB1","COPB1-8",4.06642941874259
"NUP98","NUP98-6",2.41641541038526
"COPA","COPA-6",8.95067264573991
"NUP205","NUP205-7",3.11134453781513
"PSMC2","PSMC2-4",4.7190635451505
"PSMD7","PSMD7-9",3.68607068607069
"PSMD6","PSMD6-14",4.24935732647815
"NUP98","NUP98-7",3.05403458213256
"COPA","COPA-4",4.65024630541872
"POLR2D","POLR2D-6",3.54989816700611
"NUP54","NUP54-15",2.52695733708392
"PSMB3","PSMB3-6",4.90860215053763
"PSMD1","PSMD1-9",2.61816616444253
"RPS8","RPS8-6",5.07258064516129
"RPL9","RPL9-2",3.41238012205754
"PSMC4","PSMC4-7",3.07009694258016
"COPA","COPA-10",2.73698630136986
"PSMD6","PSMD6-3",3.04548959136469
"RPS27","RPS27-1",3.53131524008351
"POLA1","POLA1-1",4.55082417582418
"PSMD11","PSMD11-8",4.73985239852399
"RPL34","RPL34-4",9.67894736842105
"POLR2A","POLR2A-3",2.87445072190835
"RPL27","RPL27-1",3.80904522613065
"COPA","COPA-7",4.14758620689655
"NUP133","NUP133-3",3.28136531365314
"PSMA3","PSMA3-1",2.5561850802644
"RPL11","RPL11-3",5.26477541371158
"NUP54","NUP54-8",2.72543668122271
"PSMD11","PSMD11-3",3.34040178571429
"NUP205","NUP205-8",8.29665071770335
"PSMD1","PSMD1-19",2.84294649061848
"NUP98","NUP98-5",3.30412371134021
"PSMD6","PSMD6-13",5.54210526315789
"PSMB2","PSMB2-16",6.97265625
"COPS4","COPS4-8",3.15594541910331
"COPS6","COPS6-6",3.77567567567568
"PSMB2","PSMB2-20",13.0666666666667
"PSMD6","PSMD6-17",3.83162518301611
"PSMB3","PSMB3-1",2.19268985095813
"PSMD6","PSMD6-9",2.64299548095546
"RPL36","RPL36-2",3.74967061923584
"POLR2A","POLR2A-4",3.53636363636364
"PSMD11","PSMD11-6",3.05936540429887
"POLR2A","POLR2A-10",2.57452071737786
"RPL36","RPL36-7",2.80032206119163
"RPS19","RPS19-9",8.47894736842105
"PSMD1","PSMD1-8",3.57354925775978
"COPS6","COPS6-7",2.53704705246079
"PSMB2","PSMB2-9",2.26755218216319
"COPB1","COPB1-4",3.15744680851064
"NUP93","NUP93-8",1.97487065779749
"RPS8","RPS8-2",3.82616822429907
"RPS7","RPS7-1",2.35683297180043
"POLR2F","POLR2F-8",1.90827797649463
"PSMD6","PSMD6-6",2.346087949743
"NUP93","NUP93-11",5.0030959752322
"PSMD7","PSMD7-10",2.88715486194478
"PSMA3","PSMA3-2",3.98174442190669
"RPS3A","RPS3A-2",2.90398550724638
"RPL18A","RPL18A-3",2.23455056179775
"PSMA3","PSMA3-10",2.68076923076923
"RPS3A","RPS3A-5",2.70017035775128
"RPS27","RPS27-3",1.90272873194222
"COPS2","COPS2-3",1.8541607091793
"COPB1","COPB1-10",3.9979079497908
"RPL5","RPL5-8",2.30822311673376
"PSMC2","PSMC2-12",2.07821953327571
"COPS4","COPS4-3",2.65041398344066
"PSMD11","PSMD11-1",2.71174377224199
"NUP93","NUP93-9",2.76948051948052
"COPS4","COPS4-10",2.49499545040946
"PSMD1","PSMD1-7",2.12417582417582
"PSMD11","PSMD11-4",3.4859437751004
"PSMD6","PSMD6-16",2.54642475987193
"NUP133","NUP133-5",2.66593406593407
"RPL3","RPL3-10",4.62542955326461
"COPS8","COPS8-2",2.65456545654565
"RPS27","RPS27-5",2.0752283718431
"RPS13","RPS13-1",3.28793774319066
"RPL30","RPL30-5",2.9239263803681
"NUP93","NUP93-6",4.36908517350158
"COPS6","COPS6-1",2.01862745098039
"COPZ1","COPZ1-3",5.52941176470588
"COPS2","COPS2-10",2.05300546448087
"RPL11","RPL11-4",1.76058437686345
"RPL3","RPL3-2",1.82392857142857
"PSMD11","PSMD11-10",2.35186721991701
"PSMC4","PSMC4-9",2.19602467443454
"NUP98","NUP98-8",1.88971132494449
"NUP205","NUP205-10",2.24240121580547
"RPL36","RPL36-9",1.88373889532638
"RPS19","RPS19-4",3.65394402035623
"POLA1","POLA1-2",1.93256165072974
"POLA1","POLA1-8",2.00782661047562
"COPS6","COPS6-10",2.45536519386835
"NUP54","NUP54-4",2.28475711892797
"POLR2A","POLR2A-8",2.71982116244411
"RPL6","RPL6-1",4.61842105263158
"NUP54","NUP54-20",2.04683698296837
"NUP205","NUP205-9",1.72301228183581
"PSMB2","PSMB2-19",2.05466970387244
"RPS13","RPS13-3",2.04356705241661
"PSMC1","PSMC1-7",1.76992287917738
"COPS8","COPS8-9",1.75961205403533
"NUP205","NUP205-4",1.58542617960426
"POLR2F","POLR2F-10",1.53593913955929
"NUP133","NUP133-8",2.13055303717135
"NUP98","NUP98-3",1.73113854595336
"PSMB3","PSMB3-7",2.07185628742515
"RPL27","RPL27-8",1.72309337134711
"RPL5","RPL5-4",1.71098053617334
"RPL18A","RPL18A-5",1.66309523809524
"NUP98","NUP98-13",1.8632740649908
"PSMB3","PSMB3-5",1.86043784206411
"NUP98","NUP98-16",1.64924055104203
"COPS6","COPS6-4",1.72645211930926
"PSMD6","PSMD6-11",2.01048034934498
"NUP98","NUP98-4",1.46620570440795
"PSMC4","PSMC4-1",1.73875054609
"RPS7","RPS7-6",1.85180055401662
"PSMB2","PSMB2-17",4
"POLR2A","POLR2A-9",2.78140703517588
"PSMC4","PSMC4-8",1.92836398838335
"COPS2","COPS2-5",4.76691729323308
"PSMC1","PSMC1-5",1.71739130434783
"RPL3","RPL3-8",1.75579322638146
"RPS11","RPS11-9",1.67805294619983
"PSMB2","PSMB2-22",1.53680634201586
"RPS24","RPS24-10",1.41473317865429
"PSMD11","PSMD11-7",1.99382171226831
"COPZ1","COPZ1-5",1.76415770609319
"PSMC4","PSMC4-10",1.6839530332681
"PSMD6","PSMD6-15",1.88938053097345
"PSMD1","PSMD1-13",1.75450843513671
"COPA","COPA-3",1.57654941373534
"RPL3","RPL3-6",1.58146744746814
"RPS24","RPS24-6",1.52420881796051
"COPS8","COPS8-6",1.60669456066946
"RPS24","RPS24-4",1.4296948137053
"LYZL6","LYZL6-6",1.51844798857415
"PSMD1","PSMD1-21",1.77959791511541
"COPS8","COPS8-15",1.39710144927536
"RPL3","RPL3-7",1.57306930693069
"NUP98","NUP98-10",1.42071065989848
"COPZ1","COPZ1-14",1.59668012561687
"RPS24","RPS24-8",1.58301941466242
"RPL9","RPL9-10",1.99405646359584
"RPL3","RPL3-1",1.73875083948959
"RPL27","RPL27-7",1.67257383966245
"RPL3","RPL3-3",1.37228979375992
"RPL34","RPL34-6",1.67726161369193
"NUP98","NUP98-9",1.63721940622737
"COPS8","COPS8-14",1.4982422499201
"RPS3A","RPS3A-6",1.72457627118644
"PSMC2","PSMC2-5",1.77911164465786
"RPS27","RPS27-2",1.51990151826016
"PSMD7","PSMD7-3",1.39747859181732
"RPS9","RPS9-6",2.25056433408578
"RPL11","RPL11-6",1.50605326876513
"RPS8","RPS8-3",1.40682266704257
"NUP133","NUP133-10",1.48568111455108
"RPL5","RPL5-1",1.3961983961984
"POLR2D","POLR2D-5",1.35256780150029
"RPS27","RPS27-4",1.27104111986002
"NUP98","NUP98-11",1.41993957703927
"COPZ1","COPZ1-15",1.33406181704652
"NUP54","NUP54-10",1.42768466790813
"RPS24","RPS24-13",1.38487208008899
"RPS11","RPS11-4",1.35552913198573
"PSMD1","PSMD1-16",1.25193167954453
"PSMD7","PSMD7-6",1.47112676056338
"COPZ1","COPZ1-7",1.37607244995234
"NUP54","NUP54-16",1.37631887456038
"COPS6","COPS6-3",1.34044065387349
"COPS8","COPS8-1",1.26733890801771
"NUP205","NUP205-3",1.28196912321585
"PSMC1","PSMC1-3",1.30842867149194
"NUP54","NUP54-9",1.35850535667625
"RPL36","RPL36-4",1.16547992025064
"POLA1","POLA1-9",1.31159420289855
"COPS8","COPS8-16",1.36593059936909
"NUP205","NUP205-6",1.1826636251974
"POLR2F","POLR2F-7",1.21856683683116
"RPS11","RPS11-6",1.15694480774261
"COPZ1","COPZ1-9",1.27589852008457
"CRYGB","CRYGB-8",1.18238993710692
"LYZL6","LYZL6-2",1.20673863264639
"RPS7","RPS7-4",1.16615905245347
"RPS8","RPS8-1",1.21416018076827
"PSMB3","PSMB3-10",1.11324871082904
"RPL3","RPL3-5",1.23284363050916
"MRGPRD","MRGPRD-8",1.25125925925926
"IL1F10","IL1F10-10",1.19574036511156
"PSMB2","PSMB2-11",1.23375834851245
"POLA1","POLA1-10",1.21896383186706
"POLR2F","POLR2F-4",1.29733520336606
"MRGPRD","MRGPRD-10",1.20929407591344
"OTUD6A","OTUD6A-8",1.20287356321839
"RPL9","RPL9-4",1.30416068866571
"COPS8","COPS8-5",1.19827033952594
"NUP98","NUP98-15",1.28233205090263
"RPS24","RPS24-3",1.18537787513691
"RPS19","RPS19-1",1.19320255474453
"RPL9","RPL9-5",1.20567375886525
"IL1F10","IL1F10-1",1.22073578595318
"KRT25","KRT25-2",1.2243033348561
"PIWIL3","PIWIL3-5",1.24094881398252
"TPH2","TPH2-8",1.21096543504172
"RPS8","RPS8-9",1.15903211078983
"RPL30","RPL30-2",1.19281785829829
"RNASE9","RNASE9-4",1.18014440433213
"NPSR1","NPSR1-10",1.20490998363339
"PSMA3","PSMA3-5",1.13325867861142
"PSMD1","PSMD1-14",1.10807291666667
"DMRTB1","DMRTB1-10",1.14604734256364
"RPL5","RPL5-9",1.17507473841555
"POLR2D","POLR2D-10",1.14618727775583
"RPTN","RPTN-4",1.26155580608794
"COPS8","COPS8-13",1.15734745928978
"HTR3D","HTR3D-5",1.15631691648822
"MRGPRD","MRGPRD-9",1.13538873994638
"RPL30","RPL30-9",1.11902006172839
"LYZL6","LYZL6-4",1.09704455227172
"RPL27","RPL27-9",1.13780804150454
"DMRTC2","DMRTC2-3",1.15765920826162
"KRT25","KRT25-3",1.16160835105355
"OLIG2","OLIG2-5",1.15665356541269
"IL1F10","IL1F10-3",1.19693396226415
"IL22","IL22-2",1.27771911298838
"COPS2","COPS2-1",1.1355223880597
"HTR3D","HTR3D-7",1.2070457354759
"NUP54","NUP54-2",1.17729226361032
"LYZL6","LYZL6-8",1.12719919110212
"IL1F10","IL1F10-4",1.12719189923438
"NUP93","NUP93-5",1.18890952507296
"KRT25","KRT25-4",1.21672771672772
"RPS11","RPS11-8",1.17710843373494
"OR9Q2","OR9Q2-8",1.09714285714286
"RXFP2","RXFP2-6",1.17596471885336
"LUZP4","LUZP4-1",1.24660018132366
"KRT74","KRT74-7",1.14174311926605
"POLA1","POLA1-6",1.13288920056101
"OC90","OC90-1",1.43373493975904
"NPHS2","NPHS2-5",1.15910055154858
"IL1F10","IL1F10-7",1.11519812740344
"COPS2","COPS2-8",1.16110273530045
"NPHS2","NPHS2-2",1.11830023489216
"MRGPRD","MRGPRD-2",1.01527431421446
"OC90","OC90-6",1.12835949258224
"NUP93","NUP93-3",1.09559987337765
"FCRL4","FCRL4-10",1.02153460171441
"IL1F10","IL1F10-6",1.13336192109777
"PSMB3","PSMB3-2",1.14064451661254
"PIWIL3","PIWIL3-9",1.10567936736161
"KRT74","KRT74-10",1.0950852557673
"RPL30","RPL30-3",1.06810810810811
"OTUD6A","OTUD6A-10",1.10102335345054
"COPS6","COPS6-9",1.06089032918301
"OR9Q2","OR9Q2-6",1.07566302652106
"DMRTC2","DMRTC2-1",1.15892094017094
"LHX5","LHX5-3",1.17172832689122
"FAM71B","FAM71B-9",1.10480015299292
"LYZL6","LYZL6-5",1.12001078748652
"DMRTB1","DMRTB1-1",1.16705637828007
"LYZL6","LYZL6-7",1.10065907729179
"HTR3D","HTR3D-3",1.06294768830041
"CYP7A1","CYP7A1-6",1.1103515625
"DMRTB1","DMRTB1-8",1.11092985318108
"IL1F10","IL1F10-9",1.05358012664394
"OC90","OC90-8",1.10586944596818
"OC90","OC90-7",1.08565561748313
"OR9Q2","OR9Q2-7",1.20932277924362
"RPS24","RPS24-11",1.08483516483516
"MRGPRD","MRGPRD-1",1.09913793103448
"SAGE1","SAGE1-9",1.07797270955166
"RNASE9","RNASE9-7",1.00504462553357
"SPATA16","SPATA16-1",1.12521357090554
"FCRL4","FCRL4-9",1.10810810810811
"TAAR8","TAAR8-6",1.05774925962488
"SPATA16","SPATA16-3",1.08720930232558
"RPTN","RPTN-9",1.0698381966533
"COPZ1","COPZ1-8",1.09331352154532
"DMRTB1","DMRTB1-4",1.0999600159936
"DMRTC2","DMRTC2-9",1.12192723697148
"RPS24","RPS24-12",0.986871550052215
"OR9Q2","OR9Q2-4",1.01111522786217
"DMRTC2","DMRTC2-7",1.04485016868426
"COPS8","COPS8-11",1.12063492063492
"OC90","OC90-9",1.04905063291139
"LYZL6","LYZL6-9",1.06409861325116
"PSMA3","PSMA3-4",1.06631142687981
"MRGPRD","MRGPRD-6",1.05959246443676
"RPL35A","RPL35A-7",1.1260752688172
"COPS2","COPS2-7",1.11687887691805
"PSMD1","PSMD1-17",1.06012024048096
"CABP5","CABP5-7",1.04946619217082
"COPS8","COPS8-8",1.03931071620894
"IL1F10","IL1F10-2",0.944545454545455
"PIWIL3","PIWIL3-6",1.09675881792183
"ADH7","ADH7-8",1.06129303106633
"TGM6","TGM6-4",1.05929791271347
"RNASE9","RNASE9-11",1.09704220671319
"LYZL6","LYZL6-3",1.01775804661487
"TPH2","TPH2-3",1.02708978328173
"TRIM42","TRIM42-3",1.02647783251232
"PSMA3","PSMA3-9",1.03095809981318
"DMRTC2","DMRTC2-5",1.029521921128
"KRT9","KRT9-1",1.01038062283737
"ADH7","ADH7-1",1.04828747894441
"TAS2R13","TAS2R13-4",1.122763726095
"HTR3D","HTR3D-8",1.07195203197868
"SPATA16","SPATA16-4",1.02414231257942
"RPL9","RPL9-1",1.09416641989932
"KRT74","KRT74-6",0.99248417721519
"CABP5","CABP5-9",1.04817087025676
"RXFP2","RXFP2-2",1.01760777170613
"SPATA16","SPATA16-10",1.05907977130411
"KRT9","KRT9-2",1.01760835913313
"CRYGB","CRYGB-6",1.0872812633376
"RPS7","RPS7-7",1.06604426002766
"RPL9","RPL9-8",1.04087736789631
"IL22","IL22-9",1.0122084548105
"OTUD6A","OTUD6A-3",1.06433566433566
"ADH7","ADH7-4",0.99855421686747
"KRT9","KRT9-5",1.00989819004525
"RNASE9","RNASE9-1",1
"PIWIL3","PIWIL3-2",0.971313826735513
"DMRTC2","DMRTC2-6",1.06994397252847
"RPL30","RPL30-10",1.06003873466753
"PSMC2","PSMC2-10",1.02310924369748
"CYP7A1","CYP7A1-4",1.05206964520368
"COPS2","COPS2-2",1.05948308627898
"TRIM42","TRIM42-7",1.12191833590139
"NLRP5","NLRP5-9",0.998948475289169
"DMRTB1","DMRTB1-6",1.00899958141482
"MAGEB3","MAGEB3-3",1.01165501165501
"OLIG2","OLIG2-6",0.990135635018496
"FAM71B","FAM71B-7",1.065150238697
"VN1R2","VN1R2-3",1.02780898876404
"ABCG8","ABCG8-8",1.08015440508629
"RNASE9","RNASE9-9",1.03598416696653
"OR12D2","OR12D2-6",0.98110566829951
"PSMD6","PSMD6-2",0.978181818181818
"POU4F2","POU4F2-1",1.02915148360229
"MRGPRD","MRGPRD-7",1.008
"TAS2R13","TAS2R13-6",1.01207464324918
"MAGEB3","MAGEB3-6",1.01254848277436
"TGM6","TGM6-11",0.965413533834587
"CABP5","CABP5-5",1.04268292682927
"LUZP4","LUZP4-9",1.02575107296137
"COPS8","COPS8-3",1.06733524355301
"POU4F2","POU4F2-9",1.02548186867037
"TPH2","TPH2-5",1.05012111049003
"TPH2","TPH2-4",1.00038066235249
"IL22","IL22-7",0.986466607825831
"RPL35A","RPL35A-3",0.972257571901247
"RPS24","RPS24-2",1.00911577028259
"RPTN","RPTN-10",1.00854283622163
"TAS2R13","TAS2R13-1",0.914933837429111
"RPL5","RPL5-7",1.06761864762705
"ABCG8","ABCG8-9",0.981396279255851
"DMRTB1","DMRTB1-7",1.0194489465154
"SPATA16","SPATA16-2",1.0249593054802
"KRT25","KRT25-5",1.01706591514013
"DEFB129","DEFB129-10",1.05754745405243
"CRYGB","CRYGB-1",1.0229059061307
"DMRTC2","DMRTC2-8",1.08688503857342
"OR12D2","OR12D2-7",1.0004159733777
"RPL5","RPL5-10",1.03596766210196
"RPL34","RPL34-2",1.01008403361345
"OC90","OC90-4",0.993947858472998
"CYP7A1","CYP7A1-8",1.11865581153646
"IL22","IL22-3",1.02392516639683
"KRT9","KRT9-4",1.03764239722635
"DMRTB1","DMRTB1-9",1.02281606501016
"NPSR1","NPSR1-7",0.94061757719715
"IL1F10","IL1F10-8",1.05
"NLRP5","NLRP5-3",1.05358309736441
"ADH7","ADH7-2",0.951399894347596
"RPTN","RPTN-2",0.9580375782881
"RXFP2","RXFP2-7",0.887818520820385
"HTR3D","HTR3D-1",1.027739090065
"LHX5","LHX5-6",0.971416561580496
"KRT74","KRT74-9",0.987339690891154
"KRT25","KRT25-6",0.95985401459854
"FCRL4","FCRL4-6",0.941369503390943
"ABCG8","ABCG8-10",1.04279971624498
"PSMC1","PSMC1-2",1.02771797631862
"OTUD6A","OTUD6A-5",0.974247370330069
"FCRL4","FCRL4-3",1.05895589558956
"KRT25","KRT25-9",1.03602058319039
"DMRTB1","DMRTB1-3",1.01807735426009
"KRT77","KRT77-2",0.946775844421699
"OTUD6A","OTUD6A-6",1.01528131511924
"TPH2","TPH2-1",0.979405806887238
"OLIG2","OLIG2-2",0.97835795259361
"KRT74","KRT74-4",1.00412168792934
"KRT9","KRT9-9",1.05492037566354
"FCRL4","FCRL4-2",0.996815286624204
"PSMB2","PSMB2-24",0.943262411347518
"RNASE9","RNASE9-8",0.992099898063201
"RPS7","RPS7-8",0.882690730106645
"DMRTC2","DMRTC2-2",0.997358224727017
"SAGE1","SAGE1-7",0.992555831265509
"NPHS2","NPHS2-9",1.06289184952978
"RPL27","RPL27-5",0.982053231939163
"PIWIL3","PIWIL3-10",1.01410289892922
"ABCG8","ABCG8-5",0.99666922879836
"SAGE1","SAGE1-3",0.979975278121137
"RPS7","RPS7-2",0.970398362462604
"TPH2","TPH2-10",0.980645161290323
"PLA2G2E","PLA2G2E-9",0.936853002070393
"CYP7A1","CYP7A1-10",1.00116572760832
"FCRL4","FCRL4-1",0.978010471204188
"CYP7A1","CYP7A1-1",0.959601549529607
"TAAR1","TAAR1-3",0.960029246892518
"RXFP2","RXFP2-10",0.968824463860206
"LUZP4","LUZP4-5",0.920853858784893
"OLIG2","OLIG2-9",0.978267920856309
"DMRTB1","DMRTB1-5",0.79778156996587
"LHX5","LHX5-8",0.965266439067834
"LUZP4","LUZP4-7",0.881638846737481
